,Player,Tm,G,3P,3P%,2P,2P%,FT%,ORB,DRB,AST,STL,BLK,TOV,PTS,ORB%,DRB%,AST%,STL%,BLK%,USG%,PG%,SG%,SF%,PF%,C%,PGA,Blkd,Dist.,%2PFGA,0-3%FGA,3-10%FGA,10-16%FGA,16-3P%FGA,%3PFGA,0-3FG%,3-10FG%,10-16FG%,16-3PFG%,2P%A,3P%A,Dunk%FGA,C3%3PA,C33P%,Season,TruePos
9966,Chris Webber*,SAC,70.0,0.0,0.071,11.2,0.488,0.703,2.6,8.5,4.2,1.3,1.7,2.8,27.1,7.0,22.1,20.6,1.7,2.8,31.6,0.0,0.0,0.0,91.0,9.0,669.0,90.0,10.2,0.983,0.256,0.259,0.122,0.346,0.017,0.73,0.385,0.395,0.419,0.568,1.0,0.068,0.0,,,4.09
9967,Bonzi Wells,POR,75.0,0.2,0.34,4.9,0.547,0.663,1.6,3.3,2.8,1.3,0.3,2.3,12.7,7.4,14.3,18.4,2.5,0.7,23.3,0.0,37.0,61.0,2.0,0.0,440.0,54.0,8.1,0.931,0.488,0.125,0.106,0.212,0.069,0.695,0.319,0.416,0.409,0.662,0.882,0.079,0.4,0.25,,2.65
9968,David Wesley,CHH,82.0,1.2,0.376,5.2,0.434,0.799,0.8,2.0,4.4,1.6,0.2,2.1,17.2,2.4,5.9,21.7,2.2,0.4,23.1,14.0,86.0,0.0,0.0,0.0,781.0,65.0,16.2,0.792,0.167,0.037,0.107,0.48,0.208,0.575,0.239,0.331,0.424,0.714,0.938,0.0,0.233,0.4,,1.86
9969,Doug West,VAN,15.0,0.0,0.0,0.7,0.306,0.857,0.3,0.7,0.9,0.2,0.3,0.3,1.9,2.7,7.3,12.4,0.9,1.6,12.0,0.0,56.0,44.0,0.0,0.0,32.0,4.0,12.3,0.947,0.263,0.105,0.158,0.421,0.053,0.5,0.0,0.333,0.25,0.727,,0.026,0.5,0.0,,2.44
9970,Jahidi White,WAS,68.0,0.0,0.0,3.0,0.499,0.567,2.6,5.0,0.3,0.5,1.6,2.0,8.6,12.7,25.4,2.1,1.0,4.9,18.9,0.0,0.0,0.0,0.0,100.0,43.0,64.0,2.7,0.998,0.645,0.321,0.032,0.0,0.002,0.559,0.405,0.231,,0.562,,0.181,1.0,0.0,,5.0
9971,Chris Whitney,WAS,59.0,1.6,0.375,1.5,0.401,0.894,0.2,1.6,4.2,0.9,0.1,1.7,9.5,0.9,7.3,26.9,1.9,0.1,18.1,100.0,0.0,0.0,0.0,0.0,519.0,14.0,19.5,0.472,0.089,0.074,0.072,0.234,0.528,0.595,0.257,0.471,0.355,0.348,0.591,0.0,0.177,0.432,,1.0
9972,Aaron Williams,NJN,82.0,0.0,0.0,3.6,0.458,0.787,2.6,4.6,1.1,0.7,1.4,1.6,10.2,10.1,19.2,6.5,1.3,3.6,17.8,0.0,0.0,6.0,68.0,26.0,195.0,70.0,5.4,0.997,0.502,0.262,0.131,0.103,0.003,0.577,0.376,0.294,0.299,0.623,,0.129,0.0,,,4.2
9973,Alvin Williams,TOR,82.0,0.4,0.306,3.6,0.451,0.752,0.6,2.0,5.0,1.5,0.3,1.3,9.8,2.3,7.8,27.2,2.7,0.8,17.4,43.0,54.0,3.0,0.0,0.0,903.0,38.0,14.7,0.859,0.197,0.089,0.133,0.441,0.141,0.623,0.368,0.392,0.408,0.519,0.636,0.0,0.167,0.444,,1.6
9974,Eric Williams,BOS,81.0,0.6,0.331,1.4,0.375,0.714,0.8,1.8,1.4,0.8,0.2,0.9,6.6,4.1,10.0,10.6,1.9,0.6,16.3,0.0,3.0,86.0,11.0,0.0,263.0,33.0,12.3,0.69,0.261,0.208,0.112,0.109,0.31,0.487,0.312,0.28,0.327,0.466,0.957,0.018,0.712,0.384,,3.08
9975,Jason Williams,SAC,77.0,1.3,0.315,2.4,0.483,0.789,0.2,2.2,5.4,1.2,0.1,2.1,9.4,0.9,7.6,27.6,2.1,0.3,17.0,95.0,5.0,0.0,0.0,0.0,907.0,18.0,17.6,0.549,0.213,0.075,0.038,0.223,0.451,0.626,0.404,0.462,0.377,0.361,0.643,0.0,0.087,0.222,,1.05
9976,Jerome Williams,TOT,59.0,0.0,0.0,2.3,0.467,0.741,2.3,4.2,0.8,1.0,0.3,1.1,6.3,12.0,23.4,6.1,2.5,1.2,15.4,0.0,0.0,9.0,82.0,9.0,99.0,33.0,6.0,0.99,0.548,0.143,0.153,0.146,0.01,0.565,0.238,0.378,0.419,0.61,,0.054,0.0,,,4.0
9977,Monty Williams,ORL,82.0,0.0,0.077,2.0,0.459,0.639,1.0,1.9,1.0,0.4,0.2,1.0,5.0,7.7,14.7,10.5,1.2,1.0,18.5,0.0,17.0,79.0,4.0,0.0,171.0,44.0,5.9,0.964,0.599,0.168,0.082,0.115,0.036,0.569,0.311,0.233,0.262,0.584,1.0,0.025,0.385,0.2,,2.87
9978,Scott Williams,MIL,66.0,0.0,0.25,2.6,0.476,0.857,1.5,4.0,0.5,0.7,0.5,0.6,6.1,8.7,23.6,4.2,2.0,1.8,15.4,0.0,0.0,0.0,35.0,65.0,80.0,11.0,10.0,0.989,0.28,0.133,0.377,0.199,0.011,0.594,0.479,0.471,0.319,0.8,0.0,0.03,0.25,0.0,,4.65
9979,Shammond Williams,SEA,69.0,0.9,0.459,1.4,0.426,0.875,0.5,1.4,2.8,0.4,0.1,1.2,6.8,3.2,9.0,24.2,1.3,0.2,17.9,100.0,0.0,0.0,0.0,0.0,415.0,20.0,15.9,0.639,0.179,0.128,0.095,0.236,0.361,0.576,0.362,0.229,0.425,0.29,0.672,0.005,0.143,0.632,,1.0
9980,Walt Williams,HOU,72.0,1.4,0.395,1.4,0.392,0.77,0.4,3.0,1.3,0.4,0.4,1.0,8.3,2.3,15.3,10.0,1.0,1.2,18.7,0.0,2.0,74.0,24.0,0.0,208.0,24.0,17.6,0.517,0.154,0.06,0.08,0.222,0.483,0.544,0.161,0.39,0.351,0.654,0.969,0.014,0.399,0.444,,3.22
9981,Corliss Williamson,TOT,69.0,0.0,0.0,4.7,0.504,0.637,1.6,3.1,0.9,0.7,0.3,1.6,11.6,7.0,14.0,6.5,1.5,0.9,22.5,0.0,1.0,83.0,16.0,0.0,132.0,65.0,6.1,0.997,0.416,0.301,0.179,0.1,0.003,0.658,0.421,0.448,0.215,0.668,,0.019,0.0,,,3.15
9982,Kevin Willis,TOT,78.0,0.0,0.167,3.9,0.443,0.769,2.3,4.6,0.6,0.7,0.7,1.1,9.3,10.5,21.8,4.6,1.6,2.0,20.5,0.0,0.0,0.0,0.0,100.0,113.0,43.0,9.3,0.991,0.296,0.239,0.23,0.226,0.009,0.603,0.37,0.371,0.385,0.67,0.0,0.042,0.167,0.0,,5.0
9983,Rubén Wolkowyski,SEA,34.0,0.0,0.0,0.7,0.325,0.735,0.4,1.0,0.1,0.2,0.5,0.4,2.2,4.5,12.7,1.4,1.0,4.3,15.7,0.0,0.0,1.0,53.0,46.0,8.0,16.0,8.1,0.975,0.354,0.291,0.139,0.19,0.025,0.357,0.261,0.273,0.4,0.8,,0.051,0.0,,,4.45
9984,Metta World Peace,CHI,76.0,0.6,0.291,3.7,0.426,0.75,0.8,3.1,3.0,2.0,0.6,2.1,11.9,2.9,12.3,17.6,3.5,1.4,21.6,0.0,2.0,89.0,10.0,0.0,483.0,66.0,12.2,0.818,0.325,0.103,0.118,0.272,0.182,0.54,0.31,0.344,0.369,0.57,0.884,0.028,0.162,0.458,,3.11
9985,Lorenzen Wright,ATL,71.0,0.0,0.0,5.1,0.449,0.718,2.5,5.0,1.2,0.6,0.9,1.8,12.4,10.0,20.0,8.0,1.1,2.3,23.2,0.0,0.0,0.0,45.0,55.0,195.0,58.0,7.8,0.998,0.314,0.275,0.303,0.105,0.002,0.647,0.336,0.382,0.341,0.617,,0.058,0.5,0.0,,4.55
9986,Tariq Abdul-Wahad,TOT,61.0,0.0,0.13,4.4,0.435,0.756,1.7,3.1,1.6,1.0,0.5,1.7,11.4,7.0,13.1,10.0,1.8,1.2,22.5,1.0,96.0,3.0,0.0,0.0,216.0,32.0,11.6,0.964,0.289,0.184,0.198,0.293,0.036,0.652,0.319,0.344,0.354,0.576,1.0,0.099,0.13,0.333,,2.02
9987,Shareef Abdur-Rahim,VAN,82.0,0.4,0.302,6.9,0.478,0.809,2.7,7.4,3.3,1.1,1.1,3.0,20.3,8.0,22.7,15.5,1.5,1.9,25.0,0.0,0.0,63.0,35.0,3.0,597.0,138.0,9.8,0.925,0.306,0.284,0.151,0.183,0.075,0.652,0.41,0.358,0.393,0.494,1.0,0.086,0.563,0.37,,3.44
9988,Cory Alexander,DEN,29.0,0.3,0.257,0.7,0.302,0.773,0.3,1.2,2.0,0.8,0.1,1.0,2.8,2.6,11.3,25.7,3.7,0.4,18.0,97.0,3.0,0.0,0.0,0.0,127.0,11.0,16.0,0.643,0.224,0.112,0.102,0.204,0.357,0.545,0.182,0.1,0.2,0.211,0.667,0.01,0.171,0.167,,1.03
9989,Ray Allen*,MIL,82.0,2.1,0.423,5.7,0.468,0.887,1.0,3.4,3.8,1.3,0.2,2.2,22.1,3.2,10.5,17.0,1.9,0.5,25.6,1.0,96.0,3.0,0.0,0.0,664.0,61.0,15.1,0.712,0.195,0.128,0.223,0.166,0.288,0.596,0.414,0.417,0.427,0.421,0.855,0.043,0.273,0.459,,2.02
9990,Rafer Alston,MIL,27.0,0.1,0.214,0.9,0.296,0.75,0.2,0.7,2.6,0.4,0.0,1.1,2.2,1.6,5.8,26.8,1.7,0.0,15.5,100.0,0.0,0.0,0.0,0.0,156.0,2.0,16.0,0.853,0.116,0.116,0.221,0.4,0.147,0.273,0.364,0.238,0.316,0.583,1.0,0.0,0.571,0.375,,1.0
9991,John Amaechi,ORL,80.0,0.0,0.167,3.8,0.439,0.766,0.8,2.6,1.2,0.4,0.5,1.7,10.5,4.0,13.2,9.1,1.0,1.5,24.1,0.0,0.0,0.0,0.0,100.0,204.0,78.0,10.8,0.991,0.286,0.267,0.123,0.316,0.009,0.55,0.353,0.407,0.425,0.574,1.0,0.013,0.167,0.0,,5.0
9992,Derek Anderson,LAC,64.0,0.9,0.309,5.0,0.472,0.877,1.3,2.8,3.4,1.4,0.2,2.6,16.9,3.9,9.3,17.9,2.1,0.3,23.4,31.0,66.0,3.0,0.0,0.0,476.0,36.0,14.6,0.793,0.25,0.085,0.183,0.276,0.207,0.656,0.329,0.382,0.409,0.438,0.764,0.066,0.208,0.405,,1.72
9993,Kenny Anderson,BOS,82.0,1.0,0.386,4.3,0.456,0.775,0.7,2.1,5.1,1.7,0.1,1.6,14.0,2.3,7.9,26.7,2.7,0.2,20.5,97.0,3.0,0.0,0.0,0.0,914.0,60.0,13.7,0.777,0.219,0.166,0.162,0.229,0.223,0.495,0.409,0.375,0.509,0.287,0.824,0.0,0.105,0.391,,1.03
9994,Nick Anderson,SAC,72.0,1.8,0.332,2.4,0.452,0.487,1.2,3.6,1.7,1.3,0.2,1.3,10.8,4.1,12.8,8.6,2.2,0.5,18.1,0.0,92.0,8.0,0.0,0.0,263.0,21.0,17.7,0.492,0.111,0.165,0.069,0.147,0.508,0.644,0.419,0.407,0.365,0.638,0.947,0.01,0.196,0.321,,2.08
9995,Shandon Anderson,HOU,82.0,1.0,0.351,3.5,0.523,0.767,1.1,3.6,2.9,1.2,0.4,2.4,12.3,3.9,11.9,14.3,1.8,0.8,17.6,0.0,51.0,46.0,3.0,0.0,546.0,65.0,12.7,0.711,0.38,0.153,0.08,0.098,0.289,0.669,0.345,0.29,0.421,0.647,0.962,0.028,0.404,0.385,,2.52
9996,Chris Anstey,CHI,73.0,0.0,0.167,2.2,0.447,0.789,1.2,2.6,0.9,0.4,0.3,1.1,6.0,10.3,22.5,13.2,1.5,1.8,23.1,0.0,0.0,0.0,0.0,100.0,144.0,23.0,11.6,0.984,0.245,0.22,0.209,0.313,0.016,0.607,0.463,0.368,0.36,0.706,1.0,0.055,0.0,,,5.0
9997,Greg Anthony,POR,82.0,1.1,0.378,1.0,0.443,0.772,0.2,1.4,2.5,0.7,0.1,1.0,6.3,1.4,8.4,20.5,2.0,0.4,16.4,97.0,3.0,0.0,0.0,0.0,434.0,10.0,19.4,0.44,0.132,0.038,0.07,0.2,0.56,0.618,0.313,0.31,0.398,0.395,0.83,0.0,0.215,0.4,,1.03
9998,B.J. Armstrong,CHI,27.0,0.5,0.448,2.6,0.446,0.88,0.1,1.7,2.9,0.3,0.0,1.5,7.4,0.4,9.2,26.5,0.6,0.1,18.6,100.0,0.0,0.0,0.0,0.0,165.0,5.0,16.9,0.844,0.086,0.081,0.156,0.522,0.156,0.563,0.4,0.31,0.474,0.529,0.769,0.0,0.138,0.25,,1.0
9999,Darrell Armstrong,ORL,82.0,1.7,0.34,4.2,0.485,0.911,0.8,2.5,6.1,2.1,0.1,3.0,16.2,2.7,8.6,31.4,3.2,0.2,23.9,88.0,12.0,0.0,0.0,0.0,1034.0,61.0,16.9,0.64,0.197,0.055,0.133,0.256,0.36,0.577,0.311,0.389,0.5,0.331,0.577,0.02,0.112,0.311,,1.12
10000,Chucky Atkins,ORL,82.0,0.7,0.35,3.1,0.445,0.729,0.2,1.3,3.7,0.6,0.0,1.7,9.5,1.3,7.1,30.9,1.6,0.1,24.3,100.0,0.0,0.0,0.0,0.0,653.0,36.0,16.0,0.78,0.211,0.09,0.089,0.39,0.22,0.571,0.313,0.348,0.429,0.206,0.719,0.0,0.092,0.6,,1.0
10001,Stacey Augmon,POR,59.0,0.0,0.0,1.4,0.48,0.673,0.7,1.3,0.9,0.5,0.2,0.6,3.4,7.5,12.0,11.9,2.1,1.2,15.8,2.0,62.0,36.0,0.0,0.0,117.0,10.0,10.6,0.989,0.366,0.194,0.137,0.291,0.011,0.672,0.382,0.375,0.353,0.614,,0.057,0.0,,,2.34
10002,Isaac Austin,WAS,59.0,0.0,0.25,2.5,0.431,0.686,1.1,3.7,1.3,0.3,0.6,1.8,6.7,6.2,21.7,10.0,0.8,2.3,19.6,0.0,0.0,0.0,0.0,100.0,164.0,29.0,10.1,0.989,0.256,0.267,0.219,0.247,0.011,0.556,0.351,0.312,0.494,0.68,1.0,0.068,0.5,0.5,,5.0
10003,Anthony Avent,LAC,49.0,0.0,,0.6,0.302,0.719,0.5,1.0,0.2,0.3,0.3,0.5,1.7,6.6,15.6,4.5,2.2,2.7,15.8,0.0,0.0,3.0,86.0,11.0,23.0,10.0,9.1,1.0,0.365,0.271,0.302,0.063,0.0,0.543,0.192,0.172,0.0,0.552,,0.01,,,,4.08
10004,William Avery,MIN,59.0,0.3,0.286,0.6,0.322,0.667,0.1,0.5,1.5,0.2,0.0,0.7,2.6,1.9,7.8,26.2,1.5,0.3,22.3,81.0,19.0,0.0,0.0,0.0,191.0,14.0,17.6,0.652,0.204,0.094,0.072,0.282,0.348,0.351,0.353,0.077,0.353,0.316,0.833,0.0,0.222,0.286,,1.19
10005,Toby Bailey,PHO,46.0,0.0,0.2,1.2,0.431,0.692,0.6,1.0,0.7,0.3,0.1,0.5,3.5,6.6,11.2,10.3,1.5,0.6,18.9,7.0,52.0,40.0,1.0,0.0,65.0,10.0,12.3,0.929,0.364,0.129,0.121,0.314,0.071,0.608,0.167,0.471,0.318,0.607,1.0,0.079,0.5,0.2,,2.35
10006,Vin Baker,SEA,79.0,0.0,0.25,6.5,0.457,0.682,2.9,4.8,1.9,0.6,0.8,2.7,16.6,8.6,14.7,8.6,0.8,1.6,23.6,0.0,0.0,0.0,1.0,99.0,347.0,106.0,10.3,0.993,0.247,0.292,0.146,0.307,0.007,0.609,0.439,0.279,0.435,0.613,1.0,0.026,0.0,,,4.99
10007,Charles Barkley*,HOU,20.0,0.3,0.231,5.0,0.51,0.645,3.6,6.9,3.2,0.7,0.2,2.2,14.5,13.1,24.4,17.3,1.2,0.4,22.3,0.0,0.0,20.0,80.0,0.0,149.0,18.0,10.4,0.883,0.378,0.189,0.176,0.14,0.117,0.738,0.357,0.308,0.355,0.43,0.667,0.05,0.231,0.167,,3.8
10008,Dana Barros,BOS,72.0,0.8,0.41,1.9,0.471,0.868,0.2,1.2,1.8,0.4,0.1,0.9,7.2,1.2,9.1,19.4,1.4,0.3,20.4,100.0,0.0,0.0,0.0,0.0,298.0,8.0,18.4,0.669,0.117,0.067,0.055,0.43,0.331,0.529,0.345,0.417,0.481,0.445,0.898,0.0,0.09,0.385,,1.0
10009,Brent Barry,SEA,80.0,2.1,0.411,2.0,0.529,0.809,0.6,4.0,3.6,1.3,0.4,1.8,11.8,2.0,13.1,16.0,1.9,0.8,14.9,0.0,80.0,20.0,1.0,0.0,627.0,19.0,17.9,0.436,0.173,0.116,0.045,0.102,0.564,0.754,0.354,0.375,0.417,0.595,0.939,0.035,0.211,0.452,,2.24
10010,Drew Barry,TOT,16.0,0.4,0.389,0.5,0.533,0.8,0.0,0.8,2.1,0.1,0.0,0.8,2.6,0.0,8.4,31.3,0.6,0.0,13.1,76.0,20.0,4.0,0.0,0.0,71.0,2.0,20.5,0.455,0.091,0.03,0.03,0.303,0.545,1.0,1.0,0.0,0.4,0.625,0.714,0.0,0.0,,,1.28
10011,Jon Barry,SAC,62.0,1.1,0.429,1.5,0.495,0.922,0.6,2.0,2.4,1.2,0.1,1.4,8.0,3.1,9.9,16.7,2.8,0.4,15.7,1.0,97.0,2.0,0.0,0.0,332.0,22.0,17.1,0.555,0.205,0.095,0.046,0.208,0.445,0.648,0.273,0.625,0.417,0.621,0.742,0.006,0.24,0.378,,2.01
10012,Tony Battie,BOS,82.0,0.0,0.125,2.7,0.483,0.675,1.9,3.1,0.8,0.6,0.9,0.8,6.6,10.9,20.6,6.7,1.6,3.5,17.1,0.0,0.0,0.0,10.0,90.0,139.0,21.0,9.1,0.983,0.303,0.261,0.24,0.179,0.017,0.669,0.383,0.418,0.402,0.642,1.0,0.126,0.125,0.0,,4.9
10013,Jonathan Bender,IND,24.0,0.1,0.167,0.9,0.362,0.667,0.2,0.7,0.1,0.0,0.2,0.3,2.7,3.6,14.1,3.9,0.4,2.5,30.6,0.0,16.0,65.0,18.0,0.0,7.0,5.0,12.8,0.829,0.2,0.243,0.171,0.214,0.171,0.5,0.353,0.333,0.267,0.714,1.0,0.071,0.333,0.0,,2.99
10014,Corey Benjamin,CHI,48.0,0.6,0.348,2.4,0.437,0.598,0.4,1.4,1.1,0.6,0.5,1.5,7.7,2.8,9.3,13.1,1.9,1.9,24.4,4.0,76.0,19.0,1.0,0.0,116.0,16.0,15.0,0.746,0.251,0.089,0.154,0.251,0.254,0.614,0.355,0.333,0.352,0.447,0.935,0.083,0.157,0.571,,2.17
10015,Travis Best,IND,82.0,0.4,0.376,2.9,0.504,0.821,0.2,1.5,3.3,0.9,0.1,1.3,8.9,1.1,8.1,26.3,2.3,0.2,20.2,100.0,0.0,0.0,0.0,0.0,639.0,24.0,14.5,0.834,0.21,0.118,0.098,0.408,0.166,0.619,0.47,0.4,0.48,0.169,0.714,0.0,0.14,0.538,,1.0
10016,Mike Bibby,VAN,82.0,0.9,0.363,4.7,0.466,0.78,0.9,2.8,8.1,1.6,0.2,3.0,14.5,2.8,8.9,36.2,2.2,0.3,20.0,99.0,1.0,0.0,0.0,0.0,1416.0,38.0,15.2,0.794,0.176,0.115,0.104,0.4,0.206,0.547,0.37,0.477,0.456,0.288,0.948,0.002,0.132,0.5,,1.01
10017,Chauncey Billups,DEN,13.0,0.5,0.171,2.1,0.45,0.841,0.6,2.0,3.0,0.8,0.2,1.8,8.6,2.8,9.4,19.4,1.7,0.4,20.6,41.0,59.0,0.0,0.0,0.0,87.0,5.0,16.1,0.594,0.218,0.129,0.089,0.158,0.406,0.591,0.308,0.333,0.438,0.296,1.0,0.0,0.22,0.111,,1.59
10018,Mookie Blaylock,GSW,73.0,1.4,0.336,3.1,0.422,0.705,0.8,2.9,6.7,2.0,0.3,2.0,11.3,2.2,9.8,31.8,3.0,0.6,17.5,100.0,0.0,0.0,0.0,0.0,1028.0,22.0,18.1,0.64,0.115,0.067,0.088,0.37,0.36,0.677,0.25,0.27,0.41,0.398,0.673,0.0,0.169,0.314,,1.0
10019,Corie Blount,PHO,38.0,0.0,0.0,1.2,0.506,0.576,1.4,1.6,0.3,0.4,0.2,0.7,2.8,13.2,14.9,3.3,1.7,1.1,13.0,0.0,0.0,2.0,39.0,59.0,23.0,12.0,7.4,0.978,0.528,0.281,0.101,0.067,0.022,0.681,0.28,0.111,0.667,0.773,,0.225,0.0,,,4.57
10020,Muggsy Bogues,TOR,80.0,0.2,0.333,1.8,0.456,0.908,0.3,1.4,3.7,0.8,0.1,0.7,5.1,1.6,7.4,26.0,1.9,0.2,11.6,100.0,0.0,0.0,0.0,0.0,662.0,22.0,16.3,0.858,0.109,0.045,0.184,0.52,0.142,0.487,0.375,0.47,0.452,0.593,0.824,0.0,0.431,0.273,,1.0
10021,Etdrick Bohannon,TOT,13.0,0.0,,0.5,0.538,0.625,1.0,1.4,0.4,0.2,0.5,0.8,2.2,12.0,17.6,6.3,0.9,3.5,12.7,0.0,0.0,21.0,78.0,1.0,14.0,2.0,6.3,1.0,0.692,0.308,0.0,0.0,0.0,0.556,0.5,,,0.714,,0.462,,,,3.8
10022,Calvin Booth,WAS,11.0,0.0,,1.5,0.348,0.714,1.4,1.5,0.6,0.3,1.3,0.5,3.8,11.9,13.8,7.6,1.1,7.1,18.0,0.0,0.0,0.0,0.0,100.0,14.0,4.0,7.4,1.0,0.239,0.457,0.239,0.065,0.0,0.818,0.286,0.091,0.0,0.5,,0.13,,,,5.0
10023,Lazaro Borrell,SEA,17.0,0.0,0.0,1.6,0.467,0.545,0.8,1.5,0.6,0.4,0.2,0.4,3.6,9.1,17.3,9.7,1.8,1.3,19.5,0.0,13.0,73.0,14.0,0.0,23.0,5.0,10.6,0.952,0.27,0.238,0.254,0.19,0.048,0.706,0.4,0.25,0.5,0.679,,0.032,0.0,,,3.01
10024,Cal Bowdler,ATL,46.0,0.0,0.0,1.1,0.43,0.632,0.5,1.4,0.3,0.3,0.2,0.5,2.7,5.7,16.3,5.2,1.7,1.4,16.0,0.0,0.0,57.0,42.0,1.0,30.0,10.0,10.5,0.991,0.339,0.157,0.287,0.209,0.009,0.59,0.389,0.364,0.292,0.694,,0.043,0.0,,,3.44
10025,Bruce Bowen,TOT,69.0,0.4,0.466,0.7,0.331,0.581,0.4,1.0,0.5,0.3,0.2,0.3,2.8,3.5,8.7,5.8,1.4,1.2,12.1,0.0,43.0,56.0,1.0,0.0,73.0,9.0,14.6,0.701,0.201,0.16,0.165,0.175,0.299,0.641,0.226,0.094,0.294,0.689,1.0,0.01,0.431,0.52,,2.58
10026,Ryan Bowen,DEN,52.0,0.0,0.111,0.9,0.417,0.717,1.4,0.8,0.4,0.8,0.3,0.3,2.5,13.7,7.3,4.9,3.4,1.5,11.4,0.0,26.0,61.0,14.0,0.0,44.0,11.0,9.6,0.923,0.547,0.231,0.051,0.094,0.077,0.531,0.333,0.0,0.182,0.6,1.0,0.026,0.556,0.2,,2.91
10027,Ira Bowman,PHI,11.0,0.0,,0.2,1.0,0.5,0.0,0.2,0.1,0.1,0.0,0.1,0.5,0.0,11.2,7.6,2.6,0.0,8.5,0.0,92.0,8.0,0.0,0.0,2.0,0.0,9.6,1.0,0.5,0.0,0.0,0.5,0.0,1.0,,,1.0,1.0,,0.0,,,,2.08
10028,Earl Boykins,TOT,26.0,0.3,0.4,1.8,0.5,0.783,0.5,0.5,1.8,0.5,0.0,0.7,5.3,5.1,6.1,34.6,2.3,0.3,23.8,100.0,0.0,0.0,0.0,0.0,104.0,2.0,14.5,0.828,0.129,0.155,0.302,0.241,0.172,0.467,0.5,0.514,0.5,0.229,0.75,0.0,0.1,0.5,,1.0
10029,Shawn Bradley,DAL,77.0,0.0,0.2,3.4,0.482,0.765,2.1,4.4,0.8,0.9,2.5,1.0,8.4,9.1,18.9,4.7,1.9,6.8,16.1,0.0,0.0,0.0,0.0,100.0,128.0,32.0,8.5,0.991,0.268,0.443,0.157,0.123,0.009,0.651,0.402,0.425,0.471,0.642,0.0,0.052,0.2,0.0,,5.0
10030,Elton Brand,CHI,81.0,0.0,0.0,7.8,0.483,0.685,4.3,5.7,1.9,0.8,1.6,2.8,20.1,13.3,18.4,11.8,1.2,3.3,27.0,0.0,0.0,0.0,40.0,60.0,354.0,121.0,8.1,0.998,0.335,0.375,0.227,0.062,0.002,0.609,0.447,0.375,0.42,0.638,,0.042,0.5,0.0,,4.6
10031,Terrell Brandon,MIN,71.0,0.7,0.402,6.1,0.476,0.899,0.6,2.7,8.9,1.9,0.4,2.6,17.1,2.0,8.8,39.1,2.7,0.8,23.0,100.0,0.0,0.0,0.0,0.0,1297.0,31.0,16.3,0.873,0.142,0.06,0.178,0.493,0.127,0.568,0.413,0.405,0.482,0.45,0.849,0.001,0.121,0.438,,1.0
10032,Chucky Brown,TOT,63.0,0.0,0.2,2.3,0.459,0.692,0.6,2.1,1.0,0.3,0.3,0.7,5.3,3.7,13.2,9.9,0.9,1.1,16.5,0.0,0.0,58.0,40.0,2.0,149.0,4.0,14.8,0.97,0.119,0.082,0.195,0.573,0.03,0.641,0.519,0.359,0.447,0.808,1.0,0.024,0.3,0.0,,3.44
10033,Dee Brown,TOR,38.0,1.8,0.358,0.7,0.366,0.688,0.2,1.2,2.3,0.6,0.1,1.0,6.9,1.4,7.7,20.7,1.9,0.5,20.0,77.0,23.0,0.0,0.0,0.0,187.0,14.0,21.8,0.275,0.058,0.008,0.043,0.167,0.725,0.4,0.0,0.182,0.419,0.615,0.896,0.0,0.31,0.31,,1.23
10034,P.J. Brown,MIA,80.0,0.0,0.0,4.0,0.481,0.755,2.7,4.8,1.8,0.8,0.8,1.3,9.6,11.4,18.4,10.3,1.5,1.9,17.1,0.0,0.0,0.0,78.0,22.0,323.0,40.0,11.3,0.999,0.247,0.167,0.288,0.297,0.001,0.687,0.33,0.446,0.427,0.789,,0.064,0.0,,,4.22
10035,Randy Brown,CHI,59.0,0.1,0.5,2.6,0.359,0.738,0.4,2.1,3.4,1.0,0.3,1.8,6.4,1.6,8.9,22.6,2.0,0.7,16.2,98.0,2.0,0.0,0.0,0.0,423.0,31.0,14.1,0.986,0.218,0.085,0.156,0.526,0.014,0.484,0.189,0.324,0.345,0.643,1.0,0.002,0.0,,,1.02
10036,Rick Brunson,NYK,37.0,0.1,0.154,0.7,0.474,0.611,0.1,0.6,1.3,0.2,0.0,0.8,1.9,1.3,9.6,26.9,1.7,0.3,17.9,61.0,38.0,1.0,0.0,0.0,102.0,3.0,13.9,0.814,0.314,0.1,0.071,0.329,0.186,0.545,0.143,0.4,0.522,0.556,1.0,0.0,0.538,0.286,,1.4
10037,Kobe Bryant*,LAL,66.0,0.7,0.319,7.7,0.489,0.821,1.6,4.7,4.9,1.6,0.9,2.8,22.5,4.6,12.9,22.4,2.2,1.7,26.8,0.0,97.0,3.0,0.0,0.0,699.0,52.0,12.8,0.878,0.25,0.17,0.194,0.265,0.122,0.706,0.358,0.397,0.435,0.429,0.652,0.072,0.069,0.2,,2.03
10038,Mark Bryant,CLE,75.0,0.0,,2.3,0.503,0.809,1.7,3.0,0.8,0.4,0.4,1.2,5.7,8.1,14.9,5.5,0.9,1.3,12.0,0.0,0.0,3.0,96.0,1.0,137.0,17.0,7.2,1.0,0.283,0.416,0.217,0.084,0.0,0.694,0.472,0.36,0.379,0.69,,0.038,,,,3.98
