Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg,Player-additional,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional,Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,-9999,Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,10-Mar,16-Oct,16-3P,3P,,2P,0-3,10-Mar,16-Oct,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#,-9999,Season
185,Jerami Grant,SF,26,DET,54,54,33.9,7.4,17.3,0.429,2.1,6.1,0.35,5.3,11.2,0.473,0.491,5.4,6.4,0.845,0.6,4,4.6,2.8,0.6,1.1,2,2.3,22.3,grantje01,185,Jerami Grant,SF,26,DET,54,54,1829,10.7,25,0.429,3.1,8.8,0.35,7.6,16.2,0.473,7.8,9.2,0.845,0.9,5.8,6.7,4.1,0.9,1.6,2.9,3.4,32.3,,109,114,grantje01,185,Jerami Grant,SF,26,DET,54,1829,16.9,0.556,0.353,0.368,2.1,13.2,7.6,14.3,0.9,2.8,9.1,28.5,,1.6,1.6,3.2,0.083,,1.9,-0.8,1.1,1.4,grantje01,185,Jerami Grant,SF,26,DET,54,1829,,,32%,68%,,-3.4,2.3,60,25,58,17,152,22,362,23,58,grantje01,185,Jerami Grant,SF,26,DET,54,1829,0.429,14.6,,0.647,0.207,0.197,0.1,0.143,0.353,,0.473,0.668,0.386,0.366,0.383,0.35,,0.537,0.93,,0.044,37,,0.198,0.369,,0,0,grantje01,2021
186,Danny Green,SF,33,PHI,69,69,28,3.2,7.9,0.412,2.5,6.3,0.405,0.7,1.6,0.438,0.573,0.4,0.6,0.775,0.8,3,3.8,1.7,1.3,0.8,1,1.8,9.5,greenda02,186,Danny Green,SF,33,PHI,69,69,1934,5.6,13.6,0.412,4.4,10.8,0.405,1.2,2.8,0.438,0.8,1,0.775,1.4,5.1,6.5,2.9,2.3,1.4,1.7,3.1,16.3,,114,108,greenda02,186,Danny Green,SF,33,PHI,69,1934,12.1,0.582,0.794,0.074,3.2,11.5,7.4,8.3,2.3,2.6,10.7,14,,1.6,3.1,4.6,0.115,,0.4,1.5,1.9,1.9,greenda02,186,Danny Green,SF,33,PHI,69,1934,,,85%,14%,,7.3,3.8,36,10,72,7,13,7,273,2,12,greenda02,186,Danny Green,SF,33,PHI,69,1934,0.412,21.5,,0.206,0.059,0.072,0.042,0.033,0.794,,0.438,0.5,0.333,0.565,0.389,0.405,,0.673,0.92,,0.004,2,,0.456,0.442,,2,0,greenda02,2021
187,Draymond Green,PF,30,GSW,63,63,31.5,2.7,6,0.447,0.5,2,0.27,2.2,4,0.535,0.492,1.1,1.4,0.795,0.9,6.3,7.1,8.9,1.7,0.8,3,3.1,7,greendr01,187,Draymond Green,PF,30,GSW,63,63,1982,4,9,0.447,0.8,3,0.27,3.2,6,0.535,1.7,2.1,0.795,1.3,9.3,10.6,13.2,2.5,1.2,4.5,4.6,10.5,,110,106,greendr01,187,Draymond Green,PF,30,GSW,63,1982,13.3,0.53,0.332,0.232,3,20.9,12.1,36.4,2.5,2.3,31,13.1,,1.2,3.4,4.6,0.112,,-1.6,3.3,1.7,1.9,greendr01,187,Draymond Green,PF,30,GSW,63,1982,,,,60%,40%,4.9,9.6,148,16,100,16,41,30,1333,14,15,greendr01,187,Draymond Green,PF,30,GSW,63,1982,0.447,12.2,,0.668,0.347,0.218,0.05,0.053,0.332,,0.535,0.667,0.458,0.211,0.3,0.27,,0.618,0.971,,0.076,27,,0.127,0.375,,2,0,greendr01,2021
188,JaMychal Green,PF,30,DEN,58,5,19.3,3,6.4,0.463,1.4,3.4,0.399,1.6,3,0.534,0.568,0.8,1,0.807,1.5,3.3,4.8,0.9,0.4,0.4,0.9,2.5,8.1,greenja01,188,JaMychal Green,PF,30,DEN,58,5,1120,7.6,16.5,0.463,3.5,8.7,0.399,4.1,7.8,0.534,2,2.5,0.807,3.8,8.5,12.2,2.3,1.1,1,2.3,6.4,20.8,,116,112,greenja01,188,JaMychal Green,PF,30,DEN,58,1120,13.6,0.59,0.529,0.152,8.6,19.4,14,6.4,1.1,1.9,11.7,17.6,,1.4,1.2,2.6,0.11,,-0.5,-1,-1.5,0.1,greenja01,188,JaMychal Green,PF,30,DEN,58,1120,,,10%,79%,12%,3.7,-1.6,19,8,82,16,30,1,133,9,27,greenja01,188,JaMychal Green,PF,30,DEN,58,1120,0.463,15.5,,0.471,0.249,0.158,0.027,0.037,0.529,,0.534,0.688,0.407,0.2,0.286,0.399,,0.585,1,,0.096,27,,0.273,0.444,,0,0,greenja01,2021
189,Javonte Green,SF-SG,27,TOT,41,2,11.5,1.3,2.5,0.52,0.2,0.7,0.333,1,1.8,0.597,0.569,0.7,1,0.75,0.6,1.1,1.7,0.4,0.7,0.1,0.5,1.1,3.6,greenja02,189,Javonte Green,SF-SG,27,TOT,41,2,473,5.5,10.5,0.52,1,3.1,0.333,4.4,7.4,0.597,3.1,4.1,0.75,2.7,4.6,7.3,1.8,2.9,0.6,2,4.6,15,,118,111,greenja02,189,Javonte Green,SF-SG,27,TOT,41,473,12.1,0.61,0.294,0.392,6.1,10.6,8.3,4.8,2.9,1.1,13.7,12.6,,0.5,0.6,1.1,0.107,,-2.2,1.7,-0.5,0.2,greenja02,189,Javonte Green,SF-SG,27,TOT,41,473,6%,40%,47%,7%,,3.1,2.5,12,4,20,2,20,3,41,5,5,greenja02,189,Javonte Green,SF-SG,27,TOT,41,473,0.52,10,,0.706,0.441,0.186,0.078,0,0.294,,0.597,0.733,0.368,0.375,,0.333,,0.465,1,,0.196,17,,0.433,0.462,,0,0,greenja02,2021
189,Javonte Green,SF,27,BOS,25,2,13.8,1.6,2.8,0.549,0.3,0.9,0.318,1.3,2,0.653,0.599,0.8,1.2,0.667,0.8,1.3,2.1,0.4,0.7,0.1,0.5,1.3,4.2,greenja02,189,Javonte Green,SF,27,BOS,25,2,345,5.5,10.1,0.549,1,3.1,0.318,4.5,6.9,0.653,2.8,4.2,0.667,2.8,4.5,7.4,1.6,2.5,0.3,1.8,4.5,14.9,,120,113,greenja02,189,Javonte Green,SF,27,BOS,25,345,11.8,0.624,0.31,0.423,6.4,10.4,8.4,4.3,2.5,0.5,13.4,12.1,,0.4,0.3,0.8,0.105,,-1.7,1.3,-0.5,0.1,greenja02,189,Javonte Green,SF,27,BOS,25,345,1%,36%,55%,8%,,-4.6,-6.2,9,3,13,0,15,3,28,4,3,greenja02,189,Javonte Green,SF,27,BOS,25,345,0.549,10.5,,0.69,0.408,0.169,0.113,0,0.31,,0.653,0.793,0.5,0.375,,0.318,,0.438,1,,0.211,12,,0.409,0.444,,0,0,greenja02,2021
189,Javonte Green,SG,27,CHI,16,0,8,0.9,1.9,0.452,0.2,0.5,0.375,0.7,1.4,0.478,0.5,0.6,0.6,1,0.4,0.8,1.2,0.4,0.6,0.3,0.4,0.8,2.6,greenja02,189,Javonte Green,SG,27,CHI,16,0,128,5.3,11.7,0.452,1.1,3,0.375,4.2,8.7,0.478,3.8,3.8,1,2.3,4.9,7.2,2.3,3.8,1.5,2.3,4.9,15.5,,112,107,greenja02,189,Javonte Green,SG,27,CHI,16,128,13.1,0.579,0.258,0.323,5.3,11.1,8.2,6.1,3.8,2.7,14.5,14,,0.1,0.2,0.3,0.114,,-3.4,2.8,-0.6,0,greenja02,189,Javonte Green,SG,27,CHI,16,128,22%,50%,24%,4%,,24,25.8,3,1,7,2,5,0,13,1,2,greenja02,189,Javonte Green,SG,27,CHI,16,128,0.452,8.7,,0.742,0.516,0.226,0,0,0.258,,0.478,0.625,0.143,,,0.375,,0.545,1,,0.161,5,,0.5,0.5,,0,0,greenja02,2021
190,Jeff Green,PF,34,BRK,68,38,27,3.8,7.8,0.492,1.5,3.7,0.412,2.3,4.1,0.564,0.59,1.8,2.4,0.776,0.5,3.4,3.9,1.6,0.5,0.4,0.8,1.8,11,greenje02,190,Jeff Green,PF,34,BRK,68,38,1835,6.9,13.9,0.492,2.7,6.6,0.412,4.2,7.4,0.564,3.3,4.2,0.776,0.9,6,6.9,2.8,0.9,0.7,1.4,3.2,19.7,,122,116,greenje02,190,Jeff Green,PF,34,BRK,68,1835,13,0.624,0.472,0.304,2.2,13.1,7.9,7.8,0.9,1.3,8.2,15.6,,2.9,1.2,4.1,0.107,,0,-0.9,-0.8,0.6,greenje02,190,Jeff Green,PF,34,BRK,68,1835,,,17%,69%,14%,3.7,-2.7,22,13,77,8,82,21,280,17,23,greenje02,190,Jeff Green,PF,34,BRK,68,1835,0.492,14.4,,0.528,0.281,0.149,0.072,0.026,0.472,,0.564,0.725,0.329,0.526,0.286,0.412,,0.728,0.951,,0.077,39,,0.42,0.438,,3,0,greenje02,2021
191,Josh Green,SG,20,DAL,39,5,11.4,1.1,2.4,0.452,0.1,0.6,0.16,1,1.7,0.559,0.473,0.3,0.6,0.565,0.7,1.3,2,0.7,0.4,0.1,0.4,0.9,2.6,greenjo02,191,Josh Green,SG,20,DAL,39,5,445,4.7,10.3,0.452,0.4,2.8,0.16,4.2,7.5,0.559,1.4,2.5,0.565,3.1,5.5,8.6,3.1,1.8,0.3,1.9,3.9,11.2,,106,114,greenjo02,191,Josh Green,SG,20,DAL,39,445,8.8,0.49,0.269,0.247,7,12.3,9.7,8.3,1.8,0.6,14.2,11.9,,0.1,0.4,0.5,0.05,,-3.7,0.1,-3.6,-0.2,greenjo02,191,Josh Green,SG,20,DAL,39,445,4%,41%,52%,4%,,2,-0.3,9,5,15,1,14,5,70,5,8,greenjo02,191,Josh Green,SG,20,DAL,39,445,0.452,10.2,,0.731,0.419,0.172,0.054,0.086,0.269,,0.559,0.667,0.375,0.6,0.375,0.16,,0.658,1,,0.118,9,,0.76,0.211,,0,0,greenjo02,2021
192,Blake Griffin,PF,31,TOT,46,30,25.8,3.8,8.9,0.423,1.5,4.5,0.341,2.3,4.5,0.505,0.509,1.9,2.5,0.744,0.8,4.1,4.9,3,0.7,0.3,1.3,2.4,11,griffbl01,192,Blake Griffin,PF,31,TOT,46,30,1186,7.1,16.9,0.423,2.9,8.4,0.341,4.3,8.5,0.505,3.6,4.8,0.744,1.4,7.8,9.2,5.7,1.3,0.6,2.5,4.6,20.7,,110,114,griffbl01,192,Blake Griffin,PF,31,TOT,46,1186,12.9,0.546,0.499,0.285,3.4,17.4,10.5,17,1.3,1.1,11.8,19.3,,0.9,1.1,2,0.081,,-0.8,0,-0.8,0.3,griffbl01,192,Blake Griffin,PF,31,TOT,46,1186,,,1%,78%,21%,2.1,2.5,29,15,52,9,51,28,353,14,14,griffbl01,192,Blake Griffin,PF,31,TOT,46,1186,0.423,15.1,,0.501,0.265,0.175,0.029,0.032,0.499,,0.505,0.633,0.431,0.167,0.154,0.341,,0.5,0.757,,0.046,18,,0.18,0.27,,1,0,griffbl01,2021
192,Blake Griffin,PF,31,DET,20,20,31.3,4.1,11.1,0.365,2,6.2,0.315,2.1,4.9,0.429,0.453,2.2,3.1,0.71,0.4,4.9,5.2,3.9,0.7,0.1,1.6,2.1,12.3,griffbl01,192,Blake Griffin,PF,31,DET,20,20,626,6.3,17.4,0.365,3.1,9.7,0.315,3.3,7.7,0.429,3.4,4.9,0.71,0.5,7.6,8.1,6,1.1,0.2,2.5,3.3,19.2,,101,114,griffbl01,192,Blake Griffin,PF,31,DET,20,626,9.8,0.491,0.559,0.279,1.2,17.4,9.2,18.4,1.1,0.3,11.4,19.6,,-0.2,0.5,0.3,0.026,,-1.9,-0.3,-2.2,-0.1,griffbl01,192,Blake Griffin,PF,31,DET,20,626,,,,93%,7%,-6.3,-2.2,13,8,19,5,27,17,192,5,7,griffbl01,192,Blake Griffin,PF,31,DET,20,626,0.365,17.3,,0.441,0.144,0.207,0.045,0.045,0.559,,0.429,0.656,0.391,0.2,0.1,0.315,,0.286,0.615,,0,0,,0.169,0.238,,0,0,griffbl01,2021
192,Blake Griffin,PF,31,BRK,26,10,21.5,3.6,7.3,0.492,1.2,3.1,0.383,2.4,4.2,0.574,0.574,1.7,2.1,0.782,1.1,3.6,4.7,2.4,0.7,0.5,1.2,2.7,10,griffbl01,192,Blake Griffin,PF,31,BRK,26,10,560,8,16.3,0.492,2.7,7,0.383,5.3,9.3,0.574,3.7,4.7,0.782,2.4,8,10.4,5.4,1.6,1.1,2.6,5.9,22.4,,121,113,griffbl01,192,Blake Griffin,PF,31,BRK,26,560,16.3,0.61,0.429,0.291,5.8,17.5,11.9,15.5,1.6,2,12.3,18.9,,1.1,0.6,1.7,0.142,,0.5,0.3,0.8,0.4,griffbl01,192,Blake Griffin,PF,31,BRK,26,560,,,2%,62%,37%,11.5,7.9,16,7,33,4,24,11,161,9,7,griffbl01,192,Blake Griffin,PF,31,BRK,26,560,0.492,12.5,,0.571,0.407,0.138,0.011,0.016,0.429,,0.574,0.623,0.5,0,0.333,0.383,,0.645,0.935,,0.101,18,,0.198,0.313,,1,0,griffbl01,2021
193,Kyle Guy,PG,23,SAC,31,0,7.6,0.9,2.8,0.33,0.4,1.5,0.283,0.5,1.4,0.381,0.403,0.5,0.6,0.8,0.2,1,1.1,1,0.2,0,0.4,0.6,2.8,guyky01,193,Kyle Guy,PG,23,SAC,31,0,235,5.9,18,0.33,2.7,9.4,0.283,3.3,8.6,0.381,3.3,4.1,0.8,1,6.1,7.1,6.5,1.2,0,2.2,4.1,17.8,,99,119,guyky01,193,Kyle Guy,PG,23,SAC,31,235,8.5,0.449,0.523,0.227,2.3,14.4,8.3,17.9,1.2,0,10.2,19.7,,-0.1,0.1,-0.1,-0.015,,-3.7,-2.1,-5.8,-0.2,guyky01,193,Kyle Guy,PG,23,SAC,31,235,100%,,,,,-7.5,-4.2,7,2,10,1,7,2,74,2,5,guyky01,193,Kyle Guy,PG,23,SAC,31,235,0.33,16.2,,0.477,0.159,0.193,0.068,0.057,0.523,,0.381,0.5,0.176,0.5,0.6,0.283,,0.563,0.923,,0.011,0,,0.37,0.294,,0,0,guyky01,2021
194,Rui Hachimura,PF,22,WAS,57,57,31.5,5.4,11.4,0.478,0.8,2.4,0.328,4.6,9,0.519,0.513,2.2,2.8,0.77,0.9,4.6,5.5,1.4,0.8,0.1,1.2,2.1,13.8,hachiru01,194,Rui Hachimura,PF,22,WAS,57,57,1797,8,16.6,0.478,1.2,3.5,0.328,6.8,13.1,0.519,3.2,4.1,0.77,1.3,6.7,8,2.1,1.1,0.2,1.7,3.1,20.2,,107,115,hachiru01,194,Rui Hachimura,PF,22,WAS,57,1797,11.4,0.549,0.211,0.248,2.9,15.5,9.2,6.3,1.1,0.3,8.6,18.1,,0.7,1.4,2.1,0.056,,-2.2,-1,-3.1,-0.5,hachiru01,194,Rui Hachimura,PF,22,WAS,57,1797,,,27%,71%,2%,-2.7,-1.8,17,27,57,11,76,5,203,18,54,hachiru01,194,Rui Hachimura,PF,22,WAS,57,1797,0.478,12.3,,0.789,0.221,0.238,0.154,0.176,0.211,,0.519,0.748,0.442,0.43,0.412,0.328,,0.74,1,,0.1,58,,0.307,0.286,,0,0,hachiru01,2021
195,Ashton Hagans,PG,21,MIN,2,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0.5,0,0,haganas01,195,Ashton Hagans,PG,21,MIN,2,0,4,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,11.8,0,0,,0,124,haganas01,195,Ashton Hagans,PG,21,MIN,2,4,-12.4,,,,0,0,0,0,0,0,100,10.5,,0,0,0,-0.353,,-13.7,-7.4,-21.1,0,haganas01,195,Ashton Hagans,PG,21,MIN,2,4,,100%,,,,-40,-34.6,1,0,0,0,0,0,0,0,0,haganas01,195,Ashton Hagans,PG,21,MIN,2,4,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,haganas01,2021
196,Tyrese Haliburton,PG,20,SAC,58,20,30.1,5,10.7,0.472,2.1,5.1,0.409,2.9,5.6,0.529,0.569,0.8,1,0.857,0.7,2.3,3,5.3,1.3,0.5,1.6,1.4,13,halibty01,196,Tyrese Haliburton,PG,20,SAC,58,20,1746,8,17,0.472,3.3,8.1,0.409,4.7,8.9,0.529,1.3,1.5,0.857,1.1,3.7,4.8,8.5,2.1,0.8,2.5,2.3,20.7,,118,118,halibty01,196,Tyrese Haliburton,PG,20,SAC,58,1746,16.2,0.585,0.478,0.09,2.4,8.6,5.5,24.6,2.1,1.4,12.5,18.1,,2.8,0.7,3.5,0.096,,1.9,-0.5,1.4,1.5,halibty01,196,Tyrese Haliburton,PG,20,SAC,58,1746,22%,65%,13%,,,-4.8,-2.3,54,14,35,2,26,1,721,11,20,halibty01,196,Tyrese Haliburton,PG,20,SAC,58,1746,0.472,17.1,,0.522,0.139,0.17,0.126,0.087,0.478,,0.529,0.674,0.514,0.436,0.463,0.409,,0.322,0.785,,0.029,17,,0.27,0.438,,6,0,halibty01,2021
197,Donta Hall,PF,23,ORL,13,0,13.8,1.9,2.7,0.714,0,0,,1.9,2.7,0.714,0.714,1.8,2.6,0.676,1.8,2.9,4.8,0.8,0.4,0.8,0.6,1.4,5.6,halldo01,197,Donta Hall,PF,23,ORL,13,0,179,6.8,9.5,0.714,0,0,,6.8,9.5,0.714,6.3,9.2,0.676,6.5,10.3,16.9,3,1.4,2.7,2.2,4.9,19.8,,142,110,halldo01,197,Donta Hall,PF,23,ORL,13,179,22.3,0.731,0,0.971,13.5,22.8,18,9.4,1.4,5.1,13.8,14,,0.6,0.2,0.8,0.223,,0.9,0.6,1.6,0.2,halldo01,197,Donta Hall,PF,23,ORL,13,179,,,,32%,68%,-2.3,7,5,1,12,2,14,2,29,4,2,halldo01,197,Donta Hall,PF,23,ORL,13,179,0.714,3,,1,0.686,0.229,0.057,0.029,0,,0.714,0.833,0.375,1,0,,,0.72,,,0.457,14,,,,,0,0,halldo01,2021
198,Josh Hall,SF,20,OKC,21,1,16,1.4,4.7,0.303,0.2,1.8,0.108,1.2,3,0.419,0.323,1,2.1,0.5,0.3,2.5,2.8,1.3,0.2,0,1.2,1.8,4.1,halljo01,198,Josh Hall,SF,20,OKC,21,1,336,4.2,14,0.303,0.6,5.2,0.108,3.7,8.8,0.419,3.1,6.2,0.5,0.8,7.5,8.3,4,0.6,0.1,3.5,5.2,12.2,,73,117,halljo01,198,Josh Hall,SF,20,OKC,21,336,1,0.363,0.374,0.444,1.8,16.6,9.1,11.6,0.6,0.3,17.4,18.1,,-1.1,0.2,-0.9,-0.126,,-9.7,-2.2,-11.9,-0.8,halljo01,198,Josh Hall,SF,20,OKC,21,336,5%,48%,47%,1%,,-13.9,-3.4,7,10,26,3,24,0,68,4,10,halljo01,198,Josh Hall,SF,20,OKC,21,336,0.303,13.9,,0.626,0.152,0.333,0.111,0.03,0.374,,0.419,0.6,0.333,0.455,0.333,0.108,,0.462,1,,0.01,1,,0.135,0,,1,0,halljo01,2021
199,R.J. Hampton,SG,19,TOT,51,1,17.4,2.7,6.1,0.435,0.5,1.7,0.31,2.1,4.4,0.482,0.478,1.1,1.6,0.671,0.6,2.9,3.5,1.7,0.4,0.2,1,1.2,6.9,hamptrj01,199,R.J. Hampton,SG,19,TOT,51,1,888,7.5,17.2,0.435,1.5,4.8,0.31,6,12.4,0.482,3,4.5,0.671,1.6,8.3,9.8,4.8,1.2,0.6,2.9,3.4,19.5,,100,115,hamptrj01,199,R.J. Hampton,SG,19,TOT,51,888,11.1,0.507,0.278,0.262,3.4,18.4,10.7,15.2,1.2,1,13.2,19.6,,-0.3,0.7,0.4,0.021,,-2.6,-1.2,-3.8,-0.4,hamptrj01,199,R.J. Hampton,SG,19,TOT,51,888,17%,70%,13%,,,-13.6,-9.5,32,14,28,4,37,2,210,6,19,hamptrj01,199,R.J. Hampton,SG,19,TOT,51,888,0.435,12.3,,0.722,0.246,0.272,0.118,0.086,0.278,,0.482,0.662,0.376,0.378,0.444,0.31,,0.358,0.926,,0.045,11,,0.253,0.5,,1,0,hamptrj01,2021
199,R.J. Hampton,SG,19,DEN,25,0,9.3,1,2.4,0.417,0.2,0.7,0.278,0.8,1.7,0.476,0.458,0.4,0.5,0.75,0.4,1.6,2,0.6,0.2,0.1,0.4,0.9,2.6,hamptrj01,199,R.J. Hampton,SG,19,DEN,25,0,233,5.3,12.7,0.417,1.1,3.8,0.278,4.2,8.9,0.476,1.9,2.5,0.75,2.1,8.5,10.6,3,1.1,0.4,2.3,4.7,13.6,,100,113,hamptrj01,199,R.J. Hampton,SG,19,DEN,25,233,7.7,0.49,0.3,0.2,4.9,19.4,12.2,7.7,1.1,0.8,14.4,14.3,,-0.1,0.2,0.1,0.03,,-4.5,-0.9,-5.4,-0.2,hamptrj01,199,R.J. Hampton,SG,19,DEN,25,233,26%,51%,22%,,,-10.9,-16.9,4,4,9,2,4,1,37,0,4,hamptrj01,199,R.J. Hampton,SG,19,DEN,25,233,0.417,12.3,,0.7,0.25,0.283,0.15,0.017,0.3,,0.476,0.533,0.353,0.556,1,0.278,,0.35,1,,0.05,3,,0.333,0.5,,1,0,hamptrj01,2021
199,R.J. Hampton,SG,19,ORL,26,1,25.2,4.3,9.7,0.439,0.8,2.7,0.319,3.4,7.1,0.484,0.482,1.8,2.7,0.657,0.7,4.2,5,2.8,0.6,0.3,1.6,1.5,11.2,hamptrj01,199,R.J. Hampton,SG,19,ORL,26,1,655,8.2,18.8,0.439,1.6,5.1,0.319,6.6,13.7,0.484,3.4,5.2,0.657,1.4,8.2,9.6,5.4,1.2,0.6,3.1,2.9,21.5,,100,115,hamptrj01,199,R.J. Hampton,SG,19,ORL,26,655,12.3,0.511,0.273,0.277,2.9,18,10.2,17.8,1.2,1.1,12.9,21.5,,-0.2,0.5,0.2,0.018,,-2,-1.3,-3.3,-0.2,hamptrj01,199,R.J. Hampton,SG,19,ORL,26,655,14%,76%,9%,1%,,-14.5,-6.9,28,10,19,2,33,1,173,6,15,hamptrj01,199,R.J. Hampton,SG,19,ORL,26,655,0.439,12.3,,0.727,0.245,0.269,0.111,0.103,0.273,,0.484,0.694,0.382,0.321,0.423,0.319,,0.36,0.909,,0.043,8,,0.232,0.5,,0,0,hamptrj01,2021
200,Tim Hardaway Jr.,SG,28,DAL,70,31,28.4,5.8,13,0.447,3,7.6,0.391,2.9,5.5,0.524,0.56,2,2.5,0.816,0.3,3,3.3,1.8,0.4,0.2,0.9,1.6,16.6,hardati02,200,Tim Hardaway Jr.,SG,28,DAL,70,31,1985,10.1,22.6,0.447,5.1,13.1,0.391,5,9.5,0.524,3.5,4.3,0.816,0.5,5.2,5.7,3.1,0.8,0.3,1.6,2.8,28.9,,116,116,hardati02,200,Tim Hardaway Jr.,SG,28,DAL,70,1985,15.7,0.589,0.581,0.191,1.1,11.5,6.4,9.8,0.8,0.5,6.1,23.4,,3.2,1.2,4.3,0.105,,2,-1.7,0.4,1.2,hardati02,200,Tim Hardaway Jr.,SG,28,DAL,70,1985,,15%,80%,5%,,1.2,-2.5,21,24,52,14,71,31,309,14,28,hardati02,200,Tim Hardaway Jr.,SG,28,DAL,70,1985,0.447,18.5,,0.419,0.158,0.099,0.075,0.088,0.581,,0.524,0.715,0.4,0.426,0.4,0.391,,0.545,0.841,,0.036,28,,0.185,0.388,,3,0,hardati02,2021
201,James Harden,PG,31,TOT,44,43,36.6,7.8,16.7,0.466,2.8,7.6,0.362,5,9.1,0.553,0.548,6.3,7.3,0.861,0.8,7.1,7.9,10.8,1.2,0.8,4,2.3,24.6,hardeja01,201,James Harden,PG,31,TOT,44,43,1609,10.2,21.9,0.466,3.6,10,0.362,6.6,12,0.553,8.3,9.6,0.861,1,9.4,10.4,14.2,1.6,1,5.3,3,32.4,,122,112,hardeja01,201,James Harden,PG,31,TOT,44,1609,24.5,0.618,0.455,0.44,2.5,20.6,11.9,44.4,1.6,1.8,16.8,28.4,,5.3,1.7,7,0.208,,6.2,1,7.2,3.7,hardeja01,201,James Harden,PG,31,TOT,44,1609,27%,45%,29%,,,3.1,0.7,109,48,50,13,119,5,1113,20,47,hardeja01,201,James Harden,PG,31,TOT,44,1609,0.466,14.5,,0.545,0.238,0.257,0.04,0.01,0.455,,0.553,0.674,0.455,0.448,0.571,0.362,,0.167,0.248,,0.007,4,,0.045,0.333,,2,0,hardeja01,2021
201,James Harden,PG,31,HOU,8,8,36.3,7.5,16.9,0.444,3.1,9,0.347,4.4,7.9,0.556,0.537,6.6,7.5,0.883,0.6,4.5,5.1,10.4,0.9,0.8,4.3,1.8,24.8,hardeja01,201,James Harden,PG,31,HOU,8,8,290,9.8,22,0.444,4.1,11.7,0.347,5.7,10.3,0.556,8.6,9.8,0.883,0.8,5.9,6.7,13.5,1.1,1,5.5,2.3,32.3,,119,116,hardeja01,201,James Harden,PG,31,HOU,8,290,22.4,0.613,0.533,0.444,1.8,13.8,7.5,46.9,1.1,1.8,17.4,28.7,,0.8,0.2,1,0.159,,5.5,-0.5,5,0.5,hardeja01,201,James Harden,PG,31,HOU,8,290,16%,53%,31%,,,-5.7,2.6,20,10,7,1,18,0,193,3,11,hardeja01,201,James Harden,PG,31,HOU,8,290,0.444,15.7,,0.467,0.311,0.133,0.022,0,0.533,,0.556,0.69,0.278,0.333,,0.347,,0.2,0.28,,0.007,1,,0.056,0.25,,1,0,hardeja01,2021
201,James Harden,PG,31,BRK,36,35,36.6,7.8,16.6,0.471,2.7,7.3,0.366,5.2,9.4,0.552,0.551,6.3,7.3,0.856,0.8,7.7,8.5,10.9,1.3,0.8,4,2.4,24.6,hardeja01,201,James Harden,PG,31,BRK,36,35,1319,10.3,21.9,0.471,3.5,9.6,0.366,6.8,12.3,0.552,8.2,9.6,0.856,1.1,10.1,11.2,14.3,1.7,1,5.2,3.1,32.4,,123,111,hardeja01,201,James Harden,PG,31,BRK,36,1319,25,0.619,0.437,0.439,2.6,22.1,12.9,43.8,1.7,1.8,16.7,28.4,,4.5,1.5,6,0.219,,6.4,1.3,7.7,3.2,hardeja01,201,James Harden,PG,31,BRK,36,1319,29%,43%,28%,,,5.1,0.2,89,38,43,12,101,5,920,17,36,hardeja01,201,James Harden,PG,31,BRK,36,1319,0.471,14.2,,0.563,0.222,0.285,0.043,0.012,0.437,,0.552,0.669,0.474,0.462,0.571,0.366,,0.161,0.24,,0.007,3,,0.042,0.364,,1,0,hardeja01,2021
