,3P%,eFG%,FT%,TRB,AST,STL,BLK,TOV,LostBall,Dist.,%2PFGA,0-3%FGA,3-10%FGA,10-16%FGA,16-3P%FGA,0-3FG%,3-10FG%,10-16FG%,16-3PFG%,2P%A,3P%A,Dunk%FGA,C3%3PA,TruePos
0,-0.3789150814689944,-0.06733507535834916,-0.32491441218750033,0.8873150500217899,-0.659833222311704,-0.157059269153186,0.18409740137208924,-0.08573167858302978,0.26293570566539337,-0.7701441129712904,0.5737285681659019,0.5464468897718032,0.9514129859961161,-0.1457086150719613,-0.9306322956599254,0.6889741979602859,0.1815786339449229,-0.4842255518300569,-0.647723252479866,0.41619914772490463,0.7062484123561176,0.7263092641837195,1.086626767732196,1.2798216043332336
1,-2.6287633319020225,0.9990866384402116,-2.792509326385843,3.176929398855808,0.09313304307722303,0.6276817043738705,1.6808156300185917,0.9009420077360188,-0.42452386793795865,-2.2436068581945574,1.8364272296708954,2.4082131999083827,1.1058374460598783,-1.0704833933800488,-1.145975651254006,-0.12666437631694152,0.8176749775484204,0.18322881859034026,-1.5921600839362096,-0.22784881531321166,-2.9064833788290363,0.9559738495149934,4.293314523272386,1.404958758210809
2,-1.9345722360435043,0.21330221774653566,0.43434556141199043,2.219454307525218,0.5771827851129621,1.4124226779009266,0.9324565156953405,1.6409472724753056,1.8253438274911935,-1.261298361379046,1.8028192805053633,0.055886242973910705,2.197838985082196,3.221867464427301,-0.30254750851052314,0.5056846307069761,0.64907112743665,0.7107330790838798,-0.23217104663907487,0.2730773781608786,0.7062484123561176,0.6741127675175212,-1.474109497483352,1.404958758210809
3,0.3403672588181443,0.08701543584933749,0.47814902142734567,-0.7362296700605138,-0.5522666129704286,-0.9418002426802423,-0.3148086748434116,-0.5790685217425544,-0.5495165176840227,0.6828538719016529,-0.9818393646387289,-0.8188484043283553,0.3226848271650843,-0.9483433283204902,-0.7332342196986846,-0.34661185702091324,0.7716921093361194,0.18322881859034026,0.5044896818968733,1.0960275531540273,0.6628956308618956,-0.18190977780813522,0.9020691990680121,-0.8769540477920361
4,0.32363976253239685,0.47990764619617626,0.025513267935341557,0.3877628284580041,-0.44470000362915335,-0.157059269153186,0.43355043947983957,-0.45573431095267314,0.20043938079236134,0.21216438384422068,-0.5785439746523431,-0.05050040331960791,-0.16264919017816795,-0.8785490054293137,-0.840905897495725,0.4415332821683177,0.595424447855632,-0.6241756617569144,0.5044896818968733,0.6768852280022376,0.5906409950381926,0.4862053795192063,0.7809532946321417,0.8676050974423967
5,0.5829159549614821,0.2974934056780011,-0.5804345956104051,-0.9027470772484423,-0.1757834802759651,-0.4186395936622047,-0.0653556367356611,-0.3324001001627921,-0.4870201928109907,0.6828538719016529,-0.7321803136947757,-0.8838624659521722,0.2895938714371352,-0.6342688753101962,0.1281392026776383,-0.22747363830626188,0.38083772953156086,0.10248837055561473,1.1042070698716513,-1.1172483833182294,-0.005459750507357567,-0.6412389484706825,0.12346695626598761,-0.32487836892038013
6,0.7083721771045878,0.6342581574038614,1.157102651665351,-0.2366774484967281,0.09313304307722303,0.6276817043738705,-0.5642617129511619,-0.20906588937291098,-0.3620275430649267,1.05121955820747,-1.298714313913746,-0.6415373271724906,-0.8465289418891147,-0.4597830680822551,-1.0562492530898058,0.10244758274969568,-0.3702157846026894,0.18322881859034026,-1.5921600839362096,0.29863483701159754,0.28717152457863976,-0.4637708598056075,-0.24564818106237982,-0.6708457943466177
7,-1.7923885176146512,1.6726161418919352,-0.09859653544149828,2.4692304183071117,-0.2295667849466028,0.36610137986485175,1.9302686681263417,0.2842709537866133,0.07544673104629734,-1.8752411718887407,1.778813602529983,1.693058522046395,1.3926257290354362,-0.09336287290357895,-0.6614531011673245,0.9639085488402505,0.8943130912355889,0.7807081340473087,-0.20383794169538455,1.1573654543957528,0.7062484123561176,2.5845045455003883,1.986344914970091,1.404958758210809
8,0.18145604410354416,-0.4181316917394552,0.48544959809657073,-0.6529709664665495,0.4696161757716867,1.150842353391908,-0.5642617129511619,0.16093674299673238,0.20043938079236134,0.4168119873474522,-0.5689417034621911,-0.6060751117413176,0.6866853401725236,-0.5121288102506375,-0.8947417363942453,0.10244758274969568,0.012974783833152785,-0.032079042835594485,-0.916887749444924,-0.8514508112707528,0.4894845048850081,-0.7456319418030797,0.18114119647354474,-1.5394448624380233
9,0.8003734066761983,0.38168459360946655,-0.08399538210304654,0.5959095874429148,1.4914989645138022,1.150842353391908,1.1819095538030908,0.40760516457649454,0.26293570566539337,-0.7496793526209673,0.8377910258950833,-0.2514529574295881,2.7052336395774144,0.11602009576995026,-0.6435078215344844,-0.09917094122894506,0.9096407139730226,0.533104093407484,-0.916887749444924,-0.1818453893819176,0.45335718697315697,-0.5368459551382854,1.1096964638152187,0.6246917987388683
