Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TMP,ORtg,DRtg,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,ShootFC,OffFC,ShootFD,OffFD,PGA,And1,Blkd,Dist.,%2PFGA,0-3%FGA,3-10%FGA,10-16%FGA,16-3P%FGA,%3PFGA,0-3FG%,3-10FG%,10-16FG%,16-3PFG%,2P%A,3P%A,Dunk%FGA,Dunks,C3%3PA,C33P%,Season 
Dorian Finney-Smith,PF,29,DAL,40,40,32.2,3.2,7.8,0.416,1.9,5.4,0.355,1.3,2.3,0.559,0.54,0.8,1,0.75,1.7,3,4.7,1.5,1,0.5,0.9,2,9.1,1288,114,118,10,0.557,0.129,6,11.1,8.5,6.3,1.5,1.4,9.9,12.8,0.8,0.9,1.7,0.065,-0.9,-0.2,-1.1,0.3,,,13%,78%,9%,0.8,0.8,18,6,38,7,17,3,152,6,9,18.4,0.3,0.2,0.077,0.013,0.01,0.7,0.758,0.167,0,0.333,0.692,0.987,0.077,21,0.401,0.425,2023
Dorian Finney-Smith,PF,29,BRK,26,26,27.7,2.6,7.3,0.351,1.4,4.7,0.306,1.2,2.7,0.429,0.448,0.6,0.7,0.789,1.8,3.1,4.9,1.6,0.7,0.6,1,2.5,7.2,721,101,116,7.7,0.466,0.099,7.5,12.3,10,7.4,1.2,1.9,11.5,13.9,-0.3,0.7,0.4,0.027,-3.3,-0.4,-3.7,-0.3,,,52%,37%,12%,-0.3,-1.9,15,4,43,2,10,1,98,3,11,16.8,0.366,0.246,0.105,0.01,0.005,0.634,0.489,0.3,0,1,0.633,0.946,0.094,12,0.347,0.286,2023
Malachi Flynn,PG,24,TOR,53,2,13,1.6,4.6,0.36,0.9,2.5,0.353,0.8,2.1,0.367,0.457,0.5,0.6,0.758,0.3,1.2,1.4,1.3,0.4,0.1,0.5,1.2,4.6,691,105,117,8.7,0.479,0.136,2.3,10.8,6.2,13.7,1.5,0.6,8.9,17.4,0,0.5,0.5,0.034,-3.3,-0.8,-4.1,-0.4,100%,,,,,-2.7,-4.7,13,8,34,3,13,5,161,4,9,18.3,0.45,0.12,0.145,0.083,0.103,0.55,0.517,0.286,0.5,0.2,0.375,0.872,0,0,0.158,0.476,2023
Simone Fontecchio,SF,27,UTA,52,6,14.7,2.2,6,0.369,1.2,3.7,0.33,1,2.3,0.43,0.47,0.7,0.8,0.795,0.6,1.1,1.7,0.8,0.3,0.2,0.8,1.2,6.3,766,101,120,8,0.495,0.141,4.4,7.7,6.1,7.5,0.9,0.9,10.5,20.2,-0.4,0.3,-0.1,-0.004,-3,-2.1,-5.2,-0.6,,13%,58%,29%,,-13.2,-15.1,17,10,29,4,19,2,103,3,16,18.5,0.388,0.106,0.157,0.067,0.058,0.612,0.545,0.327,0.524,0.389,0.731,0.952,0.042,10,0.225,0.395,2023
Bryn Forbes,SG,29,MIN,25,0,10.7,1.2,3.3,0.361,0.6,1.8,0.304,0.6,1.5,0.432,0.446,0.6,0.6,1,0.2,0.4,0.6,0.7,0.3,0.1,0.5,0.9,3.6,268,99,118,6.2,0.497,0.181,1.7,4.5,3.1,8.2,1.2,0.7,11.8,16.2,-0.2,0.2,0,0,-4.8,-1.5,-6.3,-0.3,56%,44%,,,,-7.7,-8.1,4,3,11,0,8,1,42,2,5,18.9,0.446,0.06,0.181,0.072,0.133,0.554,0.6,0.4,0.167,0.545,0.813,0.857,0,0,0.261,0.417,2023
Trent Forrest,SG,24,ATL,23,3,12,1.1,2.6,0.417,0,0.1,0,1.1,2.5,0.431,0.417,0.1,0.1,0.667,0.2,1.4,1.6,1.7,0.3,0.1,0.7,0.7,2.3,277,93,118,6.1,0.424,0.05,2,12.8,7.3,16.5,1.2,0.6,19.7,11.6,-0.2,0.2,-0.1,-0.011,-5.3,0.2,-5.1,-0.2,29%,66%,6%,,,-8.4,-9.5,12,2,12,0,2,1,92,1,7,6.6,0.967,0.25,0.617,0.1,0,0.033,0.333,0.459,0.5,,0.4,,0.017,1,0.5,0,2023
Michael Foster Jr.,PF,20,PHI,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,1,,122,0,,,0,0,0,0,0,0,,0,0,0,0,0.01,-7.2,-1.9,-9.2,0,,,,,100%,-200,-204.8,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,,,2023
Evan Fournier,SG,30,NYK,27,7,17,2.1,6.1,0.337,1.3,4.2,0.307,0.8,1.9,0.404,0.443,0.7,0.8,0.857,0.1,1.7,1.8,1.3,0.6,0.1,0.8,1.7,6.1,459,98,116,6.9,0.471,0.127,1,10.8,5.9,10.6,1.7,0.6,11.2,18.4,-0.3,0.4,0.1,0.01,-4,0,-4,-0.2,,5%,95%,,,-4.7,-8.9,11,7,19,3,5,3,88,0,4,20.4,0.313,0.072,0.09,0.102,0.048,0.687,0.5,0.467,0.353,0.25,0.476,0.857,0,0,0.237,0.333,2023
De'Aaron Fox,PG,25,SAC,73,73,33.4,9.3,18.2,0.512,1.6,5,0.324,7.7,13.2,0.584,0.557,4.7,6,0.78,0.5,3.6,4.2,6.1,1.1,0.3,2.5,2.4,25,2435,119,117,21.8,0.599,0.331,1.9,12.4,7.2,29.6,1.6,0.8,10.6,30.1,5.5,1.8,7.4,0.146,3.4,-0.9,2.5,2.7,100%,,,,,2.6,0.9,90,71,80,7,210,34,1103,52,53,13.5,0.724,0.171,0.251,0.194,0.108,0.276,0.803,0.569,0.488,0.444,0.16,0.613,0.033,41,0.128,0.255,2023
Markelle Fultz,PG,24,ORL,60,60,29.6,5.8,11.3,0.514,0.5,1.5,0.31,5.4,9.9,0.544,0.534,1.9,2.4,0.783,1.2,2.8,3.9,5.7,1.5,0.4,2.3,2.2,14,1778,113,114,16.6,0.564,0.211,4.4,10.5,7.4,29.8,2.4,1.4,15.8,21.3,1.7,2,3.7,0.1,-0.1,0.7,0.5,1.2,75%,25%,,,,-4.2,-2.5,73,33,60,19,56,7,835,19,40,9.8,0.872,0.299,0.28,0.178,0.115,0.128,0.685,0.5,0.438,0.449,0.323,0.963,0.054,30,0.368,0.375,2023
Wenyen Gabriel,C,25,LAL,68,2,15.1,2.3,3.8,0.596,0.1,0.5,0.278,2.1,3.3,0.647,0.615,0.8,1.2,0.619,1.7,2.5,4.2,0.5,0.4,0.5,0.7,2.1,5.5,1024,123,113,14.4,0.626,0.323,12.6,17.2,15,4.8,1.2,2.9,13.4,14.1,1.5,1.3,2.8,0.132,-2.3,0.1,-2.2,-0.1,,,,22%,78%,0.5,-0.1,11,8,86,21,41,4,91,16,18,6.1,0.862,0.523,0.312,0.019,0.008,0.138,0.713,0.568,0.2,0.5,0.676,0.9,0.092,21,0.528,0.263,2023
Daniel Gafford,C,24,WAS,78,47,20.6,3.7,5.1,0.732,0,0,,3.7,5.1,0.732,0.732,1.6,2.4,0.679,2.1,3.5,5.6,1.1,0.4,1.3,1.1,2.4,9,1604,135,113,19.7,0.739,0.473,11.7,18,15,7.5,1,5.2,15.1,15.2,4.2,1.9,6.1,0.184,0.4,0.6,1,1.2,,,,32%,68%,-2.1,-1.4,21,24,120,32,97,7,201,36,28,3.2,1,0.592,0.367,0.025,0.015,0,0.846,0.566,0.8,0.167,0.668,,0.362,135,,,2023
Darius Garland,PG,23,CLE,69,69,35.5,7.6,16.4,0.462,2.4,6,0.41,5.1,10.4,0.492,0.537,4,4.7,0.863,0.4,2.3,2.7,7.8,1.2,0.1,2.9,2.1,21.6,2447,118,113,18.8,0.587,0.284,1.3,7.6,4.5,34.1,1.7,0.3,13.5,26.9,4.5,3,7.6,0.148,3.2,-0.7,2.4,2.7,97%,3%,,,,7.9,5.9,96,56,59,11,124,43,1214,25,54,15.1,0.635,0.17,0.229,0.134,0.102,0.365,0.615,0.452,0.51,0.357,0.286,0.58,0.004,4,0.09,0.378,2023
Usman Garuba,C,20,HOU,75,1,12.9,1.1,2.4,0.486,0.3,0.8,0.407,0.8,1.6,0.525,0.554,0.4,0.6,0.617,1.6,2.5,4.1,0.9,0.6,0.4,0.6,1.8,3,970,119,115,12.9,0.569,0.266,13.4,21.4,17.4,8.8,2.2,2.9,19.2,10.5,0.9,0.9,1.8,0.091,-2,0.6,-1.4,0.2,,,,7%,93%,-11.1,-3.8,15,6,71,15,17,5,152,5,19,9.9,0.667,0.452,0.209,0.006,0,0.333,0.625,0.324,0,,0.613,1,0.062,11,0.492,0.414,2023
Luka Garza,C,24,MIN,28,0,8.7,2.3,4.1,0.543,0.5,1.4,0.359,1.8,2.8,0.636,0.603,1.5,1.9,0.788,1.2,1.1,2.3,0.6,0.1,0.1,0.5,1.5,6.5,243,130,117,23,0.652,0.448,15.5,13.5,14.5,11.8,0.6,0.7,9.2,26.9,0.9,0.2,1.1,0.211,2.2,-2.6,-0.4,0.1,,,,,100%,1.3,1.6,1,4,21,7,22,3,43,5,8,11.5,0.664,0.345,0.25,0.06,0.009,0.336,0.825,0.414,0.571,0,0.51,1,0.017,2,0.077,0.333,2023
Rudy Gay,PF,36,UTA,56,0,14.6,1.9,5.1,0.38,0.6,2.3,0.254,1.4,2.8,0.484,0.437,0.8,0.9,0.857,0.6,2.3,2.9,1,0.3,0.3,0.7,1.2,5.2,816,101,117,9,0.475,0.171,4.4,17,10.8,9.4,1.1,1.9,10.7,17.7,-0.4,0.7,0.3,0.018,-3.6,-0.4,-4,-0.4,,,23%,57%,20%,3.1,5.3,17,9,38,3,22,2,140,3,2,17.3,0.547,0.105,0.171,0.157,0.115,0.453,0.667,0.429,0.422,0.485,0.526,1,0.045,11,0.338,0.318,2023
Paul George,SF,32,LAC,56,56,34.6,8.2,17.9,0.457,2.8,7.6,0.371,5.4,10.3,0.521,0.536,4.6,5.3,0.871,0.8,5.3,6.1,5.1,1.5,0.4,3.1,2.8,23.8,1939,113,113,19.6,0.588,0.293,2.6,17,9.9,24.2,2.1,0.9,13.4,29.5,2.3,2.3,4.6,0.114,2.4,0.3,2.8,2.3,,5%,69%,26%,1%,3.6,5.9,98,47,80,18,115,16,714,23,37,16.7,0.576,0.145,0.14,0.132,0.157,0.424,0.699,0.553,0.421,0.411,0.322,0.614,0.042,36,0.134,0.491,2023
Taj Gibson,C,37,WAS,49,2,9.8,1.3,2.6,0.52,0.2,0.5,0.333,1.2,2.1,0.564,0.552,0.6,0.9,0.714,0.7,1.2,1.9,0.7,0.3,0.2,0.5,1.7,3.4,480,114,115,11.4,0.585,0.336,7.7,13.6,10.8,9.6,1.5,2.1,15.3,15.3,0.4,0.5,0.8,0.082,-3.6,0.5,-3.2,-0.1,,,,18%,82%,-1.6,-0.4,7,5,39,8,17,5,82,4,8,10.3,0.808,0.288,0.28,0.144,0.096,0.192,0.806,0.429,0.5,0.333,0.667,1,0.064,8,0.458,0.455,2023
Josh Giddey,PF,20,OKC,76,76,31.1,7.1,14.7,0.482,1,3.1,0.325,6.1,11.6,0.524,0.516,1.4,1.9,0.731,1.9,5.9,7.9,6.2,0.8,0.4,2.8,1.9,16.6,2367,109,114,17.1,0.533,0.13,6.6,20.9,13.6,29.9,1.1,1.2,15.1,24.6,1.3,2.7,4,0.081,1.5,-0.3,1.2,1.9,,1%,17%,67%,15%,-2.7,-9.5,127,57,85,12,81,1,1119,31,83,9.6,0.791,0.301,0.381,0.089,0.021,0.209,0.646,0.455,0.455,0.304,0.363,0.934,0.011,12,0.128,0.4,2023
Shai Gilgeous-Alexander,PG,24,OKC,68,68,35.5,10.4,20.3,0.51,0.9,2.5,0.345,9.5,17.8,0.533,0.531,9.8,10.9,0.905,0.9,4,4.8,5.5,1.6,1,2.8,2.8,31.4,2416,125,113,27.2,0.626,0.535,2.6,12.2,7.3,25.7,2.2,2.5,10.1,32.8,8.4,3,11.4,0.226,5.7,1.5,7.3,5.6,84%,17%,,,,3.1,4.9,84,64,78,30,322,15,942,57,97,9.8,0.878,0.283,0.276,0.246,0.073,0.122,0.678,0.438,0.512,0.396,0.201,0.31,0.039,50,0.101,0.235,2023
Anthony Gill,PF,30,WAS,59,8,10.6,1.2,2.2,0.538,0.1,0.5,0.138,1.1,1.7,0.65,0.553,0.8,1.1,0.731,0.6,1.1,1.7,0.6,0.1,0.2,0.3,1.2,3.3,624,127,119,11.1,0.604,0.508,6.9,10.6,8.8,7.2,0.5,1.6,8.5,12.3,1,0.4,1.3,0.101,-2.4,-0.9,-3.3,-0.2,,,30%,66%,5%,0.2,1.8,8,3,44,2,30,8,81,8,10,8.7,0.78,0.311,0.409,0.053,0.008,0.22,0.78,0.593,0.429,0,0.672,1,0.045,5,0.621,0.167,2023
Jacob Gilyard,PG,24,MEM,1,0,41,1,3,0.333,1,3,0.333,0,0,,0.5,0,0,,0,4,4,7,3,0,2,3,3,41,108,110,7.3,0.5,0,0,10.3,5.2,19.4,3.5,0,40,5.1,0,0.1,0.1,0.079,-7.8,1.7,-6.1,0,100%,,,,,-12.6,-16.3,2,0,2,0,0,0,17,0,0,24.4,0,0,0,0,0,1,,,,,,1,0,0,0.333,0,2023
Rudy Gobert,C,30,MIN,70,70,30.7,5.1,7.8,0.659,0,0,0,5.1,7.8,0.663,0.659,3.1,4.9,0.644,3.3,8.3,11.6,1.2,0.8,1.4,1.7,3,13.4,2148,127,109,18.9,0.675,0.623,12.2,29.8,21.2,5.6,1.2,3.9,14.9,16.3,4.3,3.5,7.8,0.174,0,0.7,0.7,1.4,,,,,100%,-0.3,-0.3,27,40,108,35,165,4,213,45,40,2.5,0.995,0.778,0.19,0.022,0.004,0.005,0.748,0.365,0.333,0,0.744,,0.388,200,0,,2023
Jordan Goodwin,PG,24,WAS,62,7,17.8,2.5,5.7,0.448,0.6,1.9,0.322,1.9,3.8,0.511,0.501,0.9,1.1,0.768,0.9,2.4,3.3,2.7,0.9,0.4,0.9,1.5,6.6,1106,113,113,14.8,0.531,0.195,6,14.3,10.3,20.8,2.6,2,12.9,17.3,0.9,1.3,2.2,0.097,-0.7,1.4,0.7,0.8,87%,13%,,,,-4.7,-4.8,34,12,48,2,34,12,399,9,27,14,0.666,0.187,0.255,0.127,0.096,0.334,0.712,0.444,0.444,0.382,0.242,0.868,0.025,5,0.212,0.52,2023
Aaron Gordon,PF,27,DEN,68,68,30.2,6.3,11.2,0.564,0.9,2.5,0.347,5.4,8.6,0.628,0.603,2.8,4.6,0.608,2.4,4.1,6.6,3,0.8,0.8,1.4,1.9,16.3,2055,124,115,19.5,0.617,0.413,9.4,15.4,12.5,14.2,1.3,2.2,9.8,21.1,4.6,2.2,6.8,0.158,2.4,-0.3,2.1,2.1,,,4%,88%,8%,12.1,18.4,39,29,83,16,149,10,474,31,65,8.9,0.773,0.489,0.183,0.064,0.037,0.227,0.782,0.388,0.286,0.357,0.631,0.733,0.264,181,0.324,0.25,2023
Eric Gordon,SG,34,TOT,69,58,28.5,4.2,9.5,0.446,1.9,5.2,0.371,2.3,4.3,0.535,0.547,2.1,2.5,0.821,0.2,1.7,1.9,2.7,0.6,0.4,1.5,1.1,12.4,1965,115,122,11.8,0.587,0.265,0.9,6.7,3.8,13.4,1.1,1.2,12.5,17.8,1.8,0.5,2.3,0.056,-0.5,-1.4,-1.9,0.1,18%,49%,33%,,,-5.3,0.9,56,24,47,8,72,8,429,20,31,17.2,0.455,0.164,0.243,0.041,0.006,0.545,0.71,0.453,0.37,0.25,0.39,0.811,0.002,1,0.084,0.467,2023
Eric Gordon,SG,34,HOU,47,47,30.2,4.5,10.2,0.439,1.8,5.2,0.347,2.7,5,0.536,0.528,2.3,2.9,0.815,0.3,1.8,2.1,2.9,0.6,0.4,1.8,1,13.1,1418,113,123,11.4,0.572,0.282,0.9,6.7,3.8,13.8,1,1.2,13.4,18.1,1,0.1,1.1,0.037,-0.9,-1.7,-2.6,-0.2,11%,44%,45%,,,-7.1,1.8,46,19,25,5,55,6,320,14,24,16.5,0.487,0.163,0.274,0.042,0.008,0.513,0.744,0.458,0.3,0.25,0.32,0.765,0.002,1,0.078,0.526,2023
Eric Gordon,SG,34,LAC,22,11,24.9,3.7,8,0.463,2.1,5,0.423,1.5,2.9,0.531,0.597,1.5,1.7,0.842,0.2,1.5,1.7,2.1,0.6,0.4,1,1.5,11,547,122,118,13.1,0.629,0.217,0.8,6.7,3.8,12.2,1.2,1.3,9.9,17,0.8,0.4,1.2,0.105,0.5,-0.5,0,0.3,36%,62%,2%,,,-0.7,-1.6,10,5,22,3,17,2,109,6,7,19,0.366,0.166,0.16,0.04,0,0.634,0.621,0.429,0.571,,0.647,0.894,0,0,0.099,0.364,2023
Devonte' Graham,PG,27,TOT,73,8,18.3,2.2,5.9,0.374,1.6,4.6,0.352,0.6,1.3,0.452,0.512,1.3,1.8,0.748,0.3,1.4,1.7,2.7,0.6,0.2,0.7,1.1,7.4,1338,117,117,12.5,0.552,0.304,1.6,8.7,5.1,19.4,1.6,1.1,9.8,17.1,1.5,1,2.5,0.091,0.1,-0.2,-0.1,0.6,62%,38%,,,,-6.3,-4.2,32,13,43,5,50,13,446,8,12,22.5,0.216,0.058,0.072,0.035,0.051,0.784,0.6,0.355,0.533,0.364,0.31,0.798,0,0,0.104,0.429,2023
Devonte' Graham,PG,27,NOP,53,0,15.3,1.6,4.4,0.368,1.2,3.6,0.347,0.4,0.8,0.463,0.511,0.8,1.1,0.746,0.2,1.1,1.4,2.2,0.6,0.2,0.5,0.9,5.3,811,118,114,11.8,0.545,0.255,1.7,8.4,5,18.7,1.8,1.2,9.5,15,0.9,0.9,1.8,0.105,-0.4,0.6,0.2,0.4,54%,46%,,,,1.2,-1.1,17,4,26,3,25,5,265,4,7,23,0.177,0.056,0.056,0.03,0.035,0.823,0.462,0.308,0.571,0.625,0.421,0.848,0,0,0.105,0.35,2023
Devonte' Graham,PG,27,SAS,20,8,26.4,3.8,10,0.38,2.7,7.4,0.358,1.2,2.6,0.442,0.513,2.7,3.6,0.75,0.4,2.2,2.5,4,0.8,0.3,1.3,1.6,13,527,116,122,13.6,0.559,0.36,1.4,9.3,5.2,20.4,1.3,0.9,10.1,20.2,0.6,0.1,0.8,0.069,1,-1.4,-0.4,0.2,75%,25%,,,,-17.8,-8.9,15,9,17,2,25,8,181,4,5,22,0.26,0.06,0.09,0.04,0.07,0.74,0.75,0.389,0.5,0.214,0.217,0.736,0,0,0.101,0.533,2023
Jerami Grant,PF,28,POR,63,63,35.7,6.9,14.5,0.475,2.3,5.7,0.401,4.6,8.8,0.523,0.554,4.4,5.4,0.813,0.8,3.7,4.5,2.4,0.8,0.8,1.8,2.4,20.5,2246,117,120,16,0.606,0.375,2.7,11.9,7.2,10.3,1.1,2.1,9.8,22.8,3.1,1,4.1,0.087,1.2,-1.4,-0.2,1,,,4%,94%,2%,-0.9,6.4,37,40,78,25,163,25,371,39,54,14.2,0.607,0.267,0.149,0.085,0.105,0.393,0.676,0.426,0.397,0.375,0.579,0.972,0.084,71,0.365,0.389,2023
RaiQuan Gray,PF,23,BRK,1,0,35,6,12,0.5,2,5,0.4,4,7,0.571,0.583,2,2,1,3,6,9,7,0,1,4,5,16,35,115,116,15.5,0.621,0.167,9.9,18.8,14.4,29,0,2.4,23.7,21.4,0,0,0.1,0.106,-0.6,-1.4,-2,0,,,,35%,65%,-19.4,-20.9,2,1,3,0,1,0,16,0,0,11.5,0.583,0.5,0.083,0,0,0.417,0.667,0,,,1,1,0,0,0.4,0,2023
A.J. Green,SG,23,MIL,35,1,9.9,1.5,3.6,0.424,1.3,3,0.419,0.3,0.6,0.45,0.6,0.1,0.1,1,0.2,1.1,1.3,0.6,0.2,0,0.3,0.9,4.4,345,121,115,11.5,0.607,0.032,1.9,11.3,6.8,8.7,0.8,0,6.6,16.6,0.5,0.3,0.8,0.111,-0.3,-0.6,-0.9,0.1,17%,55%,28%,1%,,-4.4,-8.8,2,5,21,0,1,2,57,0,1,23.7,0.16,0.04,0.016,0.032,0.072,0.84,0.4,0.5,0.5,0.444,0.778,0.909,0,0,0.21,0.409,2023
Danny Green,SG,35,TOT,11,0,12.5,2,4.5,0.449,1.5,3.4,0.432,0.5,1.1,0.5,0.612,0.1,0.1,1,0.3,1,1.3,0.5,0.5,0.3,0.9,1.5,5.5,138,103,111,10.8,0.617,0.02,2.5,9.1,5.8,6.1,2.2,2,16.8,18.9,0,0.2,0.2,0.059,-2.1,0.2,-1.9,0,,56%,39%,5%,,-6.4,-11.7,6,1,10,2,1,1,16,1,1,21.4,0.245,0.041,0.061,0.122,0.02,0.755,0.5,0.333,0.5,1,0.667,1,0,0,0.324,0.417,2023
Danny Green,SG,35,MEM,3,0,14.3,1,3.7,0.273,1,2.7,0.375,0,1,0,0.409,0,0,,0.3,1,1.3,0.7,0.3,0,1,2,3,43,77,116,-0.2,0.409,0,2.5,7.4,4.9,5.6,1.1,0,21.4,13.5,-0.1,0,-0.1,-0.061,-7.9,-0.9,-8.8,-0.1,,66%,34%,,,-4.7,-8.4,2,0,4,1,0,1,6,0,0,20.6,0.273,0,0.091,0.182,0,0.727,,0,0,,,1,0,0,0.5,0.25,2023
Danny Green,SG,35,CLE,8,0,11.9,2.4,4.8,0.5,1.6,3.6,0.448,0.8,1.1,0.667,0.671,0.1,0.1,1,0.3,1,1.3,0.5,0.6,0.4,0.9,1.3,6.5,95,111,109,15.8,0.676,0.026,2.5,9.9,6.2,6.4,2.6,2.9,15.4,21.4,0.1,0.2,0.2,0.114,0.5,0.7,1.2,0.1,,52%,41%,7%,,-7.2,-13.2,4,1,6,1,1,0,10,1,1,21.6,0.237,0.053,0.053,0.105,0.026,0.763,0.5,0.5,0.75,1,0.667,1,0,0,0.276,0.5,2023
Draymond Green,PF,32,GSW,73,73,31.5,3.4,6.5,0.527,0.5,1.8,0.305,2.9,4.7,0.612,0.57,1.1,1.5,0.713,0.9,6.3,7.2,6.8,1,0.8,2.8,3.1,8.5,2297,114,112,12.2,0.592,0.228,3.2,21.6,12.6,27.8,1.5,2.3,28.1,13.2,1.6,3.1,4.7,0.098,-1.8,2.6,0.8,1.6,,,1%,74%,25%,7.3,13.1,144,19,113,29,47,30,1218,13,20,10.3,0.724,0.297,0.363,0.04,0.023,0.276,0.709,0.57,0.474,0.273,0.852,1,0.051,21,0.298,0.308,2023
Jalen Green,SG,20,HOU,76,76,34.2,7.4,17.9,0.416,2.5,7.3,0.338,5,10.6,0.471,0.485,4.8,6.1,0.786,0.6,3.2,3.7,3.7,0.8,0.2,2.6,1.7,22.1,2602,109,122,14.5,0.538,0.341,1.8,10.3,6,17.3,1.1,0.7,11.3,28.1,1.4,0.5,1.8,0.034,0.5,-2.6,-2.1,0,21%,79%,,,,-8.9,-1.8,94,73,73,13,203,14,644,43,105,15.2,0.592,0.202,0.212,0.079,0.1,0.408,0.591,0.406,0.467,0.368,0.351,0.572,0.046,53,0.128,0.324,2023
JaMychal Green,PF,32,GSW,57,1,14,2.4,4.4,0.54,0.7,1.9,0.378,1.6,2.5,0.667,0.623,0.9,1.2,0.776,1.3,2.3,3.6,0.9,0.4,0.4,0.9,1.8,6.4,797,121,113,15.5,0.65,0.266,10.1,18,14.1,8.9,1.5,2.5,15.6,17.5,1.2,1,2.2,0.133,-0.7,0.2,-0.5,0.3,,,,30%,71%,-8.2,-12.6,16,12,55,17,36,5,130,9,14,12.8,0.56,0.345,0.171,0.016,0.028,0.44,0.701,0.674,0.5,0.286,0.66,1,0.246,52,0.387,0.372,2023
Javonte Green,SF,29,CHI,32,1,15,1.9,3.4,0.565,0.4,1.1,0.371,1.5,2.3,0.658,0.625,0.9,1.4,0.667,0.8,1.9,2.8,0.7,0.8,0.7,0.6,1.6,5.2,480,122,109,14.5,0.646,0.417,6.5,14.2,10.4,6.4,2.4,4.2,13.5,13.6,0.6,0.8,1.4,0.142,-1.1,2.5,1.4,0.4,,10%,61%,29%,,6.8,5.9,7,6,27,4,24,6,53,5,8,9.8,0.676,0.481,0.185,0,0.009,0.324,0.75,0.45,,0,0.667,1,0.222,24,0.457,0.313,2023
Jeff Green,PF,36,DEN,56,4,19.5,2.9,5.9,0.488,0.5,1.9,0.288,2.3,4,0.58,0.534,1.6,2.1,0.744,0.7,1.9,2.6,1.2,0.3,0.3,0.8,1.8,7.8,1091,114,117,11,0.576,0.357,4.1,10.9,7.6,8.3,0.8,1.4,10.8,17,0.8,0.8,1.7,0.074,-2.4,-1,-3.4,-0.4,,,8%,89%,3%,-8.1,-15.8,18,4,54,15,60,12,161,13,17,11.6,0.683,0.311,0.271,0.067,0.034,0.317,0.775,0.427,0.409,0.364,0.808,0.9,0.152,45,0.365,0.421,2023
Josh Green,SG,22,DAL,60,21,25.7,3.4,6.4,0.537,1.1,2.8,0.402,2.3,3.6,0.643,0.626,1.1,1.6,0.723,0.9,2.1,3,1.7,0.7,0.1,1.2,2.6,9.1,1539,119,119,11.2,0.645,0.246,4.1,9.7,6.9,9.7,1.4,0.3,14.5,14.6,1.7,0.9,2.6,0.082,-1.9,-0.6,-2.4,-0.2,23%,49%,26%,2%,,2.5,3.7,33,23,66,10,50,36,262,14,23,13.1,0.558,0.285,0.199,0.06,0.013,0.442,0.78,0.513,0.435,0.6,0.664,1,0.068,25,0.698,0.39,2023
AJ Griffin,SF,19,ATL,72,12,19.5,3.4,7.4,0.465,1.4,3.6,0.39,2,3.8,0.536,0.56,0.6,0.7,0.894,0.5,1.6,2.1,1,0.6,0.2,0.6,1.2,8.9,1401,116,119,12.6,0.577,0.088,2.9,9.2,6,7,1.4,0.7,7.1,17.9,1.3,0.9,2.2,0.075,-0.3,-0.5,-0.8,0.4,,15%,74%,11%,,2.9,3.8,17,15,47,1,23,5,174,4,22,16.8,0.514,0.101,0.165,0.173,0.075,0.486,0.63,0.568,0.522,0.375,0.558,0.891,0.017,9,0.293,0.408,2023
Blake Griffin,C,33,BOS,41,16,13.9,1.5,3.2,0.485,0.6,1.6,0.348,1,1.6,0.625,0.573,0.5,0.8,0.656,1.1,2.6,3.8,1.5,0.3,0.2,0.5,1.8,4.1,569,127,111,13.1,0.59,0.246,9.2,20.4,14.9,14.2,1.2,1.4,13.2,12.7,1,0.8,1.8,0.153,-1.4,1.5,0.1,0.3,,,2%,23%,76%,8.3,2,5,2,37,10,13,18,157,4,5,14,0.492,0.323,0.162,0.008,0,0.508,0.69,0.524,0,,0.775,1,0.062,8,0.318,0.333,2023
Quentin Grimes,SG,22,NYK,71,66,29.9,4,8.5,0.468,2.2,5.7,0.386,1.8,2.7,0.641,0.599,1.1,1.4,0.796,0.7,2.5,3.2,2.1,0.7,0.4,1,2.5,11.3,2121,125,117,11.7,0.619,0.163,2.5,9.4,5.9,9.7,1.1,1.2,9.7,14.4,3.2,1.6,4.8,0.108,-0.3,0.1,-0.1,1,,65%,35%,,,4.7,3.3,30,14,93,7,44,15,351,13,20,17.9,0.324,0.248,0.047,0.018,0.012,0.676,0.745,0.321,0.182,0.429,0.776,0.994,0.043,24,0.327,0.474,2023
Rui Hachimura,PF,24,TOT,63,9,23.3,4.5,9.3,0.486,0.8,2.5,0.319,3.7,6.7,0.55,0.53,1.4,1.9,0.739,0.8,3.7,4.5,0.9,0.3,0.4,0.8,1.1,11.2,1466,109,116,13.2,0.556,0.204,4.1,16.5,10.5,5.8,0.6,1.5,7.7,20.2,0.6,1.3,1.8,0.06,-1.3,-1,-2.2,-0.1,,,44%,55%,2%,-1.2,-1.1,15,20,34,13,57,2,139,14,40,13.1,0.726,0.247,0.175,0.17,0.135,0.274,0.736,0.373,0.495,0.506,0.618,1,0.074,38,0.319,0.333,2023
