,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Rk.1,Player.1,Pos.1,Age.1,Tm.1,G.1,GS.1,MP.1,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1,PTS.1,Player-additional.1,ORtg,DRtg,Player-additional.2,Rk.2,Player.2,Pos.2,Age.2,Tm.2,G.2,MP.2,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 83,OWS,DWS,WS,WS/48,Unnamed: 88,OBPM,DBPM,BPM,VORP,Player-additional.3,Rk.3,Player.3,Pos.3,Age.3,Tm.3,G.3,MP.3,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot.1,Off..1,PGA,And1,Blkd,-9999,Rk.4,Player.4,Pos.4,Age.4,Tm.4,G.4,MP.4,FG%.2,Dist.,Unnamed: 127,2P.2,0-3,10-Mar,16-Oct,16-3P,3P.2,Unnamed: 134,2P.3,0-3.1,10-Mar.1,16-Oct.1,16-3P.1,3P.3,Unnamed: 141,2P.4,3P.4,Unnamed: 144,%FGA,#,Unnamed: 147,%3PA,3P%.2,Unnamed: 150,Att.,#.1,-9999.1
34,27,Leandro Barbosa,SG,25,PHO,82,12,29.5,5.8,12.5,0.462,2.0,5.1,0.389,3.8,7.3,0.514,0.543,2.1,2.6,0.822,0.5,2.3,2.8,2.6,0.9,0.2,1.4,2.4,15.6,barbole01,27,Leandro Barbosa,SG,25,PHO,82,12,2421,7.0,15.2,0.462,2.4,6.3,0.389,4.6,8.9,0.514,2.6,3.2,0.822,0.6,2.8,3.4,3.2,1.1,0.3,1.7,2.9,19.1,barbole01,111.0,111.0,barbole01,27,Leandro Barbosa,SG,25,PHO,82,2421,15.8,0.575,0.413,0.209,2.0,8.2,5.4,13.5,1.5,0.5,9.5,22.8,,3.9,1.6,5.5,0.109,,1.1,-0.9,0.2,1.4,barbole01,27,Leandro Barbosa,SG,25,PHO,82,2421,35%,65%,,,,3.3,-6.4,49,38,94,15,93,15,507,24,55,barbole01,27,Leandro Barbosa,SG,25,PHO,82,2421,0.462,14.5,,0.587,0.312,0.072,0.062,0.14,0.413,,0.514,0.621,0.392,0.381,0.399,0.389,,0.474,0.939,,0.001,1,,0.308,0.508,,2,0,barbole01
35,28,J.J. Barea,PG,23,DAL,44,9,10.5,1.6,3.9,0.418,0.5,1.2,0.389,1.1,2.6,0.431,0.479,0.6,0.8,0.8,0.1,1.0,1.1,1.3,0.3,0.0,0.8,1.1,4.3,bareajo01,28,J.J. Barea,PG,23,DAL,44,9,460,5.6,13.3,0.418,1.6,4.2,0.389,3.9,9.1,0.431,2.2,2.7,0.8,0.3,3.4,3.7,4.5,1.1,0.1,2.7,3.8,14.9,bareajo01,99.0,108.0,bareajo01,28,J.J. Barea,PG,23,DAL,44,460,11.7,0.515,0.318,0.206,1.0,10.5,5.9,20.6,1.6,0.2,15.9,22.3,,0.0,0.5,0.5,0.052,,-1.7,-0.2,-1.9,0.0,bareajo01,28,J.J. Barea,PG,23,DAL,44,460,100%,,,,,4.8,-0.4,16,12,22,4,16,12,135,5,13,bareajo01,28,J.J. Barea,PG,23,DAL,44,460,0.418,11.3,,0.682,0.488,0.047,0.047,0.1,0.318,,0.431,0.506,0.125,0.25,0.294,0.389,,0.24,0.667,,0.0,0,,0.111,0.333,,2,0,bareajo01
36,29,Andrea Bargnani,PF,22,TOR,78,53,23.9,3.6,9.3,0.386,1.2,3.3,0.345,2.4,5.9,0.409,0.448,1.8,2.2,0.84,0.6,3.1,3.7,1.1,0.3,0.5,1.1,2.7,10.2,bargnan01,29,Andrea Bargnani,PF,22,TOR,78,53,1861,5.4,14.0,0.386,1.7,5.0,0.345,3.7,9.0,0.409,2.7,3.3,0.84,1.0,4.6,5.6,1.7,0.4,0.7,1.7,4.1,15.3,bargnan01,98.0,109.0,bargnan01,29,Andrea Bargnani,PF,22,TOR,78,1861,10.6,0.495,0.36,0.233,3.2,15.2,9.2,7.4,0.7,1.6,9.9,22.5,,-0.3,1.6,1.4,0.036,,-2.5,-1.2,-3.7,-0.8,bargnan01,29,Andrea Bargnani,PF,22,TOR,78,1861,,,,80%,20%,3.5,0.3,17,20,84,28,78,14,207,11,24,bargnan01,29,Andrea Bargnani,PF,22,TOR,78,1861,0.386,16.6,,0.64,0.199,0.055,0.094,0.292,0.36,,0.409,0.514,0.375,0.353,0.363,0.345,,0.711,0.956,,0.054,33,,0.011,0.0,,3,0,bargnan01
37,30,Matt Barnes,PF,27,GSW,73,18,19.4,2.6,6.1,0.423,0.7,2.5,0.293,1.8,3.6,0.513,0.483,0.8,1.1,0.747,1.3,3.2,4.4,1.9,0.7,0.5,1.2,2.2,6.7,barnema02,30,Matt Barnes,PF,27,GSW,73,18,1414,4.8,11.3,0.423,1.3,4.6,0.293,3.4,6.6,0.513,1.5,2.0,0.747,2.4,5.9,8.2,3.5,1.2,0.9,2.2,4.0,12.4,barnema02,105.0,108.0,barnema02,30,Matt Barnes,PF,27,GSW,73,1414,12.9,0.51,0.41,0.179,6.8,18.1,12.3,13.5,1.6,1.9,15.1,16.7,,1.0,1.3,2.3,0.077,,-0.5,0.3,-0.2,0.6,barnema02,30,Matt Barnes,PF,27,GSW,73,1414,,1%,17%,75%,7%,0.1,-2.9,47,21,85,11,30,6,326,9,19,barnema02,30,Matt Barnes,PF,27,GSW,73,1414,0.423,14.1,,0.59,0.303,0.14,0.032,0.115,0.41,,0.513,0.642,0.371,0.286,0.412,0.293,,0.612,0.962,,0.054,20,,0.331,0.4,,2,0,barnema02
39,32,Earl Barron,C,26,MIA,46,15,19.3,2.9,7.1,0.404,0.0,0.3,0.077,2.8,6.8,0.417,0.405,1.3,1.9,0.701,1.5,2.8,4.3,0.6,0.4,0.2,1.0,2.5,7.1,barroea01,32,Earl Barron,C,26,MIA,46,15,889,5.3,13.2,0.404,0.0,0.5,0.077,5.3,12.7,0.417,2.5,3.5,0.701,2.7,5.3,8.0,1.2,0.8,0.3,1.9,4.6,13.2,barroea01,91.0,110.0,barroea01,32,Earl Barron,C,26,MIA,46,889,9.4,0.446,0.04,0.266,8.9,17.9,13.3,5.8,1.1,0.7,11.6,22.0,,-1.0,0.6,-0.4,-0.019,,-5.0,-2.2,-7.2,-1.2,barroea01,32,Earl Barron,C,26,MIA,46,889,,,,4%,97%,-12.5,-3.9,15,18,58,8,46,15,66,9,22,barroea01,32,Earl Barron,C,26,MIA,46,889,0.404,12.5,,0.96,0.278,0.086,0.116,0.48,0.04,,0.417,0.484,0.5,0.289,0.395,0.077,,0.718,1.0,,0.028,7,,0.154,0.0,,1,0,barroea01
40,33,Brent Barry,SF,36,SAS,31,1,17.9,2.5,5.2,0.481,1.5,3.6,0.429,0.9,1.5,0.604,0.631,0.6,0.6,0.95,0.4,1.4,1.8,1.7,0.5,0.1,0.6,1.4,7.1,barrybr01,33,Brent Barry,SF,36,SAS,31,1,554,5.0,10.4,0.481,3.1,7.3,0.429,1.9,3.1,0.604,1.2,1.3,0.95,0.8,2.8,3.6,3.5,1.1,0.2,1.2,2.8,14.4,barrybr01,128.0,104.0,barrybr01,33,Brent Barry,SF,36,SAS,31,554,16.7,0.655,0.7,0.125,2.6,9.0,5.9,16.1,1.7,0.4,9.6,16.1,,1.5,0.8,2.3,0.203,,2.4,1.2,3.6,0.8,barrybr01,33,Brent Barry,SF,36,SAS,31,554,,27%,55%,18%,,5.9,0.6,12,3,21,1,8,3,125,1,4,barrybr01,33,Brent Barry,SF,36,SAS,31,554,0.481,20.4,,0.3,0.094,0.05,0.069,0.088,0.7,,0.604,0.933,0.25,0.545,0.5,0.429,,0.724,0.979,,0.025,4,,0.321,0.556,,0,0,barrybr01
41,34,Brandon Bass,C,22,DAL,79,1,19.7,3.1,6.2,0.499,0.0,0.1,0.0,3.1,6.2,0.503,0.499,2.1,2.5,0.822,1.5,2.9,4.4,0.7,0.3,0.6,1.0,1.9,8.3,bassbr01,34,Brandon Bass,C,22,DAL,79,1,1557,5.7,11.4,0.499,0.0,0.1,0.0,5.7,11.3,0.503,3.7,4.6,0.822,2.8,5.2,8.0,1.3,0.5,1.1,1.9,3.5,15.1,bassbr01,112.0,106.0,bassbr01,34,Brandon Bass,C,22,DAL,79,1557,15.9,0.564,0.008,0.4,9.2,16.3,12.9,6.1,0.8,2.3,12.4,19.8,,2.4,1.9,4.3,0.132,,-0.2,-0.2,-0.4,0.6,bassbr01,34,Brandon Bass,C,22,DAL,79,1557,,,,37%,63%,-0.9,-10.0,24,32,93,12,96,3,127,24,48,bassbr01,34,Brandon Bass,C,22,DAL,79,1557,0.499,9.1,,0.992,0.3,0.209,0.3,0.183,0.008,,0.503,0.547,0.437,0.48,0.544,0.0,,0.569,,,0.103,45,,0.0,,,0,0,bassbr01
42,35,Maceo Baston,PF,32,TOR,15,2,6.9,1.1,1.7,0.68,0.0,0.0,,1.1,1.7,0.68,0.68,0.5,0.7,0.7,0.6,1.1,1.7,0.2,0.1,0.3,0.3,1.3,2.7,bastoma01,35,Maceo Baston,PF,32,TOR,15,2,103,5.9,8.7,0.68,0.0,0.0,,5.9,8.7,0.68,2.4,3.5,0.7,3.1,5.9,9.1,1.0,0.7,1.4,1.4,7.0,14.3,bastoma01,131.0,105.0,bastoma01,35,Maceo Baston,PF,32,TOR,15,103,17.6,0.697,0.0,0.4,10.3,19.7,14.9,4.6,1.0,3.2,12.0,15.3,,0.3,0.1,0.4,0.201,,-1.4,0.5,-0.9,0.0,bastoma01,35,Maceo Baston,PF,32,TOR,15,103,,,1%,82%,17%,-2.5,-6.0,1,1,10,1,4,4,6,0,2,bastoma01,35,Maceo Baston,PF,32,TOR,15,103,0.68,3.2,,1.0,0.64,0.24,0.12,0.0,0.0,,0.68,0.875,0.5,0.0,,,,0.529,,,0.32,8,,,,,0,0,bastoma01
43,36,Shane Battier,SF,29,HOU,80,78,36.3,3.3,7.7,0.428,1.7,4.6,0.377,1.6,3.1,0.504,0.54,0.9,1.3,0.743,1.6,3.5,5.1,1.9,1.0,1.1,1.0,2.5,9.3,battish01,36,Shane Battier,SF,29,HOU,80,78,2907,3.3,7.7,0.428,1.7,4.6,0.377,1.6,3.1,0.504,0.9,1.3,0.743,1.6,3.4,5.0,1.9,1.0,1.1,1.0,2.4,9.2,battish01,117.0,103.0,battish01,36,Shane Battier,SF,29,HOU,80,2907,11.7,0.561,0.596,0.163,5.2,10.5,7.9,8.0,1.4,2.3,10.5,11.7,,3.6,4.6,8.2,0.135,,0.0,1.9,2.0,2.9,battish01,36,Shane Battier,SF,29,HOU,80,2907,,1%,79%,20%,,6.8,4.7,48,18,134,8,34,39,344,8,15,battish01,36,Shane Battier,SF,29,HOU,80,2907,0.428,17.8,,0.404,0.158,0.099,0.079,0.068,0.596,,0.504,0.582,0.41,0.469,0.5,0.377,,0.54,0.957,,0.003,0,,0.444,0.402,,1,0,battish01
44,37,Marco Belinelli,SG,21,GSW,33,0,7.3,1.1,2.8,0.387,0.5,1.2,0.39,0.6,1.6,0.385,0.473,0.2,0.3,0.778,0.1,0.3,0.4,0.5,0.2,0.0,0.4,0.5,2.9,belinma01,37,Marco Belinelli,SG,21,GSW,33,0,241,5.4,13.9,0.387,2.4,6.1,0.39,3.0,7.8,0.385,1.0,1.3,0.778,0.4,1.6,2.1,2.2,0.7,0.0,1.8,2.2,14.2,belinma01,97.0,115.0,belinma01,37,Marco Belinelli,SG,21,GSW,33,241,8.2,0.49,0.441,0.097,1.3,5.1,3.1,8.8,1.0,0.0,11.0,19.1,,0.0,0.0,0.0,-0.002,,-2.2,-2.4,-4.6,-0.2,belinma01,37,Marco Belinelli,SG,21,GSW,33,241,38%,60%,2%,,,-9.3,-11.9,3,4,3,3,5,0,35,2,5,belinma01,37,Marco Belinelli,SG,21,GSW,33,241,0.387,18.7,,0.559,0.151,0.043,0.022,0.344,0.441,,0.385,0.5,0.25,0.0,0.375,0.39,,0.55,0.875,,0.011,1,,0.341,0.5,,1,0,belinma01
45,38,Charlie Bell,SG,28,MIL,68,5,23.9,2.7,7.1,0.381,1.1,3.2,0.341,1.6,4.0,0.413,0.457,1.0,1.3,0.805,0.5,2.0,2.5,3.1,0.8,0.0,1.1,1.8,7.6,bellch01,38,Charlie Bell,SG,28,MIL,68,5,1628,4.1,10.7,0.381,1.6,4.8,0.341,2.5,5.9,0.413,1.5,1.9,0.805,0.7,3.0,3.7,4.6,1.1,0.0,1.7,2.7,11.4,bellch01,105.0,115.0,bellch01,38,Charlie Bell,SG,28,MIL,68,1628,10.9,0.49,0.447,0.179,2.1,10.3,6.0,19.9,1.7,0.1,12.7,16.6,,1.0,0.3,1.3,0.038,,-1.4,-1.1,-2.5,-0.2,bellch01,38,Charlie Bell,SG,28,MIL,68,1628,22%,65%,14%,,,-7.7,-0.3,43,24,46,4,35,11,476,3,31,bellch01,38,Charlie Bell,SG,28,MIL,68,1628,0.381,17.3,,0.553,0.214,0.021,0.06,0.259,0.447,,0.413,0.481,0.4,0.414,0.357,0.341,,0.423,0.824,,0.012,5,,0.327,0.423,,2,0,bellch01
46,39,Raja Bell,SG,31,PHO,75,75,35.3,4.2,10.0,0.421,2.3,5.9,0.401,1.9,4.2,0.449,0.538,1.1,1.2,0.868,0.6,3.0,3.7,2.2,0.7,0.4,0.9,2.9,11.9,bellra01,39,Raja Bell,SG,31,PHO,75,75,2646,4.3,10.2,0.421,2.4,6.0,0.401,1.9,4.3,0.449,1.1,1.2,0.868,0.6,3.1,3.7,2.3,0.7,0.4,0.9,3.0,12.1,bellra01,113.0,111.0,bellra01,39,Raja Bell,SG,31,PHO,75,2646,10.5,0.561,0.583,0.121,2.2,9.0,5.9,8.6,1.0,0.7,7.6,14.5,,3.0,1.5,4.5,0.082,,-0.3,-0.5,-0.8,0.8,bellra01,39,Raja Bell,SG,31,PHO,75,2646,,68%,32%,,,7.2,4.5,31,15,99,7,24,31,374,3,21,bellra01,39,Raja Bell,SG,31,PHO,75,2646,0.421,20.4,,0.417,0.07,0.025,0.054,0.267,0.583,,0.449,0.604,0.421,0.341,0.433,0.401,,0.759,0.977,,0.001,1,,0.408,0.363,,0,0,bellra01
47,40,Mike Bibby,PG,29,TOT,48,44,32.8,5.2,12.6,0.411,1.9,5.2,0.375,3.2,7.4,0.437,0.488,1.6,2.1,0.78,0.3,3.0,3.3,6.0,1.1,0.1,2.5,2.0,13.9,bibbymi01,40,Mike Bibby,PG,29,TOT,48,44,1573,5.7,13.8,0.411,2.1,5.7,0.375,3.5,8.1,0.437,1.8,2.3,0.78,0.4,3.3,3.7,6.6,1.2,0.1,2.7,2.2,15.3,bibbymi01,104.0,111.0,bibbymi01,40,Mike Bibby,PG,29,TOT,48,1573,14.5,0.515,0.411,0.166,1.2,10.6,6.0,30.9,1.8,0.2,15.5,22.0,,1.1,0.9,2.1,0.063,,0.4,-1.6,-1.3,0.3,bibbymi01,40,Mike Bibby,PG,29,TOT,48,1573,98%,2%,,,,-1.4,1.1,84,28,44,2,31,16,635,8,17,bibbymi01,40,Mike Bibby,PG,29,TOT,48,1573,0.411,18.8,,0.589,0.134,0.032,0.04,0.383,0.411,,0.437,0.519,0.263,0.333,0.433,0.375,,0.394,0.935,,0.0,0,,0.149,0.459,,0,0,bibbymi01
50,41,Andris Biedriņš,C,21,GSW,76,59,27.3,4.5,7.1,0.626,0.0,0.0,,4.5,7.1,0.626,0.626,1.5,2.5,0.62,3.4,6.4,9.8,1.0,0.7,1.2,1.1,3.4,10.5,biedran01,41,Andris Biedriņš,C,21,GSW,76,59,2078,5.9,9.4,0.626,0.0,0.0,,5.9,9.4,0.626,2.0,3.2,0.62,4.4,8.5,12.9,1.3,1.0,1.6,1.5,4.5,13.8,biedran01,127.0,106.0,biedran01,41,Andris Biedriņš,C,21,GSW,76,2078,19.2,0.637,0.0,0.344,12.7,26.2,19.1,5.2,1.3,3.3,12.0,14.4,,5.4,2.6,8.0,0.185,,1.1,0.1,1.1,1.6,biedran01,41,Andris Biedriņš,C,21,GSW,76,2078,,,,,100%,4.9,6.2,16,45,178,10,87,15,169,17,47,biedran01,41,Andris Biedriņš,C,21,GSW,76,2078,0.626,1.6,,1.0,0.805,0.19,0.006,0.0,0.0,,0.626,0.68,0.417,0.0,,,,0.715,,,0.118,62,,,,,0,0,biedran01
51,42,Chauncey Billups,PG,31,DET,78,78,32.3,5.0,11.2,0.448,1.8,4.4,0.401,3.3,6.9,0.479,0.526,5.1,5.6,0.918,0.5,2.2,2.7,6.8,1.3,0.2,2.1,1.7,17.0,billuch01,42,Chauncey Billups,PG,31,DET,78,78,2522,5.6,12.5,0.448,2.0,4.9,0.401,3.7,7.6,0.479,5.7,6.2,0.918,0.6,2.4,3.0,7.6,1.4,0.2,2.3,1.9,18.9,billuch01,127.0,105.0,billuch01,42,Chauncey Billups,PG,31,DET,78,2522,23.6,0.619,0.39,0.498,2.0,8.1,5.0,34.7,2.2,0.5,13.0,23.0,,10.2,3.4,13.5,0.257,,6.5,1.2,7.7,6.2,billuch01,42,Chauncey Billups,PG,31,DET,78,2522,97%,3%,,,,10.9,6.3,85,45,48,25,156,9,1179,28,25,billuch01,42,Chauncey Billups,PG,31,DET,78,2522,0.448,17.4,,0.61,0.187,0.036,0.098,0.288,0.39,,0.479,0.573,0.406,0.442,0.439,0.401,,0.18,0.613,,0.001,1,,0.126,0.372,,3,0,billuch01
52,43,Steve Blake,PG,27,POR,81,78,29.9,3.2,7.9,0.408,1.5,3.7,0.406,1.7,4.2,0.409,0.502,0.6,0.8,0.766,0.4,2.0,2.4,5.1,0.7,0.0,1.4,1.6,8.5,blakest01,43,Steve Blake,PG,27,POR,81,78,2424,3.9,9.5,0.408,1.8,4.4,0.406,2.1,5.1,0.409,0.7,1.0,0.766,0.5,2.4,2.9,6.1,0.8,0.1,1.7,2.0,10.3,blakest01,109.0,112.0,blakest01,43,Steve Blake,PG,27,POR,81,2424,12.0,0.518,0.466,0.1,1.5,7.9,4.7,27.1,1.2,0.1,14.5,15.3,,2.5,1.3,3.8,0.075,,0.1,-0.6,-0.5,0.9,blakest01,43,Steve Blake,PG,27,POR,81,2424,100%,,,,,1.1,6.2,78,14,60,6,7,21,930,1,11,blakest01,43,Steve Blake,PG,27,POR,81,2424,0.408,19.7,,0.534,0.08,0.07,0.081,0.303,0.466,,0.409,0.49,0.578,0.327,0.371,0.406,,0.307,0.909,,0.0,0,,0.279,0.494,,10,1,blakest01
53,44,Andray Blatche,PF,21,WAS,82,15,20.4,3.1,6.5,0.474,0.0,0.2,0.231,3.1,6.4,0.48,0.477,1.3,1.9,0.695,2.0,3.2,5.2,1.1,0.6,1.4,1.4,3.1,7.5,blatcan01,44,Andray Blatche,PF,21,WAS,82,15,1675,5.5,11.5,0.474,0.1,0.3,0.231,5.4,11.2,0.48,2.3,3.3,0.695,3.5,5.6,9.1,2.0,1.1,2.5,2.4,5.5,13.3,blatcan01,103.0,105.0,blatcan01,44,Andray Blatche,PF,21,WAS,82,1675,15.5,0.512,0.024,0.287,11.2,18.8,14.9,9.2,1.7,5.7,15.6,19.7,,0.8,2.1,3.0,0.085,,-2.4,0.7,-1.7,0.1,blatcan01,44,Andray Blatche,PF,21,WAS,82,1675,,,4%,69%,27%,-6.4,-10.2,33,39,140,16,78,17,212,20,59,blatcan01,44,Andray Blatche,PF,21,WAS,82,1675,0.474,7.4,,0.976,0.491,0.172,0.09,0.224,0.024,,0.48,0.612,0.348,0.313,0.358,0.231,,0.51,1.0,,0.076,37,,0.462,0.5,,0,0,blatcan01
54,45,Mark Blount,C,32,MIA,69,46,22.3,3.4,7.5,0.462,0.2,0.6,0.386,3.2,6.8,0.469,0.479,1.3,2.0,0.638,1.0,2.8,3.8,0.6,0.5,0.5,1.0,1.9,8.4,blounma01,45,Mark Blount,C,32,MIA,69,46,1542,5.6,12.0,0.462,0.4,1.0,0.386,5.2,11.0,0.469,2.1,3.2,0.638,1.6,4.5,6.1,1.0,0.8,0.8,1.6,3.1,13.6,blounma01,97.0,111.0,blounma01,45,Mark Blount,C,32,MIA,69,1542,11.4,0.505,0.085,0.268,5.3,15.3,10.2,4.8,1.1,1.8,10.8,19.8,,-0.3,1.0,0.7,0.021,,-2.9,-1.2,-4.0,-0.8,blounma01,45,Mark Blount,C,32,MIA,69,1542,,,,24%,76%,-11.4,-3.2,17,21,75,11,68,17,97,20,29,blounma01,45,Mark Blount,C,32,MIA,69,1542,0.462,12.3,,0.915,0.258,0.134,0.113,0.41,0.085,,0.469,0.654,0.333,0.379,0.422,0.386,,0.769,1.0,,0.083,37,,0.318,0.357,,0,0,blounma01
55,46,Keith Bogans,SG,27,ORL,82,35,26.8,2.9,7.2,0.41,1.8,5.0,0.362,1.1,2.2,0.52,0.536,1.0,1.3,0.736,0.5,2.7,3.2,1.3,0.7,0.1,0.6,2.0,8.7,boganke01,46,Keith Bogans,SG,27,ORL,82,35,2198,3.9,9.6,0.41,2.4,6.7,0.362,1.5,2.9,0.52,1.3,1.8,0.736,0.7,3.7,4.4,1.7,1.0,0.2,0.9,2.7,11.6,boganke01,113.0,107.0,boganke01,46,Keith Bogans,SG,27,ORL,82,2198,10.9,0.559,0.696,0.187,2.3,11.3,7.0,7.1,1.4,0.3,7.7,14.4,,2.6,2.3,4.9,0.106,,0.1,0.5,0.6,1.4,boganke01,46,Keith Bogans,SG,27,ORL,82,2198,,93%,7%,,,7.2,3.0,32,11,83,3,43,17,241,9,25,boganke01,46,Keith Bogans,SG,27,ORL,82,2198,0.41,18.9,,0.304,0.187,0.024,0.039,0.054,0.696,,0.52,0.618,0.429,0.304,0.375,0.362,,0.613,0.959,,0.003,2,,0.474,0.345,,2,0,boganke01
56,47,Andrew Bogut,C,23,MIL,78,78,34.9,6.0,11.7,0.511,0.0,0.1,0.0,6.0,11.6,0.515,0.511,2.4,4.1,0.587,3.1,6.6,9.8,2.6,0.8,1.7,2.2,3.3,14.3,bogutan01,47,Andrew Bogut,C,23,MIL,78,78,2720,6.2,12.0,0.511,0.0,0.1,0.0,6.2,12.0,0.515,2.5,4.3,0.587,3.2,6.9,10.1,2.6,0.8,1.8,2.3,3.4,14.8,bogutan01,107.0,109.0,bogutan01,47,Andrew Bogut,C,23,MIL,78,2720,17.5,0.532,0.008,0.354,10.2,23.4,16.5,12.4,1.2,3.9,14.1,20.2,,2.6,2.3,4.8,0.085,,0.0,0.0,0.0,1.4,bogutan01,47,Andrew Bogut,C,23,MIL,78,2720,,,,,100%,-7.0,1.8,68,49,163,15,146,53,436,29,61,bogutan01,47,Andrew Bogut,C,23,MIL,78,2720,0.511,3.9,,0.992,0.557,0.336,0.054,0.045,0.008,,0.515,0.598,0.448,0.224,0.341,0.0,,0.602,,,0.116,102,,0.0,,,0,0,bogutan01
57,48,Matt Bonner,PF,27,SAS,68,3,12.5,1.8,4.3,0.416,0.7,2.0,0.336,1.1,2.3,0.487,0.495,0.6,0.6,0.864,0.8,2.0,2.8,0.5,0.2,0.3,0.6,1.6,4.8,bonnema01,48,Matt Bonner,PF,27,SAS,68,3,853,5.1,12.3,0.416,1.9,5.8,0.336,3.2,6.5,0.487,1.6,1.9,0.864,2.2,5.9,8.1,1.4,0.6,0.7,1.6,4.7,13.8,bonnema01,104.0,102.0,bonnema01,48,Matt Bonner,PF,27,SAS,68,853,12.4,0.525,0.471,0.151,7.4,19.0,13.3,6.2,0.9,1.5,11.2,19.6,,0.5,1.5,2.0,0.11,,-1.8,0.3,-1.5,0.1,bonnema01,48,Matt Bonner,PF,27,SAS,68,853,,,1%,83%,15%,4.7,-0.9,8,10,48,11,14,4,71,2,8,bonnema01,48,Matt Bonner,PF,27,SAS,68,853,0.416,17.0,,0.529,0.131,0.151,0.086,0.162,0.471,,0.487,0.763,0.432,0.36,0.383,0.336,,0.68,1.0,,0.01,3,,0.212,0.345,,0,0,bonnema01
58,49,Josh Boone,PF,23,NJN,70,53,25.3,3.4,6.2,0.548,0.0,0.0,,3.4,6.2,0.548,0.548,1.4,3.1,0.456,2.7,4.5,7.3,0.8,0.5,0.9,1.0,2.2,8.2,boonejo01,49,Josh Boone,PF,23,NJN,70,53,1773,4.8,8.8,0.548,0.0,0.0,,4.8,8.8,0.548,2.0,4.4,0.456,3.9,6.4,10.3,1.1,0.7,1.2,1.4,3.1,11.7,boonejo01,110.0,108.0,boonejo01,49,Josh Boone,PF,23,NJN,70,1773,14.8,0.543,0.0,0.5,12.5,20.8,16.6,5.3,1.1,2.7,11.4,15.4,,1.9,1.8,3.7,0.1,,-0.9,-0.9,-1.8,0.1,boonejo01,49,Josh Boone,PF,23,NJN,70,1773,,,1%,63%,36%,-4.9,1.6,20,31,100,5,97,9,123,22,48,boonejo01,49,Josh Boone,PF,23,NJN,70,1773,0.548,1.9,,1.0,0.82,0.106,0.03,0.044,0.0,,0.548,0.573,0.457,0.615,0.263,,,0.723,,,0.191,72,,,,,0,0,boonejo01
59,50,Calvin Booth,C,31,PHI,31,0,6.6,0.3,0.9,0.333,0.0,0.0,,0.3,0.9,0.333,0.333,0.2,0.3,0.6,0.2,1.0,1.2,0.3,0.2,0.6,0.1,1.1,0.8,boothca01,50,Calvin Booth,C,31,PHI,31,0,204,1.6,4.8,0.333,0.0,0.0,,1.6,4.8,0.333,1.1,1.8,0.6,1.1,5.6,6.7,1.4,1.1,3.2,0.7,6.2,4.2,boothca01,91.0,102.0,boothca01,50,Calvin Booth,C,31,PHI,31,204,7.1,0.382,0.0,0.37,3.5,18.8,11.1,5.4,1.6,7.0,11.3,7.8,,-0.1,0.4,0.3,0.065,,-5.5,3.2,-2.3,0.0,boothca01,50,Calvin Booth,C,31,PHI,31,204,,,,,100%,-2.2,-2.5,0,3,24,0,4,4,18,0,2,boothca01,50,Calvin Booth,C,31,PHI,31,204,0.333,10.8,,1.0,0.259,0.111,0.296,0.333,0.0,,0.333,0.714,0.333,0.25,0.111,,,0.889,,,0.185,5,,,,,0,0,boothca01
60,51,Carlos Boozer,PF,26,UTA,81,81,34.9,8.8,16.0,0.547,0.0,0.0,0.0,8.8,16.0,0.547,0.547,3.6,4.9,0.738,2.4,8.0,10.4,2.9,1.2,0.5,2.6,3.6,21.1,boozeca01,51,Carlos Boozer,PF,26,UTA,81,81,2827,9.0,16.5,0.547,0.0,0.0,0.0,9.0,16.5,0.547,3.7,5.0,0.738,2.5,8.2,10.7,3.0,1.3,0.5,2.7,3.7,21.8,boozeca01,112.0,103.0,boozeca01,51,Carlos Boozer,PF,26,UTA,81,2827,21.9,0.581,0.001,0.303,8.6,27.7,18.2,14.2,1.8,1.2,12.5,26.6,,5.9,4.3,10.2,0.173,,2.5,0.3,2.8,3.5,boozeca01,51,Carlos Boozer,PF,26,UTA,81,2827,,,,74%,26%,7.5,0.1,71,64,146,49,202,5,489,56,92,boozeca01,51,Carlos Boozer,PF,26,UTA,81,2827,0.547,7.8,,0.999,0.405,0.185,0.182,0.227,0.001,,0.547,0.684,0.454,0.449,0.458,0.0,,0.709,,,0.052,60,,0.0,,,1,0,boozeca01
