Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,ORtg,DRtg,Player-additional,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional,Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,-9999,Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,10-Mar,16-Oct,16-3P,3P,,2P,0-3,10-Mar,16-Oct,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#,-9999
9,Derek Anderson,SG,31,MIA,23,3,20.2,1.7,5.7,0.308,0.9,2.9,0.313,0.8,2.7,0.302,0.388,1.4,1.7,0.842,0.4,2.2,2.6,2.1,0.3,0.1,0.7,2.1,5.8,anderde01,9,Derek Anderson,SG,31,MIA,23,3,465,3.1,10.1,0.308,1.6,5.2,0.313,1.5,4.9,0.302,2.5,2.9,0.842,0.7,3.9,4.6,3.7,0.6,0.2,1.3,3.8,10.3,anderde01,102,107,anderde01,9,Derek Anderson,SG,31,MIA,23,465,8.7,0.453,0.515,0.292,2.4,12.4,7.6,15.1,0.9,0.3,10.4,16.3,,0.2,0.4,0.6,0.061,,-2.4,-0.7,-3.1,-0.1,anderde01,9,Derek Anderson,SG,31,MIA,23,465,32%,62%,7%,,,-3,-8.2,8,6,20,2,10,10,101,0,6,anderde01,9,Derek Anderson,SG,31,MIA,23,465,0.308,18.2,,0.485,0.123,0.054,0.115,0.192,0.515,,0.302,0.438,0,0.333,0.28,0.313,,0.316,0.952,,0,0,,0.388,0.385,,0,0,anderde01
10,Shandon Anderson,SF,32,MIA,48,1,13.3,1.1,2.6,0.429,0.1,0.4,0.263,1,2.2,0.458,0.448,0.3,0.4,0.722,0.4,1.3,1.7,0.6,0.4,0.1,0.5,1.6,2.6,andersh01,10,Shandon Anderson,SF,32,MIA,48,1,638,3,7.1,0.429,0.3,1.1,0.263,2.8,6,0.458,0.7,1,0.722,1,3.6,4.6,1.7,1,0.3,1.4,4.2,7.1,andersh01,95,106,andersh01,10,Shandon Anderson,SF,32,MIA,48,638,6.2,0.47,0.151,0.143,3.5,11.1,7.5,6.9,1.4,0.7,15.2,11.4,,-0.1,0.7,0.5,0.039,,-4.1,0.4,-3.7,-0.3,andersh01,10,Shandon Anderson,SF,32,MIA,48,638,1%,23%,76%,,,2.3,-2.4,15,8,40,0,11,4,69,4,7,andersh01,10,Shandon Anderson,SF,32,MIA,48,638,0.429,13.3,,0.849,0.246,0.087,0.135,0.381,0.151,,0.458,0.548,0.455,0.294,0.458,0.263,,0.816,1,,0,0,,0.474,0.333,,0,0,andersh01
11,Martynas Andriuškevičius,C,19,CLE,6,0,1.5,0,0.2,0,0,0,,0,0.2,0,0,0,0,,0.2,0.5,0.7,0,0.3,0,0,0.2,0,andrima01,11,Martynas Andriuškevičius,C,19,CLE,6,0,9,0,4,0,0,0,,0,4,0,0,0,,4,12,16,0,8,0,0,4,0,andrima01,64,78,andrima01,11,Martynas Andriuškevičius,C,19,CLE,6,9,15.5,0,0,0,13,39.8,26.3,0,11.9,0,0,5.1,,0,0,0,0.155,,-1.8,7,5.2,0,andrima01,11,Martynas Andriuškevičius,C,19,CLE,6,9,,,,,100%,34.5,32,0,0,0,0,0,0,0,0,0,andrima01,11,Martynas Andriuškevičius,C,19,CLE,6,9,0,6.9,,1,0,1,0,0,0,,0,,0,,,,,,,,0,0,,,,,0,0,andrima01
12,Carmelo Anthony,SF,21,DEN,80,80,36.8,9.5,19.7,0.481,0.5,1.9,0.243,9,17.8,0.506,0.493,7.2,8.9,0.808,1.5,3.4,4.9,2.7,1.1,0.5,2.7,2.9,26.5,anthoca01,12,Carmelo Anthony,SF,21,DEN,80,80,2941,9.3,19.2,0.481,0.5,1.9,0.243,8.8,17.4,0.506,7,8.7,0.808,1.5,3.3,4.8,2.6,1.1,0.5,2.7,2.8,26,anthoca01,110,108,anthoca01,12,Carmelo Anthony,SF,21,DEN,80,2941,22,0.563,0.097,0.451,4.9,10.7,7.8,14.3,1.5,1.1,10.4,32,,6.8,2.6,9.4,0.153,,3.5,-0.9,2.7,3.5,anthoca01,12,Carmelo Anthony,SF,21,DEN,80,2941,,,86%,14%,,0.4,0.6,61,59,95,47,285,13,475,66,120,anthoca01,12,Carmelo Anthony,SF,21,DEN,80,2941,0.481,10.5,,0.903,0.429,0.059,0.077,0.339,0.097,,0.506,0.62,0.315,0.364,0.428,0.243,,0.613,0.919,,0.109,165,,0.151,0.261,,5,0,anthoca01
13,Rafael Araújo,C,25,TOR,52,34,11.6,1,2.8,0.366,0,0,0,1,2.8,0.368,0.366,0.3,0.5,0.536,0.8,1.9,2.8,0.3,0.5,0.1,0.8,2,2.3,araujra01,13,Rafael Araújo,C,25,TOR,52,34,601,3.2,8.7,0.366,0,0.1,0,3.2,8.6,0.368,0.9,1.7,0.536,2.6,6,8.6,0.9,1.4,0.4,2.5,6.2,7.2,araujra01,77,110,araujra01,13,Rafael Araújo,C,25,TOR,52,601,4.5,0.385,0.007,0.193,8.4,21.5,14.6,3.7,2.1,0.8,21.1,15.3,,-1.2,0.4,-0.8,-0.066,,-6.7,-1,-7.7,-0.9,araujra01,13,Rafael Araújo,C,25,TOR,52,601,,,,2%,98%,-10.7,-8.6,10,8,46,14,11,7,33,2,18,araujra01,13,Rafael Araújo,C,25,TOR,52,601,0.366,6.8,,0.993,0.386,0.29,0.214,0.103,0.007,,0.368,0.464,0.262,0.355,0.333,0,,0.792,,,0.055,8,,1,0,,0,0,araujra01
14,Gilbert Arenas,PG,24,WAS,80,80,42.3,9.3,20.9,0.447,2.5,6.8,0.369,6.8,14.1,0.485,0.507,8.2,10,0.82,0.7,2.8,3.5,6.1,2,0.3,3.7,3.6,29.3,arenagi01,14,Gilbert Arenas,PG,24,WAS,80,80,3384,7.9,17.7,0.447,2.1,5.7,0.369,5.8,12,0.485,7,8.5,0.82,0.6,2.4,3,5.1,1.7,0.3,3.2,3,25,arenagi01,115,108,arenagi01,14,Gilbert Arenas,PG,24,WAS,80,3384,23.8,0.581,0.324,0.479,2,7.8,4.8,27,2.5,0.6,12.8,30.5,,11,2.6,13.6,0.193,,5.4,0,5.4,6.3,arenagi01,14,Gilbert Arenas,PG,24,WAS,80,3384,100%,,,,,2.6,4.9,138,73,113,48,326,32,1071,66,62,arenagi01,14,Gilbert Arenas,PG,24,WAS,80,3384,0.447,15.3,,0.676,0.231,0.079,0.1,0.266,0.324,,0.485,0.637,0.318,0.407,0.431,0.369,,0.282,0.603,,0.016,24,,0.102,0.345,,2,0,arenagi01
15,Trevor Ariza,SF,20,TOT,57,10,17.5,1.6,4,0.412,0,0.1,0.2,1.6,3.9,0.416,0.414,1.4,2.2,0.606,1.4,2.5,3.8,1.1,1,0.2,1.1,1.8,4.6,arizatr01,15,Trevor Ariza,SF,20,TOT,57,10,999,3.4,8.1,0.412,0,0.2,0.2,3.3,8,0.416,2.8,4.6,0.606,2.8,5,7.9,2.2,2.1,0.4,2.2,3.6,9.5,arizatr01,96,106,arizatr01,15,Trevor Ariza,SF,20,TOT,57,999,11.8,0.468,0.022,0.562,9.6,17.1,13.3,9.8,3,0.9,18,15.8,,-0.1,1,0.9,0.043,,-1.8,1.1,-0.7,0.3,arizatr01,15,Trevor Ariza,SF,20,TOT,57,999,,11%,88%,1%,,0.9,7.3,26,15,34,10,50,9,129,5,18,arizatr01,15,Trevor Ariza,SF,20,TOT,57,999,0.412,6,,0.978,0.606,0.106,0.08,0.186,0.022,,0.416,0.54,0.25,0.222,0.19,0.2,,0.511,0,,0.133,26,,0.6,0,,1,0,arizatr01
15,Trevor Ariza,SF,20,NYK,36,10,19.7,1.7,4.1,0.418,0,0.1,0.333,1.7,4,0.42,0.421,1.2,2.1,0.545,1.4,2.4,3.8,1.3,1.2,0.3,1.3,2.2,4.6,arizatr01,15,Trevor Ariza,SF,20,NYK,36,10,709,3.1,7.4,0.418,0.1,0.2,0.333,3,7.3,0.42,2.1,3.9,0.545,2.5,4.5,7,2.3,2.2,0.5,2.3,4,8.4,arizatr01,92,107,arizatr01,15,Trevor Ariza,SF,20,NYK,36,709,10.2,0.459,0.021,0.527,8.3,15.3,11.7,10.4,3.2,1,20.4,14.4,,-0.4,0.6,0.3,0.02,,-2.4,1.5,-0.9,0.2,arizatr01,15,Trevor Ariza,SF,20,NYK,36,709,,15%,85%,,,-0.8,7.7,17,11,23,8,27,7,99,3,8,arizatr01,15,Trevor Ariza,SF,20,NYK,36,709,0.418,6.5,,0.979,0.575,0.11,0.082,0.212,0.021,,0.42,0.548,0.188,0.333,0.226,0.333,,0.55,0,,0.151,20,,0.333,0,,1,0,arizatr01
15,Trevor Ariza,SF,20,ORL,21,0,13.8,1.5,3.8,0.4,0,0.1,0,1.5,3.7,0.41,0.4,1.7,2.4,0.7,1.4,2.5,3.9,0.7,0.7,0.1,0.8,1,4.7,arizatr01,15,Trevor Ariza,SF,20,ORL,21,0,290,4,9.9,0.4,0,0.2,0,4,9.7,0.41,4.3,6.2,0.7,3.6,6.5,10.1,1.9,1.7,0.2,2,2.7,12.3,arizatr01,104,104,arizatr01,15,Trevor Ariza,SF,20,ORL,21,290,15.8,0.485,0.025,0.625,12.7,21.5,17.3,8.3,2.6,0.5,13.6,19.3,,0.2,0.4,0.6,0.101,,-0.2,0,-0.3,0.1,arizatr01,15,Trevor Ariza,SF,20,ORL,21,290,,1%,94%,5%,,4.8,6.4,9,4,11,2,23,2,30,2,10,arizatr01,15,Trevor Ariza,SF,20,ORL,21,290,0.4,5,,0.975,0.663,0.1,0.075,0.138,0.025,,0.41,0.528,0.375,0,0.091,0,,0.438,,,0.1,6,,1,0,,0,0,arizatr01
16,Darrell Armstrong,PG,37,DAL,62,2,10,0.7,2.1,0.336,0.2,0.8,0.229,0.5,1.3,0.4,0.379,0.5,0.7,0.786,0.3,1,1.3,1.4,0.4,0,0.9,1.1,2.1,armstda01,16,Darrell Armstrong,PG,37,DAL,62,2,622,2.5,7.4,0.336,0.6,2.8,0.229,1.9,4.6,0.4,1.9,2.4,0.786,1,3.6,4.7,5,1.6,0.2,3.4,4.1,7.5,armstda01,87,105,armstda01,16,Darrell Armstrong,PG,37,DAL,62,622,7.3,0.444,0.375,0.328,3.6,12,7.8,20.6,2.4,0.4,28.4,15.4,,-0.7,0.7,0,0.003,,-4.2,0.2,-4,-0.3,armstda01,16,Darrell Armstrong,PG,37,DAL,62,622,100%,,,,,1.5,-6.1,37,10,22,2,9,25,198,1,9,armstda01,16,Darrell Armstrong,PG,37,DAL,62,622,0.336,16.4,,0.625,0.227,0.07,0.047,0.281,0.375,,0.4,0.483,0.444,0.333,0.333,0.229,,0.375,0.818,,0,0,,0.333,0.438,,2,0,armstda01
17,Carlos Arroyo,PG-SG,26,TOT,77,0,15.5,2.2,4.9,0.444,0.1,0.3,0.35,2.1,4.6,0.45,0.454,1.4,1.8,0.774,0.4,1.3,1.7,3,0.5,0.1,1.1,1.5,5.8,arroyca01,17,Carlos Arroyo,PG-SG,26,TOT,77,0,1194,5.1,11.4,0.444,0.2,0.6,0.35,4.9,10.8,0.45,3.2,4.1,0.774,1,2.9,3.9,7,1.1,0.1,2.5,3.6,13.5,arroyca01,108,107,arroyca01,17,Carlos Arroyo,PG-SG,26,TOT,77,1194,15.6,0.512,0.053,0.362,3.3,9.8,6.6,31.6,1.7,0.2,15.9,20.7,,1.6,1.1,2.7,0.107,,-0.1,-0.4,-0.5,0.5,arroyca01,17,Carlos Arroyo,PG-SG,26,TOT,77,1194,64%,35%,,,,2.7,-0.9,38,22,44,14,50,11,502,7,21,arroyca01,17,Carlos Arroyo,PG-SG,26,TOT,77,1194,0.444,12.3,,0.947,0.246,0.095,0.204,0.402,0.053,,0.45,0.516,0.333,0.455,0.434,0.35,,0.273,0.429,,0,0,,0.1,0,,0,0,arroyca01
17,Carlos Arroyo,PG,26,DET,50,0,12,1.1,3.1,0.363,0,0.1,0.333,1.1,3,0.364,0.369,0.8,1.2,0.724,0.5,0.9,1.4,3.1,0.4,0.1,0.9,1.5,3.2,arroyca01,17,Carlos Arroyo,PG,26,DET,50,0,600,3.4,9.4,0.363,0.1,0.4,0.333,3.3,9.1,0.364,2.5,3.5,0.724,1.4,2.8,4.2,9.3,1.1,0.2,2.7,4.6,9.5,arroyca01,102,105,arroyca01,17,Carlos Arroyo,PG,26,DET,50,600,12.5,0.433,0.038,0.369,4.7,9.2,6.9,39.3,1.8,0.4,19.8,18,,0.3,0.7,1,0.079,,-2.1,-0.1,-2.2,0,arroyca01,17,Carlos Arroyo,PG,26,DET,50,600,100%,,,,,3,-5.9,18,12,27,8,18,4,341,1,12,arroyca01,17,Carlos Arroyo,PG,26,DET,50,600,0.363,12.4,,0.962,0.248,0.07,0.223,0.42,0.038,,0.364,0.436,0.091,0.457,0.318,0.333,,0.327,0.5,,0,0,,0.167,0,,0,0,arroyca01
17,Carlos Arroyo,SG,26,ORL,27,0,22,4.1,8.2,0.502,0.2,0.5,0.357,3.9,7.7,0.512,0.514,2.4,2.9,0.81,0.3,1.9,2.2,2.9,0.7,0,1.4,1.6,10.8,arroyca01,17,Carlos Arroyo,SG,26,ORL,27,0,594,6.7,13.4,0.502,0.3,0.8,0.357,6.4,12.5,0.512,3.9,4.8,0.81,0.5,3.1,3.6,4.7,1.2,0.1,2.3,2.5,17.6,arroyca01,113,109,arroyca01,17,Carlos Arroyo,SG,26,ORL,27,594,18.8,0.569,0.063,0.357,1.9,10.3,6.2,23.8,1.7,0.1,12.9,23.4,,1.3,0.4,1.7,0.135,,1.9,-0.6,1.3,0.5,arroyca01,17,Carlos Arroyo,SG,26,ORL,27,594,29%,71%,1%,,,2.4,4.2,20,10,17,6,32,7,161,6,9,arroyca01,17,Carlos Arroyo,SG,26,ORL,27,594,0.502,12.3,,0.937,0.244,0.113,0.19,0.389,0.063,,0.512,0.574,0.44,0.452,0.523,0.357,,0.245,0.4,,0,0,,0.071,0,,0,0,arroyca01
18,Chucky Atkins,PG-SG,31,TOT,71,41,24.1,3.2,8.1,0.394,1.4,3.9,0.354,1.8,4.2,0.431,0.479,1.8,2.3,0.791,0.3,1.4,1.7,2.8,0.6,0,1.2,2.1,9.5,atkinch01,18,Chucky Atkins,PG-SG,31,TOT,71,41,1713,4.7,12,0.394,2,5.8,0.354,2.7,6.3,0.431,2.7,3.4,0.791,0.5,2,2.5,4.2,0.9,0,1.8,3.2,14.2,atkinch01,108,108,atkinch01,18,Chucky Atkins,PG-SG,31,TOT,71,1713,12.9,0.526,0.478,0.284,1.6,6.8,4.2,20,1.4,0.1,11.9,20.2,,2.1,1.4,3.6,0.1,,-0.1,-0.8,-0.9,0.4,atkinch01,18,Chucky Atkins,PG-SG,31,TOT,71,1713,80%,20%,,,,0.9,-3.3,49,26,44,8,34,13,450,3,19,atkinch01,18,Chucky Atkins,PG-SG,31,TOT,71,1713,0.394,17.6,,0.522,0.187,0.072,0.038,0.225,0.478,,0.431,0.533,0.244,0.273,0.434,0.354,,0.217,0.742,,0,0,,0.164,0.378,,3,0,atkinch01
