,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Rk.1,Player.1,Pos.1,Age.1,Tm.1,G.1,GS.1,MP.1,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1,PTS.1,Unnamed: 60,ORtg,DRtg,Player-additional.1,Rk.2,Player.2,Pos.2,Age.2,Tm.2,G.2,MP.2,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 83,OWS,DWS,WS,WS/48,Unnamed: 88,OBPM,DBPM,BPM,VORP,Player-additional.2,Rk.3,Player.3,Pos.3,Age.3,Tm.3,G.3,MP.3,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot.1,Off..1,PGA,And1,Blkd,-9999,Rk.4,Player.4,Pos.4,Age.4,Tm.4,G.4,MP.4,FG%.2,Dist.,Unnamed: 127,2P.2,0-3,10-Mar,16-Oct,16-3P,3P.2,Unnamed: 134,2P.3,0-3.1,10-Mar.1,16-Oct.1,16-3P.1,3P.3,Unnamed: 141,2P.4,3P.4,Unnamed: 144,%FGA,#,Unnamed: 147,%3PA,3P%.2,Unnamed: 150,Att.,#.1,-9999.1,Season
32,25,LaMelo Ball,PG,20,CHO,75,75,32.3,7.2,16.7,0.429,2.9,7.5,0.389,4.2,9.2,0.462,0.517,2.8,3.2,0.872,1.4,5.2,6.7,7.6,1.6,0.4,3.3,3.2,20.1,ballla01,25,LaMelo Ball,PG,20,CHO,75,75,2422,10.7,24.8,0.429,4.4,11.2,0.389,6.3,13.7,0.462,4.2,4.8,0.872,2.1,7.8,9.9,11.3,2.4,0.6,4.9,4.7,29.9,,111.0,112,ballla01,25,LaMelo Ball,PG,20,CHO,75,2422,19.7,0.554,0.451,0.194,4.7,17.4,11.0,35.7,2.4,1.2,15.3,28.2,,3.4,2.5,5.8,0.116,,3.3,0.1,3.4,3.3,ballla01,25,LaMelo Ball,PG,20,CHO,75,2422,94%,6%,,,,1.2,1.7,156,39,84,17,91,15,1338,23,51,ballla01,25,LaMelo Ball,PG,20,CHO,75,2422,0.429,15.9,,0.549,0.204,0.176,0.104,0.065,0.451,,0.462,0.582,0.398,0.389,0.37,0.389,,0.264,0.75,,0.023,24,,0.152,0.407,,2,0,ballla01,2022
33,26,Lonzo Ball,PG,24,CHI,35,35,34.6,4.6,10.9,0.423,3.1,7.4,0.423,1.5,3.5,0.423,0.567,0.6,0.8,0.75,1.0,4.4,5.4,5.1,1.8,0.9,2.3,2.4,13.0,balllo01,26,Lonzo Ball,PG,24,CHI,35,35,1212,6.5,15.4,0.423,4.4,10.5,0.423,2.1,5.0,0.423,0.8,1.1,0.75,1.4,6.2,7.7,7.2,2.6,1.2,3.3,3.4,18.3,,110.0,111,balllo01,26,Lonzo Ball,PG,24,CHI,35,1212,14.5,0.575,0.679,0.073,3.3,14.3,8.8,20.0,2.6,2.2,17.2,17.4,,0.8,1.4,2.2,0.088,,0.9,1.6,2.5,1.4,balllo01,26,Lonzo Ball,PG,24,CHI,35,1212,82%,18%,,,,2.8,4.5,57,15,41,7,13,4,408,5,18,balllo01,26,Lonzo Ball,PG,24,CHI,35,1212,0.423,19.9,,0.321,0.154,0.047,0.057,0.063,0.679,,0.423,0.61,0.333,0.273,0.167,0.423,,0.404,0.845,,0.018,6,,0.235,0.475,,2,0,balllo01,2022
34,27,Mo Bamba,C,23,ORL,71,69,25.7,4.2,8.7,0.48,1.5,4.0,0.381,2.7,4.7,0.563,0.566,0.8,1.0,0.781,2.1,6.0,8.1,1.2,0.5,1.7,1.1,2.6,10.6,bambamo01,27,Mo Bamba,C,23,ORL,71,69,1824,7.8,16.4,0.48,2.8,7.5,0.381,5.0,8.9,0.563,1.5,1.9,0.781,3.9,11.2,15.2,2.3,1.0,3.1,2.0,4.8,20.0,,113.0,108,bambamo01,27,Mo Bamba,C,23,ORL,71,1824,16.5,0.582,0.455,0.118,8.5,24.6,16.5,7.4,1.0,5.9,10.6,17.2,,1.8,2.7,4.5,0.118,,-0.2,0.9,0.7,1.2,bambamo01,27,Mo Bamba,C,23,ORL,71,1824,,,,1%,99%,-9.3,-2.1,30,20,114,14,35,3,206,6,31,bambamo01,27,Mo Bamba,C,23,ORL,71,1824,0.48,14.3,,0.545,0.285,0.157,0.045,0.057,0.455,,0.563,0.727,0.433,0.286,0.314,0.381,,0.566,0.991,,0.159,85,,0.27,0.303,,0,0,bambamo01,2022
35,28,Desmond Bane,SG,23,MEM,76,76,29.8,6.7,14.5,0.461,3.0,6.9,0.436,3.7,7.6,0.484,0.565,1.8,2.0,0.903,0.6,3.8,4.4,2.7,1.2,0.4,1.5,2.6,18.2,banede01,28,Desmond Bane,SG,23,MEM,76,76,2266,10.7,23.2,0.461,4.8,11.0,0.436,5.9,12.2,0.484,3.0,3.3,0.903,1.0,6.1,7.1,4.4,1.9,0.6,2.3,4.1,29.2,,119.0,110,banede01,28,Desmond Bane,SG,23,MEM,76,2266,17.6,0.592,0.475,0.141,2.1,13.6,7.7,13.5,1.9,1.1,8.7,23.1,,4.5,2.7,7.2,0.153,,2.5,0.3,2.7,2.7,banede01,28,Desmond Bane,SG,23,MEM,76,2266,,58%,41%,1%,,7.4,3.8,44,33,92,17,53,2,518,16,68,banede01,28,Desmond Bane,SG,23,MEM,76,2266,0.461,16.8,,0.525,0.153,0.156,0.116,0.099,0.475,,0.484,0.669,0.384,0.438,0.413,0.436,,0.596,0.833,,0.005,6,,0.184,0.385,,1,0,banede01,2022
36,29,Dalano Banton,PG,22,TOR,64,1,10.9,1.3,3.2,0.411,0.2,0.8,0.255,1.1,2.4,0.464,0.443,0.4,0.7,0.591,0.6,1.3,1.9,1.5,0.4,0.2,0.8,1.1,3.2,bantoda01,29,Dalano Banton,PG,22,TOR,64,1,696,6.0,14.5,0.411,0.9,3.7,0.255,5.0,10.8,0.464,1.9,3.2,0.591,2.7,6.2,8.9,7.1,2.0,0.7,3.8,4.9,14.7,,98.0,111,bantoda01,29,Dalano Banton,PG,22,TOR,64,696,10.0,0.463,0.252,0.218,5.6,14.1,9.7,19.8,2.0,1.4,19.3,16.9,,-0.4,0.8,0.4,0.03,,-3.5,0.4,-3.1,-0.2,bantoda01,29,Dalano Banton,PG,22,TOR,64,696,56%,43%,1%,,,2.0,-0.2,21,14,29,10,20,1,240,4,17,bantoda01,29,Dalano Banton,PG,22,TOR,64,696,0.411,11.0,,0.748,0.332,0.233,0.119,0.064,0.252,,0.464,0.612,0.362,0.292,0.385,0.255,,0.329,0.769,,0.03,6,,0.235,0.25,,1,1,bantoda01,2022
38,31,Harrison Barnes,PF,29,SAC,77,77,33.5,5.1,10.8,0.469,1.8,4.7,0.394,3.2,6.2,0.525,0.554,4.4,5.4,0.826,1.1,4.5,5.6,2.4,0.7,0.2,1.5,1.2,16.4,barneha02,31,Harrison Barnes,PF,29,SAC,77,77,2580,7.3,15.5,0.469,2.6,6.7,0.394,4.6,8.8,0.525,6.3,7.7,0.826,1.5,6.5,8.0,3.5,1.0,0.3,2.2,1.7,23.5,,121.0,118,barneha02,31,Harrison Barnes,PF,29,SAC,77,2580,15.7,0.623,0.432,0.495,3.4,14.9,9.1,10.5,1.0,0.5,10.4,18.8,,5.0,1.0,6.0,0.112,,1.5,-1.3,0.2,1.4,barneha02,31,Harrison Barnes,PF,29,SAC,77,2580,,,50%,50%,1%,-6.7,-3.6,46,51,42,15,186,18,451,50,48,barneha02,31,Harrison Barnes,PF,29,SAC,77,2580,0.469,13.5,,0.568,0.237,0.283,0.041,0.007,0.432,,0.525,0.682,0.403,0.471,0.5,0.394,,0.566,0.951,,0.034,25,,0.308,0.486,,0,0,barneha02,2022
39,32,Scottie Barnes,PF,20,TOR,74,74,35.4,6.2,12.6,0.492,0.8,2.6,0.301,5.4,10.0,0.543,0.524,2.1,2.9,0.735,2.6,4.9,7.5,3.5,1.1,0.7,1.8,2.6,15.3,barnesc01,32,Scottie Barnes,PF,20,TOR,74,74,2617,8.8,17.8,0.492,1.1,3.7,0.301,7.7,14.1,0.543,3.0,4.1,0.735,3.7,6.9,10.6,4.9,1.5,1.1,2.6,3.7,21.7,,116.0,111,barnesc01,32,Scottie Barnes,PF,20,TOR,74,2617,16.3,0.552,0.207,0.231,7.7,15.8,11.5,14.7,1.5,2.1,11.7,19.0,,3.7,2.9,6.6,0.122,,0.5,0.4,0.9,1.9,barnesc01,32,Scottie Barnes,PF,20,TOR,74,2617,,1%,38%,54%,7%,1.5,-2.0,83,26,81,12,107,16,622,30,38,barnesc01,32,Scottie Barnes,PF,20,TOR,74,2617,0.492,10.9,,0.793,0.264,0.325,0.116,0.088,0.207,,0.543,0.711,0.502,0.398,0.378,0.301,,0.429,0.845,,0.075,62,,0.28,0.37,,4,1,barnesc01,2022
40,33,RJ Barrett,SF,21,NYK,70,70,34.5,7.0,17.1,0.408,2.0,5.8,0.342,5.0,11.3,0.442,0.466,4.1,5.8,0.714,0.9,4.9,5.8,3.0,0.6,0.2,2.2,2.0,20.0,barrerj01,33,RJ Barrett,SF,21,NYK,70,70,2417,10.1,24.7,0.408,2.9,8.4,0.342,7.2,16.4,0.442,6.0,8.4,0.714,1.4,7.1,8.4,4.3,0.9,0.3,3.1,2.9,29.0,,103.0,113,barrerj01,33,RJ Barrett,SF,21,NYK,70,2417,13.7,0.511,0.338,0.34,2.9,15.5,9.1,14.9,0.9,0.7,9.9,27.6,,0.1,2.2,2.3,0.046,,-0.3,-1.3,-1.6,0.2,barrerj01,33,RJ Barrett,SF,21,NYK,70,2417,,2%,93%,5%,,-2.8,-7.9,83,46,71,11,197,16,496,40,105,barrerj01,33,RJ Barrett,SF,21,NYK,70,2417,0.408,12.0,,0.662,0.309,0.243,0.068,0.042,0.338,,0.442,0.596,0.307,0.309,0.3,0.342,,0.398,0.913,,0.04,40,,0.248,0.31,,1,0,barrerj01,2022
41,34,Will Barton,SG,31,DEN,71,71,32.1,5.5,12.6,0.438,2.2,6.1,0.365,3.3,6.6,0.504,0.525,1.4,1.8,0.803,0.6,4.2,4.8,3.9,0.8,0.4,1.8,1.6,14.7,bartowi01,34,Will Barton,SG,31,DEN,71,71,2277,8.4,19.3,0.438,3.4,9.3,0.365,5.1,10.0,0.504,2.2,2.7,0.803,0.9,6.4,7.3,5.9,1.2,0.7,2.7,2.5,22.5,,108.0,114,bartowi01,34,Will Barton,SG,31,DEN,71,2277,13.4,0.548,0.48,0.142,2.2,14.1,8.3,17.6,1.2,1.2,11.8,20.8,,1.2,1.9,3.2,0.067,,0.4,-0.9,-0.5,0.9,bartowi01,34,Will Barton,SG,31,DEN,71,2277,,65%,34%,1%,,1.8,-1.2,64,45,62,10,59,8,646,11,47,bartowi01,34,Will Barton,SG,31,DEN,71,2277,0.438,16.0,,0.52,0.186,0.18,0.067,0.087,0.48,,0.504,0.701,0.398,0.433,0.359,0.365,,0.498,0.771,,0.027,23,,0.216,0.441,,1,0,bartowi01,2022
43,36,Charles Bassey,C,21,PHI,23,0,7.3,1.3,2.0,0.638,0.0,0.2,0.0,1.3,1.9,0.698,0.638,0.4,0.5,0.75,1.0,1.7,2.7,0.3,0.2,0.7,0.3,1.4,3.0,bassech01,36,Charles Bassey,C,21,PHI,23,0,168,8.9,14.0,0.638,0.0,1.2,0.0,8.9,12.8,0.698,2.7,3.6,0.75,6.5,11.9,18.4,2.1,1.5,5.0,2.4,9.5,20.5,,129.0,103,bassech01,36,Charles Bassey,C,21,PHI,23,168,21.5,0.66,0.085,0.255,14.9,26.1,20.6,6.5,1.5,9.1,13.3,16.1,,0.4,0.3,0.8,0.22,,-0.4,2.1,1.7,0.2,bassech01,36,Charles Bassey,C,21,PHI,23,168,,,,,100%,-10.6,-13.8,1,4,21,0,7,0,18,2,3,bassech01,36,Charles Bassey,C,21,PHI,23,168,0.638,5.6,,0.915,0.574,0.213,0.106,0.021,0.085,,0.698,0.741,0.7,0.6,0.0,0.0,,0.667,,,0.319,13,,0.25,0.0,,0,0,bassech01,2022
44,37,Keita Bates-Diop,SF,26,SAS,59,14,16.2,2.3,4.5,0.517,0.3,0.9,0.309,2.0,3.5,0.572,0.549,0.8,1.0,0.754,1.1,2.9,3.9,0.7,0.5,0.2,0.8,1.0,5.7,bateske01,37,Keita Bates-Diop,SF,26,SAS,59,14,957,6.8,13.2,0.517,0.9,2.8,0.309,6.0,10.4,0.572,2.3,3.1,0.754,3.1,8.5,11.6,2.1,1.4,0.7,2.3,3.1,16.8,,111.0,112,bateske01,37,Keita Bates-Diop,SF,26,SAS,59,957,12.4,0.578,0.209,0.232,6.8,18.7,12.7,5.7,1.4,1.2,13.4,14.8,,0.6,1.0,1.6,0.08,,-2.1,-0.5,-2.6,-0.1,bateske01,37,Keita Bates-Diop,SF,26,SAS,59,957,,,18%,78%,4%,1.7,2.2,18,15,29,5,32,1,99,9,26,bateske01,37,Keita Bates-Diop,SF,26,SAS,59,957,0.517,8.4,,0.791,0.502,0.198,0.046,0.046,0.209,,0.572,0.682,0.385,0.5,0.25,0.309,,0.756,0.941,,0.072,19,,0.455,0.32,,0,0,bateske01,2022
45,38,Nicolas Batum,PF,33,LAC,59,54,24.8,3.0,6.6,0.463,1.8,4.6,0.4,1.2,2.0,0.607,0.602,0.4,0.6,0.658,0.5,3.8,4.3,1.7,1.0,0.7,0.7,1.4,8.3,batumni01,38,Nicolas Batum,PF,33,LAC,59,54,1463,6.0,13.0,0.463,3.6,9.0,0.4,2.4,3.9,0.607,0.8,1.3,0.658,1.0,7.5,8.5,3.4,1.9,1.4,1.3,2.7,16.5,,118.0,109,batumni01,38,Nicolas Batum,PF,33,LAC,59,1463,13.5,0.608,0.698,0.098,2.2,15.8,9.2,9.7,1.9,2.4,9.0,13.3,,1.6,2.1,3.7,0.123,,0.5,1.9,2.3,1.6,batumni01,38,Nicolas Batum,PF,33,LAC,59,1463,,,,89%,12%,-5.1,-8.3,29,2,27,2,18,11,236,4,6,batumni01,38,Nicolas Batum,PF,33,LAC,59,1463,0.463,20.2,,0.302,0.121,0.044,0.057,0.08,0.698,,0.607,0.809,0.412,0.636,0.387,0.4,,0.831,0.972,,0.047,14,,0.315,0.471,,0,0,batumni01,2022
46,39,Kent Bazemore,SF,32,LAL,39,14,14.0,1.2,3.6,0.324,0.7,2.1,0.363,0.4,1.5,0.271,0.428,0.3,0.4,0.765,0.3,1.4,1.8,0.9,0.6,0.2,0.5,1.8,3.4,bazemke01,39,Kent Bazemore,SF,32,LAL,39,14,545,4.0,12.2,0.324,2.6,7.0,0.363,1.4,5.2,0.271,1.1,1.5,0.765,1.1,4.9,6.1,3.0,2.2,0.8,1.8,6.2,11.6,,93.0,113,bazemke01,39,Kent Bazemore,SF,32,LAL,39,545,6.0,0.451,0.576,0.122,2.6,11.0,6.8,8.1,2.2,1.5,12.5,13.2,,-0.4,0.5,0.1,0.006,,-5.1,0.8,-4.3,-0.3,bazemke01,39,Kent Bazemore,SF,32,LAL,39,545,,17%,65%,18%,,-9.1,-7.0,15,4,37,1,7,6,82,1,0,bazemke01,39,Kent Bazemore,SF,32,LAL,39,545,0.324,18.1,,0.424,0.173,0.094,0.058,0.101,0.576,,0.271,0.333,0.308,0.125,0.214,0.363,,0.813,0.931,,0.014,1,,0.525,0.405,,2,0,bazemke01,2022
47,40,Darius Bazley,PF,21,OKC,69,53,27.9,4.0,9.4,0.422,1.2,3.9,0.297,2.8,5.5,0.511,0.484,1.7,2.5,0.688,1.0,5.3,6.3,1.4,0.8,1.0,1.3,1.0,10.8,bazleda01,40,Darius Bazley,PF,21,OKC,69,53,1924,6.9,16.4,0.422,2.0,6.8,0.297,4.9,9.6,0.511,3.0,4.3,0.688,1.8,9.2,11.0,2.5,1.5,1.8,2.3,1.7,18.9,,101.0,111,bazleda01,40,Darius Bazley,PF,21,OKC,69,1924,12.6,0.515,0.414,0.262,3.7,19.8,11.6,7.7,1.5,3.4,11.1,18.3,,-0.5,2.2,1.8,0.044,,-2.1,0.3,-1.8,0.1,bazleda01,40,Darius Bazley,PF,21,OKC,69,1924,,,16%,77%,7%,-11.5,-6.4,41,36,39,6,94,6,246,20,76,bazleda01,40,Darius Bazley,PF,21,OKC,69,1924,0.422,12.7,,0.586,0.307,0.251,0.011,0.017,0.414,,0.511,0.613,0.405,0.571,0.182,0.297,,0.639,0.95,,0.143,77,,0.245,0.333,,1,0,bazleda01,2022
48,41,Bradley Beal,SG,28,WAS,40,40,36.0,8.7,19.3,0.451,1.6,5.3,0.3,7.1,14.0,0.508,0.492,4.2,5.1,0.833,1.0,3.8,4.7,6.6,0.9,0.4,3.4,2.4,23.2,bealbr01,41,Bradley Beal,SG,28,WAS,40,40,1439,12.0,26.5,0.451,2.2,7.2,0.3,9.8,19.3,0.508,5.8,7.0,0.833,1.3,5.2,6.5,9.1,1.2,0.5,4.6,3.3,31.9,,106.0,117,bealbr01,41,Bradley Beal,SG,28,WAS,40,1439,17.5,0.539,0.272,0.263,3.0,11.4,7.3,30.8,1.2,0.9,13.6,30.8,,0.6,0.7,1.4,0.046,,2.0,-1.2,0.8,1.0,bealbr01,41,Bradley Beal,SG,28,WAS,40,1439,16%,83%,1%,,,-3.2,0.1,77,38,50,10,86,17,623,16,34,bealbr01,41,Bradley Beal,SG,28,WAS,40,1439,0.451,13.1,,0.728,0.197,0.252,0.171,0.108,0.272,,0.508,0.697,0.407,0.47,0.458,0.3,,0.365,0.603,,0.017,13,,0.238,0.38,,0,0,bealbr01,2022
49,42,Malik Beasley,SG,25,MIN,79,18,25.0,4.2,10.8,0.391,3.0,8.1,0.377,1.2,2.7,0.432,0.532,0.6,0.8,0.817,0.3,2.5,2.9,1.5,0.5,0.2,0.5,1.1,12.1,beaslma01,42,Malik Beasley,SG,25,MIN,79,18,1976,8.0,20.5,0.391,5.8,15.3,0.377,2.2,5.1,0.432,1.2,1.4,0.817,0.6,4.8,5.5,2.8,1.0,0.3,1.0,2.1,22.9,,111.0,116,beaslma01,42,Malik Beasley,SG,25,MIN,79,1976,11.9,0.544,0.749,0.071,1.4,11.2,6.2,8.5,1.0,0.6,4.7,19.4,,1.7,1.2,2.9,0.069,,0.7,-1.5,-0.7,0.7,beaslma01,42,Malik Beasley,SG,25,MIN,79,1976,15%,76%,10%,,,1.0,-2.9,12,19,47,7,15,5,289,3,34,beaslma01,42,Malik Beasley,SG,25,MIN,79,1976,0.391,20.8,,0.251,0.088,0.066,0.052,0.045,0.749,,0.432,0.587,0.357,0.341,0.342,0.377,,0.652,0.904,,0.02,16,,0.319,0.404,,4,0,beaslma01,2022
51,44,DeAndre' Bembry,SF,27,TOT,56,20,18.3,2.2,3.9,0.561,0.3,0.6,0.417,1.9,3.3,0.589,0.595,0.4,0.6,0.6,0.8,2.2,2.9,1.2,0.9,0.4,0.6,2.0,5.1,bembrde01,44,DeAndre' Bembry,SF,27,TOT,56,20,1026,5.9,10.4,0.561,0.7,1.7,0.417,5.1,8.7,0.589,1.0,1.7,0.6,2.0,5.7,7.7,3.1,2.3,1.2,1.5,5.3,13.4,,119.0,112,bembrde01,44,DeAndre' Bembry,SF,27,TOT,56,1026,11.9,0.601,0.163,0.158,4.6,12.5,8.6,8.6,2.3,2.2,11.6,11.2,,1.1,1.1,2.2,0.104,,-2.2,1.5,-0.7,0.3,bembrde01,44,DeAndre' Bembry,SF,27,TOT,56,1026,,16%,66%,19%,,1.4,0.0,18,5,46,5,17,8,157,3,22,bembrde01,44,DeAndre' Bembry,SF,27,TOT,56,1026,0.561,6.2,,0.837,0.584,0.249,0.0,0.005,0.163,,0.589,0.667,0.418,,0.0,0.417,,0.725,1.0,,0.104,20,,0.611,0.545,,0,0,bembrde01,2022
54,45,Dāvis Bertāns,PF,29,TOT,56,0,14.4,1.8,4.9,0.36,1.4,4.1,0.335,0.4,0.8,0.489,0.5,0.6,0.7,0.9,0.2,1.9,2.1,0.6,0.3,0.2,0.3,1.5,5.6,bertada01,45,Dāvis Bertāns,PF,29,TOT,56,0,806,6.1,17.0,0.36,4.8,14.2,0.335,1.4,2.8,0.489,2.2,2.5,0.9,0.7,6.5,7.2,1.9,1.0,0.7,1.2,5.2,19.2,,106.0,114,bertada01,45,Dāvis Bertāns,PF,29,TOT,56,806,9.4,0.531,0.836,0.145,1.7,14.3,8.0,5.5,1.0,1.3,6.1,17.3,,0.2,0.7,0.9,0.053,,-1.7,-0.9,-2.6,-0.1,bertada01,45,Dāvis Bertāns,PF,29,TOT,56,806,,,,76%,24%,1.3,2.1,12,4,41,3,9,6,75,2,3,bertada01,45,Dāvis Bertāns,PF,29,TOT,56,806,0.36,23.0,,0.164,0.065,0.069,0.015,0.015,0.836,,0.489,0.611,0.421,0.0,0.75,0.335,,0.864,0.987,,0.036,9,,0.222,0.471,,1,0,bertada01,2022
57,46,Patrick Beverley,PG,33,MIN,58,54,25.4,3.1,7.5,0.406,1.4,4.2,0.343,1.6,3.3,0.485,0.501,1.7,2.3,0.722,1.1,3.1,4.1,4.6,1.2,0.9,1.3,3.0,9.2,beverpa01,46,Patrick Beverley,PG,33,MIN,58,54,1476,5.7,14.1,0.406,2.7,7.8,0.343,3.0,6.3,0.485,3.1,4.3,0.722,2.0,5.7,7.7,8.6,2.2,1.7,2.4,5.6,17.2,,119.0,111,beverpa01,46,Patrick Beverley,PG,33,MIN,58,1476,14.8,0.539,0.555,0.305,4.4,13.2,8.7,24.5,2.2,3.4,12.9,16.1,,2.3,1.7,4.1,0.132,,0.6,2.1,2.7,1.7,beverpa01,46,Patrick Beverley,PG,33,MIN,58,1476,96%,4%,,,,3.7,2.1,50,9,67,7,44,31,648,9,23,beverpa01,46,Patrick Beverley,PG,33,MIN,58,1476,0.406,16.6,,0.445,0.17,0.206,0.05,0.018,0.555,,0.485,0.568,0.433,0.545,0.125,0.343,,0.255,0.783,,0.0,0,,0.227,0.473,,1,0,beverpa01,2022
58,47,Saddiq Bey,SF,22,DET,82,82,33.0,5.5,13.9,0.396,2.6,7.4,0.346,2.9,6.4,0.454,0.489,2.6,3.1,0.827,1.3,4.1,5.4,2.8,0.9,0.2,1.2,1.6,16.1,beysa01,47,Saddiq Bey,SF,22,DET,82,82,2704,8.1,20.5,0.396,3.8,11.0,0.346,4.3,9.5,0.454,3.8,4.6,0.827,1.9,6.0,8.0,4.2,1.3,0.3,1.7,2.3,23.8,,110.0,116,beysa01,47,Saddiq Bey,SF,22,DET,82,2704,14.0,0.529,0.537,0.224,4.1,14.1,8.8,13.8,1.3,0.5,7.1,21.3,,2.4,1.6,4.0,0.071,,0.9,-1.2,-0.3,1.2,beysa01,47,Saddiq Bey,SF,22,DET,82,2704,,7%,59%,34%,,-9.5,-4.7,46,14,44,18,117,5,561,26,52,beysa01,47,Saddiq Bey,SF,22,DET,82,2704,0.396,17.4,,0.463,0.166,0.157,0.072,0.068,0.537,,0.454,0.619,0.348,0.329,0.429,0.346,,0.431,0.891,,0.021,23,,0.252,0.403,,9,0,beysa01,2022
59,48,Khem Birch,C,29,TOR,55,28,18.0,1.8,3.6,0.485,0.0,0.3,0.0,1.8,3.4,0.522,0.485,1.0,1.3,0.746,2.2,2.1,4.3,1.0,0.5,0.5,0.5,1.9,4.5,birchkh01,48,Khem Birch,C,29,TOR,55,28,991,4.9,10.1,0.485,0.0,0.7,0.0,4.9,9.4,0.522,2.7,3.6,0.746,6.2,5.9,12.1,2.8,1.5,1.3,1.5,5.2,12.5,,124.0,111,birchkh01,48,Khem Birch,C,29,TOR,55,991,13.2,0.534,0.07,0.355,12.7,13.5,13.1,7.6,1.5,2.6,11.1,11.2,,1.5,1.1,2.6,0.126,,-1.7,0.4,-1.3,0.2,birchkh01,48,Khem Birch,C,29,TOR,55,991,,,,,100%,0.1,-2.7,10,6,50,11,34,3,139,9,12,birchkh01,48,Khem Birch,C,29,TOR,55,991,0.485,6.4,,0.93,0.405,0.36,0.16,0.005,0.07,,0.522,0.593,0.5,0.406,0.0,0.0,,0.804,,,0.135,24,,0.857,0.0,,0,0,birchkh01,2022
60,49,Goga Bitadze,C,22,IND,50,16,14.6,2.6,5.0,0.52,0.5,1.6,0.288,2.2,3.4,0.628,0.565,1.3,1.9,0.681,1.6,2.0,3.5,1.1,0.4,0.8,0.9,2.1,7.0,bitadgo01,49,Goga Bitadze,C,22,IND,50,16,729,8.8,16.9,0.52,1.5,5.4,0.288,7.3,11.6,0.628,4.3,6.3,0.681,5.3,6.6,11.9,3.7,1.4,2.8,3.1,7.2,23.4,,118.0,114,bitadgo01,49,Goga Bitadze,C,22,IND,50,729,18.0,0.595,0.317,0.373,11.9,15.3,13.5,11.2,1.4,5.0,13.6,19.9,,1.3,0.6,1.9,0.122,,-0.2,-0.6,-0.8,0.2,bitadgo01,49,Goga Bitadze,C,22,IND,50,729,,,,,100%,-3.1,1.2,15,12,52,12,47,3,132,15,24,bitadgo01,49,Goga Bitadze,C,22,IND,50,729,0.52,10.4,,0.683,0.468,0.175,0.032,0.008,0.317,,0.628,0.737,0.409,0.375,0.0,0.288,,0.694,1.0,,0.119,26,,0.063,0.2,,0,0,bitadgo01,2022
61,50,Bismack Biyombo,C,29,PHO,36,3,14.1,2.4,4.0,0.593,0.0,0.0,,2.4,4.0,0.593,0.593,1.1,2.0,0.535,1.8,2.9,4.6,0.6,0.3,0.7,0.7,1.9,5.8,biyombi01,50,Bismack Biyombo,C,29,PHO,36,3,506,8.2,13.8,0.593,0.0,0.0,,8.2,13.8,0.593,3.6,6.8,0.535,6.0,9.9,15.9,2.2,1.1,2.5,2.4,6.7,20.0,,119.0,105,biyombi01,50,Bismack Biyombo,C,29,PHO,36,506,17.3,0.596,0.0,0.49,13.7,21.5,17.7,6.2,1.1,4.6,12.4,17.1,,0.9,0.9,1.8,0.17,,-1.7,0.4,-1.3,0.1,biyombi01,50,Bismack Biyombo,C,29,PHO,36,506,,,,5%,95%,4.6,-3.7,6,5,41,9,30,0,55,9,7,biyombi01,50,Bismack Biyombo,C,29,PHO,36,506,0.593,4.3,,1.0,0.517,0.393,0.083,0.007,0.0,,0.593,0.747,0.474,0.25,0.0,,,0.744,,,0.234,34,,,,,0,0,biyombi01,2022
62,51,Nemanja Bjelica,C,33,GSW,71,0,16.1,2.3,4.8,0.468,0.8,2.1,0.362,1.5,2.7,0.549,0.547,0.8,1.1,0.728,0.9,3.3,4.1,2.2,0.6,0.4,1.2,1.8,6.1,bjeline01,51,Nemanja Bjelica,C,33,GSW,71,0,1143,6.8,14.6,0.468,2.3,6.4,0.362,4.5,8.2,0.549,2.5,3.5,0.728,2.6,9.9,12.6,6.8,1.8,1.1,3.7,5.5,18.5,,111.0,105,bjeline01,51,Nemanja Bjelica,C,33,GSW,71,1143,14.2,0.573,0.436,0.237,6.1,21.5,14.1,19.8,1.8,2.2,18.7,17.8,,1.0,2.1,3.0,0.128,,-0.9,2.3,1.4,1.0,bjeline01,51,Nemanja Bjelica,C,33,GSW,71,1143,,,,,100%,4.9,-1.2,41,22,69,14,34,0,381,7,19,bjeline01,51,Nemanja Bjelica,C,33,GSW,71,1143,0.468,14.1,,0.564,0.26,0.26,0.023,0.02,0.436,,0.549,0.674,0.438,0.5,0.429,0.362,,0.689,0.944,,0.026,9,,0.128,0.368,,0,0,bjeline01,2022
