Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,ORtg,DRtg,Player-additional,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional,Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,-9999,Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,10-Mar,16-Oct,16-3P,3P,,2P,0-3,10-Mar,16-Oct,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#,-9999
72,Doug Christie,SG,30,SAC,81,81,36.3,3.8,9.7,0.395,1.2,3.1,0.376,2.7,6.6,0.403,0.454,3.5,3.9,0.897,1.2,3.2,4.4,3.6,2.3,0.6,1.9,2.8,12.3,chrisdo01,72,Doug Christie,SG,30,SAC,81,81,2939,3.8,9.7,0.395,1.2,3.1,0.376,2.7,6.6,0.403,3.4,3.8,0.897,1.2,3.2,4.3,3.5,2.2,0.6,1.9,2.7,12.2,chrisdo01,109,99,chrisdo01,72,Doug Christie,SG,30,SAC,81,2939,14.8,0.538,0.317,0.396,3.6,9.3,6.5,14.6,3.2,1,14.3,16.2,,4.3,4.4,8.7,0.141,,0,2.3,2.3,3.2,chrisdo01,72,Doug Christie,SG,30,SAC,81,2939,1%,89%,10%,,,6.4,1,76,41,74,16,91,,623,16,60,chrisdo01,72,Doug Christie,SG,30,SAC,81,2939,0.395,12.9,,0.683,0.308,0.124,0.07,0.18,0.317,,0.403,0.584,0.245,0.309,0.239,0.376,,0.502,0.926,,0.043,29,,0.388,0.412,,3,0,chrisdo01
73,Keon Clark,PF,25,TOT,81,3,21.2,3.1,6.4,0.48,0,0,0,3.1,6.4,0.481,0.48,1.8,3,0.592,1.7,3.7,5.4,0.9,0.4,1.9,1.1,3,7.9,clarkke01,73,Keon Clark,PF,25,TOT,81,3,1720,5.2,10.9,0.48,0,0,0,5.2,10.8,0.481,3,5,0.592,2.8,6.2,9.1,1.5,0.7,3.2,1.9,5.1,13.4,clarkke01,102,101,clarkke01,73,Keon Clark,PF,25,TOT,81,1720,15.6,0.512,0.002,0.462,8.6,19.6,14,6.8,1,6.3,12.6,18.6,,1.5,2.2,3.7,0.104,,-2.1,1,-1.1,0.4,clarkke01,73,Keon Clark,PF,25,TOT,81,1720,,,,40%,60%,1,0.7,23,32,145,16,115,,158,28,60,clarkke01,73,Keon Clark,PF,25,TOT,81,1720,0.48,5.2,,0.998,0.52,0.243,0.158,0.077,0.002,,0.481,0.641,0.365,0.244,0.25,0,,0.655,,,0.125,56,,0,,,0,0,clarkke01
73,Keon Clark,PF,25,DEN,35,3,21.5,2.3,5.7,0.412,0,0,,2.3,5.7,0.412,0.412,1.8,3,0.6,1.7,3.7,5.3,1,0.5,1.3,1.4,2.9,6.5,clarkke01,73,Keon Clark,PF,25,DEN,35,3,752,3.9,9.5,0.412,0,0,,3.9,9.5,0.412,3,5,0.6,2.8,6.1,8.9,1.6,0.8,2.1,2.3,4.8,10.9,clarkke01,92,104,clarkke01,73,Keon Clark,PF,25,DEN,35,752,11,0.463,0,0.528,8.3,18.7,13.4,7,1.1,4,16.4,17.4,,-0.2,0.7,0.5,0.031,,-3.8,0,-3.7,-0.3,clarkke01,73,Keon Clark,PF,25,DEN,35,752,,,,31%,69%,-1.2,1.5,13,14,58,13,48,,74,5,33,clarkke01,73,Keon Clark,PF,25,DEN,35,752,0.412,5.2,,1,0.462,0.332,0.111,0.095,0,,0.412,0.565,0.379,0.091,0.158,,,0.671,,,0.116,20,,,,,0,0,clarkke01
73,Keon Clark,PF,25,TOR,46,0,21,3.6,7,0.522,0,0,0,3.6,6.9,0.524,0.522,1.7,2.9,0.585,1.7,3.7,5.4,0.8,0.3,2.4,0.9,3.1,9,clarkke01,73,Keon Clark,PF,25,TOR,46,0,968,6.2,11.9,0.522,0,0,0,6.2,11.9,0.524,2.9,5,0.585,2.9,6.3,9.2,1.4,0.6,4.1,1.6,5.3,15.4,clarkke01,110,98,clarkke01,73,Keon Clark,PF,25,TOR,46,968,19.2,0.544,0.003,0.422,8.9,20.3,14.4,6.6,0.9,8,10,19.5,,1.7,1.6,3.2,0.161,,-0.7,1.7,1,0.7,clarkke01,73,Keon Clark,PF,25,TOR,46,968,,,,48%,52%,2.6,0.1,10,18,87,3,67,,84,23,27,clarkke01,73,Keon Clark,PF,25,TOR,46,968,0.522,5.2,,0.997,0.556,0.188,0.188,0.066,0.003,,0.524,0.68,0.35,0.3,0.333,0,,0.647,,,0.131,36,,0,,,0,0,clarkke01
74,Mateen Cleaves,PG,23,DET,78,8,16.3,2.1,5.1,0.4,0.1,0.2,0.294,2,4.9,0.405,0.406,1.2,1.8,0.708,0.3,1.4,1.7,2.7,0.6,0,1.8,2,5.4,cleavma01,74,Mateen Cleaves,PG,23,DET,78,8,1268,4.5,11.4,0.4,0.1,0.5,0.294,4.4,10.9,0.405,2.8,3.9,0.708,0.7,3,3.7,5.9,1.4,0,3.9,4.3,12,cleavma01,87,104,cleavma01,74,Mateen Cleaves,PG,23,DET,78,1268,9,0.458,0.043,0.343,2.2,9.1,5.6,26.8,2,0.1,23.2,20.5,,-1.3,1.2,-0.1,-0.006,,-4.5,-0.7,-5.2,-1,cleavma01,74,Mateen Cleaves,PG,23,DET,78,1268,63%,36%,1%,,,-1.9,-0.1,84,28,46,12,58,,452,11,28,cleavma01,74,Mateen Cleaves,PG,23,DET,78,1268,0.4,9.8,,0.958,0.405,0.078,0.158,0.318,0.043,,0.405,0.444,0.226,0.317,0.441,0.294,,0.368,0.8,,0,0,,0.059,0,,1,0,cleavma01
75,John Coker,C,29,GSW,6,0,5.3,0.2,1.3,0.125,0,0,,0.2,1.3,0.125,0.125,0,0,,0.5,0.3,0.8,0.3,0.2,0,0.3,0.7,0.3,cokerjo01,75,John Coker,C,29,GSW,6,0,32,1.1,9,0.125,0,0,,1.1,9,0.125,0,0,,3.4,2.3,5.6,2.3,1.1,0,2.3,4.5,2.3,cokerjo01,47,111,cokerjo01,75,John Coker,C,29,GSW,6,32,-2.8,0.125,0,0,9.2,7.2,8.3,8.8,1.6,0,20,13.2,,-0.1,0,-0.1,-0.192,,-8.8,-4,-12.9,-0.1,cokerjo01,75,John Coker,C,29,GSW,6,32,,,,,100%,1.5,11.2,1,0,3,0,0,,5,0,0,cokerjo01,75,John Coker,C,29,GSW,6,32,0.125,10.7,,1,0.125,0.25,0.375,0.25,0,,0.125,0,0.5,0,0,,,1,,,0,0,,,,,0,0,cokerjo01
76,Derrick Coleman,PF,33,CHH,34,3,20.1,2.9,7.5,0.38,0.6,1.5,0.392,2.3,6,0.377,0.42,1.9,2.7,0.685,1.4,4.1,5.4,1.1,0.3,0.6,1.2,1.6,8.1,colemde01,76,Derrick Coleman,PF,33,CHH,34,3,683,5.1,13.4,0.38,1.1,2.7,0.392,4.1,10.8,0.377,3.3,4.8,0.685,2.4,7.3,9.7,2.1,0.5,1.1,2.2,2.8,14.6,colemde01,96,99,colemde01,76,Derrick Coleman,PF,33,CHH,34,683,13.8,0.469,0.2,0.361,7.7,23,15.4,10.2,0.8,2.3,12.4,22.8,,0.1,1.1,1.2,0.082,,-0.5,-0.5,-0.9,0.2,colemde01,76,Derrick Coleman,PF,33,CHH,34,683,,,1%,85%,14%,-8.9,-13.7,17,16,32,4,38,,90,5,25,colemde01,76,Derrick Coleman,PF,33,CHH,34,683,0.38,12.3,,0.8,0.208,0.212,0.231,0.149,0.2,,0.377,0.566,0.333,0.237,0.395,0.392,,0.688,1,,0.035,7,,0.196,0.3,,0,0,colemde01
77,Bimbo Coles,PG,32,CLE,47,0,17.1,1.9,5.1,0.381,0,0.3,0.125,1.9,4.7,0.399,0.385,1,1.2,0.857,0.2,0.8,1,2.9,0.6,0.1,1.3,1.9,4.9,colesbi01,77,Bimbo Coles,PG,32,CLE,47,0,804,4.1,10.7,0.381,0.1,0.7,0.125,4,10,0.399,2.1,2.5,0.857,0.4,1.7,2.1,6.2,1.2,0.3,2.6,3.9,10.4,colesbi01,92,108,colesbi01,77,Bimbo Coles,PG,32,CLE,47,804,9.3,0.44,0.067,0.234,1.3,5.6,3.5,27.9,1.8,0.5,18.3,18.1,,-0.3,0.3,0,0,,-3.3,-1.5,-4.8,-0.6,colesbi01,77,Bimbo Coles,PG,32,CLE,47,804,100%,,,,,-11.1,-7.8,27,12,27,7,21,,290,4,18,colesbi01,77,Bimbo Coles,PG,32,CLE,47,804,0.381,14.1,,0.933,0.096,0.192,0.31,0.335,0.067,,0.399,0.522,0.304,0.446,0.375,0.125,,0.348,0.5,,0,0,,0,,,5,0,colesbi01
78,Jason Collier,C,23,HOU,23,0,9.7,1.2,3.1,0.38,0,0,0,1.2,3,0.386,0.38,0.7,1,0.708,0.5,1.1,1.6,0.3,0.1,0.1,0.5,1.2,3.1,collija02,78,Jason Collier,C,23,HOU,23,0,222,4.4,11.5,0.38,0,0.2,0,4.4,11.4,0.386,2.8,3.9,0.708,1.9,4.1,6,1,0.3,0.5,1.8,4.4,11.5,collija02,90,107,collija02,78,Jason Collier,C,23,HOU,23,222,7.4,0.435,0.014,0.338,6.4,12.7,9.6,4.4,0.5,0.9,11.9,19.2,,-0.1,0.1,0,-0.001,,-4.5,-2,-6.5,-0.2,collija02,78,Jason Collier,C,23,HOU,23,222,,,,,100%,-13,-16.4,3,4,14,4,9,,14,0,12,collija02,78,Jason Collier,C,23,HOU,23,222,0.38,11.6,,0.986,0.239,0.197,0.127,0.423,0.014,,0.386,0.588,0.071,0.444,0.4,0,,0.815,,,0.014,1,,0,,,0,0,collija02
79,Sean Colson,PG,25,TOT,13,0,3.4,0.5,1.8,0.25,0.1,0.4,0.2,0.4,1.5,0.263,0.271,0.2,0.3,0.5,0.2,0.3,0.5,0.8,0.1,0,0.2,0.5,1.2,colsose01,79,Sean Colson,PG,25,TOT,13,0,44,4.9,19.6,0.25,0.8,4.1,0.2,4.1,15.5,0.263,1.6,3.3,0.5,1.6,3.3,4.9,8.2,0.8,0,1.6,4.9,12.3,colsose01,80,107,colsose01,79,Sean Colson,PG,25,TOT,13,44,6.8,0.291,0.208,0.167,5.4,10.2,7.7,38.7,1.2,0,7.2,28.8,,-0.1,0,-0.1,-0.106,,-5.7,-3.2,-8.9,-0.1,colsose01,79,Sean Colson,PG,25,TOT,13,44,100%,,,,,-35.2,-35.3,1,0,3,0,0,,20,0,1,colsose01,79,Sean Colson,PG,25,TOT,13,44,0.25,16.4,,0.792,0.083,0.042,0.333,0.333,0.208,,0.263,0.5,0,0.375,0.125,0.2,,0.2,1,,0,0,,0,,,0,0,colsose01
79,Sean Colson,PG,25,ATL,3,0,4.7,0,1.7,0,0,0.3,0,0,1.3,0,0,0,0,,0,1,1,1,0,0,0.7,0,0,colsose01,79,Sean Colson,PG,25,ATL,3,0,14,0,12.9,0,0,2.6,0,0,10.3,0,0,0,,0,7.7,7.7,7.7,0,0,5.1,0,0,colsose01,22,106,colsose01,79,Sean Colson,PG,25,ATL,3,14,-10.6,0,0.2,0,0,24,11.9,29.4,0,0,28.6,22.3,,-0.1,0,-0.1,-0.465,,-13.6,-5.3,-18.9,-0.1,colsose01,79,Sean Colson,PG,25,ATL,3,14,100%,,,,,-65.1,-59.4,1,0,0,0,0,,6,0,0,colsose01,79,Sean Colson,PG,25,ATL,3,14,0,18.9,,0.8,0,0,0.4,0.4,0.2,,0,,,0,0,0,,,,,0,0,,0,,,0,0,colsose01
79,Sean Colson,PG,25,HOU,10,0,3,0.6,1.9,0.316,0.1,0.4,0.25,0.5,1.5,0.333,0.342,0.2,0.4,0.5,0.2,0.1,0.3,0.7,0.1,0,0,0.6,1.5,colsose01,79,Sean Colson,PG,25,HOU,10,0,30,7.2,22.8,0.316,1.2,4.8,0.25,6,18,0.333,2.4,4.8,0.5,2.4,1.2,3.6,8.4,1.2,0,0,7.2,18,colsose01,99,108,colsose01,79,Sean Colson,PG,25,HOU,10,30,14.9,0.361,0.211,0.211,7.9,3.8,5.8,43,1.8,0,0,31.9,,0,0,0,0.062,,-2,-2.2,-4.2,0,colsose01,79,Sean Colson,PG,25,HOU,10,30,100%,,,,,-21.3,-24,0,0,3,0,0,,14,0,1,colsose01,79,Sean Colson,PG,25,HOU,10,30,0.316,15.8,,0.789,0.105,0.053,0.316,0.316,0.211,,0.333,0.5,0,0.5,0.167,0.25,,0.2,1,,0,0,,0,,,0,0,colsose01
80,Tyrone Corbin,SF,38,TOR,15,1,7.8,0.6,2.5,0.237,0,0.3,0,0.6,2.2,0.273,0.237,0.1,0.3,0.5,0.2,0.7,0.9,0.3,0.1,0,0.2,1.2,1.3,corbity01,80,Tyrone Corbin,SF,38,TOR,15,1,117,2.8,11.7,0.237,0,1.5,0,2.8,10.2,0.273,0.6,1.2,0.5,0.9,3.1,4,1.2,0.6,0,0.9,5.5,6.2,corbity01,62,108,corbity01,80,Tyrone Corbin,SF,38,TOR,15,117,-2.2,0.252,0.132,0.105,2.8,9.9,6.3,5,0.9,0,7,16.3,,-0.4,0.1,-0.3,-0.126,,-9.8,-3.1,-12.9,-0.3,corbity01,80,Tyrone Corbin,SF,38,TOR,15,117,,27%,68%,4%,,-16.4,-19.6,1,2,7,0,2,,9,0,6,corbity01,80,Tyrone Corbin,SF,38,TOR,15,117,0.237,14.6,,0.868,0.237,0.026,0.132,0.474,0.132,,0.273,0.333,0,0,0.333,0,,0.889,,,0,0,,0,,,0,0,corbity01
81,Chris Crawford,PF,25,ATL,47,22,19.2,2.6,5.7,0.452,0.1,0.5,0.273,2.5,5.3,0.468,0.463,1.4,1.8,0.819,0.6,1.7,2.3,0.8,0.4,0.3,1.3,2.5,6.8,crawfch01,81,Chris Crawford,PF,25,ATL,47,22,901,4.9,10.8,0.452,0.2,0.9,0.273,4.6,9.9,0.468,2.7,3.3,0.819,1.1,3.3,4.4,1.5,0.8,0.6,2.5,4.7,12.7,crawfch01,96,107,crawfch01,81,Chris Crawford,PF,25,ATL,47,901,9.5,0.519,0.081,0.307,3.4,10.2,6.8,6.9,1.2,1.3,16.8,18.3,,0.1,0.5,0.6,0.031,,-3.5,-0.9,-4.5,-0.6,crawfch01,81,Chris Crawford,PF,25,ATL,47,901,,,58%,38%,4%,-8.3,-3.1,21,20,44,15,40,,87,9,21,crawfch01,81,Chris Crawford,PF,25,ATL,47,901,0.452,10.2,,0.919,0.296,0.2,0.211,0.211,0.081,,0.468,0.688,0.389,0.298,0.404,0.273,,0.612,1,,0.074,19,,0.182,0.5,,1,0,crawfch01
82,Jamal Crawford,PG,20,CHI,61,8,17.2,1.8,5,0.352,0.7,1.9,0.35,1.1,3.1,0.353,0.419,0.4,0.6,0.794,0.1,1.3,1.5,2.3,0.7,0.2,1.4,1.1,4.6,crawfja01,82,Jamal Crawford,PG,20,CHI,61,8,1050,3.7,10.4,0.352,1.4,4,0.35,2.3,6.4,0.353,0.9,1.2,0.794,0.3,2.7,3.1,4.8,1.5,0.5,2.9,2.3,9.7,crawfja01,84,108,crawfja01,82,Jamal Crawford,PG,20,CHI,61,1050,8.5,0.442,0.385,0.112,1,9.4,5,23,2.2,1,21,17.9,,-1.3,0.4,-0.9,-0.043,,-2.9,-1.5,-4.4,-0.6,crawfja01,82,Jamal Crawford,PG,20,CHI,61,1050,82%,18%,,,,-13.4,-4.2,55,21,33,2,11,,292,3,12,crawfja01,82,Jamal Crawford,PG,20,CHI,61,1050,0.352,17.8,,0.615,0.135,0.066,0.115,0.299,0.385,,0.353,0.39,0.25,0.343,0.363,0.35,,0.439,0.951,,0.013,3,,0.068,0.5,,1,0,crawfja01
83,Austin Croshere,PF,25,IND,81,23,23.1,3.4,8.7,0.394,0.9,2.6,0.338,2.5,6.1,0.417,0.444,2.5,2.9,0.866,1.5,3.3,4.8,1.1,0.4,0.6,1.7,2.2,10.1,croshau01,83,Austin Croshere,PF,25,IND,81,23,1874,5.3,13.5,0.394,1.3,4,0.338,4,9.5,0.417,3.8,4.4,0.866,2.4,5.1,7.4,1.8,0.7,1,2.6,3.5,15.8,croshau01,99,103,croshau01,83,Austin Croshere,PF,25,IND,81,1874,14.3,0.512,0.295,0.33,7.7,15.5,11.7,8.8,1,1.9,14.5,23.4,,1.2,2,3.2,0.082,,-0.1,-1,-1.2,0.4,croshau01,83,Austin Croshere,PF,25,IND,81,1874,,,13%,71%,16%,0,0.2,48,28,84,42,98,,201,14,63,croshau01,83,Austin Croshere,PF,25,IND,81,1874,0.394,13,,0.705,0.27,0.171,0.11,0.154,0.295,,0.417,0.513,0.317,0.377,0.389,0.338,,0.529,0.943,,0.046,30,,0.353,0.356,,1,0,croshau01
84,John Crotty,PG,31,UTA,31,0,8.5,0.7,2.1,0.338,0.1,0.2,0.571,0.6,1.9,0.31,0.369,0.5,0.6,0.895,0.4,0.5,0.9,1.1,0.2,0,0.6,1,2.1,crottjo01,84,John Crotty,PG,31,UTA,31,0,264,3,8.9,0.338,0.5,1,0.571,2.5,7.9,0.31,2.3,2.6,0.895,1.8,2,3.8,4.6,0.8,0,2.6,4.4,8.9,crottjo01,94,107,crottjo01,84,John Crotty,PG,31,UTA,31,264,7.2,0.443,0.108,0.292,6.2,6.9,6.6,19.4,1.2,0,20.6,16.1,,0,0.1,0.1,0.019,,-3.3,-1.8,-5.2,-0.2,crottjo01,84,John Crotty,PG,31,UTA,31,264,84%,16%,,,,1.2,-4,6,6,16,3,5,,77,0,6,crottjo01,84,John Crotty,PG,31,UTA,31,264,0.338,9.9,,0.892,0.431,0.108,0.092,0.262,0.108,,0.31,0.464,0.143,0.333,0.118,0.571,,0.556,1,,0,0,,0.143,1,,0,0,crottjo01
85,Vonteego Cummings,PG,24,GSW,66,11,22.7,2.7,7.8,0.344,0.7,2.2,0.336,2,5.7,0.348,0.391,1.2,1.8,0.681,0.7,1.4,2.1,3.4,1,0.2,1.4,2.4,7.3,cummivo01,85,Vonteego Cummings,PG,24,GSW,66,11,1495,4.3,12.4,0.344,1.2,3.4,0.336,3.1,9,0.348,1.9,2.8,0.681,1.1,2.2,3.3,5.5,1.6,0.3,2.2,3.9,11.6,cummivo01,94,109,cummivo01,85,Vonteego Cummings,PG,24,GSW,66,1495,10.4,0.425,0.277,0.224,3.1,7,4.9,24.4,2.3,0.7,13.8,18.6,,-0.2,0.4,0.2,0.007,,-2.6,-0.8,-3.4,-0.5,cummivo01,85,Vonteego Cummings,PG,24,GSW,66,1495,68%,32%,,,,-13.9,-6.9,43,29,93,7,47,,472,12,35,cummivo01,85,Vonteego Cummings,PG,24,GSW,66,1495,0.344,15.2,,0.723,0.17,0.137,0.139,0.277,0.277,,0.348,0.557,0.197,0.278,0.329,0.336,,0.377,0.625,,0.014,5,,0.175,0.36,,1,0,cummivo01
86,Bill Curley,PF,28,TOT,20,2,9.6,1.3,2.4,0.532,0.1,0.1,0.5,1.2,2.3,0.533,0.543,0.6,1,0.632,1.1,0.8,1.9,0.2,0.4,0.5,0.8,2.3,3.2,curlebi01,86,Bill Curley,PF,28,TOT,20,2,192,4.7,8.8,0.532,0.2,0.4,0.5,4.5,8.4,0.533,2.3,3.6,0.632,3.9,3,6.9,0.6,1.3,1.7,3,8.4,11.8,curlebi01,97,107,curlebi01,86,Bill Curley,PF,28,TOT,20,192,10.5,0.569,0.043,0.404,10.7,9.6,10.2,2.6,1.9,3.3,22.4,15.8,,0,0.1,0.2,0.038,,-5,-0.2,-5.2,-0.2,curlebi01,86,Bill Curley,PF,28,TOT,20,192,,,6%,48%,47%,-8.2,0.5,6,3,26,6,8,,6,1,2,curlebi01,86,Bill Curley,PF,28,TOT,20,192,0.532,7.8,,0.957,0.319,0.319,0.17,0.149,0.043,,0.533,0.8,0.533,0.375,0.143,0.5,,0.625,1,,0.021,1,,0.5,0,,0,0,curlebi01
86,Bill Curley,PF,28,DAL,5,0,3,0.2,0.8,0.25,0,0.2,0,0.2,0.6,0.333,0.25,0.2,0.8,0.25,0,0,0,0,0.2,0.2,0.4,0.8,0.6,curlebi01,86,Bill Curley,PF,28,DAL,5,0,15,2.4,9.6,0.25,0,2.4,0,2.4,7.2,0.333,2.4,9.6,0.25,0,0,0,0,2.4,2.4,4.8,9.6,7.2,curlebi01,40,101,curlebi01,86,Bill Curley,PF,28,DAL,5,15,-8.3,0.26,0.25,1,0,0,0,0,3.4,4.8,25.8,23.5,,-0.1,0,-0.1,-0.314,,-15.9,-0.2,-16.1,-0.1,curlebi01,86,Bill Curley,PF,28,DAL,5,15,,,,87%,13%,-30.2,-34.9,2,0,1,0,2,,0,0,0,curlebi01,86,Bill Curley,PF,28,DAL,5,15,0.25,7.1,,0.75,0.5,0.25,0,0,0.25,,0.333,0.5,0,,,0,,1,,,0,0,,1,0,,0,0,curlebi01
86,Bill Curley,PF,28,GSW,15,2,11.8,1.6,2.9,0.558,0.1,0.1,1,1.5,2.8,0.548,0.57,0.7,1,0.733,1.4,1.1,2.5,0.2,0.4,0.5,0.9,2.7,4,curlebi01,86,Bill Curley,PF,28,GSW,15,2,177,4.9,8.7,0.558,0.2,0.2,1,4.7,8.5,0.548,2.2,3.1,0.733,4.3,3.3,7.5,0.6,1.2,1.6,2.8,8.3,12.2,curlebi01,104,107,curlebi01,86,Bill Curley,PF,28,GSW,15,177,12.1,0.605,0.023,0.349,11.6,10.4,11.1,2.8,1.7,3.2,22,15.2,,0.2,0.1,0.3,0.068,,-4.1,-0.2,-4.3,-0.1,curlebi01,86,Bill Curley,PF,28,GSW,15,177,,,7%,44%,49%,-6.3,3.5,4,3,25,6,6,,6,1,2,curlebi01,86,Bill Curley,PF,28,GSW,15,177,0.558,7.9,,0.977,0.302,0.326,0.186,0.163,0.023,,0.548,0.846,0.571,0.375,0.143,1,,0.609,1,,0.023,1,,0,,,0,0,curlebi01
87,Dell Curry,SG,36,TOR,71,1,13.5,2.3,5.4,0.424,0.9,2,0.428,1.4,3.3,0.422,0.505,0.6,0.7,0.843,0.2,1,1.2,1.1,0.4,0.1,0.5,0.9,6,curryde01,87,Dell Curry,SG,36,TOR,71,1,956,6.1,14.4,0.424,2.3,5.5,0.428,3.8,8.9,0.422,1.6,1.9,0.843,0.6,2.6,3.2,2.8,1,0.3,1.5,2.5,16.2,curryde01,108,107,curryde01,87,Dell Curry,SG,36,TOR,71,956,14.4,0.53,0.38,0.134,1.8,8.3,5,13.2,1.5,0.6,8.8,20.7,,1.5,0.5,2,0.101,,1.2,-0.8,0.3,0.6,curryde01,87,Dell Curry,SG,36,TOR,71,956,60%,40%,,,,-3.7,-8.3,19,8,24,6,16,,157,4,14,curryde01,87,Dell Curry,SG,36,TOR,71,956,0.424,19.6,,0.62,0.052,0.018,0.097,0.453,0.38,,0.422,0.5,0.571,0.27,0.439,0.428,,0.78,0.919,,0,0,,0.352,0.431,,1,0,curryde01
88,Michael Curry,SG,32,DET,68,58,21.8,2.1,4.7,0.455,0.1,0.1,0.444,2.1,4.6,0.455,0.461,0.9,1.1,0.849,0.3,1.5,1.8,1.9,0.4,0,0.9,2.5,5.2,currymi01,88,Michael Curry,SG,32,DET,68,58,1485,3.5,7.7,0.455,0.1,0.2,0.444,3.4,7.5,0.455,1.5,1.8,0.849,0.5,2.4,2.9,3.2,0.7,0.1,1.5,4.2,8.6,currymi01,102,107,currymi01,88,Michael Curry,SG,32,DET,68,1485,7.5,0.507,0.028,0.229,1.5,7.4,4.4,13.9,0.9,0.1,14.8,12,,0.8,0.9,1.7,0.055,,-4.2,0,-4.3,-0.9,currymi01,88,Michael Curry,SG,32,DET,68,1485,,95%,5%,,,-4.4,-4.1,31,9,70,14,27,,301,5,12,currymi01,88,Michael Curry,SG,32,DET,68,1485,0.455,12.5,,0.972,0.248,0.06,0.16,0.505,0.028,,0.455,0.633,0.316,0.333,0.422,0.444,,0.73,1,,0.028,7,,0.667,0.5,,0,0,currymi01
89,Erick Dampier,C,25,GSW,43,26,24.1,2.9,7.3,0.401,0,0,0,2.9,7.3,0.404,0.401,1.6,2.9,0.532,2.3,3.6,5.8,1.4,0.4,1.3,1.9,2.9,7.4,dampier01,89,Erick Dampier,C,25,GSW,43,26,1038,4.4,10.9,0.401,0,0.1,0,4.4,10.8,0.404,2.3,4.4,0.532,3.4,5.3,8.7,2,0.6,2,2.8,4.3,11.1,dampier01,86,107,dampier01,89,Erick Dampier,C,25,GSW,43,1038,10,0.432,0.006,0.401,9.2,17,12.8,9.2,0.8,4,18.2,18.4,,-1,0.6,-0.5,-0.021,,-4.4,-0.8,-5.2,-0.8,dampier01,89,Erick Dampier,C,25,GSW,43,1038,,,,,100%,-13.3,-4.9,27,31,67,14,53,,132,4,45,dampier01,89,Erick Dampier,C,25,GSW,43,1038,0.401,5.6,,0.994,0.338,0.487,0.134,0.035,0.006,,0.404,0.538,0.346,0.238,0.545,0,,0.548,,,0.057,18,,0,,,0,0,dampier01
90,Antonio Daniels,PG,25,SAS,79,23,26.1,3.5,7.4,0.468,0.9,2.3,0.404,2.5,5.1,0.496,0.531,1.5,2,0.776,0.3,1.7,2.1,3.8,0.8,0.2,1.4,1.5,9.4,daniean01,90,Antonio Daniels,PG,25,SAS,79,23,2060,4.8,10.3,0.468,1.3,3.2,0.404,3.5,7.1,0.496,2.1,2.7,0.776,0.5,2.4,2.8,5.3,1.1,0.2,1.9,2.1,13,daniean01,113,102,daniean01,90,Antonio Daniels,PG,25,SAS,79,2060,15.5,0.567,0.311,0.265,1.5,7.2,4.5,24.9,1.6,0.5,14.2,17.5,,4.1,2.4,6.6,0.153,,1.3,0.4,1.7,1.9,daniean01,90,Antonio Daniels,PG,25,SAS,79,2060,36%,60%,4%,,,5.6,-7,69,24,44,6,55,,672,11,25,daniean01,90,Antonio Daniels,PG,25,SAS,79,2060,0.468,14.2,,0.689,0.201,0.173,0.146,0.168,0.311,,0.496,0.729,0.422,0.419,0.364,0.404,,0.378,0.865,,0.036,20,,0.246,0.422,,1,1,daniean01
91,Kornél Dávid,SF,29,TOT,27,0,7.7,0.9,1.9,0.49,0,0,,0.9,1.9,0.49,0.49,0.4,0.5,0.923,0.6,1.4,1.9,0.3,0.2,0.1,0.4,1,2.3,davidko01,91,Kornél Dávid,SF,29,TOT,27,0,209,4.3,8.8,0.49,0,0,,4.3,8.8,0.49,2.1,2.2,0.923,2.6,6.4,9,1.2,1,0.7,1.9,4.8,10.7,davidko01,105,102,davidko01,91,Kornél Dávid,SF,29,TOT,27,209,12,0.547,0,0.255,7.8,20.1,13.8,5.3,1.5,1.3,16.2,14.3,,0.2,0.2,0.4,0.102,,-2.5,0.5,-2,0,davidko01,91,Kornél Dávid,SF,29,TOT,27,209,,,16%,79%,4%,-10.2,-11.7,3,1,11,3,7,,18,1,5,davidko01,91,Kornél Dávid,SF,29,TOT,27,209,0.49,5.8,,1,0.588,0.078,0.157,0.176,0,,0.49,0.7,0.25,0.125,0.222,,,0.68,,,0.078,3,,,,,0,0,davidko01
