Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,ORtg,DRtg,Player-additional,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional,Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,-9999,Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,10-Mar,16-Oct,16-3P,3P,,2P,0-3,10-Mar,16-Oct,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#,-9999
9,Derek Anderson,SG,26,SAS,82,82,34.9,5,12.1,0.416,1.2,3.1,0.399,3.8,9,0.422,0.467,4.2,4.9,0.851,0.9,3.5,4.4,3.7,1.5,0.2,2,2.3,15.5,anderde01,9,Derek Anderson,SG,26,SAS,82,82,2859,5.2,12.5,0.416,1.3,3.2,0.399,3.9,9.3,0.422,4.3,5.1,0.851,0.9,3.6,4.6,3.8,1.5,0.2,2.1,2.4,16,anderde01,109,99,anderde01,9,Derek Anderson,SG,26,SAS,82,2859,17.1,0.542,0.255,0.405,3.1,10.9,7.2,18.1,2.2,0.3,12.4,21.9,,5.6,4.3,9.9,0.166,,1.2,1.2,2.4,3.2,anderde01,9,Derek Anderson,SG,26,SAS,82,2859,,76%,24%,,,11.7,10.3,86,41,74,20,133,,674,19,53,anderde01,9,Derek Anderson,SG,26,SAS,82,2859,0.416,14.2,,0.745,0.251,0.072,0.121,0.302,0.255,,0.422,0.606,0.141,0.35,0.363,0.399,,0.529,0.871,,0.047,41,,0.308,0.5,,1,0,anderde01
10,Kenny Anderson,PG,30,BOS,33,28,25.7,2.7,6.9,0.388,0.3,1,0.333,2.3,5.9,0.397,0.412,1.8,2.2,0.831,0.5,1.7,2.2,4.1,1.3,0.1,1.6,1.9,7.5,anderke01,10,Kenny Anderson,PG,30,BOS,33,28,849,3.7,9.6,0.388,0.5,1.4,0.333,3.3,8.2,0.397,2.5,3,0.831,0.7,2.4,3.1,5.7,1.9,0.1,2.2,2.6,10.4,anderke01,100,105,anderke01,10,Kenny Anderson,PG,30,BOS,33,849,12.2,0.476,0.145,0.313,2.1,8.2,5,26.5,2.7,0.2,16.8,16.6,,0.4,0.7,1.1,0.063,,-1.9,-0.1,-2,0,anderke01,10,Kenny Anderson,PG,30,BOS,33,849,100%,,,,,-4.9,-3.1,25,13,21,6,27,,322,6,13,anderke01,10,Kenny Anderson,PG,30,BOS,33,849,0.388,12.3,,0.855,0.233,0.176,0.181,0.264,0.145,,0.397,0.547,0.3,0.341,0.367,0.333,,0.39,0.818,,0,0,,0.091,0,,0,0,anderke01
11,Nick Anderson,SG,33,SAC,21,0,8,0.7,2.7,0.246,0.5,1.9,0.256,0.2,0.9,0.222,0.333,0,0,,0.1,1,1.2,0.6,0.5,0.2,0.3,0.6,1.8,anderni01,11,Nick Anderson,SG,33,SAC,21,0,169,3,12.1,0.246,2.1,8.3,0.256,0.9,3.8,0.222,0,0,,0.6,4.7,5.3,2.8,2.1,0.9,1.5,2.8,8.1,anderni01,76,98,anderni01,11,Nick Anderson,SG,33,SAC,21,169,6.4,0.333,0.684,0,2,13.7,8,11,3,1.6,10.9,16.7,,-0.3,0.3,0,-0.011,,-4.6,1.4,-3.2,-0.1,anderni01,11,Nick Anderson,SG,33,SAC,21,169,,21%,79%,,,1.5,-4.9,7,0,6,0,0,,28,0,2,anderni01,11,Nick Anderson,SG,33,SAC,21,169,0.246,21.4,,0.316,0.07,0.018,0.105,0.123,0.684,,0.222,0.5,0,0.167,0.143,0.256,,0.25,0.8,,0,0,,0.128,0.2,,0,0,anderni01
12,Shandon Anderson,SG,27,HOU,82,82,29.2,3.2,7.2,0.446,0.6,2.1,0.271,2.6,5.1,0.517,0.485,1.7,2.3,0.734,0.9,3.2,4.1,2.3,1,0.5,1.6,2.5,8.7,andersh01,12,Shandon Anderson,SG,27,HOU,82,82,2396,4,8.9,0.446,0.7,2.6,0.271,3.3,6.3,0.517,2.1,2.8,0.734,1.1,3.9,5,2.8,1.2,0.6,2,3,10.7,andersh01,103,105,andersh01,12,Shandon Anderson,SG,27,HOU,82,2396,11.9,0.528,0.288,0.319,3.6,12.3,8,12.5,1.8,1.2,16.3,15.4,,1.9,2,3.9,0.078,,-1.1,0.7,-0.4,0.9,andersh01,12,Shandon Anderson,SG,27,HOU,82,2396,,22%,76%,2%,,0.1,-6.3,70,32,97,16,90,,423,22,39,andersh01,12,Shandon Anderson,SG,27,HOU,82,2396,0.446,11.1,,0.712,0.397,0.132,0.088,0.095,0.288,,0.517,0.675,0.346,0.269,0.321,0.271,,0.668,0.957,,0.022,13,,0.3,0.314,,1,0,andersh01
13,Greg Anthony,PG,33,POR,58,0,14.8,1.7,4.4,0.383,1.1,2.7,0.409,0.6,1.6,0.34,0.512,0.4,0.6,0.657,0.4,0.7,1.1,1.4,0.7,0.1,0.7,1.1,4.9,anthogr01,13,Greg Anthony,PG,33,POR,58,0,856,4.1,10.6,0.383,2.7,6.7,0.409,1.3,4,0.34,1,1.5,0.657,0.9,1.7,2.6,3.4,1.7,0.1,1.8,2.6,11.9,anthogr01,105,104,anthogr01,13,Greg Anthony,PG,33,POR,58,856,12,0.525,0.628,0.138,3,5.4,4.3,14.8,2.5,0.3,13.8,16.9,,0.9,0.7,1.6,0.09,,0,0.1,0.1,0.5,anthogr01,13,Greg Anthony,PG,33,POR,58,856,94%,6%,,,,0.3,-5.5,25,11,20,1,10,,172,1,4,anthogr01,13,Greg Anthony,PG,33,POR,58,856,0.383,20.3,,0.372,0.083,0.032,0.067,0.19,0.628,,0.34,0.429,0.25,0.412,0.292,0.409,,0.406,0.723,,0,0,,0.195,0.323,,0,0,anthogr01
14,Darrell Armstrong,PG,32,ORL,75,75,36.9,5.5,13.4,0.412,1.9,5.4,0.355,3.6,8,0.451,0.484,2.9,3.3,0.884,1.3,3.3,4.6,7,1.8,0.2,2.7,2.1,15.9,armstda01,14,Darrell Armstrong,PG,32,ORL,75,75,2767,5.4,13,0.412,1.9,5.2,0.355,3.5,7.8,0.451,2.9,3.2,0.884,1.2,3.2,4.5,6.8,1.8,0.2,2.6,2,15.5,armstda01,110,103,armstda01,14,Darrell Armstrong,PG,32,ORL,75,2767,18.6,0.535,0.402,0.249,3.7,10.2,6.9,31.3,2.5,0.3,15.2,21,,5.8,2.9,8.7,0.151,,3.2,0.1,3.3,3.6,armstda01,14,Darrell Armstrong,PG,32,ORL,75,2767,100%,1%,,,,3.9,9.4,141,35,42,7,55,,1149,9,41,armstda01,14,Darrell Armstrong,PG,32,ORL,75,2767,0.412,16.9,,0.598,0.16,0.068,0.128,0.243,0.402,,0.451,0.544,0.397,0.383,0.44,0.355,,0.315,0.734,,0.003,3,,0.151,0.361,,0,0,armstda01
15,Chucky Atkins,PG,26,DET,81,75,29.2,4.7,11.8,0.399,1.5,4.2,0.357,3.2,7.6,0.423,0.463,1.1,1.6,0.692,0.3,1.8,2.1,4.1,0.8,0.1,1.8,2.3,12,atkinch01,15,Chucky Atkins,PG,26,DET,81,75,2363,5.8,14.5,0.399,1.8,5.2,0.357,3.9,9.3,0.423,1.4,2,0.692,0.4,2.2,2.6,5,1,0.1,2.3,2.8,14.8,atkinch01,99,106,atkinch01,15,Chucky Atkins,PG,26,DET,81,2363,12.2,0.481,0.356,0.137,1.2,6.7,3.9,24.3,1.4,0.1,12.9,21.2,,1.2,1.6,2.8,0.057,,-0.6,-1,-1.6,0.3,atkinch01,15,Chucky Atkins,PG,26,DET,81,2363,100%,,,,,-1.9,-0.3,94,39,44,8,36,,711,8,29,atkinch01,15,Chucky Atkins,PG,26,DET,81,2363,0.399,17.1,,0.644,0.162,0.051,0.105,0.326,0.356,,0.423,0.526,0.245,0.32,0.432,0.357,,0.371,0.884,,0,0,,0.218,0.419,,2,0,atkinch01
16,Stacey Augmon,SG,32,POR,66,23,17.9,1.9,4,0.477,0,0.1,0,1.9,4,0.485,0.477,0.9,1.3,0.655,0.9,1.5,2.4,1.5,0.7,0.3,0.7,1.6,4.7,augmost01,16,Stacey Augmon,SG,32,POR,66,23,1182,3.9,8.1,0.477,0,0.1,0,3.9,8,0.485,1.7,2.6,0.655,1.8,3,4.8,3,1.5,0.6,1.5,3.2,9.5,augmost01,107,103,augmost01,16,Stacey Augmon,SG,32,POR,66,1182,12.3,0.511,0.015,0.327,6.3,9.7,8,12.7,2.2,1.3,13.6,13.9,,1.3,1.2,2.5,0.102,,-1.1,1.3,0.2,0.7,augmost01,16,Stacey Augmon,SG,32,POR,66,1182,1%,58%,41%,,,2.5,-2.9,13,21,44,11,38,,217,8,13,augmost01,16,Stacey Augmon,SG,32,POR,66,1182,0.477,9.7,,0.985,0.365,0.162,0.094,0.365,0.015,,0.485,0.577,0.442,0.44,0.423,0,,0.709,,,0.064,16,,0,,,0,0,augmost01
17,Isaac Austin,C,31,VAN,52,16,16.3,1.8,5.2,0.356,0.1,0.5,0.25,1.7,4.7,0.366,0.367,0.5,0.8,0.7,1,3.3,4.3,1.1,0.4,0.4,1,1.8,4.3,austiis01,17,Isaac Austin,C,31,VAN,52,16,845,4.1,11.5,0.356,0.3,1,0.25,3.8,10.5,0.366,1.2,1.7,0.7,2.1,7.3,9.5,2.5,0.9,1,2.3,4,9.6,austiis01,81,103,austiis01,17,Isaac Austin,C,31,VAN,52,845,8.3,0.393,0.089,0.148,6.8,23.1,15,11.2,1.2,1.9,15.8,18.5,,-1.3,0.9,-0.5,-0.026,,-4.4,0.1,-4.3,-0.5,austiis01,17,Isaac Austin,C,31,VAN,52,845,,,,1%,99%,-5.6,0.6,27,12,46,10,16,,127,4,12,austiis01,17,Isaac Austin,C,31,VAN,52,845,0.356,14.4,,0.911,0.178,0.1,0.111,0.522,0.089,,0.366,0.521,0.185,0.267,0.369,0.25,,0.822,1,,0.033,8,,0.458,0.182,,0,0,austiis01
18,William Avery,PG,21,MIN,55,0,8.4,1,2.6,0.382,0.3,1.1,0.271,0.7,1.5,0.459,0.438,0.5,0.7,0.778,0.1,0.4,0.5,1.4,0.2,0.1,0.8,0.9,2.8,averywi01,18,William Avery,PG,21,MIN,55,0,463,4.3,11.2,0.382,1.2,4.6,0.271,3,6.6,0.459,2.2,2.8,0.778,0.4,1.9,2.3,5.8,1,0.3,3.5,3.7,12,averywi01,91,108,averywi01,18,William Avery,PG,21,MIN,55,463,9,0.482,0.41,0.25,1.2,6,3.6,24,1.5,0.6,22,20,,-0.2,0.2,0,-0.003,,-2.6,-2,-4.6,-0.3,averywi01,18,William Avery,PG,21,MIN,55,463,97%,3%,,,,-5.6,-8.2,26,5,15,5,15,,165,4,11,averywi01,18,William Avery,PG,21,MIN,55,463,0.382,15.3,,0.59,0.292,0.083,0.063,0.153,0.41,,0.459,0.524,0.083,0.556,0.5,0.271,,0.538,0.75,,0.014,1,,0.119,0.286,,2,0,averywi01
19,Dalibor Bagarić,C,20,CHI,35,0,7.4,0.5,1.9,0.262,0,0,0,0.5,1.8,0.266,0.262,0.4,0.8,0.464,0.6,1,1.6,0.3,0.3,0.5,0.6,1.3,1.3,bagarda01,19,Dalibor Bagarić,C,20,CHI,35,0,259,2.4,9,0.262,0,0.1,0,2.4,8.9,0.266,1.8,3.9,0.464,3.1,4.7,7.8,1.4,1.3,2.2,2.9,6.1,6.5,bagarda01,65,104,bagarda01,19,Dalibor Bagarić,C,20,CHI,35,259,3.3,0.304,0.015,0.431,9.7,16.2,12.8,6.2,1.9,4.6,21.4,17.6,,-0.9,0.2,-0.7,-0.121,,-8.9,-1.2,-10,-0.5,bagarda01,19,Dalibor Bagarić,C,20,CHI,35,259,,,,,100%,-13.7,-3.6,7,3,24,4,14,,24,3,10,bagarda01,19,Dalibor Bagarić,C,20,CHI,35,259,0.262,8.4,,0.985,0.369,0.231,0.185,0.2,0.015,,0.266,0.375,0.4,0.083,0.077,0,,0.412,,,0.046,3,,1,0,,0,0,bagarda01
20,Vin Baker,PF,29,SEA,76,27,28,4.6,10.8,0.422,0,0.2,0.063,4.6,10.6,0.429,0.423,3.1,4.2,0.723,2.4,3.3,5.7,1.2,0.5,1,2.1,3.5,12.2,bakervi01,20,Vin Baker,PF,29,SEA,76,27,2129,5.9,13.9,0.422,0,0.3,0.063,5.9,13.6,0.429,3.9,5.4,0.723,3,4.2,7.3,1.5,0.6,1.2,2.7,4.5,15.7,bakervi01,97,107,bakervi01,20,Vin Baker,PF,29,SEA,76,2129,13,0.481,0.019,0.391,9.7,13.5,11.6,7,0.9,2.5,14.1,23.8,,0.6,1.2,1.8,0.04,,-2.4,-1.8,-4.2,-1.2,bakervi01,20,Vin Baker,PF,29,SEA,76,2129,,,,53%,47%,-1.2,-2.5,32,43,95,58,141,,221,25,85,bakervi01,20,Vin Baker,PF,29,SEA,76,2129,0.422,7.7,,0.981,0.37,0.294,0.107,0.209,0.019,,0.429,0.638,0.277,0.25,0.366,0.063,,0.633,0,,0.029,23,,0,,,0,0,bakervi01
21,Erick Barkley,PG,22,POR,8,0,4.8,1,2.8,0.364,0.4,1,0.375,0.6,1.8,0.357,0.432,0,0,,0,0.4,0.4,0.8,0.3,0,0.6,0.3,2.4,barkler01,21,Erick Barkley,PG,22,POR,8,0,38,7.6,20.8,0.364,2.8,7.6,0.375,4.7,13.3,0.357,0,0,,0,2.8,2.8,5.7,1.9,0,4.7,1.9,18,barkler01,82,103,barkler01,21,Erick Barkley,PG,22,POR,8,38,10.3,0.432,0.364,0,0,9.1,4.7,28.8,2.8,0,18.5,33,,-0.1,0,-0.1,-0.075,,-4.6,-3.2,-7.7,-0.1,barkler01,21,Erick Barkley,PG,22,POR,8,38,55%,45%,,,,-8.7,-13.4,2,3,0,0,0,,14,0,2,barkler01,21,Erick Barkley,PG,22,POR,8,38,0.364,16.1,,0.636,0.273,0,0.091,0.273,0.364,,0.357,0.5,,0.5,0.167,0.375,,0.4,0.667,,0,0,,0.125,0,,0,0,barkler01
22,Dana Barros,PG,33,DET,60,0,18,3.1,6.9,0.444,0.7,1.8,0.419,2.3,5.1,0.453,0.498,1.1,1.3,0.85,0.1,1.5,1.6,1.8,0.5,0,1,1.1,8,barroda01,22,Dana Barros,PG,33,DET,60,0,1079,6.1,13.7,0.444,1.5,3.5,0.419,4.6,10.2,0.453,2.3,2.7,0.85,0.2,2.9,3.1,3.7,1,0.1,2,2.1,15.9,barroda01,106,105,barroda01,22,Dana Barros,PG,33,DET,60,1079,14.3,0.534,0.255,0.194,0.6,8.9,4.7,18,1.4,0.1,11.8,20.4,,1.4,0.8,2.3,0.101,,0.1,-0.4,-0.3,0.5,barroda01,22,Dana Barros,PG,33,DET,60,1079,74%,26%,,,,-3.6,-2.5,33,19,21,1,13,,234,3,11,barroda01,22,Dana Barros,PG,33,DET,60,1079,0.444,16.9,,0.745,0.146,0.046,0.104,0.449,0.255,,0.453,0.467,0.368,0.465,0.454,0.419,,0.36,0.864,,0,0,,0.114,0.333,,0,0,barroda01
