Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,ORtg,DRtg,Player-additional,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional,Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,-9999,Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,10-Mar,16-Oct,16-3P,3P,,2P,0-3,10-Mar,16-Oct,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#,-9999
11,Al-Farouq Aminu,SF,25,POR,82,82,28.5,3.6,8.8,0.416,1.5,4.3,0.361,2.1,4.5,0.468,0.503,1.4,1.9,0.737,1.2,4.9,6.1,1.7,0.9,0.6,1.5,2.1,10.2,aminual01,11,Al-Farouq Aminu,SF,25,POR,82,82,2341,4.6,11.1,0.416,1.9,5.4,0.361,2.7,5.7,0.468,1.8,2.4,0.737,1.5,6.2,7.7,2.1,1.1,0.8,1.8,2.6,12.9,aminual01,105,107,aminual01,11,Al-Farouq Aminu,SF,25,POR,82,2341,12.7,0.533,0.485,0.217,4.5,18.6,11.5,8.8,1.5,1.8,13.2,16.9,,1.7,2.3,4,0.082,,-0.2,0.2,0.1,1.2,aminual01,11,Al-Farouq Aminu,SF,25,POR,82,2341,,,56%,44%,1%,1.7,2.2,44,44,70,16,76,15,335,18,35,aminual01,11,Al-Farouq Aminu,SF,25,POR,82,2341,0.416,14.9,,0.515,0.252,0.121,0.047,0.095,0.485,,0.468,0.597,0.299,0.382,0.382,0.361,,0.595,0.921,,0.061,42,,0.41,0.392,,1,0,aminual01
12,Lou Amundson,PF,33,NYK,29,0,7,0.7,1.8,0.358,0,0,,0.7,1.8,0.358,0.358,0.5,0.9,0.519,0.8,0.9,1.7,0.4,0.2,0.2,0.5,1.5,1.8,amundlo01,12,Lou Amundson,PF,33,NYK,29,0,204,3.4,9.4,0.358,0,0,,3.4,9.4,0.358,2.5,4.8,0.519,4.1,4.6,8.6,2.1,1.1,1.2,2.6,7.8,9.2,amundlo01,87,106,amundlo01,12,Lou Amundson,PF,33,NYK,29,204,6.7,0.401,0,0.509,12.5,13.7,13.1,8.8,1.5,2.6,18.8,17.7,,-0.3,0.2,-0.1,-0.014,,-6.7,-0.2,-6.9,-0.3,amundlo01,12,Lou Amundson,PF,33,NYK,29,204,,,,65%,35%,-10.4,-8,5,4,23,4,15,0,25,6,3,amundlo01,12,Lou Amundson,PF,33,NYK,29,204,0.358,4.8,,1,0.566,0.226,0.113,0.094,0,,0.358,0.533,0.167,0,0.2,,,0.632,,,0.038,2,,,,,0,0,amundlo01
13,Chris Andersen,C,37,TOT,27,15,14.9,1.4,2.7,0.528,0.1,0.5,0.286,1.3,2.1,0.586,0.556,0.9,1.3,0.694,1.3,2.3,3.6,0.4,0.6,0.5,0.3,1.1,3.9,anderch01,13,Chris Andersen,C,37,TOT,27,15,402,3.4,6.4,0.528,0.4,1.3,0.286,3,5.2,0.586,2.2,3.2,0.694,3.2,5.6,8.8,1.1,1.3,1.2,0.8,2.6,9.4,anderch01,127,106,anderch01,13,Chris Andersen,C,37,TOT,27,402,15.3,0.598,0.194,0.5,9.9,18.2,13.9,4.4,1.9,2.9,9.3,10.8,,0.8,0.4,1.3,0.149,,0.7,0,0.7,0.3,anderch01,13,Chris Andersen,C,37,TOT,27,402,,,,,100%,-9.1,-7.7,4,2,17,2,12,2,28,0,6,anderch01,13,Chris Andersen,C,37,TOT,27,402,0.528,7.6,,0.806,0.639,0.056,0.028,0.083,0.194,,0.586,0.674,0,0,0.5,0.286,,0.676,1,,0.097,7,,0.071,0,,0,0,anderch01
13,Chris Andersen,C,37,MIA,7,1,5.1,0.6,1.4,0.4,0.3,0.7,0.4,0.3,0.7,0.4,0.5,0.4,0.6,0.75,0.4,0.9,1.3,0.4,0.1,0.4,0.3,0.6,1.9,anderch01,13,Chris Andersen,C,37,MIA,7,1,36,4,10,0.4,2,5,0.4,2,5,0.4,3,4,0.75,3,6,9,3,1,3,2,4,13,anderch01,113,100,anderch01,13,Chris Andersen,C,37,MIA,7,36,17.6,0.553,0.5,0.4,9.8,18.3,14.2,12.2,1.4,6.4,14.5,17.5,,0.1,0.1,0.1,0.165,,1.2,3.3,4.5,0.1,anderch01,13,Chris Andersen,C,37,MIA,7,36,,,,,100%,-21.5,-23.7,1,0,2,1,2,0,7,0,1,anderch01,13,Chris Andersen,C,37,MIA,7,36,0.4,15.2,,0.5,0.3,0.1,0,0.1,0.5,,0.4,0.667,0,,0,0.4,,0,1,,0.1,1,,0,,,0,0,anderch01
13,Chris Andersen,C,37,MEM,20,14,18.3,1.7,3.1,0.548,0.1,0.5,0.222,1.6,2.7,0.604,0.565,1.1,1.6,0.688,1.7,2.8,4.5,0.5,0.7,0.5,0.4,1.3,4.6,anderch01,13,Chris Andersen,C,37,MEM,20,14,366,3.3,6.1,0.548,0.2,0.9,0.222,3.1,5.2,0.604,2.2,3.1,0.688,3.2,5.5,8.8,0.9,1.4,1,0.7,2.5,9,anderch01,129,106,anderch01,13,Chris Andersen,C,37,MEM,20,366,15.1,0.605,0.145,0.516,9.9,18.2,13.9,3.7,2,2.5,8.4,10.2,,0.7,0.4,1.1,0.148,,0.6,-0.3,0.4,0.2,anderch01,13,Chris Andersen,C,37,MEM,20,366,,,,,100%,-7.9,-6.1,3,2,15,1,10,2,21,0,5,anderch01,13,Chris Andersen,C,37,MEM,20,366,0.548,6.4,,0.855,0.694,0.048,0.032,0.081,0.145,,0.604,0.674,0,0,0.6,0.222,,0.719,1,,0.097,6,,0.111,0,,0,0,anderch01
14,Alan Anderson,SG,33,WAS,13,0,14.8,1.6,4.5,0.356,0.9,2.8,0.324,0.7,1.7,0.409,0.458,0.8,1.2,0.733,0.1,2,2.1,1.1,0.3,0.1,0.2,1.9,5,anderal01,14,Alan Anderson,SG,33,WAS,13,0,192,3.9,11.1,0.356,2.3,6.9,0.324,1.7,4.1,0.409,2.1,2.8,0.733,0.2,4.9,5.1,2.6,0.7,0.2,0.4,4.7,12.2,anderal01,107,108,anderal01,14,Alan Anderson,SG,33,WAS,13,192,9.2,0.495,0.627,0.254,0.6,15.5,7.9,10.3,1,0.4,3,15.4,,0.2,0.2,0.3,0.078,,-2.4,0.1,-2.3,0,anderal01,14,Alan Anderson,SG,33,WAS,13,192,12%,33%,55%,,,6.6,7.4,2,0,12,0,7,0,31,3,3,anderal01,14,Alan Anderson,SG,33,WAS,13,192,0.356,18.7,,0.373,0.153,0.085,0.102,0.034,0.627,,0.409,0.556,0.2,0.333,0.5,0.324,,0.333,1,,0,0,,0.216,0.375,,1,0,anderal01
15,James Anderson,SG,26,SAC,51,15,14.1,1.3,3.5,0.376,0.5,1.7,0.267,0.9,1.8,0.478,0.441,0.4,0.6,0.759,0.3,1.4,1.7,0.8,0.4,0.3,0.8,1.1,3.5,anderja01,15,James Anderson,SG,26,SAC,51,15,721,3.3,8.9,0.376,1.1,4.3,0.267,2.2,4.6,0.478,1.1,1.4,0.759,0.6,3.6,4.3,2,1,0.7,2.1,2.7,8.9,anderja01,87,111,anderja01,15,James Anderson,SG,26,SAC,51,721,6,0.469,0.483,0.163,2,10.9,6.5,7.7,1.4,1.6,18,13.7,,-0.6,0.4,-0.3,-0.017,,-3.9,-0.6,-4.5,-0.5,anderja01,15,James Anderson,SG,26,SAC,51,721,,33%,64%,3%,,-4.5,-2,17,13,35,4,13,2,98,3,11,anderja01,15,James Anderson,SG,26,SAC,51,721,0.376,14.8,,0.517,0.253,0.152,0.051,0.062,0.483,,0.478,0.622,0.407,0,0.455,0.267,,0.523,0.87,,0.039,6,,0.198,0.412,,1,0,anderja01
16,Justin Anderson,SF,22,DAL,55,9,11.8,1.3,3.2,0.406,0.4,1.5,0.265,0.9,1.7,0.533,0.469,0.8,1,0.8,0.3,2.1,2.4,0.5,0.3,0.5,0.4,0.8,3.8,anderju01,16,Justin Anderson,SF,22,DAL,55,9,647,4,9.7,0.406,1.2,4.6,0.265,2.7,5.1,0.533,2.4,3.1,0.8,1,6.3,7.3,1.6,1.1,1.4,1.3,2.5,11.6,anderju01,103,104,anderju01,16,Justin Anderson,SF,22,DAL,55,647,12.3,0.522,0.474,0.314,3.1,19.3,11.2,6.8,1.5,3.2,10.8,15.8,,0.3,0.8,1.1,0.083,,-1.1,1.4,0.3,0.4,anderju01,16,Justin Anderson,SF,22,DAL,55,647,2%,14%,77%,7%,,1.4,1.9,11,6,28,2,25,0,70,3,11,anderju01,16,Justin Anderson,SF,22,DAL,55,647,0.406,14.9,,0.526,0.251,0.097,0.063,0.114,0.474,,0.533,0.773,0.235,0.455,0.3,0.265,,0.449,0.909,,0.097,17,,0.41,0.294,,0,0,anderju01
17,Kyle Anderson,SF,22,SAS,78,11,16,1.8,3.8,0.468,0.2,0.5,0.324,1.6,3.3,0.488,0.488,0.8,1.1,0.747,0.3,2.8,3.1,1.6,0.8,0.4,0.8,1.2,4.5,anderky01,17,Kyle Anderson,SF,22,SAS,78,11,1245,4,8.5,0.468,0.3,1.1,0.324,3.6,7.5,0.488,1.8,2.4,0.747,0.7,6.3,7.1,3.6,1.7,0.8,1.7,2.8,10.1,anderky01,104,97,anderky01,17,Kyle Anderson,SF,22,SAS,78,1245,12.9,0.528,0.125,0.281,2.4,19.4,11.2,13.7,2.5,1.8,15.1,14.4,,0.7,2.8,3.5,0.133,,-1.7,3.1,1.4,1.1,anderky01,17,Kyle Anderson,SF,22,SAS,78,1245,,1%,65%,34%,,9.4,-3.1,35,7,43,7,35,9,277,8,16,anderky01,17,Kyle Anderson,SF,22,SAS,78,1245,0.468,11.5,,0.875,0.217,0.2,0.251,0.21,0.125,,0.488,0.609,0.373,0.5,0.452,0.324,,0.484,1,,0.034,9,,0.865,0.375,,0,0,anderky01
18,Ryan Anderson,PF,27,NOP,66,7,30.4,6,14.1,0.427,2,5.4,0.366,4,8.7,0.466,0.498,3,3.5,0.873,2,4,6,1.1,0.6,0.4,1.4,1.7,17,anderry01,18,Ryan Anderson,PF,27,NOP,66,7,2008,7.1,16.7,0.427,2.3,6.4,0.366,4.8,10.2,0.466,3.6,4.1,0.873,2.3,4.8,7.1,1.3,0.7,0.4,1.6,2,20.2,anderry01,108,112,anderry01,18,Ryan Anderson,PF,27,NOP,66,2008,17.2,0.546,0.385,0.245,7,15.2,10.9,6.1,0.9,1,8,24.7,,3.1,0.8,3.9,0.092,,2.2,-2.4,-0.2,0.9,anderry01,18,Ryan Anderson,PF,27,NOP,66,2008,,,1%,85%,14%,-0.7,6.6,31,32,50,11,95,8,177,14,41,anderry01,18,Ryan Anderson,PF,27,NOP,66,2008,0.427,15.3,,0.615,0.227,0.097,0.112,0.179,0.385,,0.466,0.521,0.433,0.375,0.47,0.366,,0.444,0.924,,0.02,16,,0.165,0.322,,5,0,anderry01
19,Giannis Antetokounmpo,PG,21,MIL,80,79,35.3,6.4,12.7,0.506,0.4,1.4,0.257,6.1,11.3,0.537,0.52,3.7,5.1,0.724,1.4,6.2,7.7,4.3,1.2,1.4,2.6,3.2,16.9,antetgi01,19,Giannis Antetokounmpo,PG,21,MIL,80,79,2823,6.5,12.9,0.506,0.4,1.4,0.257,6.2,11.5,0.537,3.8,5.2,0.724,1.4,6.4,7.8,4.4,1.2,1.4,2.7,3.3,17.2,antetgi01,109,106,antetgi01,19,Giannis Antetokounmpo,PG,21,MIL,80,2823,18.8,0.566,0.108,0.404,4.6,20,12.4,20,1.7,3.4,14.8,22.3,,4.2,2.9,7.1,0.121,,1.3,0.7,2.1,2.9,antetgi01,19,Giannis Antetokounmpo,PG,21,MIL,80,2823,40%,59%,1%,,,-3,3.7,85,52,112,31,188,8,758,38,61,antetgi01,19,Giannis Antetokounmpo,PG,21,MIL,80,2823,0.506,7.5,,0.892,0.509,0.18,0.058,0.143,0.108,,0.537,0.684,0.346,0.288,0.359,0.257,,0.485,0.821,,0.143,141,,0.321,0.343,,4,0,antetgi01
20,Thanasis Antetokounmpo,SF,23,NYK,2,0,3,1.5,2,0.75,0,0.5,0,1.5,1.5,1,0.75,0,0,,0,0.5,0.5,0,0,0,0,1,3,antetth01,20,Thanasis Antetokounmpo,SF,23,NYK,2,0,6,18,24,0.75,0,6,0,18,18,1,0,0,,0,6,6,0,0,0,0,12,36,antetth01,140,110,antetth01,20,Thanasis Antetokounmpo,SF,23,NYK,2,6,32.9,0.75,0.25,0,0,17.9,9.1,0,0,0,0,30.2,,0,0,0,0.291,,3.7,2.2,5.9,0,antetth01,20,Thanasis Antetokounmpo,SF,23,NYK,2,6,,,100%,,,-46.2,-43.4,0,0,1,0,0,0,0,0,0,antetth01,20,Thanasis Antetokounmpo,SF,23,NYK,2,6,0.75,7,,0.75,0.75,0,0,0,0.25,,1,1,,,,0,,0.333,,,0.5,2,,0,,,0,0,antetth01
21,Carmelo Anthony,SF,31,NYK,72,72,35.1,7.9,18.2,0.434,1.5,4.3,0.339,6.4,13.8,0.463,0.474,4.6,5.6,0.829,1.4,6.4,7.7,4.2,0.9,0.5,2.4,2.5,21.8,anthoca01,21,Carmelo Anthony,SF,31,NYK,72,72,2530,8.1,18.6,0.434,1.5,4.4,0.339,6.6,14.2,0.463,4.8,5.7,0.829,1.4,6.5,7.9,4.3,0.9,0.5,2.5,2.6,22.4,anthoca01,107,107,anthoca01,21,Carmelo Anthony,SF,31,NYK,72,2530,20.3,0.53,0.237,0.308,4.3,19.5,12,21.9,1.3,1.1,10.6,29.7,,3.9,2.5,6.4,0.121,,3.8,-0.5,3.3,3.4,anthoca01,21,Carmelo Anthony,SF,31,NYK,72,2530,,2%,91%,8%,,-0.8,5.7,80,41,73,30,159,6,704,26,76,anthoca01,21,Carmelo Anthony,SF,31,NYK,72,2530,0.434,14,,0.763,0.213,0.087,0.208,0.255,0.237,,0.463,0.54,0.404,0.423,0.453,0.339,,0.273,0.743,,0.018,19,,0.103,0.375,,1,0,anthoca01
22,Joel Anthony,C,33,DET,19,0,5.1,0.3,0.5,0.6,0,0,,0.3,0.5,0.6,0.6,0.3,0.4,0.75,0.4,0.7,1.1,0.1,0.1,0.6,0.1,0.8,0.9,anthojo01,22,Joel Anthony,C,33,DET,19,0,96,2.3,3.7,0.6,0,0,,2.3,3.7,0.6,2.3,3,0.75,3,4.9,7.9,0.4,0.7,4.5,0.7,5.6,6.8,anthojo01,136,99,anthojo01,22,Joel Anthony,C,33,DET,19,96,14.1,0.666,0,0.8,8.8,15.4,11.9,1.4,1.1,9.5,12.9,7,,0.2,0.2,0.4,0.177,,-2.9,3.3,0.4,0.1,anthojo01,22,Joel Anthony,C,33,DET,19,96,,,,,100%,-7.7,-8.3,1,0,9,1,3,0,2,0,1,anthojo01,22,Joel Anthony,C,33,DET,19,96,0.6,4.4,,1,0.5,0.2,0.3,0,0,,0.6,0.8,0,0.667,,,,0.667,,,0.2,2,,,,,0,0,anthojo01
23,Keith Appling,PG,23,ORL,5,0,5.4,0.4,1.6,0.25,0,0.6,0,0.4,1,0.4,0.25,0.4,0.4,1,0,0.2,0.2,0.2,0.2,0,0.6,1,1.2,applike01,23,Keith Appling,PG,23,ORL,5,0,27,2.7,10.7,0.25,0,4,0,2.7,6.7,0.4,2.7,2.7,1,0,1.3,1.3,1.3,1.3,0,4,6.7,8,applike01,57,110,applike01,23,Keith Appling,PG,23,ORL,5,27,-4.8,0.338,0.375,0.25,0,4.2,2.1,5,1.9,0,25.3,19.5,,-0.1,0,-0.1,-0.199,,-13.2,-2,-15.1,-0.1,applike01,23,Keith Appling,PG,23,ORL,5,27,57%,43%,,,,19.2,21,2,1,2,0,1,0,3,0,0,applike01,23,Keith Appling,PG,23,ORL,5,27,0.25,14.9,,0.625,0.25,0,0.125,0.25,0.375,,0.4,1,,0,0,0,,0,,,0,0,,0.667,0,,0,0,applike01
