Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg,Player-additional,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional,Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,-9999,Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,10-Mar,16-Oct,16-3P,3P,,2P,0-3,10-Mar,16-Oct,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#,-9999,Season
101,Zylan Cheatham,SF,26,UTA,1,0,5,0,3,0,0,2,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,cheatzy01,101,Zylan Cheatham,SF,26,UTA,1,0,5,0,29.7,0,0,19.8,0,0,9.9,0,0,0,,0,0,0,0,0,0,0,0,0,,0,120,cheatzy01,101,Zylan Cheatham,SF,26,UTA,1,5,-23.8,0,0.667,0,0,0,0,0,0,0,0,26.1,,-0.1,0,-0.1,-0.61,,-19.3,-11.3,-30.6,0,cheatzy01,101,Zylan Cheatham,SF,26,UTA,1,5,,,,100%,,-118.2,-124.4,0,0,0,0,0,0,0,0,0,cheatzy01,101,Zylan Cheatham,SF,26,UTA,1,5,0,17.2,,0.333,0.333,0,0,0,0.667,,0,0,,,,0,,,,,0,0,,0.5,0,,0,0,cheatzy01,2022
102,Chris Chiozza,PG,26,GSW,34,1,10.9,0.7,2.4,0.296,0.5,1.6,0.321,0.2,0.8,0.25,0.401,0.1,0.1,0.667,0.3,0.8,1.1,1.9,0.4,0,0.9,0.9,2,chiozch01,102,Chris Chiozza,PG,26,GSW,34,1,372,3.1,10.6,0.296,2.2,6.9,0.321,0.9,3.7,0.25,0.3,0.4,0.667,1.2,3.5,4.7,8.5,1.7,0,4.2,4.2,8.8,,88,110,chiozch01,102,Chris Chiozza,PG,26,GSW,34,372,4.4,0.407,0.654,0.037,2.7,7.7,5.3,22.5,1.7,0,28,13.4,,-0.5,0.5,0,-0.004,,-5.7,-0.2,-6,-0.4,chiozch01,102,Chris Chiozza,PG,26,GSW,34,372,100%,,,,,-7.1,-14.1,18,11,16,1,1,8,158,1,6,chiozch01,102,Chris Chiozza,PG,26,GSW,34,372,0.296,19.4,,0.346,0.111,0.136,0.049,0.049,0.654,,0.25,0.222,0.273,0,0.5,0.321,,0.143,0.765,,0,0,,0.245,0.231,,0,0,chiozch01,2022
103,Marquese Chriss,PF,24,DAL,34,0,10.2,1.8,3.9,0.463,0.2,0.7,0.32,1.6,3.2,0.495,0.493,0.6,1,0.667,1,2.1,3,0.5,0.4,0.4,0.5,1.9,4.5,chrisma01,103,Marquese Chriss,PF,24,DAL,34,0,346,9,19.5,0.463,1.2,3.6,0.32,7.9,15.9,0.495,3.2,4.8,0.667,4.8,10.2,15,2.5,1.9,1.7,2.5,9.3,22.4,,107,105,chrisma01,103,Marquese Chriss,PF,24,DAL,34,346,14.8,0.518,0.187,0.246,10.6,22.5,16.5,7.7,1.9,3.1,10.3,21.5,,0.2,0.6,0.8,0.108,,-3.8,0,-3.8,-0.2,chrisma01,103,Marquese Chriss,PF,24,DAL,34,346,,,2%,31%,67%,-4,-8.3,4,3,36,9,14,2,42,3,20,chrisma01,103,Marquese Chriss,PF,24,DAL,34,346,0.463,7.8,,0.813,0.53,0.254,0.015,0.015,0.187,,0.495,0.592,0.265,1,0.5,0.32,,0.833,1,,0.269,27,,0.2,0.4,,1,0,chrisma01,2022
104,Josh Christopher,SG,20,HOU,74,2,18,3,6.8,0.448,0.8,2.6,0.296,2.3,4.2,0.54,0.504,1.1,1.5,0.735,0.7,1.8,2.5,2,0.9,0.2,1.5,1.3,7.9,chrisjo01,104,Josh Christopher,SG,20,HOU,74,2,1334,8,17.8,0.448,2,6.7,0.296,6,11.1,0.54,3,4,0.735,1.9,4.8,6.6,5.4,2.3,0.5,4.1,3.5,20.9,,101,117,chrisjo01,104,Josh Christopher,SG,20,HOU,74,1334,12.2,0.534,0.378,0.226,4.3,11.1,7.7,17.3,2.3,0.9,17.2,21.1,,-0.4,0.7,0.3,0.01,,-2.2,-1.3,-3.5,-0.5,chrisjo01,104,Josh Christopher,SG,20,HOU,74,1334,11%,59%,28%,1%,,-10.5,-2.3,55,36,42,6,47,7,361,10,34,chrisjo01,104,Josh Christopher,SG,20,HOU,74,1334,0.448,13.3,,0.622,0.3,0.188,0.114,0.02,0.378,,0.54,0.647,0.532,0.333,0.2,0.296,,0.423,0.768,,0.078,35,,0.217,0.317,,6,0,chrisjo01,2022
105,Gary Clark,PF,27,NOP,38,1,9.9,0.9,2.3,0.375,0.7,1.8,0.4,0.1,0.5,0.278,0.534,0.2,0.3,0.7,0.6,1.8,2.4,0.5,0.3,0.2,0.3,0.5,2.7,clarkga01,105,Gary Clark,PF,27,NOP,38,1,378,4.3,11.5,0.375,3.7,9.1,0.4,0.7,2.4,0.278,0.9,1.3,0.7,3,8.7,11.8,2.4,1.7,0.9,1.3,2.6,13.2,,116,112,clarkga01,105,Gary Clark,PF,27,NOP,38,378,11.4,0.547,0.795,0.114,6.6,20.1,13.2,6.4,1.7,1.8,9.8,11.6,,0.3,0.4,0.7,0.092,,0.1,0,0.1,0.2,clarkga01,105,Gary Clark,PF,27,NOP,38,378,,,30%,67%,3%,0,1.2,6,2,11,0,4,3,46,0,6,clarkga01,105,Gary Clark,PF,27,NOP,38,378,0.375,20.1,,0.205,0.091,0.102,0.011,0,0.795,,0.278,0.125,0.444,0,,0.4,,0.8,0.964,,0.011,0,,0.571,0.5,,0,0,clarkga01,2022
106,Brandon Clarke,PF,25,MEM,64,1,19.5,4.5,7,0.644,0.1,0.3,0.227,4.4,6.6,0.666,0.65,1.3,2,0.654,2.1,3.2,5.3,1.3,0.6,1.1,0.5,1.9,10.4,clarkbr01,106,Brandon Clarke,PF,25,MEM,64,1,1246,11.1,17.2,0.644,0.2,0.8,0.227,10.9,16.3,0.666,3.3,5,0.654,5.2,7.9,13.1,3.3,1.5,2.6,1.3,4.7,25.6,,138,108,clarkbr01,106,Brandon Clarke,PF,25,MEM,64,1246,23.7,0.66,0.049,0.291,11.1,17.8,14.4,10.3,1.5,4.9,6.3,17.7,,4.4,1.9,6.3,0.241,,3.1,1.1,4.2,2,clarkbr01,106,Brandon Clarke,PF,25,MEM,64,1246,,,17%,82%,1%,8,3.2,6,10,59,12,61,4,206,21,26,clarkbr01,106,Brandon Clarke,PF,25,MEM,64,1246,0.644,5.4,,0.951,0.508,0.311,0.116,0.016,0.049,,0.666,0.775,0.568,0.462,0.571,0.227,,0.7,1,,0.181,77,,0.682,0.2,,0,0,clarkbr01,2022
107,Jordan Clarkson,SG,29,UTA,79,1,27.1,5.9,14.1,0.419,2.4,7.6,0.318,3.5,6.5,0.535,0.504,1.8,2.2,0.828,0.8,2.6,3.5,2.5,0.8,0.2,1.6,1.9,16,clarkjo01,107,Jordan Clarkson,SG,29,UTA,79,1,2141,10.8,25.7,0.419,4.4,13.8,0.318,6.4,11.9,0.535,3.3,4,0.828,1.5,4.8,6.3,4.5,1.5,0.4,3,3.4,29.2,,108,113,clarkjo01,107,Jordan Clarkson,SG,29,UTA,79,2141,14.9,0.532,0.536,0.156,3.5,10.2,7,14.5,1.5,0.7,9.8,26.8,,1.5,2,3.5,0.079,,0.5,-1.2,-0.6,0.7,clarkjo01,107,Jordan Clarkson,SG,29,UTA,79,2141,1%,87%,12%,,,8.2,4.7,52,48,45,11,75,8,476,27,40,clarkjo01,107,Jordan Clarkson,SG,29,UTA,79,2141,0.419,16.9,,0.464,0.099,0.272,0.075,0.018,0.536,,0.535,0.627,0.515,0.554,0.25,0.318,,0.221,0.674,,0.012,8,,0.193,0.348,,2,0,clarkjo01,2022
108,Nic Claxton,C,22,BRK,47,19,20.7,3.8,5.6,0.674,0,0,,3.8,5.6,0.674,0.674,1.1,2,0.581,1.9,3.7,5.6,0.9,0.5,1.1,0.8,2.3,8.7,claxtni01,108,Nic Claxton,C,22,BRK,47,19,974,8.9,13.1,0.674,0,0,,8.9,13.1,0.674,2.7,4.6,0.581,4.5,8.6,13.1,2.1,1.2,2.5,1.9,5.5,20.4,,130,111,claxtni01,108,Nic Claxton,C,22,BRK,47,974,18.6,0.672,0,0.352,10.4,18.9,14.8,6.4,1.2,4.7,11.1,15.1,,2.3,1.2,3.5,0.171,,0.3,0.2,0.5,0.6,claxtni01,108,Nic Claxton,C,22,BRK,47,974,,,,7%,93%,0.7,-0.9,7,12,59,12,48,5,104,15,20,claxtni01,108,Nic Claxton,C,22,BRK,47,974,0.674,2.5,,1,0.697,0.284,0.019,0,0,,0.674,0.815,0.347,0.4,,,,0.736,,,0.356,88,,,,,0,0,claxtni01,2022
109,Amir Coffey,SG,24,LAC,69,30,22.7,3.1,6.8,0.453,1.4,3.7,0.378,1.7,3.1,0.542,0.556,1.5,1.7,0.863,0.4,2.5,2.9,1.8,0.6,0.2,0.7,1.3,9,coffeam01,109,Amir Coffey,SG,24,LAC,69,30,1567,6.6,14.6,0.453,3,7.9,0.378,3.6,6.6,0.542,3.2,3.7,0.863,0.8,5.3,6.2,3.9,1.2,0.5,1.4,2.7,19.4,,120,113,coffeam01,109,Amir Coffey,SG,24,LAC,69,1567,13,0.598,0.545,0.251,1.8,11.2,6.7,11.4,1.2,0.8,8,15.8,,2.3,1.5,3.8,0.116,,-0.3,0,-0.3,0.7,coffeam01,109,Amir Coffey,SG,24,LAC,69,1567,3%,53%,39%,5%,,-0.5,-1.1,18,16,41,4,57,11,307,14,28,coffeam01,109,Amir Coffey,SG,24,LAC,69,1567,0.453,16.8,,0.455,0.165,0.167,0.077,0.045,0.545,,0.542,0.779,0.449,0.417,0.238,0.378,,0.591,0.938,,0.034,14,,0.291,0.365,,1,0,coffeam01,2022
110,John Collins,PF,24,ATL,54,53,30.8,6.3,11.9,0.526,1.2,3.3,0.364,5.1,8.7,0.588,0.576,2.5,3.1,0.793,1.7,6.1,7.8,1.8,0.6,1,1.1,3,16.2,collijo01,110,John Collins,PF,24,ATL,54,53,1663,10,19,0.526,1.9,5.2,0.364,8.1,13.8,0.588,4,5,0.793,2.7,9.7,12.5,2.9,1,1.7,1.8,4.8,25.9,,122,114,collijo01,110,John Collins,PF,24,ATL,54,1663,18.7,0.61,0.273,0.262,6.2,21.5,13.9,8.9,1,3,7.7,20.5,,3.6,1.4,5.1,0.146,,1.5,0,1.5,1.5,collijo01,110,John Collins,PF,24,ATL,54,1663,,,,94%,6%,1,-1.4,26,12,86,13,68,18,224,17,38,collijo01,110,John Collins,PF,24,ATL,54,1663,0.526,11,,0.727,0.334,0.211,0.127,0.054,0.273,,0.588,0.753,0.463,0.439,0.4,0.364,,0.793,0.984,,0.146,85,,0.318,0.375,,0,0,collijo01,2022
111,Zach Collins,C,24,SAS,28,4,17.9,2.7,5.5,0.49,0.5,1.5,0.341,2.2,4.1,0.544,0.535,1.9,2.3,0.8,1.6,3.8,5.5,2.2,0.5,0.8,1.6,2.4,7.8,colliza01,111,Zach Collins,C,24,SAS,28,4,502,7.3,14.8,0.49,1.3,3.9,0.341,5.9,10.9,0.544,5,6.2,0.8,4.4,10.2,14.6,5.8,1.2,2.2,4.3,6.4,20.8,,112,109,colliza01,111,Zach Collins,C,24,SAS,28,502,16.4,0.594,0.265,0.419,9.5,22.5,16,16.3,1.2,3.8,19.7,19.2,,0.6,0.7,1.2,0.118,,-1.2,1,-0.2,0.2,colliza01,111,Zach Collins,C,24,SAS,28,502,,,,16%,84%,2.2,2.4,19,13,47,9,23,3,134,4,16,colliza01,111,Zach Collins,C,24,SAS,28,502,0.49,11,,0.735,0.29,0.316,0.065,0.065,0.265,,0.544,0.756,0.347,0.5,0.6,0.341,,0.742,1,,0.039,6,,0.049,0.5,,0,0,colliza01,2022
112,Darren Collison,PG,34,LAL,3,0,12.3,0.7,2.3,0.286,0,1,0,0.7,1.3,0.5,0.286,0,0,,0,1.3,1.3,0.7,0.3,0,0.3,1.7,1.3,collida01,112,Darren Collison,PG,34,LAL,3,0,37,2.6,9.1,0.286,0,3.9,0,2.6,5.2,0.5,0,0,,0,5.2,5.2,2.6,1.3,0,1.3,6.5,5.2,,65,116,collida01,112,Darren Collison,PG,34,LAL,3,37,-0.2,0.286,0.429,0,0,11.6,5.8,6.8,1.3,0,12.5,9.3,,-0.1,0,-0.1,-0.07,,-10,-0.9,-10.9,-0.1,collida01,112,Darren Collison,PG,34,LAL,3,37,100%,,,,,-21.7,-18.8,1,0,5,0,0,0,4,0,0,collida01,112,Darren Collison,PG,34,LAL,3,37,0.286,16.1,,0.571,0.286,0,0,0.286,0.429,,0.5,1,,,0,0,,1,,,0,0,,1,0,,0,0,collida01,2022
113,Mike Conley,PG,34,UTA,72,72,28.6,4.8,11,0.435,2.3,5.8,0.408,2.4,5.2,0.464,0.542,1.8,2.3,0.796,0.7,2.4,3,5.3,1.3,0.3,1.7,2,13.7,conlemi01,113,Mike Conley,PG,34,UTA,72,72,2058,8.3,19,0.435,4.1,9.9,0.408,4.2,9.1,0.464,3.1,3.9,0.796,1.1,4.1,5.2,9.2,2.3,0.5,3,3.4,23.7,,120,111,conlemi01,113,Mike Conley,PG,34,UTA,72,2058,17.2,0.572,0.523,0.205,2.6,8.8,5.8,27.7,2.3,0.9,12.5,20.9,,4.4,2.3,6.7,0.157,,2.4,0.7,3.1,2.7,conlemi01,113,Mike Conley,PG,34,UTA,72,2058,100%,,,,,7.7,3.3,87,25,49,2,53,21,923,12,28,conlemi01,113,Mike Conley,PG,34,UTA,72,2058,0.435,17.1,,0.477,0.075,0.268,0.109,0.025,0.523,,0.464,0.559,0.453,0.442,0.4,0.408,,0.257,0.521,,0.001,0,,0.167,0.391,,1,0,conlemi01,2022
114,Pat Connaughton,SF,29,MIL,65,19,26,3.5,7.6,0.458,2.2,5.7,0.395,1.2,1.9,0.643,0.605,0.7,0.8,0.833,0.7,3.5,4.2,1.3,0.9,0.2,0.5,1.3,9.9,connapa01,114,Pat Connaughton,SF,29,MIL,65,19,1691,6.4,14.1,0.458,4.1,10.5,0.395,2.3,3.6,0.643,1.3,1.5,0.833,1.3,6.5,7.8,2.3,1.7,0.4,1,2.4,18.3,,124,113,connapa01,114,Pat Connaughton,SF,29,MIL,65,1691,13.4,0.62,0.746,0.109,2.9,14,8.6,6.6,1.7,0.9,6.3,14,,2.8,1.6,4.4,0.125,,0.8,0.3,1.2,1.4,connapa01,114,Pat Connaughton,SF,29,MIL,65,1691,1%,28%,58%,13%,,-1,-7.2,21,8,46,4,20,17,202,5,14,connapa01,114,Pat Connaughton,SF,29,MIL,65,1691,0.458,20.2,,0.254,0.161,0.065,0.022,0.006,0.746,,0.643,0.725,0.5,0.636,0,0.395,,0.778,0.952,,0.018,8,,0.295,0.45,,1,0,connapa01,2022
115,Tyler Cook,PF,24,CHI,20,2,10,1.2,1.9,0.605,0,0,,1.2,1.9,0.605,0.605,1.1,1.6,0.656,0.8,1.9,2.7,0.2,0.2,0.2,0.4,1.4,3.4,cookty01,115,Tyler Cook,PF,24,CHI,20,2,200,5.6,9.3,0.605,0,0,,5.6,9.3,0.605,5.1,7.8,0.656,3.9,9,12.9,0.7,1,1,1.7,6.8,16.4,,126,113,cookty01,115,Tyler Cook,PF,24,CHI,20,200,13,0.643,0,0.842,9.1,20.7,14.9,2,1,1.7,11.8,13,,0.4,0.2,0.5,0.127,,-3,-1.1,-4.1,-0.1,cookty01,115,Tyler Cook,PF,24,CHI,20,200,,,,25%,75%,-7.9,-7.9,1,1,15,5,14,8,8,1,6,cookty01,115,Tyler Cook,PF,24,CHI,20,200,0.605,2.2,,1,0.684,0.316,0,0,0,,0.605,0.692,0.417,,,,,0.783,,,0.395,14,,,,,0,0,cookty01,2022
116,Sharife Cooper,PG,20,ATL,13,0,3,0.2,1.1,0.214,0.1,0.5,0.167,0.2,0.6,0.25,0.25,0,0,,0,0.4,0.4,0.4,0,0,0.4,0.1,0.5,coopesh01,116,Sharife Cooper,PG,20,ATL,13,0,39,3.8,17.6,0.214,1.3,7.6,0.167,2.5,10.1,0.25,0,0,,0,6.3,6.3,6.3,0,0,6.3,1.3,8.8,,53,120,coopesh01,116,Sharife Cooper,PG,20,ATL,13,39,-5.4,0.25,0.429,0,0,14,7,16.3,0,0,26.3,21.3,,-0.2,0,-0.2,-0.297,,-11.3,-5,-16.3,-0.1,coopesh01,116,Sharife Cooper,PG,20,ATL,13,39,99%,1%,,,,-42.5,-44.8,2,2,0,0,0,0,12,0,3,coopesh01,116,Sharife Cooper,PG,20,ATL,13,39,0.214,11.6,,0.571,0.5,0.071,0,0,0.429,,0.25,0.143,1,,,0.167,,0.5,0,,0,0,,0.333,0,,0,0,coopesh01,2022
117,Petr Cornelie,PF,26,DEN,13,0,2.9,0.4,1.2,0.333,0.1,0.6,0.125,0.3,0.5,0.571,0.367,0.2,0.3,0.75,0.5,0.5,1.1,0.2,0.1,0.1,0.3,0.5,1.1,cornepe01,117,Petr Cornelie,PF,26,DEN,13,0,38,6.5,19.4,0.333,1.3,10.3,0.125,5.2,9,0.571,3.9,5.2,0.75,9,9,18.1,3.9,1.3,1.3,5.2,9,18.1,,93,111,cornepe01,117,Petr Cornelie,PF,26,DEN,13,38,9.6,0.418,0.533,0.267,21.3,19.9,20.6,10.8,1.3,2.4,19.3,24,,-0.1,0,0,-0.015,,-6.1,-2.7,-8.8,-0.1,cornepe01,117,Petr Cornelie,PF,26,DEN,13,38,,,,78%,22%,6,3.7,3,0,5,1,0,0,8,0,1,cornepe01,117,Petr Cornelie,PF,26,DEN,13,38,0.333,15.9,,0.467,0.333,0.067,0,0.067,0.533,,0.571,0.6,1,,0,0.125,,1,1,,0.267,2,,0.375,0,,0,0,cornepe01,2022
118,DeMarcus Cousins,C,31,TOT,48,7,14.9,3.1,6.8,0.46,0.8,2.5,0.303,2.3,4.2,0.554,0.517,2,2.6,0.76,1.5,4.1,5.6,1.5,0.7,0.4,1.8,2.9,9,couside01,118,DeMarcus Cousins,C,31,TOT,48,7,717,10.1,21.9,0.46,2.5,8.3,0.303,7.6,13.7,0.554,6.4,8.5,0.76,5,13.3,18.3,4.8,2.4,1.4,5.8,9.4,29.1,,105,106,couside01,118,DeMarcus Cousins,C,31,TOT,48,717,18.2,0.567,0.377,0.386,11.7,29.1,20.6,15.2,2.4,2.7,18.3,28.1,,0.3,1.3,1.6,0.104,,-1.8,0.2,-1.6,0.1,couside01,118,DeMarcus Cousins,C,31,TOT,48,717,,,,1%,99%,2.2,-0.7,37,13,69,27,59,11,179,18,26,couside01,118,DeMarcus Cousins,C,31,TOT,48,717,0.46,12.1,,0.623,0.361,0.225,0.015,0.022,0.377,,0.554,0.65,0.452,0.2,0.286,0.303,,0.598,1,,0.068,20,,0.049,0.333,,0,0,couside01,2022
118,DeMarcus Cousins,C,31,MIL,17,5,16.9,3.2,6.9,0.466,0.8,2.8,0.271,2.5,4.1,0.6,0.521,1.8,2.2,0.816,1.4,4.4,5.8,1.1,0.9,0.5,0.9,2.7,9.1,couside01,118,DeMarcus Cousins,C,31,MIL,17,5,287,9.2,19.7,0.466,2.2,8,0.271,7,11.7,0.6,5.2,6.4,0.816,4,12.4,16.4,3,2.7,1.3,2.7,7.7,25.8,,115,105,couside01,118,DeMarcus Cousins,C,31,MIL,17,287,19,0.572,0.407,0.322,9.1,26.8,18.1,9.3,2.7,2.7,10.6,22.4,,0.5,0.5,1,0.162,,-0.3,0.9,0.6,0.2,couside01,118,DeMarcus Cousins,C,31,MIL,17,287,,,,,100%,9.3,6.6,10,1,24,4,21,5,47,12,10,couside01,118,DeMarcus Cousins,C,31,MIL,17,287,0.466,12.2,,0.593,0.39,0.186,0.008,0.008,0.407,,0.6,0.674,0.5,0,0,0.271,,0.738,1,,0.068,8,,0.125,0.333,,0,0,couside01,2022
118,DeMarcus Cousins,C,31,DEN,31,2,13.9,3,6.6,0.456,0.8,2.4,0.324,2.3,4.3,0.53,0.515,2.1,2.8,0.736,1.6,3.9,5.5,1.7,0.6,0.4,2.2,3,8.9,couside01,118,DeMarcus Cousins,C,31,DEN,31,2,431,10.7,23.4,0.456,2.7,8.4,0.324,8,15,0.53,7.3,9.9,0.736,5.7,13.9,19.6,6,2.2,1.5,7.9,10.6,31.4,,101,106,couside01,118,DeMarcus Cousins,C,31,DEN,31,431,17.6,0.565,0.359,0.422,13.4,30.6,22.3,19.1,2.2,2.7,22,31.9,,-0.2,0.8,0.6,0.065,,-2.8,-0.2,-3.1,-0.1,couside01,118,DeMarcus Cousins,C,31,DEN,31,431,,,,1%,99%,-2.6,-5.5,27,12,45,23,38,6,132,6,16,couside01,118,DeMarcus Cousins,C,31,DEN,31,431,0.456,12,,0.641,0.345,0.248,0.019,0.029,0.359,,0.53,0.634,0.431,0.25,0.333,0.324,,0.514,1,,0.068,12,,0,,,0,0,couside01,2022
119,Robert Covington,PF,31,TOT,71,42,27.3,2.9,7,0.42,1.8,4.8,0.378,1.1,2.2,0.509,0.548,0.8,1,0.841,0.8,4.7,5.5,1.3,1.5,1.3,1.1,2.7,8.5,covinro01,119,Robert Covington,PF,31,TOT,71,42,1939,5.3,12.6,0.42,3.2,8.5,0.378,2,4,0.509,1.5,1.7,0.841,1.5,8.4,9.9,2.3,2.6,2.3,1.9,4.8,15.2,,108,110,covinro01,119,Robert Covington,PF,31,TOT,71,1939,12.4,0.572,0.681,0.139,3.3,18.9,11,6.8,2.6,4.4,12.4,13.5,,0.8,2.4,3.2,0.08,,-1.6,1.7,0.2,1.1,covinro01,119,Robert Covington,PF,31,TOT,71,1939,,1%,9%,84%,7%,1,10.7,43,13,99,14,23,9,229,2,28,covinro01,119,Robert Covington,PF,31,TOT,71,1939,0.42,18.8,,0.319,0.171,0.108,0.022,0.018,0.681,,0.509,0.659,0.333,0.273,0.444,0.378,,0.654,0.93,,0.03,12,,0.198,0.552,,0,0,covinro01,2022
119,Robert Covington,PF,31,POR,48,40,29.8,2.7,7,0.381,1.6,4.8,0.343,1,2.2,0.462,0.499,0.6,0.8,0.833,0.9,4.9,5.7,1.4,1.5,1.3,1.2,2.8,7.6,covinro01,119,Robert Covington,PF,31,POR,48,40,1431,4.4,11.5,0.381,2.7,7.9,0.343,1.7,3.6,0.462,1,1.2,0.833,1.4,8,9.4,2.3,2.5,2.2,2,4.5,12.5,,100,113,covinro01,119,Robert Covington,PF,31,POR,48,1431,10,0.519,0.685,0.107,3,18.6,10.5,6.7,2.5,4.3,14.2,12.4,,-0.3,1.4,1.1,0.037,,-2.8,1.6,-1.2,0.3,covinro01,119,Robert Covington,PF,31,POR,48,1431,,,1%,90%,9%,-2.2,10.4,31,13,67,9,11,8,172,1,18,covinro01,119,Robert Covington,PF,31,POR,48,1431,0.381,18.9,,0.315,0.164,0.11,0.021,0.021,0.685,,0.462,0.6,0.324,0.286,0.286,0.343,,0.612,0.962,,0.021,6,,0.191,0.477,,0,0,covinro01,2022
119,Robert Covington,PF,31,LAC,23,2,22.1,3.5,7,0.5,2.1,4.7,0.45,1.4,2.3,0.604,0.651,1.2,1.4,0.848,0.8,4.3,5.1,1,1.3,1.2,0.7,2.5,10.4,covinro01,119,Robert Covington,PF,31,LAC,23,2,509,7.8,15.6,0.5,4.7,10.5,0.45,3.1,5.1,0.604,2.7,3.2,0.848,1.7,9.5,11.3,2.3,2.8,2.7,1.6,5.6,23,,127,104,covinro01,119,Robert Covington,PF,31,LAC,23,509,19.4,0.677,0.673,0.204,3.9,20,12.2,7,2.8,4.7,8.8,16.7,,1.1,1,2.1,0.2,,1.9,2.2,4.1,0.8,covinro01,119,Robert Covington,PF,31,LAC,23,509,,4%,29%,66%,1%,10.2,11.5,12,0,32,5,12,1,57,1,10,covinro01,119,Robert Covington,PF,31,LAC,23,509,0.5,18.7,,0.327,0.185,0.105,0.025,0.012,0.673,,0.604,0.767,0.353,0.25,1,0.45,,0.719,0.878,,0.049,6,,0.211,0.696,,0,0,covinro01,2022
120,Torrey Craig,SF,31,TOT,78,16,20.5,2.6,5.7,0.454,1,3,0.329,1.6,2.7,0.594,0.541,0.5,0.7,0.75,1.1,2.9,4,1.2,0.6,0.5,0.9,1.9,6.6,craigto01,120,Torrey Craig,SF,31,TOT,78,16,1596,6.1,13.4,0.454,2.3,7.1,0.329,3.8,6.3,0.594,1.2,1.6,0.75,2.6,6.8,9.5,2.8,1.4,1.1,2,4.6,15.7,,110,113,craigto01,120,Torrey Craig,SF,31,TOT,78,1596,11,0.556,0.531,0.118,5.9,15.4,10.7,7.6,1.4,2,12.6,14.3,,0.9,1.4,2.3,0.07,,-1.7,-0.1,-1.8,0.1,craigto01,120,Torrey Craig,SF,31,TOT,78,1596,,1%,20%,77%,3%,-4.5,-5.8,35,19,73,4,25,13,223,8,14,craigto01,120,Torrey Craig,SF,31,TOT,78,1596,0.454,16,,0.469,0.231,0.141,0.057,0.041,0.531,,0.594,0.725,0.532,0.4,0.333,0.329,,0.585,0.961,,0.041,18,,0.41,0.365,,2,0,craigto01,2022
120,Torrey Craig,SF,31,IND,51,14,20.3,2.5,5.5,0.456,0.9,2.7,0.333,1.6,2.8,0.573,0.537,0.5,0.7,0.771,1.2,2.7,3.8,1.1,0.5,0.4,0.8,1.9,6.5,craigto01,120,Torrey Craig,SF,31,IND,51,14,1034,6.1,13.3,0.456,2.2,6.5,0.333,3.9,6.8,0.573,1.3,1.7,0.771,2.8,6.4,9.2,2.7,1.1,0.9,1.8,4.5,15.6,,112,117,craigto01,120,Torrey Craig,SF,31,IND,51,1034,10.8,0.555,0.491,0.125,6.3,14.9,10.5,7.7,1.1,1.6,11.6,13.9,,0.8,0.4,1.2,0.056,,-1.6,-0.6,-2.2,-0.1,craigto01,120,Torrey Craig,SF,31,IND,51,1034,,,5%,91%,4%,-7.7,-4.9,19,11,45,3,16,10,146,5,10,craigto01,120,Torrey Craig,SF,31,IND,51,1034,0.456,15.2,,0.509,0.26,0.135,0.057,0.057,0.491,,0.573,0.712,0.5,0.375,0.313,0.333,,0.561,0.978,,0.036,10,,0.442,0.443,,1,0,craigto01,2022
120,Torrey Craig,SF,31,PHO,27,2,20.8,2.7,5.9,0.45,1.1,3.6,0.323,1.5,2.4,0.641,0.547,0.4,0.6,0.706,1,3.3,4.3,1.2,0.8,0.6,1,2.1,6.9,craigto01,120,Torrey Craig,SF,31,PHO,27,2,562,6.2,13.7,0.45,2.7,8.2,0.323,3.5,5.5,0.641,1,1.5,0.706,2.3,7.5,9.8,2.8,1.9,1.5,2.4,4.8,16,,106,106,craigto01,120,Torrey Craig,SF,31,PHO,27,562,11.4,0.558,0.6,0.106,5.3,16.4,11,7.5,1.9,2.7,14.3,15,,0.2,1,1.1,0.096,,-1.9,0.9,-1.1,0.1,craigto01,120,Torrey Craig,SF,31,PHO,27,562,,3%,46%,51%,,1.5,-7.3,16,8,28,1,9,3,77,3,4,craigto01,120,Torrey Craig,SF,31,PHO,27,562,0.45,17.2,,0.4,0.181,0.15,0.056,0.013,0.6,,0.641,0.759,0.583,0.444,0.5,0.323,,0.634,0.935,,0.05,8,,0.365,0.229,,1,0,craigto01,2022
