Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,ORtg,DRtg,Player-additional,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional,Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,-9999,Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,10-Mar,16-Oct,16-3P,3P,,2P,0-3,10-Mar,16-Oct,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#,-9999
9,Malik Allen,PF,30,MIL,49,3,11.8,1.5,3.5,0.429,0,0,0,1.5,3.4,0.432,0.429,0.2,0.4,0.476,0.7,1.4,2.1,0.7,0.1,0.2,0.4,1.8,3.2,allenma01,9,Malik Allen,PF,30,MIL,49,3,579,4.5,10.6,0.429,0,0.1,0,4.5,10.5,0.432,0.6,1.3,0.476,2.2,4.2,6.4,2.2,0.4,0.7,1.2,5.5,9.7,allenma01,96,110,allenma01,9,Malik Allen,PF,30,MIL,49,579,7.3,0.435,0.006,0.124,6.8,14.5,10.5,9.5,0.6,1.7,10,15.4,,-0.2,0.5,0.3,0.024,,-4.2,-0.2,-4.5,-0.4,allenma01,9,Malik Allen,PF,30,MIL,49,579,,,,56%,44%,-1.2,0.1,7,5,63,4,8,4,85,2,12,allenma01,9,Malik Allen,PF,30,MIL,49,579,0.429,13.2,,0.994,0.176,0.076,0.288,0.453,0.006,,0.432,0.433,0.385,0.469,0.416,0,,0.753,,,0.029,5,,0,,,0,0,allenma01
10,Ray Allen*,SG,33,BOS,79,79,36.4,6.3,13.2,0.48,2.5,6.2,0.409,3.8,7,0.542,0.575,3,3.2,0.952,0.8,2.7,3.5,2.8,0.9,0.2,1.7,2,18.2,allenra02,10,Ray Allen*,SG,33,BOS,79,79,2876,6.2,13,0.48,2.5,6.1,0.409,3.8,6.9,0.542,3,3.1,0.952,0.8,2.7,3.5,2.7,0.9,0.2,1.7,2,17.9,allenra02,122,106,allenra02,10,Ray Allen*,SG,33,BOS,79,2876,17.3,0.624,0.467,0.239,2.9,8.6,5.9,12.6,1.3,0.4,10.4,20.8,,7.4,3.7,11.1,0.186,,3.7,0.3,4,4.3,allenra02,10,Ray Allen*,SG,33,BOS,79,2876,,81%,19%,,,11.4,10.8,68,47,95,6,81,13,477,20,38,allenra02,10,Ray Allen*,SG,33,BOS,79,2876,0.48,17,,0.533,0.188,0.058,0.096,0.191,0.467,,0.542,0.641,0.517,0.52,0.462,0.409,,0.54,0.925,,0.003,3,,0.379,0.478,,0,0,allenra02
11,Tony Allen,SG,27,BOS,46,2,19.3,3,6.2,0.482,0.1,0.6,0.222,2.8,5.6,0.51,0.493,1.7,2.4,0.725,0.5,1.8,2.3,1.4,1.2,0.5,1.7,2.1,7.8,allento01,11,Tony Allen,SG,27,BOS,46,2,887,5.6,11.5,0.482,0.2,1.1,0.222,5.3,10.4,0.51,3.2,4.4,0.725,0.9,3.3,4.2,2.7,2.2,0.9,3.1,4,14.6,allento01,98,100,allento01,11,Tony Allen,SG,27,BOS,46,887,12.9,0.541,0.095,0.384,3.2,10.7,7.1,12,3.2,2.1,18.8,21.5,,-0.2,1.8,1.6,0.085,,-2.4,2.5,0.1,0.5,allento01,11,Tony Allen,SG,27,BOS,46,887,,81%,19%,,,6.7,-2.2,26,18,37,21,59,5,147,23,29,allento01,11,Tony Allen,SG,27,BOS,46,887,0.482,6.5,,0.905,0.585,0.173,0.049,0.099,0.095,,0.51,0.62,0.367,0.071,0.321,0.222,,0.519,1,,0.063,18,,0.407,0.273,,0,0,allento01
12,Morris Almond,SG,23,UTA,25,1,10.2,1.3,3.2,0.407,0.2,0.7,0.294,1.1,2.6,0.438,0.438,0.8,1,0.808,0.4,1.1,1.4,0.3,0.2,0.2,0.6,1.2,3.7,almonmo01,12,Morris Almond,SG,23,UTA,25,1,255,4.7,11.4,0.407,0.7,2.4,0.294,4,9,0.438,3,3.7,0.808,1.3,3.8,5.1,1,0.6,0.6,2.3,4.4,13,almonmo01,94,110,almonmo01,12,Morris Almond,SG,23,UTA,25,255,7.3,0.498,0.21,0.321,4.2,12.6,8.4,4.2,0.8,1.2,14.8,19.1,,-0.1,0.2,0.1,0.01,,-4.5,-1.8,-6.3,-0.3,almonmo01,12,Morris Almond,SG,23,UTA,25,255,,81%,17%,2%,,-7.4,-10.9,5,5,19,3,13,0,17,4,7,almonmo01,12,Morris Almond,SG,23,UTA,25,255,0.407,11.6,,0.79,0.37,0.099,0.074,0.247,0.21,,0.438,0.467,0.375,0.667,0.35,0.294,,0.857,1,,0.012,1,,0.588,0.3,,0,0,almonmo01
13,Rafer Alston,PG,32,TOT,77,76,31.8,4.1,10.6,0.385,1.5,4.3,0.338,2.6,6.4,0.417,0.454,2,2.7,0.75,0.4,2.5,2.9,5.3,1.4,0.1,1.8,1.8,11.7,alstora01,13,Rafer Alston,PG,32,TOT,77,76,2447,4.6,12.1,0.385,1.6,4.9,0.338,3,7.2,0.417,2.3,3.1,0.75,0.5,2.9,3.3,6,1.6,0.1,2.1,2,13.2,alstora01,105,104,alstora01,13,Rafer Alston,PG,32,TOT,77,2447,13.8,0.494,0.404,0.254,1.6,8.8,5.3,27,2.3,0.3,13.3,19.9,,1.7,3.7,5.3,0.104,,-0.3,1.1,0.8,1.8,alstora01,13,Rafer Alston,PG,32,TOT,77,2447,90%,11%,,,,3.9,-2.6,96,27,63,8,66,9,931,6,38,alstora01,13,Rafer Alston,PG,32,TOT,77,2447,0.385,14.5,,0.596,0.279,0.14,0.051,0.126,0.404,,0.417,0.445,0.409,0.286,0.417,0.338,,0.118,0.804,,0,0,,0.097,0.344,,3,0,alstora01
13,Rafer Alston,PG,32,HOU,48,48,33.1,4,10.9,0.37,1.7,4.8,0.348,2.4,6.1,0.387,0.446,1.8,2.3,0.789,0.5,2.5,3,5.4,1.2,0.1,1.8,1.5,11.5,alstora01,13,Rafer Alston,PG,32,HOU,48,48,1591,4.4,11.8,0.37,1.8,5.2,0.348,2.6,6.6,0.387,1.9,2.5,0.789,0.6,2.7,3.3,5.8,1.3,0.2,2,1.6,12.5,alstora01,104,106,alstora01,13,Rafer Alston,PG,32,HOU,48,1591,12.8,0.484,0.441,0.209,1.9,8.4,5.3,25.9,1.9,0.3,13.4,19.2,,0.9,2.1,2.9,0.088,,-0.3,0.4,0.2,0.9,alstora01,13,Rafer Alston,PG,32,HOU,48,1591,84%,16%,,,,2.9,-2.7,59,19,33,3,32,4,584,1,19,alstora01,13,Rafer Alston,PG,32,HOU,48,1591,0.37,15.4,,0.559,0.238,0.149,0.061,0.111,0.441,,0.387,0.403,0.41,0.25,0.397,0.348,,0.159,0.738,,0,0,,0.065,0.4,,2,0,alstora01
13,Rafer Alston,PG,32,ORL,29,28,29.5,4.2,10.3,0.413,1.1,3.5,0.317,3.1,6.8,0.462,0.466,2.4,3.4,0.707,0.3,2.6,2.9,5.1,1.8,0.1,1.8,2.2,12,alstora01,13,Rafer Alston,PG,32,ORL,29,28,856,5.2,12.5,0.413,1.3,4.2,0.317,3.8,8.3,0.462,2.9,4.2,0.707,0.3,3.2,3.5,6.2,2.1,0.1,2.2,2.6,14.6,alstora01,107,101,alstora01,13,Rafer Alston,PG,32,ORL,29,856,15.6,0.509,0.339,0.332,1.1,9.6,5.5,28.9,3.1,0.3,13.2,21.2,,0.8,1.6,2.4,0.135,,-0.3,2.3,2,0.9,alstora01,13,Rafer Alston,PG,32,ORL,29,856,100%,,,,,5.8,-2.5,37,8,30,5,34,5,347,5,19,alstora01,13,Rafer Alston,PG,32,ORL,29,856,0.413,13,,0.661,0.352,0.124,0.034,0.151,0.339,,0.462,0.495,0.405,0.4,0.444,0.317,,0.066,0.969,,0,0,,0.168,0.294,,1,0,alstora01
14,Lou Amundson,PF,26,PHO,76,0,13.7,1.8,3.3,0.536,0,0,0,1.8,3.3,0.538,0.536,0.7,1.6,0.442,1.7,1.9,3.6,0.4,0.4,0.9,0.7,2,4.2,amundlo01,14,Lou Amundson,PF,26,PHO,76,0,1044,4.6,8.6,0.536,0,0,0,4.6,8.6,0.538,1.8,4.1,0.442,4.4,4.9,9.3,1,1.1,2.2,1.9,5.3,11.1,amundlo01,108,109,amundlo01,14,Lou Amundson,PF,26,PHO,76,1044,13.3,0.53,0.004,0.48,14.9,15.3,15.1,3.7,1.5,4.6,15.6,15.1,,0.8,1,1.8,0.082,,-2.2,-0.3,-2.5,-0.1,amundlo01,14,Lou Amundson,PF,26,PHO,76,1044,,,5%,71%,24%,2.8,1,19,22,85,5,57,16,61,16,26,amundlo01,14,Lou Amundson,PF,26,PHO,76,1044,0.536,3.1,,0.996,0.728,0.164,0.06,0.044,0.004,,0.538,0.604,0.293,0.333,0.636,0,,0.701,,,0.168,37,,0,,,1,0,amundlo01
15,Chris Andersen,C,30,DEN,71,1,20.6,2.3,4.1,0.548,0,0.1,0.2,2.2,4,0.56,0.551,1.8,2.5,0.718,2.3,3.9,6.2,0.4,0.6,2.5,1,2.5,6.4,anderch01,15,Chris Andersen,C,30,DEN,71,1,1460,3.9,7.2,0.548,0,0.2,0.2,3.9,7,0.56,3.2,4.5,0.718,4,6.9,10.9,0.8,1,4.3,1.7,4.3,11.1,anderch01,120,101,anderch01,15,Chris Andersen,C,30,DEN,71,1460,18.1,0.608,0.034,0.62,13.4,21.6,17.6,3.2,1.4,9.3,15.7,13.4,,2.5,2.8,5.4,0.176,,-0.3,2.4,2.2,1.5,anderch01,15,Chris Andersen,C,30,DEN,71,1460,,,,33%,67%,3.8,0.3,27,15,105,14,72,20,70,9,26,anderch01,15,Chris Andersen,C,30,DEN,71,1460,0.548,3.7,,0.966,0.747,0.089,0.065,0.065,0.034,,0.56,0.628,0.269,0.368,0.368,0.2,,0.639,0.5,,0.247,64,,0.3,0.333,,1,1,anderch01
16,Ryan Anderson,PF,20,NJN,66,30,19.9,2.4,6.2,0.393,1,2.9,0.365,1.4,3.3,0.417,0.478,1.5,1.8,0.845,1.6,3.1,4.7,0.8,0.7,0.3,1,2.4,7.4,anderry01,16,Ryan Anderson,PF,20,NJN,66,30,1312,4.4,11.2,0.393,1.9,5.2,0.365,2.5,6,0.417,2.7,3.2,0.845,2.9,5.7,8.5,1.4,1.2,0.5,1.7,4.3,13.4,anderry01,108,109,anderry01,16,Ryan Anderson,PF,20,NJN,66,1312,13.6,0.532,0.464,0.285,9.3,19,14.1,6.4,1.8,1.2,12.1,18.6,,1.3,1.2,2.5,0.09,,-0.3,-0.9,-1.1,0.3,anderry01,16,Ryan Anderson,PF,20,NJN,66,1312,,,1%,84%,15%,-0.9,2.8,16,24,101,11,53,10,117,8,53,anderry01,16,Ryan Anderson,PF,20,NJN,66,1312,0.393,13.3,,0.536,0.413,0.054,0.01,0.059,0.464,,0.417,0.435,0.318,0.5,0.375,0.365,,0.582,0.986,,0.049,18,,0.217,0.341,,0,0,anderry01
17,Carmelo Anthony,SF,24,DEN,66,66,34.5,8.1,18.3,0.443,1,2.6,0.371,7.2,15.7,0.455,0.469,5.6,7.1,0.793,1.6,5.2,6.8,3.4,1.1,0.4,3,3,22.8,anthoca01,17,Carmelo Anthony,SF,24,DEN,66,66,2277,8.5,19.1,0.443,1,2.7,0.371,7.5,16.4,0.455,5.9,7.4,0.793,1.7,5.4,7.1,3.5,1.2,0.4,3.1,3.1,23.8,anthoca01,105,107,anthoca01,17,Carmelo Anthony,SF,24,DEN,66,2277,19,0.532,0.141,0.388,5.6,17,11.5,18.1,1.7,0.8,12.3,31.5,,2.4,2.6,5,0.105,,1.5,-1,0.5,1.5,anthoca01,17,Carmelo Anthony,SF,24,DEN,66,2277,,3%,95%,2%,,6.8,7.5,70,59,67,39,196,10,480,38,82,anthoca01,17,Carmelo Anthony,SF,24,DEN,66,2277,0.443,11.5,,0.859,0.351,0.084,0.132,0.292,0.141,,0.455,0.568,0.386,0.314,0.402,0.371,,0.428,0.873,,0.057,64,,0.176,0.433,,3,0,anthoca01
18,Joel Anthony,C,26,MIA,65,28,16.1,0.9,1.8,0.483,0,0,,0.9,1.8,0.483,0.483,0.5,0.7,0.652,1.4,1.7,3,0.4,0.3,1.4,0.6,2.1,2.2,anthojo01,18,Joel Anthony,C,26,MIA,65,28,1048,2,4.1,0.483,0,0,,2,4.1,0.483,1,1.6,0.652,3.1,3.7,6.8,0.9,0.7,3.2,1.4,4.8,4.9,anthojo01,106,106,anthojo01,18,Joel Anthony,C,26,MIA,65,1048,9.3,0.521,0,0.39,10.1,12.4,11.2,3.7,1,7.2,22.9,8,,0.4,1.4,1.7,0.079,,-4.5,1.8,-2.7,-0.2,anthojo01,18,Joel Anthony,C,26,MIA,65,1048,,,,5%,95%,-3.7,-5.1,12,13,95,8,21,8,66,4,18,anthojo01,18,Joel Anthony,C,26,MIA,65,1048,0.483,3.4,,1,0.627,0.271,0.068,0.034,0,,0.483,0.595,0.313,0.375,0,,,0.596,,,0.178,17,,,,,0,0,anthojo01
19,Gilbert Arenas,PG,27,WAS,2,2,31.5,3,11.5,0.261,1,3.5,0.286,2,8,0.25,0.304,6,8,0.75,0.5,4,4.5,10,0,0.5,0.5,2,13,arenagi01,19,Gilbert Arenas,PG,27,WAS,2,2,63,3.4,13.1,0.261,1.1,4,0.286,2.3,9.1,0.25,6.9,9.1,0.75,0.6,4.6,5.1,11.4,0,0.6,0.6,2.3,14.9,arenagi01,116,117,arenagi01,19,Gilbert Arenas,PG,27,WAS,2,63,18.9,0.433,0.304,0.696,1.8,15.3,8.4,47.8,0,1.3,3.2,22.4,,0.2,0,0.2,0.115,,3,-2.2,0.8,0,arenagi01,19,Gilbert Arenas,PG,27,WAS,2,63,100%,,,,,2.7,11.1,1,0,1,0,2,0,42,0,2,arenagi01,19,Gilbert Arenas,PG,27,WAS,2,63,0.261,14.3,,0.696,0.304,0.087,0,0.304,0.304,,0.25,0.143,0.5,,0.286,0.286,,0.25,1,,0,0,,0.143,0,,0,0,arenagi01
20,Trevor Ariza,SF,23,LAL,82,20,24.4,3.3,7.3,0.46,0.7,2.3,0.319,2.6,4.9,0.526,0.511,1.5,2.1,0.71,1.4,2.9,4.3,1.8,1.7,0.3,1.1,2,8.9,arizatr01,20,Trevor Ariza,SF,23,LAL,82,20,1999,4.9,10.7,0.46,1.1,3.4,0.319,3.8,7.3,0.526,2.2,3,0.71,2,4.3,6.3,2.6,2.5,0.4,1.6,3,13.1,arizatr01,112,102,arizatr01,20,Trevor Ariza,SF,23,LAL,82,1999,15.5,0.544,0.32,0.284,6.4,13.4,10,10.4,3.5,0.9,11.5,16.6,,2.5,3.5,6.1,0.146,,0.2,2.2,2.4,2.3,arizatr01,20,Trevor Ariza,SF,23,LAL,82,1999,,4%,94%,2%,,8.1,-0.1,44,15,63,8,80,15,324,21,32,arizatr01,20,Trevor Ariza,SF,23,LAL,82,1999,0.46,12.3,,0.68,0.435,0.05,0.037,0.158,0.32,,0.526,0.625,0.4,0.182,0.372,0.319,,0.549,0.934,,0.122,67,,0.429,0.28,,5,0,arizatr01
