Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,ORtg,DRtg,Player-additional,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional,Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,-9999,Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,10-Mar,16-Oct,16-3P,3P,,2P,0-3,10-Mar,16-Oct,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#,-9999
11,Al-Farouq Aminu,PF,27,POR,69,67,30,3.3,8.4,0.395,1.8,4.9,0.369,1.5,3.5,0.432,0.503,0.9,1.2,0.738,1.4,6.2,7.6,1.2,1.1,0.6,1.1,2,9.3,aminual01,11,Al-Farouq Aminu,PF,27,POR,69,67,2072,4,10.1,0.395,2.2,5.9,0.369,1.8,4.2,0.432,1,1.4,0.738,1.7,7.4,9.1,1.5,1.4,0.7,1.4,2.4,11.2,aminual01,105,104,aminual01,11,Al-Farouq Aminu,PF,27,POR,69,2072,12,0.522,0.582,0.137,5.2,22.3,13.8,5.8,1.9,1.6,11.3,14.8,,0.9,3.2,4.2,0.097,,-0.7,1.1,0.4,1.3,aminual01,11,Al-Farouq Aminu,PF,27,POR,69,2072,,,3%,96%,1%,5.2,4.9,34,21,62,8,33,8,197,5,16,aminual01,11,Al-Farouq Aminu,PF,27,POR,69,2072,0.395,16.5,,0.418,0.215,0.12,0.026,0.057,0.582,,0.432,0.608,0.314,0.133,0.152,0.369,,0.486,0.96,,0.041,23,,0.28,0.474,,0,0,aminual01
12,Justin Anderson,SF,24,PHI,38,0,13.7,2.3,5.3,0.431,0.9,2.7,0.33,1.4,2.6,0.535,0.515,0.7,1,0.737,0.7,1.8,2.4,0.7,0.4,0.2,0.4,1.4,6.2,anderju01,12,Justin Anderson,SF,24,PHI,38,0,519,6,14,0.431,2.4,7.1,0.33,3.7,6.9,0.535,1.9,2.6,0.737,1.7,4.7,6.5,1.7,1,0.5,1.1,3.7,16.4,anderju01,110,107,anderju01,12,Justin Anderson,SF,24,PHI,38,519,13,0.54,0.51,0.188,5.4,13.6,9.6,7.1,1.4,1.1,6.8,19.3,,0.6,0.7,1.2,0.115,,-0.6,-0.3,-0.9,0.1,anderju01,12,Justin Anderson,SF,24,PHI,38,519,,16%,65%,19%,,-6.3,-12.7,9,1,26,2,18,1,58,4,13,anderju01,12,Justin Anderson,SF,24,PHI,38,519,0.431,14.8,,0.49,0.302,0.104,0.04,0.045,0.51,,0.535,0.672,0.238,0.375,0.444,0.33,,0.679,0.941,,0.104,17,,0.291,0.3,,1,0,anderju01
13,Kyle Anderson,SF,24,SAS,74,67,26.7,3.1,5.9,0.527,0.3,0.8,0.333,2.9,5.1,0.556,0.549,1.4,2,0.712,1.1,4.2,5.4,2.7,1.6,0.8,1.3,1.5,7.9,anderky01,13,Kyle Anderson,SF,24,SAS,74,67,1978,4.2,8,0.527,0.3,1,0.333,3.9,6.9,0.556,1.9,2.7,0.712,1.5,5.7,7.2,3.7,2.1,1.1,1.7,2.1,10.6,anderky01,114,101,anderky01,13,Kyle Anderson,SF,24,SAS,74,1978,15.9,0.582,0.13,0.333,4.7,17.6,11.1,14.7,2.9,2.5,15.8,13.5,,2.4,3.8,6.2,0.151,,-0.4,3.3,2.9,2.4,anderky01,13,Kyle Anderson,SF,24,SAS,74,1978,,,63%,37%,,4.3,2.7,58,15,44,3,66,10,481,16,31,anderky01,13,Kyle Anderson,SF,24,SAS,74,1978,0.527,8.4,,0.87,0.388,0.249,0.128,0.105,0.13,,0.556,0.688,0.459,0.482,0.391,0.333,,0.514,0.947,,0.039,15,,0.649,0.405,,1,0,anderky01
14,Ryan Anderson,PF,29,HOU,66,50,26.1,3.1,7.3,0.431,2,5.1,0.386,1.2,2.1,0.539,0.568,1.1,1.4,0.774,1.4,3.6,5,0.9,0.4,0.3,0.6,1.9,9.3,anderry01,14,Ryan Anderson,PF,29,HOU,66,50,1725,4.3,10,0.431,2.7,7.1,0.386,1.6,2.9,0.539,1.5,1.9,0.774,2,4.9,6.9,1.3,0.5,0.4,0.9,2.6,12.9,anderry01,121,109,anderry01,14,Ryan Anderson,PF,29,HOU,66,1725,12.6,0.592,0.706,0.194,6.2,15.4,10.8,5.1,0.7,1,7.5,14.4,,3.1,1.7,4.8,0.132,,0.9,-0.8,0.1,0.9,anderry01,14,Ryan Anderson,PF,29,HOU,66,1725,,,,76%,24%,6.4,-3.9,11,14,54,9,43,2,155,6,13,anderry01,14,Ryan Anderson,PF,29,HOU,66,1725,0.431,20.4,,0.294,0.142,0.044,0.04,0.069,0.706,,0.539,0.647,0.143,0.579,0.545,0.386,,0.342,0.992,,0.019,9,,0.109,0.405,,0,0,anderry01
15,Ike Anigbogu,C,19,IND,11,0,2.7,0.4,0.8,0.444,0,0,,0.4,0.8,0.444,0.444,0.5,0.5,0.833,0.5,0.4,0.8,0,0.1,0.3,0.2,0.1,1.2,anigbik01,15,Ike Anigbogu,C,19,IND,11,0,30,4.8,10.8,0.444,0,0,,4.8,10.8,0.444,6,7.2,0.833,6,4.8,10.8,0,1.2,3.6,2.4,1.2,15.6,anigbik01,114,104,anigbik01,15,Ike Anigbogu,C,19,IND,11,30,21.6,0.558,0,0.667,19,15,16.9,0,1.7,8.9,14.7,20.3,,0.1,0,0.1,0.165,,1.8,0.1,1.9,0,anigbik01,15,Ike Anigbogu,C,19,IND,11,30,,,,,100%,-24.7,-26.5,1,1,0,0,3,0,0,0,2,anigbik01,15,Ike Anigbogu,C,19,IND,11,30,0.444,10.4,,1,0.222,0.111,0.333,0.333,0,,0.444,0.5,0,0.333,0.667,,,0.5,,,0.222,1,,,,,0,0,anigbik01
16,Giannis Antetokounmpo,PF,23,MIL,75,75,36.7,9.9,18.7,0.529,0.6,1.9,0.307,9.3,16.8,0.554,0.545,6.5,8.5,0.76,2.1,8,10,4.8,1.5,1.4,3,3.1,26.9,antetgi01,16,Giannis Antetokounmpo,PF,23,MIL,75,75,2756,9.7,18.3,0.529,0.6,1.8,0.307,9.1,16.5,0.554,6.4,8.4,0.76,2,7.8,9.8,4.7,1.4,1.4,2.9,3,26.3,antetgi01,116,106,antetgi01,16,Giannis Antetokounmpo,PF,23,MIL,75,2756,27.3,0.598,0.1,0.457,6.7,25.3,16,23.7,2,3.3,11.7,31.2,,8.3,3.6,11.9,0.207,,5.3,0.9,6.2,5.7,antetgi01,16,Giannis Antetokounmpo,PF,23,MIL,75,2756,,,,93%,7%,2.8,9.4,79,67,83,39,316,3,890,78,85,antetgi01,16,Giannis Antetokounmpo,PF,23,MIL,75,2756,0.529,8.4,,0.9,0.454,0.173,0.114,0.16,0.1,,0.554,0.756,0.355,0.35,0.339,0.307,,0.429,0.907,,0.122,161,,0.107,0.333,,1,0,antetgi01
17,Carmelo Anthony,PF,33,OKC,78,78,32.1,6.1,15,0.404,2.2,6.1,0.357,3.9,8.9,0.437,0.476,1.9,2.5,0.767,0.9,4.9,5.8,1.3,0.6,0.6,1.3,2.5,16.2,anthoca01,17,Carmelo Anthony,PF,33,OKC,78,78,2501,6.8,16.8,0.404,2.4,6.8,0.357,4.4,10,0.437,2.1,2.8,0.767,1,5.6,6.5,1.5,0.7,0.7,1.4,2.8,18.2,anthoca01,104,109,anthoca01,17,Carmelo Anthony,PF,33,OKC,78,2501,12.7,0.503,0.406,0.165,2.9,17.7,10,6.5,0.9,1.8,7.3,23.2,,1.2,2.5,3.7,0.071,,-0.6,-1.3,-1.9,0,anthoca01,17,Carmelo Anthony,PF,33,OKC,78,2501,,,,90%,10%,5,4.8,32,21,89,20,81,8,262,13,54,anthoca01,17,Carmelo Anthony,PF,33,OKC,78,2501,0.404,17.1,,0.594,0.12,0.063,0.184,0.228,0.406,,0.437,0.571,0.329,0.456,0.38,0.357,,0.376,0.876,,0.02,17,,0.116,0.327,,0,0,anthoca01
18,OG Anunoby,SF,20,TOR,74,62,20,2.2,4.7,0.471,1,2.7,0.371,1.2,2,0.604,0.577,0.5,0.8,0.629,0.6,1.9,2.5,0.7,0.7,0.2,0.6,1.8,5.9,anunoog01,18,OG Anunoby,SF,20,TOR,74,62,1481,4,8.4,0.471,1.8,4.8,0.371,2.2,3.6,0.604,0.9,1.5,0.629,1.1,3.4,4.5,1.3,1.3,0.3,1.1,3.2,10.6,anunoog01,113,108,anunoog01,18,OG Anunoby,SF,20,TOR,74,1481,10,0.587,0.569,0.179,3.4,10.4,7,5,1.7,0.8,10.8,12.4,,1.4,1.6,3,0.098,,-1.2,0.6,-0.6,0.5,anunoog01,18,OG Anunoby,SF,20,TOR,74,1481,,,76%,24%,,10.7,4.4,19,13,64,4,34,4,135,10,23,anunoog01,18,OG Anunoby,SF,20,TOR,74,1481,0.471,14.5,,0.431,0.353,0.049,0.014,0.014,0.569,,0.604,0.697,0.235,0.2,0,0.371,,0.711,0.945,,0.136,42,,0.528,0.452,,0,0,anunoog01
19,Ryan Arcidiacono,PG,23,CHI,24,0,12.7,0.7,1.7,0.415,0.4,1.3,0.29,0.3,0.4,0.8,0.524,0.2,0.3,0.833,0,1,1,1.5,0.5,0,0.5,0.8,2,arcidry01,19,Ryan Arcidiacono,PG,23,CHI,24,0,304,2,4.9,0.415,1.1,3.7,0.29,0.9,1.2,0.8,0.6,0.7,0.833,0.1,2.8,3,4.1,1.5,0,1.5,2.1,5.7,arcidry01,105,112,arcidry01,19,Ryan Arcidiacono,PG,23,CHI,24,304,7.3,0.55,0.756,0.146,0.3,8.8,4.4,15.5,2.1,0,23,8.1,,0.1,0.2,0.3,0.04,,-4.7,0.6,-4.1,-0.2,arcidry01,19,Ryan Arcidiacono,PG,23,CHI,24,304,97%,3%,,,,-5.1,2.7,9,4,6,0,1,2,85,0,0,arcidry01,19,Ryan Arcidiacono,PG,23,CHI,24,304,0.415,21.1,,0.244,0.098,0.098,0,0.049,0.756,,0.8,1,0.5,,1,0.29,,0.5,0.889,,0,0,,0.323,0.6,,1,0,arcidry01
20,Trevor Ariza,SF,32,HOU,67,67,33.9,4,9.7,0.412,2.5,6.9,0.368,1.5,2.8,0.519,0.542,1.1,1.3,0.854,0.5,3.9,4.4,1.6,1.5,0.2,0.8,2,11.7,arizatr01,20,Trevor Ariza,SF,32,HOU,67,67,2269,4.3,10.3,0.412,2.7,7.3,0.368,1.6,3,0.519,1.2,1.4,0.854,0.5,4.1,4.7,1.7,1.6,0.2,0.8,2.1,12.4,arizatr01,114,107,arizatr01,20,Trevor Ariza,SF,32,HOU,67,2269,11.8,0.567,0.71,0.137,1.7,12.9,7.3,6.8,2.1,0.5,7,14.4,,2.6,2.8,5.3,0.113,,0,0.7,0.7,1.5,arizatr01,20,Trevor Ariza,SF,32,HOU,67,2269,,14%,81%,5%,,8.3,-0.7,22,17,34,7,36,9,269,13,21,arizatr01,20,Trevor Ariza,SF,32,HOU,67,2269,0.412,18,,0.29,0.22,0.052,0.008,0.011,0.71,,0.519,0.636,0.176,0,0.143,0.368,,0.592,0.953,,0.029,19,,0.392,0.431,,2,0,arizatr01
21,Darrell Arthur,PF,29,DEN,19,1,7.4,1.2,2.5,0.468,0.4,1.2,0.348,0.7,1.3,0.583,0.553,0.1,0.2,0.667,0.2,0.6,0.8,0.5,0.4,0.2,0.8,1.2,2.8,arthuda01,21,Darrell Arthur,PF,29,DEN,19,1,141,5.6,12,0.468,2,5.9,0.348,3.6,6.1,0.583,0.5,0.8,0.667,0.8,3.1,3.8,2.3,2,0.8,3.8,5.6,13.8,arthuda01,90,109,arthuda01,21,Darrell Arthur,PF,29,DEN,19,141,8.4,0.559,0.489,0.064,2.4,9.5,6,9.3,2.8,1.8,23.7,19.5,,-0.2,0.1,0,-0.011,,-4.8,-0.5,-5.3,-0.1,arthuda01,21,Darrell Arthur,PF,29,DEN,19,141,,,,20%,80%,-11.3,-13,5,3,14,3,2,0,22,1,2,arthuda01,21,Darrell Arthur,PF,29,DEN,19,141,0.468,17.8,,0.511,0.128,0.064,0.149,0.17,0.489,,0.583,1,0,0.286,0.75,0.348,,0.929,1,,0.021,1,,0.174,0.25,,0,0,arthuda01
22,Jamel Artis,SG,25,ORL,15,1,18.6,2.1,5.3,0.392,0.5,1.9,0.276,1.5,3.3,0.46,0.443,0.5,0.8,0.583,0.3,2.3,2.5,1.2,0.1,0.2,0.5,0.7,5.1,artisja01,22,Jamel Artis,SG,25,ORL,15,1,279,4,10.2,0.392,1,3.7,0.276,3,6.5,0.46,0.9,1.5,0.583,0.5,4.4,4.9,2.3,0.3,0.4,1,1.4,9.9,artisja01,94,114,artisja01,22,Jamel Artis,SG,25,ORL,15,279,6.9,0.457,0.367,0.152,1.6,13.5,7.5,9.3,0.4,0.9,8.7,14.5,,-0.1,0.1,0,-0.006,,-3.8,-1.6,-5.4,-0.2,artisja01,22,Jamel Artis,SG,25,ORL,15,279,,48%,46%,6%,,-2.3,2.9,3,4,6,1,5,1,47,2,3,artisja01,22,Jamel Artis,SG,25,ORL,15,279,0.392,14.6,,0.633,0.152,0.228,0.076,0.177,0.367,,0.46,0.667,0.444,0.333,0.357,0.276,,0.696,0.875,,0.013,0,,0.31,0.222,,0,0,artisja01
23,Ömer Aşık,C,31,TOT,18,0,10.1,0.5,1.2,0.409,0,0,,0.5,1.2,0.409,0.409,0.2,0.7,0.308,0.5,2.1,2.6,0.2,0.1,0.2,0.5,1.1,1.2,asikom01,23,Ömer Aşık,C,31,TOT,18,0,182,1.8,4.4,0.409,0,0,,1.8,4.4,0.409,0.8,2.6,0.308,1.8,7.5,9.3,0.6,0.4,0.8,1.8,4,4.4,asikom01,76,110,asikom01,23,Ömer Aşık,C,31,TOT,18,182,3.1,0.397,0,0.591,5.5,22.2,14,2.1,0.5,1.9,24.5,8.7,,-0.2,0.2,-0.1,-0.021,,-6.5,-1.5,-8,-0.3,asikom01,23,Ömer Aşık,C,31,TOT,18,182,,,,,100%,-6.5,-5.3,4,2,13,2,6,1,6,1,4,asikom01,23,Ömer Aşık,C,31,TOT,18,182,0.409,2.9,,1,0.818,0.091,0.045,0.045,0,,0.409,0.389,0.5,1,0,,,1,,,0.045,1,,,,,0,0,asikom01
23,Ömer Aşık,C,31,NOP,14,0,8.6,0.5,1.1,0.438,0,0,,0.5,1.1,0.438,0.438,0.3,0.9,0.333,0.5,2.1,2.6,0.1,0.1,0.1,0.4,1,1.3,asikom01,23,Ömer Aşık,C,31,NOP,14,0,121,2.1,4.8,0.438,0,0,,2.1,4.8,0.438,1.2,3.6,0.333,2.1,8.9,11,0.6,0.3,0.6,1.5,4.2,5.4,asikom01,85,109,asikom01,23,Ömer Aşık,C,31,NOP,14,121,4.5,0.423,0,0.75,6.5,26,16.6,2,0.4,1.3,19,9.4,,-0.1,0.1,0,0.008,,-5.6,-1.4,-7,-0.2,asikom01,23,Ömer Aşık,C,31,NOP,14,121,,,,,100%,1,-0.8,1,1,8,2,5,1,4,0,3,asikom01,23,Ömer Aşık,C,31,NOP,14,121,0.438,3.3,,1,0.813,0.063,0.063,0.063,0,,0.438,0.385,1,1,0,,,1,,,0.063,1,,,,,0,0,asikom01
