,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Rk.1,Player.1,Pos.1,Age.1,Tm.1,G.1,GS.1,MP.1,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1,PTS.1,Unnamed: 60,ORtg,DRtg,Player-additional.1,Rk.2,Player.2,Pos.2,Age.2,Tm.2,G.2,MP.2,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 83,OWS,DWS,WS,WS/48,Unnamed: 88,OBPM,DBPM,BPM,VORP,Player-additional.2,Rk.3,Player.3,Pos.3,Age.3,Tm.3,G.3,MP.3,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot.1,Off..1,PGA,And1,Blkd,-9999,Rk.4,Player.4,Pos.4,Age.4,Tm.4,G.4,MP.4,FG%.2,Dist.,Unnamed: 127,2P.2,0-3,10-Mar,16-Oct,16-3P,3P.2,Unnamed: 134,2P.3,0-3.1,10-Mar.1,16-Oct.1,16-3P.1,3P.3,Unnamed: 141,2P.4,3P.4,Unnamed: 144,%FGA,#,Unnamed: 147,%3PA,3P%.2,Unnamed: 150,Att.,#.1,-9999.1,Season
233,180,Eric Gordon,SF,31,HOU,36,15,28.2,4.8,12.9,0.369,2.7,8.4,0.317,2.1,4.4,0.469,0.473,2.3,3.0,0.766,0.3,1.7,2.0,1.5,0.6,0.4,1.2,1.9,14.4,gordoer01,180,Eric Gordon,SF,31,HOU,36,15,1016,7.8,21.1,0.369,4.4,13.8,0.317,3.4,7.3,0.469,3.7,4.9,0.766,0.4,2.8,3.2,2.5,1.0,0.6,2.0,3.2,23.7,,101.0,115,gordoer01,180,Eric Gordon,SF,31,HOU,36,1016,10.3,0.51,0.654,0.231,0.9,6.5,3.7,7.9,1.0,1.1,7.8,22.5,,-0.1,0.6,0.5,0.024,,-1.8,-2.1,-3.9,-0.5,gordoer01,180,Eric Gordon,SF,31,HOU,36,1016,,17%,69%,14%,,0.3,-3.8,15,16,35,5,50,4,144,15,29,gordoer01,180,Eric Gordon,SF,31,HOU,36,1016,0.369,19.0,,0.346,0.201,0.112,0.019,0.013,0.654,,0.469,0.559,0.385,0.333,0.0,0.317,,0.533,0.802,,0.011,5,,0.079,0.208,,2,0,gordoer01,2020
234,181,Devonte' Graham,PG,24,CHO,63,53,35.1,5.8,15.3,0.382,3.5,9.3,0.373,2.4,6.0,0.397,0.495,3.0,3.7,0.82,0.7,2.7,3.4,7.5,1.0,0.2,2.9,1.8,18.2,grahade01,181,Devonte' Graham,PG,24,CHO,63,53,2211,8.3,21.8,0.382,4.9,13.3,0.373,3.4,8.6,0.397,4.3,5.3,0.82,1.0,3.9,4.8,10.7,1.4,0.3,4.1,2.6,25.9,,109.0,116,grahade01,181,Devonte' Graham,PG,24,CHO,63,2211,15.8,0.537,0.607,0.242,2.0,8.7,5.2,35.3,1.4,0.6,14.5,24.8,,2.4,0.9,3.4,0.073,,2.5,-2.1,0.5,1.4,grahade01,181,Devonte' Graham,PG,24,CHO,63,2211,39%,61%,,,,-4.8,8.0,111,43,28,7,85,20,1093,21,31,grahade01,181,Devonte' Graham,PG,24,CHO,63,2211,0.382,19.4,,0.393,0.132,0.11,0.074,0.077,0.607,,0.397,0.543,0.274,0.352,0.365,0.373,,0.307,0.546,,0.004,4,,0.063,0.432,,3,0,grahade01,2020
235,182,Treveon Graham,SF,26,TOT,55,20,16.9,1.6,4.4,0.36,0.6,2.2,0.275,1.0,2.2,0.443,0.428,0.7,1.0,0.643,0.9,1.8,2.7,0.8,0.4,0.1,0.5,1.9,4.4,grahatr01,182,Treveon Graham,SF,26,TOT,55,20,929,4.4,12.1,0.36,1.7,6.0,0.275,2.7,6.1,0.443,1.8,2.8,0.643,2.6,5.0,7.5,2.3,1.2,0.3,1.5,5.1,12.2,,99.0,116,grahatr01,182,Treveon Graham,SF,26,TOT,55,929,6.6,0.456,0.496,0.231,5.7,11.7,8.6,6.6,1.2,0.5,9.8,13.1,,-0.2,0.4,0.2,0.009,,-4.5,-1.1,-5.6,-0.8,grahatr01,182,Treveon Graham,SF,26,TOT,55,929,1%,52%,41%,6%,,-6.3,-1.0,7,4,45,5,27,18,109,5,23,grahatr01,182,Treveon Graham,SF,26,TOT,55,929,0.36,14.6,,0.504,0.256,0.211,0.029,0.008,0.496,,0.443,0.484,0.392,0.571,0.0,0.275,,0.63,0.97,,0.004,1,,0.292,0.229,,1,0,grahatr01,2020
238,183,Jerami Grant,PF,25,DEN,71,24,26.6,4.3,8.9,0.478,1.4,3.5,0.389,2.9,5.4,0.537,0.555,2.1,2.8,0.75,0.8,2.7,3.5,1.2,0.7,0.8,0.9,2.2,12.0,grantje01,183,Jerami Grant,PF,25,DEN,71,24,1892,7.9,16.6,0.478,2.6,6.6,0.389,5.4,10.0,0.537,3.8,5.1,0.75,1.5,5.0,6.5,2.3,1.3,1.5,1.6,4.0,22.2,,117.0,112,grantje01,183,Jerami Grant,PF,25,DEN,71,1892,14.4,0.591,0.397,0.309,3.4,11.2,7.3,6.6,1.3,2.8,8.0,18.0,,2.8,1.6,4.4,0.111,,0.1,-0.6,-0.5,0.7,grantje01,183,Jerami Grant,PF,25,DEN,71,1892,,,15%,83%,2%,-1.5,-7.9,20,14,73,22,99,18,221,32,32,grantje01,183,Jerami Grant,PF,25,DEN,71,1892,0.478,13.5,,0.603,0.306,0.164,0.069,0.063,0.397,,0.537,0.686,0.413,0.409,0.275,0.389,,0.766,1.0,,0.109,63,,0.294,0.338,,1,0,grantje01,2020
241,186,Danny Green,SG,32,LAL,68,68,24.8,2.9,7.0,0.416,1.8,4.8,0.367,1.1,2.2,0.524,0.542,0.5,0.7,0.688,0.8,2.6,3.3,1.3,1.3,0.5,0.9,2.0,8.0,greenda02,186,Danny Green,SG,32,LAL,68,68,1687,5.6,13.4,0.416,3.4,9.2,0.367,2.2,4.1,0.524,0.9,1.4,0.688,1.4,4.9,6.3,2.6,2.4,0.9,1.8,3.8,15.4,,108.0,107,greenda02,186,Danny Green,SG,32,LAL,68,1687,10.8,0.552,0.69,0.101,3.3,11.2,7.3,7.1,2.4,1.7,11.3,13.9,,0.8,2.5,3.4,0.096,,-1.1,1.5,0.5,1.1,greenda02,186,Danny Green,SG,32,LAL,68,1687,,2%,86%,12%,,6.4,1.3,32,12,59,9,16,19,209,4,7,greenda02,186,Danny Green,SG,32,LAL,68,1687,0.416,19.4,,0.31,0.135,0.074,0.055,0.046,0.69,,0.524,0.672,0.486,0.462,0.227,0.367,,0.675,0.975,,0.013,5,,0.391,0.398,,0,0,greenda02,2020
242,187,Draymond Green,PF,29,GSW,43,43,28.4,2.9,7.3,0.389,0.8,3.0,0.279,2.0,4.3,0.465,0.446,1.5,1.9,0.759,0.5,5.7,6.2,6.2,1.4,0.8,2.3,2.6,8.0,greendr01,187,Draymond Green,PF,29,GSW,43,43,1222,4.8,12.4,0.389,1.4,5.1,0.279,3.4,7.3,0.465,2.5,3.3,0.759,0.9,9.5,10.4,10.4,2.3,1.3,3.8,4.3,13.5,,100.0,110,greendr01,187,Draymond Green,PF,29,GSW,43,1222,12.5,0.489,0.408,0.263,2.0,22.3,11.8,31.2,2.3,2.4,21.8,15.7,,-0.2,1.3,1.1,0.044,,-2.1,1.9,-0.2,0.5,greendr01,187,Draymond Green,PF,29,GSW,43,1222,,,23%,73%,4%,-7.1,2.8,74,10,48,4,33,14,636,9,13,greendr01,187,Draymond Green,PF,29,GSW,43,1222,0.389,15.0,,0.592,0.231,0.184,0.092,0.085,0.408,,0.465,0.685,0.31,0.414,0.259,0.279,,0.724,1.0,,0.019,6,,0.093,0.333,,0,0,greendr01,2020
243,188,JaMychal Green,PF,29,LAC,63,1,20.7,2.4,5.6,0.429,1.5,3.8,0.387,0.9,1.8,0.518,0.56,0.6,0.8,0.75,1.2,4.9,6.2,0.8,0.5,0.4,0.9,2.8,6.8,greenja01,188,JaMychal Green,PF,29,LAC,63,1,1307,5.5,12.7,0.429,3.3,8.6,0.387,2.1,4.1,0.518,1.3,1.7,0.75,2.8,11.2,14.0,1.8,1.0,0.9,2.0,6.3,15.6,,112.0,106,greenja01,188,JaMychal Green,PF,29,LAC,63,1307,11.1,0.576,0.676,0.136,6.3,24.1,15.4,5.0,1.0,1.6,12.6,13.7,,1.1,2.0,3.1,0.115,,-1.2,0.7,-0.5,0.5,greenja01,188,JaMychal Green,PF,29,LAC,63,1307,,,1%,92%,7%,5.2,-2.0,18,7,78,15,20,5,123,3,20,greenja01,188,JaMychal Green,PF,29,LAC,63,1307,0.429,18.4,,0.324,0.205,0.085,0.014,0.02,0.676,,0.518,0.611,0.333,0.6,0.286,0.387,,0.576,1.0,,0.04,12,,0.231,0.4,,0,0,greenja01,2020
244,189,Javonte Green,SG,26,BOS,48,2,9.8,1.3,2.6,0.5,0.2,0.7,0.273,1.1,1.9,0.581,0.536,0.6,0.9,0.667,0.5,1.4,1.9,0.5,0.5,0.2,0.5,0.9,3.4,greenja02,189,Javonte Green,SG,26,BOS,48,2,468,6.5,13.0,0.5,0.9,3.4,0.273,5.6,9.6,0.581,2.9,4.3,0.667,2.5,7.1,9.6,2.7,2.5,0.8,2.4,4.4,16.8,,110.0,106,greenja02,189,Javonte Green,SG,26,BOS,48,468,13.1,0.564,0.262,0.333,5.6,15.6,10.6,7.7,2.5,1.6,13.7,15.3,,0.4,0.8,1.1,0.113,,-2.1,1.4,-0.7,0.2,greenja02,189,Javonte Green,SG,26,BOS,48,468,2%,55%,43%,,,-1.4,-9.1,11,6,24,1,20,1,59,2,5,greenja02,189,Javonte Green,SG,26,BOS,48,468,0.5,9.2,,0.738,0.468,0.23,0.032,0.008,0.262,,0.581,0.661,0.414,0.5,1.0,0.273,,0.63,1.0,,0.175,18,,0.364,0.333,,1,0,greenja02,2020
245,190,Jeff Green,PF-C,33,TOT,48,4,20.0,3.3,7.2,0.462,1.3,3.8,0.339,2.0,3.4,0.602,0.552,1.5,1.9,0.802,0.5,2.3,2.8,1.0,0.5,0.4,0.9,1.9,9.4,greenje02,190,Jeff Green,PF-C,33,TOT,48,4,960,7.9,17.1,0.462,3.1,9.1,0.339,4.8,8.0,0.602,3.6,4.5,0.802,1.2,5.4,6.6,2.5,1.3,0.9,2.1,4.4,22.5,,114.0,111,greenje02,190,Jeff Green,PF-C,33,TOT,48,960,13.7,0.59,0.532,0.265,2.7,12.0,7.5,7.9,1.3,1.7,9.9,19.0,,1.2,0.9,2.1,0.104,,0.0,-0.1,-0.1,0.5,greenje02,190,Jeff Green,PF-C,33,TOT,48,960,,,,49%,51%,-4.5,-8.4,9,12,42,17,42,8,126,5,14,greenje02,190,Jeff Green,PF-C,33,TOT,48,960,0.462,16.0,,0.468,0.265,0.16,0.026,0.017,0.532,,0.602,0.747,0.436,0.333,0.333,0.339,,0.67,0.952,,0.09,27,,0.388,0.38,,7,0,greenje02,2020
248,191,Blake Griffin,PF,30,DET,18,18,28.4,4.9,13.9,0.352,1.5,6.2,0.243,3.4,7.7,0.439,0.406,4.2,5.4,0.776,0.9,3.7,4.7,3.3,0.4,0.4,2.2,1.5,15.5,griffbl01,191,Blake Griffin,PF,30,DET,18,18,512,8.5,24.0,0.352,2.6,10.7,0.243,5.9,13.4,0.439,7.3,9.4,0.776,1.6,6.4,8.1,5.7,0.7,0.7,3.8,2.6,26.8,,97.0,115,griffbl01,191,Blake Griffin,PF,30,DET,18,512,11.9,0.476,0.444,0.392,3.7,15.0,9.3,18.0,0.7,1.1,12.0,28.4,,-0.4,0.3,-0.1,-0.012,,-1.7,-2.6,-4.3,-0.3,griffbl01,191,Blake Griffin,PF,30,DET,18,512,,,,87%,13%,-2.3,2.2,22,9,18,1,45,10,151,12,19,griffbl01,191,Blake Griffin,PF,30,DET,18,512,0.352,13.8,,0.556,0.276,0.212,0.036,0.032,0.444,,0.439,0.565,0.358,0.222,0.125,0.243,,0.393,0.593,,0.02,5,,0.216,0.167,,0,0,griffbl01,2020
