Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,ORtg,DRtg,Player-additional,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional,Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,-9999,Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,10-Mar,16-Oct,16-3P,3P,,2P,0-3,10-Mar,16-Oct,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#,-9999
9,Lou Amundson,PF,27,PHO,79,0,14.8,1.9,3.5,0.551,0,0,0,1.9,3.5,0.553,0.551,0.8,1.6,0.545,1.6,2.8,4.4,0.4,0.3,0.9,0.7,2.1,4.7,amundlo01,9,Lou Amundson,PF,27,PHO,79,0,1168,4.7,8.5,0.551,0,0,0,4.7,8.5,0.553,2.1,3.8,0.545,3.9,6.7,10.7,1,0.7,2.3,1.8,5.2,11.4,amundlo01,113,107,amundlo01,9,Lou Amundson,PF,27,PHO,79,1168,14.4,0.562,0.004,0.446,13.1,19.9,16.7,3.7,1,4.4,14.7,14.6,,1.5,1.3,2.9,0.118,,-1.5,0.4,-1.1,0.3,amundlo01,9,Lou Amundson,PF,27,PHO,79,1168,,,14%,80%,6%,4.8,-0.9,18,14,97,11,58,13,69,13,31,amundlo01,9,Lou Amundson,PF,27,PHO,79,1168,0.551,3.1,,0.996,0.725,0.159,0.072,0.04,0.004,,0.553,0.595,0.455,0.45,0.364,0,,0.697,,,0.149,39,,0,,,1,0,amundlo01
10,Chris Andersen,PF,31,DEN,76,0,22.3,1.9,3.3,0.566,0,0,0,1.9,3.3,0.573,0.566,2.2,3.1,0.695,1.9,4.4,6.4,0.4,0.6,1.9,0.8,2.3,5.9,anderch01,10,Chris Andersen,PF,31,DEN,76,0,1695,3,5.3,0.566,0,0.1,0,3,5.3,0.573,3.5,5,0.695,3.1,7.1,10.3,0.7,0.9,3,1.3,3.6,9.5,anderch01,126,103,anderch01,10,Chris Andersen,PF,31,DEN,76,1695,15.8,0.631,0.012,0.94,10.1,22.7,16.4,2.8,1.3,6.3,14.3,10.8,,3.2,2.7,5.9,0.166,,-0.1,1.9,1.8,1.6,anderch01,10,Chris Andersen,PF,31,DEN,76,1695,,,,55%,45%,10.7,11.4,24,17,116,9,92,20,74,14,17,anderch01,10,Chris Andersen,PF,31,DEN,76,1695,0.566,4,,0.988,0.769,0.052,0.036,0.131,0.012,,0.573,0.627,0.385,0.222,0.424,0,,0.711,,,0.315,69,,0,,,2,0,anderch01
11,David Andersen,C,29,HOU,63,0,14.1,2.3,5.4,0.432,0.4,1.2,0.346,1.9,4.2,0.458,0.472,0.7,1.1,0.687,0.9,2.4,3.3,0.7,0.2,0.2,0.6,1.9,5.8,anderda03,11,David Andersen,C,29,HOU,63,0,891,5.9,13.7,0.432,1.1,3.2,0.346,4.8,10.6,0.458,1.9,2.7,0.687,2.2,6.2,8.4,1.8,0.6,0.5,1.5,4.8,14.8,anderda03,103,108,anderda03,11,David Andersen,C,29,HOU,63,891,12.1,0.497,0.229,0.197,6.7,20.6,13.4,8.1,0.9,1,9.1,20.2,,0.4,0.9,1.3,0.07,,-2,-0.6,-2.6,-0.1,anderda03,11,David Andersen,C,29,HOU,63,891,,,,,100%,1.9,3.1,12,10,51,8,27,7,100,5,20,anderda03,11,David Andersen,C,29,HOU,63,891,0.432,14.1,,0.771,0.165,0.185,0.176,0.244,0.229,,0.458,0.518,0.444,0.483,0.41,0.346,,0.658,0.963,,0.018,4,,0.026,0,,0,0,anderda03
12,Antonio Anderson,SF,24,OKC,1,0,15,1,3,0.333,0,0,,1,3,0.333,0.333,0,0,,1,0,1,0,0,0,1,1,2,anderan02,12,Antonio Anderson,SF,24,OKC,1,0,15,2.4,7.2,0.333,0,0,,2.4,7.2,0.333,0,0,,2.4,0,2.4,0,0,0,2.4,2.4,4.8,anderan02,66,114,anderan02,12,Antonio Anderson,SF,24,OKC,1,15,-1.7,0.333,0,0,7.9,0,3.8,0,0,0,25,12,,0,0,0,-0.104,,-7.6,-4.8,-12.4,0,anderan02,12,Antonio Anderson,SF,24,OKC,1,15,,,100%,,,-9.2,-13.5,1,0,1,0,0,0,0,0,0,anderan02,12,Antonio Anderson,SF,24,OKC,1,15,0.333,18.6,,1,0,0,0.333,0.667,0,,0.333,,,1,0,,,1,,,0,0,,,,,0,0,anderan02
13,Ryan Anderson,PF,21,ORL,63,6,14.5,2.7,6.2,0.436,1.2,3.3,0.37,1.4,2.8,0.514,0.536,1.1,1.3,0.866,1.1,2.1,3.2,0.6,0.4,0.2,0.9,1.3,7.7,anderry01,13,Ryan Anderson,PF,21,ORL,63,6,911,6.7,15.3,0.436,3.1,8.3,0.37,3.6,7,0.514,2.8,3.2,0.866,2.8,5.2,8,1.5,1,0.6,2.2,3.2,19.2,anderry01,112,103,anderry01,13,Ryan Anderson,PF,21,ORL,63,911,18.1,0.574,0.544,0.211,9.2,16.2,12.8,7.1,1.4,1.1,11.7,24.4,,1.7,1.4,3.1,0.161,,2.6,-0.3,2.3,1,anderry01,13,Ryan Anderson,PF,21,ORL,63,911,,,,95%,5%,9.2,1.2,19,14,38,10,38,6,86,9,22,anderry01,13,Ryan Anderson,PF,21,ORL,63,911,0.436,15.6,,0.456,0.33,0.034,0.018,0.075,0.544,,0.514,0.586,0.308,0.429,0.31,0.37,,0.418,0.923,,0.039,14,,0.227,0.396,,0,0,anderry01
14,Carmelo Anthony,SF,25,DEN,69,69,38.2,10,21.8,0.458,0.9,2.7,0.316,9.1,19.1,0.478,0.478,7.4,8.9,0.83,2.2,4.4,6.6,3.2,1.3,0.4,3,3.3,28.2,anthoca01,14,Carmelo Anthony,SF,25,DEN,69,69,2634,9.4,20.5,0.458,0.8,2.6,0.316,8.6,18,0.478,6.9,8.4,0.83,2.1,4.1,6.2,3,1.2,0.4,2.9,3.1,26.6,anthoca01,110,109,anthoca01,14,Carmelo Anthony,SF,25,DEN,69,2634,22.2,0.548,0.125,0.407,6.7,13.1,9.9,15.9,1.7,0.9,10.6,33.4,,5.6,2.4,7.9,0.145,,3.5,-1.2,2.3,2.9,anthoca01,14,Carmelo Anthony,SF,25,DEN,69,2634,,,83%,17%,,5.3,3.4,60,61,83,49,256,16,504,59,109,anthoca01,14,Carmelo Anthony,SF,25,DEN,69,2634,0.458,11.1,,0.875,0.362,0.099,0.125,0.291,0.125,,0.478,0.595,0.324,0.444,0.4,0.316,,0.375,0.847,,0.041,57,,0.107,0.3,,0,0,anthoca01
15,Joel Anthony,C,27,MIA,80,16,16.5,1,2,0.478,0,0,,1,2,0.478,0.478,0.8,1.2,0.717,1.5,1.6,3.1,0.2,0.3,1.4,0.6,2,2.7,anthojo01,15,Joel Anthony,C,27,MIA,80,16,1322,2.1,4.3,0.478,0,0,,2.1,4.3,0.478,1.8,2.5,0.717,3.3,3.4,6.8,0.3,0.5,3,1.2,4.3,5.9,anthojo01,112,103,anthojo01,15,Joel Anthony,C,27,MIA,80,1322,10.2,0.546,0,0.579,11,11.1,11.1,1.3,0.8,6.7,18.4,8.7,,1,2,3.1,0.111,,-3.4,1.7,-1.7,0.1,anthojo01,15,Joel Anthony,C,27,MIA,80,1322,,,,6%,94%,1.4,-2.3,6,11,111,16,42,5,29,6,22,anthojo01,15,Joel Anthony,C,27,MIA,80,1322,0.478,3,,1,0.604,0.352,0.038,0.006,0,,0.478,0.51,0.429,0.5,0,,,0.632,,,0.214,25,,,,,0,0,anthojo01
16,Gilbert Arenas,PG,28,WAS,32,32,36.5,7.9,19.3,0.411,2,5.7,0.348,5.9,13.6,0.437,0.462,4.8,6.5,0.739,0.5,3.6,4.2,7.2,1.3,0.3,3.7,3,22.6,arenagi01,16,Gilbert Arenas,PG,28,WAS,32,32,1169,7.8,19,0.411,1.9,5.6,0.348,5.9,13.4,0.437,4.7,6.4,0.739,0.5,3.6,4.1,7.1,1.3,0.3,3.6,2.9,22.2,arenagi01,103,110,arenagi01,16,Gilbert Arenas,PG,28,WAS,32,1169,18.7,0.511,0.294,0.336,1.6,11.6,6.5,36.3,1.8,0.6,14.2,31.9,,0.9,0.9,1.8,0.072,,2.9,-1.2,1.7,1.1,arenagi01,16,Gilbert Arenas,PG,28,WAS,32,1169,82%,18%,,,,-4.1,2,50,41,43,13,96,4,496,22,41,arenagi01,16,Gilbert Arenas,PG,28,WAS,32,1169,0.411,15.6,,0.706,0.203,0.11,0.093,0.3,0.294,,0.437,0.528,0.353,0.421,0.411,0.348,,0.163,0.508,,0.003,1,,0.066,0.25,,1,0,arenagi01
17,Trevor Ariza,SF,24,HOU,72,71,36.5,5.5,13.9,0.394,1.9,5.7,0.334,3.6,8.2,0.436,0.462,2.1,3.2,0.649,1.1,4.5,5.6,3.8,1.8,0.6,2.2,2.3,14.9,arizatr01,17,Trevor Ariza,SF,24,HOU,72,71,2629,5.4,13.7,0.394,1.9,5.6,0.334,3.5,8.1,0.436,2,3.1,0.649,1.1,4.5,5.5,3.8,1.7,0.5,2.2,2.2,14.7,arizatr01,99,106,arizatr01,17,Trevor Ariza,SF,24,HOU,72,2629,13.3,0.488,0.407,0.228,3.3,14.7,8.8,16.7,2.4,1.1,12.8,21.2,,0.1,3.1,3.2,0.058,,-0.4,0.9,0.5,1.7,arizatr01,17,Trevor Ariza,SF,24,HOU,72,2629,,,91%,9%,,-0.7,-0.5,71,42,71,18,108,10,614,23,62,arizatr01,17,Trevor Ariza,SF,24,HOU,72,2629,0.394,14.3,,0.593,0.329,0.055,0.062,0.146,0.407,,0.436,0.571,0.218,0.194,0.315,0.334,,0.457,0.846,,0.074,68,,0.216,0.375,,2,0,arizatr01
18,Hilton Armstrong,PF-C,25,TOT,33,0,10.2,0.8,2.4,0.354,0,0,0,0.8,2.4,0.359,0.354,0.5,1,0.469,0.8,1.6,2.5,0.6,0.5,0.4,0.7,1.8,2.2,armsthi01,18,Hilton Armstrong,PF-C,25,TOT,33,0,335,3,8.5,0.354,0,0.1,0,3,8.4,0.359,1.6,3.4,0.469,2.9,5.8,8.7,2.3,1.6,1.3,2.4,6.3,7.6,armsthi01,83,106,armsthi01,18,Hilton Armstrong,PF-C,25,TOT,33,335,6.9,0.381,0.013,0.405,9.2,19.2,14.1,8.8,2.3,2.7,19.1,15.5,,-0.5,0.4,-0.1,-0.017,,-6.7,0.5,-6.1,-0.4,armsthi01,18,Hilton Armstrong,PF-C,25,TOT,33,335,,,,45%,55%,-5.7,-3,3,7,30,8,11,6,47,0,11,armsthi01,18,Hilton Armstrong,PF-C,25,TOT,33,335,0.354,6.8,,0.987,0.456,0.241,0.139,0.152,0.013,,0.359,0.5,0.316,0.182,0.167,0,,0.714,,,0.177,10,,0,,,0,0,armsthi01
18,Hilton Armstrong,PF,25,NOH,18,0,13.3,1.1,2.8,0.38,0,0,,1.1,2.8,0.38,0.38,0.7,1.6,0.464,0.9,2.4,3.4,0.9,0.4,0.4,0.7,2.4,2.8,armsthi01,18,Hilton Armstrong,PF,25,NOH,18,0,239,2.9,7.5,0.38,0,0,,2.9,7.5,0.38,2,4.2,0.464,2.6,6.6,9.2,2.4,1.2,1.2,2,6.6,7.7,armsthi01,89,107,armsthi01,18,Hilton Armstrong,PF,25,NOH,18,239,7.5,0.409,0,0.56,8.2,22,15,9.3,1.7,2.5,17.3,14.4,,-0.2,0.3,0.1,0.01,,-6.4,0.6,-5.8,-0.2,armsthi01,18,Hilton Armstrong,PF,25,NOH,18,239,,,,53%,47%,-7.6,-5,2,4,22,5,9,5,37,0,2,armsthi01,18,Hilton Armstrong,PF,25,NOH,18,239,0.38,6.3,,1,0.5,0.22,0.12,0.16,0,,0.38,0.56,0.364,0,0.125,,,0.842,,,0.18,7,,,,,0,0,armsthi01
18,Hilton Armstrong,C,25,SAC,6,0,9.3,0.7,2,0.333,0,0,,0.7,2,0.333,0.333,0.3,0.3,1,0.8,1.5,2.3,0.3,0.3,0.7,0.7,0.8,1.7,armsthi01,18,Hilton Armstrong,C,25,SAC,6,0,56,2.6,7.7,0.333,0,0,,2.6,7.7,0.333,1.3,1.3,1,3.2,5.8,9,1.3,1.3,2.6,2.6,3.2,6.4,armsthi01,81,105,armsthi01,18,Hilton Armstrong,C,25,SAC,6,56,8.4,0.388,0,0.167,10.1,18.6,14.3,5,1.8,5.2,23.7,13.3,,-0.1,0.1,0,-0.012,,-4,1,-3,0,armsthi01,18,Hilton Armstrong,C,25,SAC,6,56,,,,46%,54%,6.4,11.2,1,2,3,0,1,0,4,0,3,armsthi01,18,Hilton Armstrong,C,25,SAC,6,56,0.333,5.3,,1,0.5,0.25,0.167,0.083,0,,0.333,0.5,0.333,0,0,,,0.5,,,0.25,2,,,,,0,0,armsthi01
18,Hilton Armstrong,C,25,HOU,9,0,4.4,0.6,1.9,0.294,0,0.1,0,0.6,1.8,0.313,0.294,0,0.2,0,0.6,0.1,0.7,0.3,0.6,0,0.6,1.1,1.1,armsthi01,18,Hilton Armstrong,C,25,HOU,9,0,40,4.5,15.3,0.294,0,0.9,0,4.5,14.4,0.313,0,1.8,0,4.5,0.9,5.4,2.7,4.5,0,4.5,9,9,armsthi01,64,101,armsthi01,18,Hilton Armstrong,C,25,HOU,9,40,1.1,0.28,0.059,0.118,13.8,3,8.6,11.5,6.4,0,21.9,25.3,,-0.2,0.1,-0.2,-0.185,,-12,-0.6,-12.6,-0.1,armsthi01,18,Hilton Armstrong,C,25,HOU,9,40,,,,,100%,-11.1,-10.7,0,1,5,3,1,1,6,0,6,armsthi01,18,Hilton Armstrong,C,25,HOU,9,40,0.294,9.2,,0.941,0.294,0.294,0.176,0.176,0.059,,0.313,0.2,0.2,0.667,0.333,0,,0.4,,,0.118,1,,0,,,0,0,armsthi01
19,Carlos Arroyo,PG,30,MIA,72,35,22,2.5,5.2,0.475,0.1,0.3,0.28,2.4,4.9,0.489,0.484,1.1,1.3,0.844,0.4,1.4,1.8,3.1,0.5,0.1,0.8,1.4,6.1,arroyca01,19,Carlos Arroyo,PG,30,MIA,72,35,1585,4,8.5,0.475,0.2,0.6,0.28,3.9,7.9,0.489,1.7,2,0.844,0.6,2.4,3,5.1,0.8,0.1,1.2,2.3,10,arroyca01,115,108,arroyca01,19,Carlos Arroyo,PG,30,MIA,72,1585,12.3,0.529,0.067,0.24,1.9,7.7,4.8,22.2,1.2,0.3,11.5,13.9,,2.2,1.5,3.7,0.113,,-1.5,0.1,-1.5,0.2,arroyca01,19,Carlos Arroyo,PG,30,MIA,72,1585,84%,16%,,,,2.7,-0.3,22,15,40,9,29,12,510,6,14,arroyca01,19,Carlos Arroyo,PG,30,MIA,72,1585,0.475,16,,0.933,0.115,0.032,0.173,0.613,0.067,,0.489,0.488,0.417,0.554,0.474,0.28,,0.368,0.714,,0,0,,0.6,0.2,,0,0,arroyca01
