Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,ORtg,DRtg,Player-additional,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional,Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,-9999,Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,10-Mar,16-Oct,16-3P,3P,,2P,0-3,10-Mar,16-Oct,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#,-9999
9,Tony Allen,SG,31,MEM,79,79,26.7,3.6,8.1,0.445,0,0.3,0.125,3.6,7.8,0.458,0.447,1.7,2.4,0.717,1.5,3.1,4.6,1.2,1.5,0.6,1.2,2.7,8.9,allento01,9,Tony Allen,SG,31,MEM,79,79,2109,4.8,10.9,0.445,0.1,0.4,0.125,4.8,10.5,0.458,2.3,3.2,0.717,2.1,4.1,6.2,1.7,2,0.8,1.6,3.6,12,allento01,102,98,allento01,9,Tony Allen,SG,31,MEM,79,2109,13.2,0.489,0.038,0.293,6.6,13.8,10.2,7.6,3.1,1.7,11.5,17.8,,1,4.1,5.1,0.115,,-2,2.4,0.4,1.2,allento01,9,Tony Allen,SG,31,MEM,79,2109,1%,89%,10%,,,7.5,5.9,39,31,90,9,88,6,217,18,64,allento01,9,Tony Allen,SG,31,MEM,79,2109,0.445,7.8,,0.962,0.52,0.149,0.063,0.23,0.038,,0.458,0.581,0.295,0.375,0.306,0.125,,0.637,1,,0.08,46,,0.625,0.133,,0,0,allento01
10,Al-Farouq Aminu,SF,22,NOH,76,71,27.2,3,6.2,0.475,0.1,0.3,0.211,2.9,6,0.486,0.479,1.3,1.8,0.737,1.8,5.9,7.7,1.4,1.2,0.7,1.5,2,7.3,aminual01,10,Al-Farouq Aminu,SF,22,NOH,76,71,2066,3.9,8.3,0.475,0.1,0.3,0.211,3.9,7.9,0.486,1.8,2.4,0.737,2.4,7.8,10.2,1.8,1.6,0.9,2,2.7,9.7,aminual01,101,105,aminual01,10,Al-Farouq Aminu,SF,22,NOH,76,2066,13.7,0.519,0.04,0.289,7.9,26.2,16.9,7.8,2.4,2.1,17.8,14.6,,0.7,2.4,3.1,0.073,,-1.3,1.2,-0.1,1,aminual01,10,Al-Farouq Aminu,SF,22,NOH,76,2066,,,94%,5%,1%,-1.2,7.4,42,43,66,16,63,5,239,13,38,aminual01,10,Al-Farouq Aminu,SF,22,NOH,76,2066,0.475,7.1,,0.96,0.489,0.224,0.08,0.167,0.04,,0.486,0.642,0.368,0.316,0.266,0.211,,0.71,1,,0.19,80,,0.421,0.375,,0,0,aminual01
11,Lou Amundson,PF,30,TOT,39,0,9.5,0.8,2.1,0.395,0,0,,0.8,2.1,0.395,0.395,0.3,0.9,0.333,1.2,1.5,2.7,0.3,0.4,0.3,0.5,1.4,1.9,amundlo01,11,Lou Amundson,PF,30,TOT,39,0,372,3.1,7.8,0.395,0,0,,3.1,7.8,0.395,1.2,3.5,0.333,4.6,5.6,10.3,1.1,1.5,1.2,1.8,5.1,7.4,amundlo01,89,105,amundlo01,11,Lou Amundson,PF,30,TOT,39,372,9.3,0.392,0,0.444,14.7,18.7,16.7,4.5,2.3,2.6,16.4,14.2,,-0.3,0.4,0.1,0.019,,-4.2,0,-4.2,-0.2,amundlo01,11,Lou Amundson,PF,30,TOT,39,372,,,3%,67%,31%,-11.9,-8.7,3,6,27,7,15,4,22,4,11,amundlo01,11,Lou Amundson,PF,30,TOT,39,372,0.395,3.7,,1,0.654,0.272,0.037,0.037,0,,0.395,0.547,0.136,0,0,,,0.625,,,0.185,13,,,,,0,0,amundlo01
11,Lou Amundson,PF,30,MIN,20,0,8.1,0.7,1.9,0.368,0,0,,0.7,1.9,0.368,0.368,0.2,1,0.2,1.2,1.2,2.4,0.2,0.4,0.3,0.6,1.3,1.6,amundlo01,11,Lou Amundson,PF,30,MIN,20,0,161,3.1,8.5,0.368,0,0,,3.1,8.5,0.368,0.9,4.5,0.2,5.1,5.4,10.5,0.7,1.6,1.3,2.5,5.8,7.2,amundlo01,77,103,amundlo01,11,Lou Amundson,PF,30,MIN,20,161,6.3,0.342,0,0.526,15.9,17.6,16.7,2.8,2.2,2.9,19,16.1,,-0.4,0.2,-0.1,-0.038,,-6.9,-1,-7.9,-0.2,amundlo01,11,Lou Amundson,PF,30,MIN,20,161,,,,38%,62%,-17.7,-16.1,3,3,15,4,8,1,6,2,5,amundlo01,11,Lou Amundson,PF,30,MIN,20,161,0.368,5,,1,0.526,0.316,0.079,0.079,0,,0.368,0.6,0.167,0,0,,,0.5,,,0.158,6,,,,,0,0,amundlo01
11,Lou Amundson,PF,30,CHI,1,0,2,0,1,0,0,0,,0,1,0,0,0,0,,1,0,1,0,0,0,0,0,0,amundlo01,11,Lou Amundson,PF,30,CHI,1,0,2,0,18,0,0,0,,0,18,0,0,0,,18,0,18,0,0,0,0,0,0,amundlo01,59,113,amundlo01,11,Lou Amundson,PF,30,CHI,1,2,0,0,0,0,56.7,0,28.7,0,0,0,0,23,,0,0,0,-0.274,,-4.7,-18.2,-22.8,0,amundlo01,11,Lou Amundson,PF,30,CHI,1,2,,,,100%,,-100,-100.7,0,0,0,0,0,0,0,0,0,amundlo01,11,Lou Amundson,PF,30,CHI,1,2,0,0.8,,1,1,0,0,0,0,,0,0,,,,,,,,,0,0,,,,,0,0,amundlo01
11,Lou Amundson,PF,30,NOH,18,0,11.6,1,2.3,0.429,0,0,,1,2.3,0.429,0.429,0.4,0.9,0.5,1.3,1.9,3.2,0.4,0.5,0.3,0.4,1.5,2.4,amundlo01,11,Lou Amundson,PF,30,NOH,18,0,209,3.1,7.2,0.429,0,0,,3.1,7.2,0.429,1.4,2.8,0.5,4.1,5.9,10,1.4,1.6,1,1.4,4.7,7.6,amundlo01,102,106,amundlo01,11,Lou Amundson,PF,30,NOH,18,209,11.7,0.449,0,0.381,13.4,19.7,16.5,5.8,2.3,2.4,14,12.7,,0.1,0.2,0.3,0.065,,-2.1,1,-1.1,0,amundlo01,11,Lou Amundson,PF,30,NOH,18,209,,,5%,89%,7%,-6.6,-2.1,0,3,12,3,7,3,16,2,6,amundlo01,11,Lou Amundson,PF,30,NOH,18,209,0.429,2.5,,1,0.762,0.238,0,0,0,,0.429,0.531,0.1,,,,,0.722,,,0.214,7,,,,,0,0,amundlo01
12,Chris Andersen,C,34,MIA,42,0,14.9,1.7,2.9,0.577,0,0.1,0.667,1.6,2.9,0.575,0.585,1.5,2.2,0.677,1.4,2.7,4.1,0.4,0.4,1,0.6,2.1,4.9,anderch01,12,Chris Andersen,C,34,MIA,42,0,624,4.1,7.1,0.577,0.1,0.2,0.667,4,6.9,0.575,3.6,5.4,0.677,3.3,6.6,9.9,1,0.9,2.5,1.4,5.1,11.9,anderch01,125,100,anderch01,12,Chris Andersen,C,34,MIA,42,624,17.4,0.631,0.024,0.756,11.9,21.5,17,4,1.4,5.8,12.8,14.4,,1.6,1.1,2.7,0.207,,-1,0.8,-0.2,0.3,anderch01,12,Chris Andersen,C,34,MIA,42,624,,,,10%,91%,9,-0.2,5,8,46,10,40,1,42,8,13,anderch01,12,Chris Andersen,C,34,MIA,42,624,0.577,3.5,,0.976,0.805,0.106,0.008,0.057,0.024,,0.575,0.646,0.231,0,0.286,0.667,,0.797,1,,0.35,37,,0,,,0,0,anderch01
13,Alan Anderson,SF,30,TOR,65,2,23,3.6,9.5,0.383,1.5,4.4,0.333,2.2,5.1,0.426,0.46,1.9,2.3,0.857,0.5,1.8,2.3,1.6,0.7,0.1,1.2,2,10.7,anderal01,13,Alan Anderson,SF,30,TOR,65,2,1495,5.7,14.8,0.383,2.3,6.9,0.333,3.4,8,0.426,3,3.5,0.857,0.8,2.7,3.6,2.5,1.2,0.2,1.9,3.2,16.7,anderal01,101,110,anderal01,13,Alan Anderson,SF,30,TOR,65,1495,12.6,0.509,0.463,0.239,2.7,9.2,5.9,11.7,1.7,0.4,10.5,23.6,,0.8,0.8,1.6,0.052,,-0.5,-1.3,-1.8,0.1,anderal01,13,Alan Anderson,SF,30,TOR,65,1495,,9%,80%,11%,,-3.5,-3.1,38,19,56,10,52,9,231,13,30,anderal01,13,Alan Anderson,SF,30,TOR,65,1495,0.383,16.7,,0.537,0.148,0.14,0.107,0.143,0.463,,0.426,0.681,0.372,0.409,0.227,0.333,,0.447,0.853,,0.008,5,,0.323,0.359,,0,0,anderal01
14,James Anderson,SG-SF,23,TOT,39,2,10.3,1.3,3.2,0.413,0.5,1.5,0.35,0.8,1.7,0.47,0.496,0.6,0.7,0.857,0.5,1.4,1.8,1.1,0.4,0.1,0.6,0.6,3.8,anderja01,14,James Anderson,SG-SF,23,TOT,39,2,401,4.7,11.3,0.413,1.9,5.4,0.35,2.8,5.9,0.47,2.2,2.5,0.857,1.6,4.8,6.5,3.8,1.3,0.4,2.2,2.2,13.4,anderja01,107,105,anderja01,14,James Anderson,SG-SF,23,TOT,39,401,13.9,0.539,0.476,0.222,5.2,15,10.2,15.8,1.9,0.9,15.3,18,,0.4,0.4,0.9,0.106,,0.5,0.5,1,0.3,anderja01,14,James Anderson,SG-SF,23,TOT,39,401,,48%,46%,5%,,12.8,8.9,7,12,14,3,13,0,106,2,5,anderja01,14,James Anderson,SG-SF,23,TOT,39,401,0.413,15.5,,0.524,0.294,0.103,0.048,0.079,0.476,,0.47,0.486,0.462,0.333,0.5,0.35,,0.484,0.905,,0.056,6,,0.35,0.476,,1,0,anderja01
14,James Anderson,SF,23,SAS,10,0,9.4,1.1,2.5,0.44,0.5,1.1,0.455,0.6,1.4,0.429,0.54,0.7,0.9,0.778,0.3,1.1,1.4,0.9,0.3,0.2,0.7,0.7,3.4,anderja01,14,James Anderson,SF,23,SAS,10,0,94,4.2,9.6,0.44,1.9,4.2,0.455,2.3,5.4,0.429,2.7,3.4,0.778,1.1,4.2,5.4,3.4,1.1,0.8,2.7,2.7,13,anderja01,105,103,anderja01,14,James Anderson,SF,23,SAS,10,94,13,0.587,0.44,0.36,3.9,12.8,8.6,13.9,1.6,1.5,19.5,17.6,,0.1,0.1,0.2,0.109,,-0.4,0.8,0.4,0.1,anderja01,14,James Anderson,SF,23,SAS,10,94,,4%,75%,21%,,20.3,13.9,2,4,4,1,4,0,22,0,1,anderja01,14,James Anderson,SF,23,SAS,10,94,0.44,14.1,,0.56,0.32,0.12,0,0.12,0.44,,0.429,0.375,0.333,,0.667,0.455,,0.667,0.6,,0.08,1,,0.455,0.6,,0,0,anderja01
14,James Anderson,SG,23,HOU,29,2,10.6,1.4,3.5,0.406,0.6,1.7,0.327,0.9,1.8,0.481,0.485,0.6,0.7,0.895,0.5,1.5,2,1.1,0.4,0.1,0.6,0.6,4,anderja01,14,James Anderson,SG,23,HOU,29,2,307,4.8,11.8,0.406,1.9,5.7,0.327,2.9,6.1,0.481,2,2.2,0.895,1.8,5,6.8,3.9,1.4,0.4,2.1,2.1,13.5,anderja01,108,106,anderja01,14,James Anderson,SG,23,HOU,29,307,14.2,0.526,0.485,0.188,5.6,15.7,10.7,16.4,2,0.7,14.1,18.1,,0.4,0.3,0.7,0.105,,0.7,0.4,1.2,0.2,anderja01,14,James Anderson,SG,23,HOU,29,307,,62%,38%,1%,,10.4,7.4,5,8,10,2,9,0,84,2,4,anderja01,14,James Anderson,SG,23,HOU,29,307,0.406,15.8,,0.515,0.287,0.099,0.059,0.069,0.485,,0.481,0.517,0.5,0.333,0.429,0.327,,0.44,1,,0.05,5,,0.327,0.438,,1,0,anderja01
15,Ryan Anderson,PF,24,NOH,81,22,30.9,5.8,13.8,0.423,2.6,6.9,0.382,3.2,6.9,0.464,0.519,1.9,2.2,0.844,2.4,4,6.4,1.2,0.5,0.4,1.2,2.2,16.2,anderry01,15,Ryan Anderson,PF,24,NOH,81,22,2503,6.8,16,0.423,3.1,8,0.382,3.7,8,0.464,2.2,2.6,0.844,2.7,4.7,7.5,1.4,0.6,0.4,1.4,2.6,18.8,anderry01,114,112,anderry01,15,Ryan Anderson,PF,24,NOH,81,2503,18.1,0.548,0.5,0.161,8.9,15.9,12.4,6.9,0.9,1,7.5,24,,5.7,0.8,6.5,0.125,,4.1,-2.1,2,2.5,anderry01,15,Ryan Anderson,PF,24,NOH,81,2503,,,2%,89%,10%,-6.5,-5,28,35,80,17,75,9,217,9,58,anderry01,15,Ryan Anderson,PF,24,NOH,81,2503,0.423,17.4,,0.5,0.191,0.097,0.069,0.143,0.5,,0.464,0.587,0.333,0.312,0.463,0.382,,0.494,0.958,,0.011,12,,0.136,0.382,,2,0,anderry01
16,Carmelo Anthony,PF,28,NYK,67,67,37,10,22.2,0.449,2.3,6.2,0.379,7.6,16,0.476,0.502,6.3,7.6,0.83,2,4.9,6.9,2.6,0.8,0.5,2.6,3.1,28.7,anthoca01,16,Carmelo Anthony,PF,28,NYK,67,67,2482,9.7,21.6,0.449,2.3,6,0.379,7.4,15.6,0.476,6.2,7.4,0.83,1.9,4.7,6.7,2.5,0.8,0.5,2.5,3,27.8,anthoca01,112,108,anthoca01,16,Carmelo Anthony,PF,28,NYK,67,2482,24.8,0.56,0.278,0.344,6.1,15.9,10.8,14.1,1.1,1.1,9.3,35.6,,7.5,2,9.5,0.184,,6,-1.7,4.3,3.9,anthoca01,16,Carmelo Anthony,PF,28,NYK,67,2482,,,18%,78%,3%,5.7,3.4,55,59,79,35,211,15,442,40,88,anthoca01,16,Carmelo Anthony,PF,28,NYK,67,2482,0.449,14.3,,0.722,0.262,0.074,0.159,0.227,0.278,,0.476,0.556,0.364,0.447,0.441,0.379,,0.279,0.764,,0.022,31,,0.123,0.294,,5,0,anthoca01
17,Joel Anthony,C,30,MIA,62,3,9.1,0.6,1.1,0.515,0,0,,0.6,1.1,0.515,0.515,0.3,0.5,0.607,0.7,1.1,1.9,0.2,0.2,0.7,0.4,0.8,1.4,anthojo01,17,Joel Anthony,C,30,MIA,62,3,566,2.2,4.3,0.515,0,0,,2.2,4.3,0.515,1.1,1.8,0.607,2.9,4.5,7.3,0.8,0.8,2.7,1.4,3.1,5.5,anthojo01,108,103,anthojo01,17,Joel Anthony,C,30,MIA,62,566,10.4,0.542,0,0.412,10.4,14.4,12.5,3.1,1.2,6.1,21.5,8.6,,0.4,0.8,1.2,0.1,,-2.3,0.9,-1.3,0.1,anthojo01,17,Joel Anthony,C,30,MIA,62,566,,,,15%,85%,4.6,-5.2,3,7,20,8,14,2,36,2,5,anthojo01,17,Joel Anthony,C,30,MIA,62,566,0.515,5.3,,1,0.456,0.353,0.191,0,0,,0.515,0.742,0.292,0.385,,,,0.686,,,0.103,7,,,,,0,0,anthojo01
18,Trevor Ariza,SF,27,WAS,56,15,26.3,3.4,8.1,0.417,1.4,3.7,0.364,2,4.3,0.463,0.501,1.4,1.7,0.821,0.8,4,4.8,2,1.3,0.4,1.5,1.3,9.5,arizatr01,18,Trevor Ariza,SF,27,WAS,56,15,1471,4.6,11,0.417,1.9,5.1,0.364,2.7,5.9,0.463,1.9,2.3,0.821,1.1,5.4,6.5,2.8,1.8,0.5,2.1,1.8,13,arizatr01,102,101,arizatr01,18,Trevor Ariza,SF,27,WAS,56,1471,14,0.538,0.463,0.211,3.3,16.9,10,12.7,2.5,1.1,14.6,17.9,,0.7,2.4,3.1,0.102,,0.1,2,2.1,1.6,arizatr01,18,Trevor Ariza,SF,27,WAS,56,1471,,,92%,8%,,-1.1,3,45,14,26,8,41,3,254,10,19,arizatr01,18,Trevor Ariza,SF,27,WAS,56,1471,0.417,15.9,,0.537,0.273,0.058,0.053,0.153,0.463,,0.463,0.593,0.192,0.208,0.42,0.364,,0.634,0.961,,0.038,17,,0.407,0.471,,0,0,arizatr01
