Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,ORtg,DRtg,Player-additional,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional,Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,-9999,Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,10-Mar,16-Oct,16-3P,3P,,2P,0-3,10-Mar,16-Oct,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#,-9999
1,Quincy Acy,PF,22,TOR,29,0,11.8,1.4,2.6,0.56,0,0.1,0.5,1.4,2.5,0.562,0.567,1.1,1.3,0.816,1,1.6,2.7,0.4,0.4,0.5,0.6,1.8,4,acyqu01,1,Quincy Acy,PF,22,TOR,29,0,342,4.4,7.9,0.56,0.1,0.2,0.5,4.3,7.7,0.562,3.3,4,0.816,3.2,4.9,8.1,1.2,1.4,1.6,1.8,5.6,12.2,acyqu01,120,105,acyqu01,1,Quincy Acy,PF,22,TOR,29,342,15.9,0.632,0.027,0.507,10.3,16.6,13.4,5.2,2,3.5,15.6,14.7,,0.7,0.4,1.1,0.157,,-1,1,0.1,0.2,acyqu01,1,Quincy Acy,PF,22,TOR,29,342,,,,88%,12%,13.9,16.9,4,5,24,6,14,0,29,2,5,acyqu01,1,Quincy Acy,PF,22,TOR,29,342,0.56,7.9,,0.973,0.573,0.08,0.053,0.267,0.027,,0.562,0.651,0.5,0.5,0.4,0.5,,0.732,1,,0.267,19,,0.5,1,,0,0,acyqu01
2,Jeff Adrien,PF,26,CHA,52,5,13.7,1.4,3.2,0.429,0,0,0,1.4,3.2,0.434,0.429,1.3,1.9,0.65,1.3,2.5,3.8,0.7,0.3,0.5,0.6,1.5,4,adrieje01,2,Jeff Adrien,PF,26,CHA,52,5,713,3.6,8.5,0.429,0,0.1,0,3.6,8.4,0.434,3.3,5,0.65,3.4,6.5,9.9,1.8,0.9,1.4,1.6,4,10.6,adrieje01,105,109,adrieje01,2,Jeff Adrien,PF,26,CHA,52,713,13.4,0.493,0.012,0.595,10.6,21.2,15.7,8.3,1.3,3.1,13.1,15.6,,0.5,0.4,1,0.064,,-2.1,-0.9,-3,-0.2,adrieje01,2,Jeff Adrien,PF,26,CHA,52,713,,,1%,96%,3%,-7.1,3.6,9,6,40,7,41,4,80,5,17,adrieje01,2,Jeff Adrien,PF,26,CHA,52,713,0.429,9,,0.988,0.363,0.208,0.143,0.274,0.012,,0.434,0.508,0.429,0.417,0.348,0,,0.639,,,0.065,8,,0,,,1,0,adrieje01
3,Arron Afflalo,SF,27,ORL,64,64,36,6.2,14.1,0.439,1.1,3.8,0.3,5.1,10.4,0.489,0.478,3,3.5,0.857,0.5,3.3,3.7,3.2,0.6,0.2,2.2,2.1,16.5,afflaar01,3,Arron Afflalo,SF,27,ORL,64,64,2307,6.2,14.1,0.439,1.1,3.7,0.3,5.1,10.4,0.489,3,3.5,0.857,0.5,3.3,3.7,3.2,0.6,0.2,2.2,2.1,16.5,afflaar01,102,112,afflaar01,3,Arron Afflalo,SF,27,ORL,64,2307,13,0.527,0.265,0.246,1.4,10.3,5.8,14.6,0.9,0.4,12.1,22.5,,1.5,0.5,2,0.042,,-1.1,-1.8,-2.9,-0.5,afflaar01,3,Arron Afflalo,SF,27,ORL,64,2307,1%,48%,49%,3%,,-7.8,-0.1,45,50,68,20,98,5,474,24,59,afflaar01,3,Arron Afflalo,SF,27,ORL,64,2307,0.439,14.8,,0.735,0.175,0.128,0.202,0.23,0.265,,0.489,0.646,0.414,0.497,0.404,0.3,,0.486,0.958,,0.006,4,,0.304,0.438,,0,0,afflaar01
4,Josh Akognon,PG,26,DAL,3,0,3,0.7,1.3,0.5,0.3,0.7,0.5,0.3,0.7,0.5,0.625,0,0,,0,0.3,0.3,0.3,0,0,0,1,1.7,akognjo01,4,Josh Akognon,PG,26,DAL,3,0,9,8,16,0.5,4,8,0.5,4,8,0.5,0,0,,0,4,4,4,0,0,0,12,20,akognjo01,130,111,akognjo01,4,Josh Akognon,PG,26,DAL,3,9,15.3,0.625,0.5,0,0,12.1,6.2,19.4,0,0,0,20.3,,0,0,0,0.196,,-3.1,0.1,-3,0,akognjo01,4,Josh Akognon,PG,26,DAL,3,9,69%,31%,,,,-31.3,-30.6,0,0,0,0,0,0,2,0,0,akognjo01,4,Josh Akognon,PG,26,DAL,3,9,0.5,23.9,,0.5,0,0,0,0.5,0.5,,0.5,,,,0.5,0.5,,0,1,,0,0,,0,,,0,0,akognjo01
5,Cole Aldrich,C,24,TOT,45,0,8.6,1,1.8,0.55,0,0,,1,1.8,0.55,0.55,0.3,0.4,0.6,0.7,2,2.7,0.2,0.1,0.5,0.5,1.3,2.2,aldrico01,5,Cole Aldrich,C,24,TOT,45,0,388,4.1,7.4,0.55,0,0,,4.1,7.4,0.55,1.1,1.9,0.6,2.8,8.4,11.1,0.8,0.5,2.1,2.1,5.6,9.3,aldrico01,102,105,aldrico01,5,Cole Aldrich,C,24,TOT,45,388,11.1,0.563,0,0.25,8.7,26.7,17.7,3.4,0.7,4.6,20.6,12.7,,0.1,0.4,0.6,0.07,,-3.5,0.6,-2.9,-0.1,aldrico01,5,Cole Aldrich,C,24,TOT,45,388,,,,,100%,1.6,2,8,6,29,6,8,0,22,2,8,aldrico01,5,Cole Aldrich,C,24,TOT,45,388,0.55,3.7,,1,0.55,0.438,0.013,0,0,,0.55,0.682,0.371,1,,,,0.636,,,0.25,16,,,,,0,0,aldrico01
5,Cole Aldrich,C,24,HOU,30,0,7.1,0.8,1.4,0.535,0,0,,0.8,1.4,0.535,0.535,0.1,0.3,0.444,0.4,1.5,1.9,0.2,0.1,0.3,0.5,1.4,1.7,aldrico01,5,Cole Aldrich,C,24,HOU,30,0,213,3.9,7.3,0.535,0,0,,3.9,7.3,0.535,0.7,1.5,0.444,2,7.6,9.6,1,0.5,1.5,2.4,6.9,8.5,aldrico01,92,105,aldrico01,5,Cole Aldrich,C,24,HOU,30,213,7.3,0.532,0,0.209,6.5,23.7,15.2,4.1,0.7,3.2,23,12.5,,-0.1,0.3,0.2,0.038,,-5.6,0.6,-5,-0.2,aldrico01,5,Cole Aldrich,C,24,HOU,30,213,,,,,100%,-5.4,-9.6,5,3,16,5,4,0,16,1,3,aldrico01,5,Cole Aldrich,C,24,HOU,30,213,0.535,4.2,,1,0.512,0.465,0.023,0,0,,0.535,0.636,0.4,1,,,,0.783,,,0.256,8,,,,,0,0,aldrico01
5,Cole Aldrich,C,24,SAC,15,0,11.7,1.4,2.5,0.568,0,0,,1.4,2.5,0.568,0.568,0.5,0.7,0.727,1.2,3,4.2,0.2,0.1,0.9,0.6,1.3,3.3,aldrico01,5,Cole Aldrich,C,24,SAC,15,0,175,4.3,7.6,0.568,0,0,,4.3,7.6,0.568,1.6,2.3,0.727,3.7,9.3,13,0.6,0.4,2.9,1.9,3.9,10.3,aldrico01,112,106,aldrico01,5,Cole Aldrich,C,24,SAC,15,175,15.7,0.598,0,0.297,11.5,30.4,20.7,2.6,0.6,6.3,17.7,12.9,,0.2,0.2,0.4,0.109,,-1,0.5,-0.5,0.1,aldrico01,5,Cole Aldrich,C,24,SAC,15,175,,,,,100%,10,16.1,3,3,13,1,4,0,6,1,5,aldrico01,5,Cole Aldrich,C,24,SAC,15,175,0.568,3,,1,0.595,0.405,0,0,0,,0.568,0.727,0.333,,,,,0.476,,,0.243,8,,,,,0,0,aldrico01
6,LaMarcus Aldridge,PF,27,POR,74,74,37.7,8.6,17.8,0.484,0,0.2,0.143,8.6,17.6,0.488,0.485,3.8,4.7,0.81,2.4,6.7,9.1,2.6,0.8,1.2,1.9,2.5,21.1,aldrila01,6,LaMarcus Aldridge,PF,27,POR,74,74,2790,8.2,17,0.484,0,0.2,0.143,8.2,16.8,0.488,3.6,4.5,0.81,2.3,6.4,8.6,2.5,0.8,1.2,1.8,2.4,20.1,aldrila01,108,107,aldrila01,6,LaMarcus Aldridge,PF,27,POR,74,2790,20.4,0.53,0.011,0.264,7.2,20.9,14,13,1.2,2.5,8.9,26.5,,4.8,2.3,7.2,0.124,,1.7,-0.4,1.3,2.3,aldrila01,6,LaMarcus Aldridge,PF,27,POR,74,2790,,,,84%,16%,-0.8,9.4,38,54,113,30,167,10,474,38,35,aldrila01,6,LaMarcus Aldridge,PF,27,POR,74,2790,0.484,11.7,,0.989,0.215,0.192,0.197,0.385,0.011,,0.488,0.694,0.447,0.438,0.418,0.143,,0.542,0.5,,0.047,56,,0.286,0.25,,1,0,aldrila01
7,Lavoy Allen,C,23,PHI,79,37,21.1,2.6,5.7,0.454,0,0,0,2.6,5.7,0.455,0.454,0.5,0.8,0.717,2,3,5,0.9,0.3,0.7,0.7,2.3,5.8,allenla01,7,Lavoy Allen,C,23,PHI,79,37,1669,4.4,9.8,0.454,0,0,0,4.4,9.8,0.455,0.9,1.3,0.717,3.4,5.1,8.5,1.6,0.5,1.2,1.2,3.9,9.8,allenla01,103,106,allenla01,7,Lavoy Allen,C,23,PHI,79,1669,11.5,0.474,0.002,0.132,10.5,16.5,13.4,6.7,0.8,2.6,10.3,14.8,,0.9,1.6,2.5,0.072,,-3,-0.3,-3.3,-0.6,allenla01,7,Lavoy Allen,C,23,PHI,79,1669,,,,28%,72%,-2.8,1.4,16,18,106,18,27,4,159,4,20,allenla01,7,Lavoy Allen,C,23,PHI,79,1669,0.454,10.1,,0.998,0.275,0.222,0.165,0.335,0.002,,0.455,0.664,0.436,0.36,0.342,0,,0.743,,,0.037,16,,1,0,,0,0,allenla01
8,Ray Allen*,SG,37,MIA,79,0,25.8,3.7,8.2,0.449,1.8,4.2,0.419,1.9,4,0.48,0.555,1.8,2,0.886,0.5,2.2,2.7,1.7,0.8,0.2,1.3,1.6,10.9,allenra02,8,Ray Allen*,SG,37,MIA,79,0,2035,5.2,11.5,0.449,2.5,5.9,0.419,2.7,5.6,0.48,2.5,2.8,0.886,0.7,3.1,3.8,2.4,1.2,0.3,1.8,2.3,15.3,allenra02,112,107,allenra02,8,Ray Allen*,SG,37,MIA,79,2035,14.7,0.599,0.51,0.243,2.6,10.1,6.6,10.2,1.7,0.6,12.5,19.3,,3.4,1.9,5.4,0.126,,1.1,-0.8,0.3,1.2,allenra02,8,Ray Allen*,SG,37,MIA,79,2035,2%,68%,30%,,,5,-8.3,54,29,69,12,46,6,319,11,21,allenra02,8,Ray Allen*,SG,37,MIA,79,2035,0.449,16.9,,0.49,0.194,0.083,0.104,0.109,0.51,,0.48,0.587,0.463,0.397,0.38,0.419,,0.497,0.95,,0.006,3,,0.41,0.463,,0,0,allenra02
