Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,ORtg,DRtg,Player-additional,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional,Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,-9999,Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,10-Mar,16-Oct,16-3P,3P,,2P,0-3,10-Mar,16-Oct,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#,-9999
7,Ray Allen*,SG,32,BOS,73,73,35.9,6,13.5,0.445,2.5,6.2,0.398,3.5,7.3,0.485,0.537,2.9,3.2,0.907,1,2.6,3.7,3.1,0.9,0.2,1.7,2,17.4,allenra02,7,Ray Allen*,SG,32,BOS,73,73,2624,6,13.5,0.445,2.5,6.2,0.398,3.6,7.3,0.485,2.9,3.3,0.907,1,2.6,3.7,3.1,0.9,0.2,1.7,2,17.5,allenra02,116,103,allenra02,7,Ray Allen*,SG,32,BOS,73,2624,16.4,0.584,0.458,0.24,3.6,8.3,6.1,14.6,1.3,0.5,10.4,21.6,,5.6,4.1,9.7,0.177,,2.9,0.2,3,3.3,allenra02,7,Ray Allen*,SG,32,BOS,73,2624,,85%,14%,,,12.6,3.3,59,42,80,13,71,13,501,11,45,allenra02,7,Ray Allen*,SG,32,BOS,73,2624,0.445,16.7,,0.542,0.2,0.08,0.092,0.169,0.458,,0.485,0.604,0.329,0.33,0.503,0.398,,0.537,0.806,,0.009,9,,0.263,0.403,,3,0,allenra02
8,Tony Allen,SG,26,BOS,75,11,18.3,2.3,5.2,0.434,0.2,0.8,0.316,2,4.4,0.455,0.458,1.8,2.4,0.762,0.5,1.8,2.2,1.5,0.8,0.3,1.5,2.2,6.6,allento01,8,Tony Allen,SG,26,BOS,75,11,1373,4.4,10.2,0.434,0.5,1.5,0.316,4,8.7,0.455,3.6,4.7,0.762,0.9,3.5,4.4,3,1.6,0.6,2.9,4.4,13,allento01,98,99,allento01,8,Tony Allen,SG,26,BOS,75,1373,10.7,0.527,0.147,0.465,3.1,11,7.3,13.1,2.4,1.3,18.9,19.6,,-0.1,2.8,2.7,0.093,,-3.4,1.7,-1.7,0.1,allento01,8,Tony Allen,SG,26,BOS,75,1373,5%,89%,6%,,,9.8,-2.7,34,40,74,16,79,8,266,13,32,allento01,8,Tony Allen,SG,26,BOS,75,1373,0.434,8.6,,0.853,0.491,0.149,0.067,0.147,0.147,,0.455,0.524,0.379,0.346,0.351,0.316,,0.49,1,,0.049,17,,0.456,0.385,,1,0,allento01
9,Lance Allred,C,26,CLE,3,0,3.3,0.3,1.3,0.25,0,0,,0.3,1.3,0.25,0.25,0.3,0.7,0.5,0,0.3,0.3,0,0,0,0,0.3,1,allrela01,9,Lance Allred,C,26,CLE,3,0,10,3.6,14.4,0.25,0,0,,3.6,14.4,0.25,3.6,7.2,0.5,0,3.6,3.6,0,0,0,0,3.6,10.8,allrela01,72,112,allrela01,9,Lance Allred,C,26,CLE,3,10,-1,0.307,0,0.5,0,11.8,5.7,0,0,0,0,22.1,,0,0,0,-0.125,,-8.1,-3,-11.1,0,allrela01,9,Lance Allred,C,26,CLE,3,10,,,,,100%,-91.3,-91.3,0,0,0,0,1,0,0,0,0,allrela01,9,Lance Allred,C,26,CLE,3,10,0.25,17.9,,1,0,0,0,1,0,,0.25,,,,0.25,,,1,,,0,0,,,,,0,0,allrela01
10,Morris Almond,SG,22,UTA,9,0,4.3,0.4,1.7,0.267,0.1,0.4,0.25,0.3,1.2,0.273,0.3,0.4,0.7,0.667,0,0.2,0.2,0.3,0.1,0,0.2,0.6,1.4,almonmo01,10,Morris Almond,SG,22,UTA,9,0,39,3.7,13.8,0.267,0.9,3.7,0.25,2.8,10.2,0.273,3.7,5.5,0.667,0,1.8,1.8,2.8,0.9,0,1.8,4.6,12,almonmo01,81,111,almonmo01,10,Morris Almond,SG,22,UTA,9,39,2,0.368,0.267,0.4,0,6.2,3.1,10.5,1.3,0,10.2,22.5,,-0.1,0,-0.1,-0.081,,-9.1,-2.9,-12,-0.1,almonmo01,10,Morris Almond,SG,22,UTA,9,39,,95%,5%,,,-14.2,-21.9,1,1,1,0,2,1,7,0,2,almonmo01,10,Morris Almond,SG,22,UTA,9,39,0.267,15,,0.733,0.2,0.133,0.067,0.333,0.267,,0.273,0.333,0.5,0,0.2,0.25,,0.667,1,,0.067,1,,0.5,0,,0,0,almonmo01
11,Rafer Alston,PG,31,HOU,74,74,34.1,4.9,12.5,0.394,1.9,5.5,0.351,3,7,0.427,0.471,1.3,1.9,0.715,0.4,3.1,3.5,5.3,1.3,0.2,2.2,1.9,13.1,alstora01,11,Rafer Alston,PG,31,HOU,74,74,2526,5.2,13.2,0.394,2,5.8,0.351,3.1,7.4,0.427,1.4,2,0.715,0.4,3.3,3.7,5.6,1.4,0.3,2.3,2,13.8,alstora01,102,103,alstora01,11,Rafer Alston,PG,31,HOU,74,2526,13.2,0.492,0.44,0.148,1.3,10.2,5.8,25.2,2.1,0.5,14,20.7,,1,4,5,0.095,,-0.5,1,0.5,1.6,alstora01,11,Rafer Alston,PG,31,HOU,74,2526,96%,4%,,,,7.2,4.7,111,26,47,8,55,3,866,8,33,alstora01,11,Rafer Alston,PG,31,HOU,74,2526,0.394,16,,0.56,0.214,0.126,0.054,0.166,0.44,,0.427,0.505,0.422,0.4,0.34,0.351,,0.217,0.846,,0,0,,0.091,0.351,,0,0,alstora01
12,Lou Amundson,PF,25,PHI,16,0,4,0.5,1,0.5,0,0,,0.5,1,0.5,0.5,0.1,0.4,0.286,0.4,0.3,0.8,0,0.1,0.1,0.1,0.8,1.1,amundlo01,12,Lou Amundson,PF,25,PHI,16,0,64,4.5,9,0.5,0,0,,4.5,9,0.5,1.1,3.9,0.286,3.9,2.8,6.8,0,0.6,0.6,1.1,7.3,10.1,amundlo01,101,110,amundlo01,12,Lou Amundson,PF,25,PHI,16,64,7.4,0.472,0,0.438,12.9,9.4,11.1,0,0.8,1.2,9.5,14.9,,0,0,0.1,0.043,,-6.3,-2.1,-8.5,-0.1,amundlo01,12,Lou Amundson,PF,25,PHI,16,64,,,,62%,38%,-3.6,-3.8,1,1,8,0,4,1,0,1,2,amundlo01,12,Lou Amundson,PF,25,PHI,16,64,0.5,2.3,,1,0.75,0.188,0.063,0,0,,0.5,0.583,0.333,0,,,,0.75,,,0,0,,,,,0,0,amundlo01
13,Chris Andersen,C,29,NOH,5,0,6.8,0.4,1.4,0.286,0,0,,0.4,1.4,0.286,0.286,0.4,0.8,0.5,0.4,1.4,1.8,0,0,0.8,0.2,1.2,1.2,anderch01,13,Chris Andersen,C,29,NOH,5,0,34,2.1,7.4,0.286,0,0,,2.1,7.4,0.286,2.1,4.2,0.5,2.1,7.4,9.5,0,0,4.2,1.1,6.4,6.4,anderch01,78,101,anderch01,13,Chris Andersen,C,29,NOH,5,34,6.1,0.342,0,0.571,6.7,24.6,15.5,0,0,9.2,10.2,13.3,,-0.1,0.1,0,0.012,,-6.7,0.2,-6.5,0,anderch01,13,Chris Andersen,C,29,NOH,5,34,,,,,100%,6.1,0,0,0,2,1,3,0,0,2,1,anderch01,13,Chris Andersen,C,29,NOH,5,34,0.286,3.9,,1,0.429,0.571,0,0,0,,0.286,0.667,0,,,,,0.5,,,0,0,,,,,0,0,anderch01
14,Derek Anderson,SG,33,CHA,28,0,14.1,1.7,4.5,0.376,0.7,1.9,0.365,1,2.6,0.384,0.452,1,1.4,0.737,0.3,1.5,1.9,1.6,0.4,0,0.9,1.8,5,anderde01,14,Derek Anderson,SG,33,CHA,28,0,396,4.3,11.4,0.376,1.7,4.7,0.365,2.5,6.6,0.384,2.5,3.5,0.737,0.8,3.9,4.7,4,1.1,0.1,2.3,4.5,12.8,anderde01,99,111,anderde01,14,Derek Anderson,SG,33,CHA,28,396,10,0.497,0.416,0.304,2.6,12.6,7.5,17.8,1.6,0.2,15,19.3,,0,0.3,0.3,0.032,,-2.6,-0.7,-3.2,-0.1,anderde01,14,Derek Anderson,SG,33,CHA,28,396,15%,75%,10%,,,-13.8,-9.8,15,6,30,2,14,3,94,2,3,anderde01,14,Derek Anderson,SG,33,CHA,28,396,0.376,17.2,,0.584,0.176,0.032,0.104,0.272,0.416,,0.384,0.5,0.25,0.385,0.324,0.365,,0.357,0.947,,0,0,,0.288,0.533,,0,0,anderde01
15,Carmelo Anthony,SF,23,DEN,77,77,36.4,9.5,19.2,0.492,0.8,2.1,0.354,8.7,17.1,0.509,0.511,6,7.7,0.786,2.3,5.1,7.4,3.4,1.3,0.5,3.3,3.3,25.7,anthoca01,15,Carmelo Anthony,SF,23,DEN,77,77,2806,9.3,19,0.492,0.7,2.1,0.354,8.6,16.9,0.509,6,7.6,0.786,2.3,5,7.3,3.3,1.3,0.5,3.2,3.2,25.4,anthoca01,109,107,anthoca01,15,Carmelo Anthony,SF,23,DEN,77,2806,21.1,0.568,0.111,0.398,7,14.9,11,16.1,1.7,1,12.7,30.2,,5.2,3,8.2,0.14,,2.5,-0.9,1.6,2.5,anthoca01,15,Carmelo Anthony,SF,23,DEN,77,2806,,16%,82%,2%,,2.6,-3.3,68,63,77,55,224,12,567,43,94,anthoca01,15,Carmelo Anthony,SF,23,DEN,77,2806,0.492,10.9,,0.889,0.375,0.084,0.146,0.285,0.111,,0.509,0.65,0.323,0.366,0.45,0.354,,0.554,0.966,,0.088,123,,0.098,0.375,,8,0,anthoca01
16,Joel Anthony,PF,25,MIA,24,1,20.8,1.2,2.5,0.467,0,0,,1.2,2.5,0.467,0.467,1.2,2,0.592,1.6,2.3,3.9,0.1,0.4,1.3,0.7,2.3,3.5,anthojo01,16,Joel Anthony,PF,25,MIA,24,1,498,2,4.3,0.467,0,0,,2,4.3,0.467,2.1,3.5,0.592,2.7,4,6.7,0.2,0.7,2.2,1.2,4,6.1,anthojo01,104,109,anthojo01,16,Joel Anthony,PF,25,MIA,24,498,8.8,0.521,0,0.817,9,13.4,11.2,0.9,1,5,17.2,9.4,,0.1,0.4,0.6,0.054,,-5.3,-0.3,-5.5,-0.4,anthojo01,16,Joel Anthony,PF,25,MIA,24,498,,,,43%,57%,-13.6,-4.7,2,8,37,4,20,4,9,4,9,anthojo01,16,Joel Anthony,PF,25,MIA,24,498,0.467,4.5,,1,0.533,0.3,0.117,0.05,0,,0.467,0.656,0.389,0,0,,,0.571,,,0.15,6,,,,,0,0,anthojo01
17,Gilbert Arenas,PG,26,WAS,13,8,32.7,6,15.1,0.398,1.7,6,0.282,4.3,9.1,0.475,0.454,5.7,7.4,0.771,0.5,3.5,3.9,5.1,1.8,0.1,3.8,2.3,19.4,arenagi01,17,Gilbert Arenas,PG,26,WAS,13,8,425,6.6,16.6,0.398,1.9,6.6,0.282,4.7,10,0.475,6.3,8.1,0.771,0.5,3.8,4.3,5.6,1.9,0.1,4.2,2.5,21.3,arenagi01,102,109,arenagi01,17,Gilbert Arenas,PG,26,WAS,13,425,18.2,0.529,0.398,0.49,1.6,12.8,7,27.4,2.9,0.2,17.1,31.1,,0.2,0.4,0.6,0.07,,2.3,0.1,2.4,0.5,arenagi01,17,Gilbert Arenas,PG,26,WAS,13,425,100%,,,,,0.3,0.9,26,15,9,4,40,0,147,11,6,arenagi01,17,Gilbert Arenas,PG,26,WAS,13,425,0.398,17.3,,0.602,0.204,0.036,0.066,0.296,0.398,,0.475,0.575,0.429,0.462,0.414,0.282,,0.321,0.5,,0,0,,0.051,0.25,,0,0,arenagi01
18,Trevor Ariza,SF,22,TOT,35,3,15.6,2,3.9,0.507,0.1,0.5,0.278,1.8,3.4,0.542,0.526,1.4,2.1,0.653,0.9,2.2,3.1,1.3,0.9,0.3,0.7,1.3,5.5,arizatr01,18,Trevor Ariza,SF,22,TOT,35,3,546,4.5,9,0.507,0.3,1.2,0.278,4.2,7.8,0.542,3.2,4.9,0.653,2,5.1,7.1,2.9,2,0.7,1.5,3,12.7,arizatr01,116,103,arizatr01,18,Trevor Ariza,SF,22,TOT,35,546,16.1,0.568,0.132,0.551,6.4,15.4,11.1,11.8,2.9,1.5,12,15.6,,0.9,0.9,1.8,0.157,,0.4,2.3,2.8,0.7,arizatr01,18,Trevor Ariza,SF,22,TOT,35,546,,3%,94%,3%,,2.7,-5.2,13,2,22,3,31,4,103,5,6,arizatr01,18,Trevor Ariza,SF,22,TOT,35,546,0.507,7.9,,0.868,0.544,0.059,0.103,0.162,0.132,,0.542,0.703,0.375,0.214,0.273,0.278,,0.734,1,,0.154,21,,0.778,0.357,,0,0,arizatr01
18,Trevor Ariza,SF,22,ORL,11,0,10.5,1.3,2.8,0.452,0,0.3,0,1.3,2.5,0.5,0.452,0.7,1.4,0.533,0.5,1.7,2.2,0.7,0.5,0.3,0.5,0.8,3.3,arizatr01,18,Trevor Ariza,SF,22,ORL,11,0,115,4.4,9.7,0.452,0,0.9,0,4.4,8.8,0.5,2.5,4.7,0.533,1.6,5.9,7.5,2.5,1.6,0.9,1.6,2.8,11.3,arizatr01,100,102,arizatr01,18,Trevor Ariza,SF,22,ORL,11,115,12.7,0.479,0.097,0.484,5.2,18.3,12,10.7,2.2,1.9,11.7,17,,0,0.2,0.2,0.085,,-1.7,3.1,1.4,0.1,arizatr01,18,Trevor Ariza,SF,22,ORL,11,115,,6%,93%,1%,,6.2,0.4,1,1,5,1,7,3,20,1,1,arizatr01,18,Trevor Ariza,SF,22,ORL,11,115,0.452,7.6,,0.903,0.548,0.032,0.161,0.161,0.097,,0.5,0.647,0,0,0.6,0,,0.786,,,0.129,4,,1,0,,0,0,arizatr01
18,Trevor Ariza,SF,22,LAL,24,3,18,2.3,4.4,0.524,0.2,0.6,0.333,2.1,3.8,0.556,0.548,1.7,2.5,0.683,1,2.5,3.5,1.5,1.1,0.3,0.8,1.5,6.5,arizatr01,18,Trevor Ariza,SF,22,LAL,24,3,431,4.6,8.8,0.524,0.4,1.3,0.333,4.2,7.5,0.556,3.4,5,0.683,2.1,4.9,7,3,2.2,0.7,1.5,3,13,arizatr01,121,103,arizatr01,18,Trevor Ariza,SF,22,LAL,24,431,17.1,0.594,0.143,0.571,6.7,14.6,10.8,12,3,1.3,12,15.3,,0.9,0.7,1.6,0.176,,1,2.1,3.1,0.6,arizatr01,18,Trevor Ariza,SF,22,LAL,24,431,,2%,95%,3%,,1.8,-6.6,12,1,17,2,24,1,83,4,5,arizatr01,18,Trevor Ariza,SF,22,LAL,24,431,0.524,8,,0.857,0.543,0.067,0.086,0.162,0.143,,0.556,0.719,0.429,0.333,0.176,0.333,,0.72,1,,0.162,17,,0.733,0.455,,0,0,arizatr01
19,Darrell Armstrong,PG,39,NJN,50,2,11,0.8,2.2,0.364,0.5,1.4,0.333,0.3,0.8,0.415,0.468,0.4,0.6,0.667,0.3,1,1.3,1.5,0.6,0,0.8,1.1,2.5,armstda01,19,Darrell Armstrong,PG,39,NJN,50,2,549,2.6,7.2,0.364,1.5,4.5,0.333,1.1,2.7,0.415,1.3,2,0.667,1.1,3.3,4.4,4.8,1.8,0.1,2.7,3.5,8.1,armstda01,95,109,armstda01,19,Darrell Armstrong,PG,39,NJN,50,549,8.7,0.499,0.627,0.273,3.6,10.6,7.1,20.5,2.7,0.3,25,13.7,,-0.2,0.5,0.3,0.024,,-3.5,0.8,-2.7,-0.1,armstda01,19,Darrell Armstrong,PG,39,NJN,50,549,100%,,,,,-9.2,-4,28,7,8,3,5,11,163,1,6,armstda01,19,Darrell Armstrong,PG,39,NJN,50,549,0.364,23.1,,0.373,0.1,0.018,0.055,0.2,0.627,,0.415,0.364,0.5,0.667,0.364,0.333,,0.412,0.957,,0,0,,0.246,0.529,,6,0,armstda01
