,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Rk.1,Player.1,Pos.1,Age.1,Tm.1,G.1,GS.1,MP.1,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1,PTS.1,Player-additional.1,ORtg,DRtg,Player-additional.2,Rk.2,Player.2,Pos.2,Age.2,Tm.2,G.2,MP.2,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 83,OWS,DWS,WS,WS/48,Unnamed: 88,OBPM,DBPM,BPM,VORP,Player-additional.3,Rk.3,Player.3,Pos.3,Age.3,Tm.3,G.3,MP.3,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot.1,Off..1,PGA,And1,Blkd,-9999,Rk.4,Player.4,Pos.4,Age.4,Tm.4,G.4,MP.4,FG%.2,Dist.,Unnamed: 127,2P.2,0-3,10-Mar,16-Oct,16-3P,3P.2,Unnamed: 134,2P.3,0-3.1,10-Mar.1,16-Oct.1,16-3P.1,3P.3,Unnamed: 141,2P.4,3P.4,Unnamed: 144,%FGA,#,Unnamed: 147,%3PA,3P%.2,Unnamed: 150,Att.,#.1,-9999.1
553,449,Pascal Siakam,PF,23,TOR,81,5,20.7,3.1,6.1,0.508,0.4,1.6,0.22,2.8,4.5,0.612,0.537,0.7,1.1,0.621,1.0,3.5,4.5,2.0,0.8,0.5,0.8,2.0,7.3,siakapa01,449,Pascal Siakam,PF,23,TOR,81,5,1679,5.4,10.7,0.508,0.6,2.8,0.22,4.8,7.8,0.612,1.2,1.9,0.621,1.7,6.1,7.8,3.4,1.3,0.9,1.4,3.6,12.6,siakapa01,113.0,105,siakapa01,449,Pascal Siakam,PF,23,TOR,81,1679,14.5,0.549,0.265,0.175,5.4,18.6,12.1,13.5,1.8,2.0,11.1,15.7,,2.1,2.5,4.7,0.133,,-0.3,1.6,1.3,1.4,siakapa01,449,Pascal Siakam,PF,23,TOR,81,1679,,,1%,98%,1%,10.2,3.8,33,13,72,9,49,1,387,21,29,siakapa01,449,Pascal Siakam,PF,23,TOR,81,1679,0.508,8.8,,0.735,0.456,0.227,0.046,0.006,0.265,,0.612,0.718,0.442,0.435,0.333,0.22,,0.688,1.0,,0.092,43,,0.53,0.257,,2,0,siakapa01
555,451,Ben Simmons,PG,21,PHI,81,81,33.7,6.7,12.3,0.545,0.0,0.1,0.0,6.7,12.2,0.551,0.545,2.4,4.2,0.56,1.8,6.3,8.1,8.2,1.7,0.9,3.4,2.6,15.8,simmobe01,451,Ben Simmons,PG,21,PHI,81,81,2732,7.2,13.2,0.545,0.0,0.1,0.0,7.2,13.0,0.551,2.5,4.5,0.56,1.9,6.8,8.7,8.7,1.8,0.9,3.7,2.8,16.9,simmobe01,111.0,102,simmobe01,451,Ben Simmons,PG,21,PHI,81,2732,20.0,0.557,0.011,0.342,5.9,19.5,13.0,37.4,2.5,2.1,19.5,22.3,,4.2,5.0,9.2,0.162,,2.0,2.5,4.5,4.5,simmobe01,451,Ben Simmons,PG,21,PHI,81,2732,74%,26%,,,,7.0,7.3,167,50,74,27,121,9,1621,26,49,simmobe01,451,Ben Simmons,PG,21,PHI,81,2732,0.545,5.5,,0.989,0.462,0.325,0.174,0.028,0.011,,0.551,0.744,0.417,0.316,0.393,0.0,,0.344,,,0.161,148,,0.0,,,8,0,simmobe01
556,452,Jonathon Simmons,SG,28,ORL,69,50,29.4,5.1,11.0,0.465,1.0,3.0,0.338,4.1,8.1,0.512,0.511,2.7,3.5,0.768,0.9,2.6,3.5,2.5,0.8,0.2,2.1,2.5,13.9,simmojo02,452,Jonathon Simmons,SG,28,ORL,69,50,2029,6.3,13.5,0.465,1.2,3.6,0.338,5.1,9.9,0.512,3.3,4.3,0.768,1.1,3.2,4.2,3.0,1.0,0.3,2.6,3.1,17.1,simmojo02,103.0,113,simmojo02,452,Jonathon Simmons,SG,28,ORL,69,2029,12.7,0.555,0.268,0.317,3.3,9.7,6.5,13.3,1.4,0.6,14.4,22.0,,0.8,1.1,1.9,0.045,,-1.7,-1.3,-3.1,-0.5,simmojo02,452,Jonathon Simmons,SG,28,ORL,69,2029,4%,76%,20%,1%,,-7.2,-4.5,59,59,69,12,121,14,428,33,54,simmojo02,452,Jonathon Simmons,SG,28,ORL,69,2029,0.465,11.8,,0.732,0.269,0.229,0.114,0.118,0.268,,0.512,0.688,0.414,0.333,0.467,0.338,,0.351,0.855,,0.038,27,,0.27,0.345,,2,0,simmojo02
557,453,Kobi Simmons,PG,20,MEM,32,12,20.1,2.5,5.9,0.423,0.3,1.2,0.282,2.2,4.7,0.46,0.452,0.8,0.8,1.0,0.4,1.1,1.6,2.1,0.6,0.2,1.4,1.9,6.1,simmoko01,453,Kobi Simmons,PG,20,MEM,32,12,643,4.5,10.6,0.423,0.6,2.2,0.282,3.9,8.4,0.46,1.4,1.4,1.0,0.8,2.0,2.8,3.8,1.0,0.3,2.5,3.4,11.0,simmoko01,94.0,115,simmoko01,453,Kobi Simmons,PG,20,MEM,32,643,7.7,0.49,0.206,0.132,2.5,6.6,4.5,16.5,1.4,0.7,18.0,17.0,,-0.4,0.2,-0.2,-0.013,,-4.7,-2.1,-6.9,-0.8,simmoko01,453,Kobi Simmons,PG,20,MEM,32,643,87%,14%,,,,-17.1,-12.7,25,6,29,2,12,5,161,3,12,simmoko01,453,Kobi Simmons,PG,20,MEM,32,643,0.423,11.3,,0.794,0.312,0.196,0.153,0.132,0.206,,0.46,0.712,0.324,0.345,0.2,0.282,,0.435,0.818,,0.042,8,,0.308,0.333,,3,0,simmoko01
558,454,Kyle Singler,SF,29,OKC,12,0,4.9,0.6,1.8,0.333,0.2,0.4,0.4,0.4,1.3,0.313,0.381,0.6,1.1,0.538,0.1,0.8,0.8,0.2,0.1,0.0,0.3,0.3,1.9,singlky01,454,Kyle Singler,SF,29,OKC,12,0,59,4.3,12.8,0.333,1.2,3.1,0.4,3.1,9.8,0.313,4.3,7.9,0.538,0.6,5.5,6.1,1.2,0.6,0.0,1.8,2.4,14.0,singlky01,88.0,111,singlky01,454,Kyle Singler,SF,29,OKC,12,59,5.9,0.43,0.238,0.619,1.8,17.5,9.4,4.8,0.8,0.0,10.1,21.6,,-0.1,0.0,0.0,-0.031,,-5.0,-1.6,-6.7,-0.1,singlky01,454,Kyle Singler,SF,29,OKC,12,59,,12%,71%,17%,,-2.6,-6.0,0,2,1,0,6,0,6,1,2,singlky01,454,Kyle Singler,SF,29,OKC,12,59,0.333,11.3,,0.762,0.333,0.19,0.143,0.095,0.238,,0.313,0.429,0.25,0.333,0.0,0.4,,1.0,1.0,,0.048,0,,0.0,,,0,0,singlky01
559,455,Marcus Smart,SG,23,BOS,54,11,29.9,3.5,9.5,0.367,1.4,4.6,0.301,2.1,4.9,0.429,0.44,1.8,2.5,0.729,0.8,2.7,3.5,4.8,1.3,0.4,2.4,2.5,10.2,smartma01,455,Marcus Smart,SG,23,BOS,54,11,1614,4.2,11.5,0.367,1.7,5.6,0.301,2.5,5.9,0.429,2.2,3.0,0.729,1.0,3.3,4.2,5.8,1.6,0.5,2.9,3.0,12.3,smartma01,97.0,104,smartma01,455,Marcus Smart,SG,23,BOS,54,1614,10.8,0.479,0.483,0.258,3.0,9.8,6.4,23.7,2.2,1.2,18.4,19.4,,-0.6,2.5,1.9,0.056,,-2.1,1.0,-1.2,0.3,smartma01,455,Marcus Smart,SG,23,BOS,54,1614,5%,76%,19%,,,6.7,5.1,74,22,59,14,39,19,611,6,18,smartma01,455,Marcus Smart,SG,23,BOS,54,1614,0.367,16.3,,0.517,0.177,0.161,0.095,0.083,0.483,,0.429,0.593,0.301,0.388,0.372,0.301,,0.333,0.76,,0.012,5,,0.145,0.278,,3,0,smartma01
560,456,Dennis Smith Jr.,PG,20,DAL,69,69,29.7,5.9,14.8,0.395,1.5,4.9,0.313,4.3,9.9,0.435,0.446,1.9,2.8,0.694,0.7,3.0,3.8,5.2,1.0,0.3,2.8,2.2,15.2,smithde03,456,Dennis Smith Jr.,PG,20,DAL,69,69,2049,7.1,18.0,0.395,1.9,6.0,0.313,5.2,12.0,0.435,2.4,3.4,0.694,0.9,3.7,4.6,6.3,1.2,0.3,3.4,2.7,18.4,smithde03,93.0,110,smithde03,456,Dennis Smith Jr.,PG,20,DAL,69,2049,12.8,0.473,0.331,0.188,2.6,11.8,7.0,29.5,1.7,0.8,14.9,28.9,,-2.4,1.7,-0.7,-0.017,,-1.2,-1.2,-2.4,-0.2,smithde03,456,Dennis Smith Jr.,PG,20,DAL,69,2049,76%,22%,2%,,,-8.0,-9.4,109,61,68,10,83,2,890,15,100,smithde03,456,Dennis Smith Jr.,PG,20,DAL,69,2049,0.395,13.3,,0.669,0.317,0.11,0.092,0.148,0.331,,0.435,0.606,0.257,0.223,0.336,0.313,,0.191,0.585,,0.049,40,,0.068,0.304,,2,0,smithde03
561,457,Ish Smith,PG,29,DET,82,35,24.9,4.7,9.8,0.486,0.4,1.2,0.347,4.3,8.5,0.506,0.507,1.0,1.4,0.698,0.3,2.4,2.7,4.4,0.8,0.2,1.3,1.7,10.9,smithis01,457,Ish Smith,PG,29,DET,82,35,2043,6.9,14.1,0.486,0.6,1.8,0.347,6.2,12.3,0.506,1.4,2.0,0.698,0.5,3.5,3.9,6.3,1.1,0.4,1.9,2.5,15.8,smithis01,109.0,109,smithis01,457,Ish Smith,PG,29,DET,82,2043,15.4,0.525,0.126,0.145,1.4,10.9,6.1,28.4,1.6,0.9,11.2,20.8,,2.4,2.0,4.4,0.102,,-0.3,0.3,0.0,1.0,smithis01,457,Ish Smith,PG,29,DET,82,2043,100%,,,,,0.8,2.0,56,35,76,7,46,10,909,15,46,smithis01,457,Ish Smith,PG,29,DET,82,2043,0.486,10.9,,0.874,0.257,0.222,0.191,0.203,0.126,,0.506,0.67,0.382,0.516,0.423,0.347,,0.203,0.629,,0.002,2,,0.277,0.286,,3,1,smithis01
562,458,J.R. Smith,SG,32,CLE,80,61,28.1,3.0,7.4,0.403,1.8,4.8,0.375,1.2,2.7,0.453,0.524,0.5,0.7,0.696,0.4,2.6,2.9,1.8,0.9,0.1,1.0,2.0,8.3,smithjr01,458,J.R. Smith,SG,32,CLE,80,61,2244,3.9,9.5,0.403,2.3,6.1,0.375,1.6,3.4,0.453,0.6,0.9,0.696,0.5,3.3,3.8,2.3,1.1,0.2,1.3,2.6,10.6,smithjr01,103.0,114,smithjr01,458,J.R. Smith,SG,32,CLE,80,2244,8.4,0.534,0.64,0.094,1.5,10.1,5.9,8.6,1.5,0.4,11.6,13.8,,0.6,0.9,1.4,0.031,,-2.1,-0.9,-3.0,-0.6,smithjr01,458,J.R. Smith,SG,32,CLE,80,2244,11%,79%,10%,,,-2.3,-7.6,54,18,71,4,16,10,345,5,7,smithjr01,458,J.R. Smith,SG,32,CLE,80,2244,0.403,19.7,,0.36,0.089,0.072,0.071,0.128,0.64,,0.453,0.566,0.395,0.429,0.421,0.375,,0.32,0.916,,0.017,9,,0.315,0.5,,0,0,smithjr01
563,459,Jason Smith,C,31,WAS,33,2,8.6,1.4,3.5,0.391,0.1,1.0,0.125,1.2,2.5,0.494,0.409,0.6,0.6,0.905,0.5,1.1,1.6,0.4,0.1,0.4,0.5,1.3,3.4,smithja02,459,Jason Smith,C,31,WAS,33,2,285,5.7,14.5,0.391,0.5,4.0,0.125,5.2,10.5,0.494,2.4,2.7,0.905,2.3,4.4,6.7,1.8,0.4,1.6,2.0,5.6,14.3,smithja02,93.0,110,smithja02,459,Jason Smith,C,31,WAS,33,285,8.8,0.455,0.278,0.183,7.2,13.9,10.5,7.4,0.5,4.0,11.4,21.7,,-0.2,0.3,0.0,0.003,,-5.4,-1.0,-6.4,-0.3,smithja02,459,Jason Smith,C,31,WAS,33,285,,,,,100%,-13.9,-15.9,5,1,20,7,10,4,35,4,8,smithja02,459,Jason Smith,C,31,WAS,33,285,0.391,14.6,,0.722,0.209,0.096,0.13,0.287,0.278,,0.494,0.708,0.182,0.4,0.485,0.125,,0.854,1.0,,0.043,5,,0.344,0.0,,0,0,smithja02
565,461,Tony Snell,SG,26,MIL,75,59,27.4,2.5,5.7,0.435,1.4,3.6,0.403,1.0,2.1,0.49,0.562,0.5,0.6,0.792,0.1,1.8,1.9,1.3,0.6,0.4,0.5,1.5,6.9,snellto01,461,Tony Snell,SG,26,MIL,75,59,2053,3.2,7.5,0.435,1.9,4.7,0.403,1.4,2.8,0.49,0.7,0.8,0.792,0.2,2.3,2.5,1.7,0.8,0.5,0.6,2.0,9.0,snellto01,113.0,114,snellto01,461,Tony Snell,SG,26,MIL,75,2053,8.5,0.578,0.631,0.113,0.5,7.5,4.0,6.5,1.1,1.2,7.5,10.6,,1.6,0.7,2.4,0.056,,-1.5,-0.8,-2.3,-0.1,snellto01,461,Tony Snell,SG,26,MIL,75,2053,,66%,31%,3%,,-1.1,-2.1,22,6,58,4,20,2,233,2,18,snellto01,461,Tony Snell,SG,26,MIL,75,2053,0.435,18.0,,0.369,0.167,0.082,0.052,0.068,0.631,,0.49,0.648,0.257,0.409,0.448,0.403,,0.623,1.0,,0.035,12,,0.366,0.439,,0,0,snellto01
566,462,Marreese Speights,C,30,ORL,52,3,13.0,2.7,6.7,0.395,1.7,4.5,0.369,1.0,2.2,0.448,0.519,0.8,1.1,0.727,0.4,2.2,2.6,0.8,0.2,0.4,0.8,2.0,7.7,speigma01,462,Marreese Speights,C,30,ORL,52,3,675,7.4,18.6,0.395,4.6,12.4,0.369,2.8,6.2,0.448,2.1,2.9,0.727,1.1,6.0,7.1,2.1,0.4,1.2,2.1,5.7,21.4,speigma01,101.0,111,speigma01,462,Marreese Speights,C,30,ORL,52,675,13.7,0.539,0.668,0.158,3.4,18.4,10.8,9.8,0.6,2.6,9.7,26.9,,0.1,0.5,0.6,0.045,,0.2,-1.4,-1.1,0.1,speigma01,462,Marreese Speights,C,30,ORL,52,675,,,,7%,93%,-0.1,5.9,14,10,58,7,25,0,93,3,9,speigma01,462,Marreese Speights,C,30,ORL,52,675,0.395,20.1,,0.332,0.074,0.12,0.072,0.066,0.668,,0.448,0.5,0.452,0.52,0.304,0.369,,0.615,0.977,,0.014,4,,0.056,0.538,,0,0,speigma01
567,463,Nik Stauskas,SG,24,TOT,41,0,12.8,1.5,3.8,0.39,1.0,2.4,0.4,0.5,1.3,0.37,0.519,0.5,0.7,0.724,0.1,1.5,1.6,1.0,0.2,0.1,0.6,0.6,4.4,stausni01,463,Nik Stauskas,SG,24,TOT,41,0,523,4.1,10.6,0.39,2.8,6.9,0.4,1.4,3.7,0.37,1.4,2.0,0.724,0.3,4.1,4.4,2.7,0.6,0.3,1.8,1.7,12.5,stausni01,101.0,113,stausni01,463,Nik Stauskas,SG,24,TOT,41,523,9.0,0.543,0.649,0.188,0.8,12.3,6.5,11.1,0.8,0.6,13.5,15.9,,0.1,0.3,0.3,0.031,,-1.3,-1.0,-2.3,-0.1,stausni01,463,Nik Stauskas,SG,24,TOT,41,523,24%,50%,26%,,,-5.3,-2.2,14,8,19,0,14,2,95,3,5,stausni01,463,Nik Stauskas,SG,24,TOT,41,523,0.39,18.9,,0.351,0.182,0.065,0.019,0.084,0.649,,0.37,0.536,0.1,0.0,0.308,0.4,,0.45,0.775,,0.019,3,,0.13,0.538,,1,0,stausni01
570,464,Lance Stephenson,SG,27,IND,82,7,22.6,3.7,8.6,0.427,0.8,2.8,0.289,2.9,5.8,0.495,0.475,1.0,1.5,0.661,0.8,4.4,5.2,2.9,0.6,0.2,1.6,2.2,9.2,stephla01,464,Lance Stephenson,SG,27,IND,82,7,1850,5.9,13.8,0.427,1.3,4.5,0.289,4.6,9.3,0.495,1.6,2.5,0.661,1.2,7.0,8.3,4.6,0.9,0.3,2.5,3.4,14.7,stephla01,99.0,108,stephla01,464,Lance Stephenson,SG,27,IND,82,1850,12.4,0.495,0.327,0.179,3.8,22.0,12.9,18.6,1.2,0.8,14.6,21.6,,-0.2,2.0,1.8,0.046,,-1.5,-0.3,-1.8,0.1,stephla01,464,Lance Stephenson,SG,27,IND,82,1850,,38%,62%,,,-2.8,-8.3,82,19,51,17,60,10,520,12,33,stephla01,464,Lance Stephenson,SG,27,IND,82,1850,0.427,14.7,,0.673,0.292,0.086,0.072,0.223,0.327,,0.495,0.623,0.311,0.49,0.399,0.289,,0.237,0.716,,0.025,14,,0.194,0.356,,9,0,stephla01
572,466,Julyan Stone,SG,29,CHO,23,0,7.6,0.3,0.6,0.462,0.3,0.6,0.462,0.0,0.0,,0.692,0.0,0.1,0.5,0.0,1.2,1.3,1.1,0.2,0.1,0.3,0.9,0.8,stoneju01,466,Julyan Stone,SG,29,CHO,23,0,175,1.2,2.7,0.462,1.2,2.7,0.462,0.0,0.0,,0.2,0.4,0.5,0.2,5.8,6.0,5.3,0.8,0.4,1.4,4.3,3.9,stoneju01,123.0,110,stoneju01,466,Julyan Stone,SG,29,CHO,23,175,7.6,0.684,1.0,0.154,0.6,17.6,9.0,19.2,1.1,1.0,33.5,5.2,,0.2,0.2,0.3,0.087,,-3.2,1.9,-1.3,0.0,stoneju01,466,Julyan Stone,SG,29,CHO,23,175,2%,40%,58%,,,8.5,8.6,4,1,14,0,0,3,62,0,1,stoneju01,466,Julyan Stone,SG,29,CHO,23,175,0.462,24.2,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,0.462,,,1.0,,0.0,0,,0.538,0.429,,0,0,stoneju01
574,468,Caleb Swanigan,PF,20,POR,27,3,7.0,0.9,2.2,0.4,0.0,0.3,0.125,0.9,1.9,0.442,0.408,0.4,0.7,0.667,0.6,1.4,2.0,0.5,0.2,0.1,0.7,1.4,2.3,swanica01,468,Caleb Swanigan,PF,20,POR,27,3,189,4.6,11.4,0.4,0.2,1.5,0.125,4.4,9.9,0.442,2.3,3.4,0.667,2.9,7.4,10.3,2.7,1.0,0.6,3.4,7.0,11.6,swanica01,88.0,105,swanica01,468,Caleb Swanigan,PF,20,POR,27,189,7.5,0.449,0.133,0.3,8.7,22.3,15.6,10.8,1.3,1.3,20.9,20.0,,-0.3,0.3,0.0,-0.003,,-6.6,1.2,-5.5,-0.2,swanica01,468,Caleb Swanigan,PF,20,POR,27,189,,,3%,95%,2%,0.1,-2.9,2,4,18,4,10,2,35,4,4,swanica01,468,Caleb Swanigan,PF,20,POR,27,189,0.4,7.5,,0.867,0.5,0.233,0.033,0.1,0.133,,0.442,0.533,0.357,0.5,0.167,0.125,,0.696,1.0,,0.05,2,,0.125,0.0,,0,0,swanica01
575,469,Jayson Tatum,SF,19,BOS,80,80,30.5,5.0,10.4,0.475,1.3,3.0,0.434,3.7,7.4,0.492,0.538,2.7,3.2,0.826,0.6,4.4,5.0,1.6,1.0,0.7,1.4,2.1,13.9,tatumja01,469,Jayson Tatum,SF,19,BOS,80,80,2443,5.9,12.3,0.475,1.5,3.6,0.434,4.3,8.7,0.492,3.1,3.8,0.826,0.7,5.2,5.9,1.9,1.2,0.9,1.7,2.5,16.4,tatumja01,111.0,103,tatumja01,469,Jayson Tatum,SF,19,BOS,80,2443,15.2,0.586,0.29,0.309,2.3,15.6,9.0,8.3,1.7,2.0,10.7,19.4,,3.0,4.0,7.1,0.139,,0.0,1.2,1.2,2.0,tatumja01,469,Jayson Tatum,SF,19,BOS,80,2443,,9%,70%,21%,,7.0,8.5,40,34,84,19,118,4,317,20,60,tatumja01,469,Jayson Tatum,SF,19,BOS,80,2443,0.475,12.7,,0.71,0.32,0.107,0.096,0.188,0.29,,0.492,0.629,0.258,0.438,0.42,0.434,,0.565,0.924,,0.071,51,,0.227,0.564,,0,0,tatumja01
576,470,Isaiah Taylor,PG,23,ATL,67,9,17.4,2.4,5.8,0.418,0.3,1.2,0.25,2.1,4.6,0.461,0.444,1.5,2.1,0.702,0.3,1.1,1.4,3.1,0.5,0.1,1.3,1.7,6.6,taylois01,470,Isaiah Taylor,PG,23,ATL,67,9,1167,5.0,12.0,0.418,0.6,2.5,0.25,4.4,9.6,0.461,3.1,4.3,0.702,0.7,2.2,2.9,6.4,1.0,0.3,2.6,3.6,13.7,taylois01,101.0,114,taylois01,470,Isaiah Taylor,PG,23,ATL,67,1167,10.9,0.492,0.205,0.362,2.1,6.9,4.5,27.0,1.4,0.7,15.7,20.1,,0.2,0.5,0.6,0.027,,-3.1,-1.3,-4.4,-0.7,taylois01,470,Isaiah Taylor,PG,23,ATL,67,1167,98%,2%,,,,-2.1,5.4,43,11,36,14,64,12,521,9,33,taylois01,470,Isaiah Taylor,PG,23,ATL,67,1167,0.418,9.6,,0.795,0.374,0.256,0.108,0.056,0.205,,0.461,0.61,0.39,0.214,0.273,0.25,,0.266,0.75,,0.01,3,,0.138,0.455,,3,0,taylois01
577,471,Jeff Teague,PG,29,MIN,70,70,33.0,5.1,11.3,0.446,1.2,3.3,0.368,3.9,8.1,0.477,0.499,2.9,3.4,0.845,0.3,2.6,3.0,7.0,1.5,0.3,2.5,2.4,14.2,teaguje01,471,Jeff Teague,PG,29,MIN,70,70,2311,5.5,12.4,0.446,1.3,3.6,0.368,4.2,8.8,0.477,3.1,3.7,0.845,0.4,2.9,3.3,7.7,1.6,0.4,2.8,2.7,15.5,teaguje01,111.0,112,teaguje01,471,Jeff Teague,PG,29,MIN,70,2311,16.4,0.553,0.287,0.301,1.2,9.3,5.2,30.6,2.2,0.9,16.4,20.6,,3.4,1.4,4.9,0.101,,1.1,-0.7,0.4,1.4,teaguje01,471,Jeff Teague,PG,29,MIN,70,2311,97%,3%,,,,2.8,0.6,118,41,84,7,83,11,1101,18,47,teaguje01,471,Jeff Teague,PG,29,MIN,70,2311,0.446,12.3,,0.713,0.209,0.272,0.157,0.073,0.287,,0.477,0.651,0.394,0.44,0.379,0.368,,0.104,0.56,,0.013,9,,0.096,0.409,,0,0,teaguje01
580,474,Garrett Temple,SG,31,SAC,65,35,24.8,3.1,7.3,0.418,1.4,3.5,0.392,1.7,3.8,0.442,0.512,0.9,1.2,0.769,0.3,2.0,2.3,1.9,0.9,0.4,1.2,2.1,8.4,templga01,474,Garrett Temple,SG,31,SAC,65,35,1615,4.4,10.6,0.418,2.0,5.1,0.392,2.5,5.6,0.442,1.3,1.7,0.769,0.5,2.9,3.4,2.8,1.3,0.6,1.8,3.0,12.2,templga01,102.0,112,templga01,474,Garrett Temple,SG,31,SAC,65,1615,10.2,0.536,0.477,0.164,1.5,9.6,5.4,11.3,1.8,1.6,13.4,16.4,,0.3,0.9,1.2,0.035,,-2.2,-0.3,-2.5,-0.2,templga01,474,Garrett Temple,SG,31,SAC,65,1615,19%,60%,21%,,,-8.1,-0.7,43,17,64,7,33,14,281,8,15,templga01,474,Garrett Temple,SG,31,SAC,65,1615,0.418,17.4,,0.523,0.155,0.061,0.097,0.21,0.477,,0.442,0.635,0.207,0.391,0.39,0.392,,0.427,0.888,,0.015,7,,0.335,0.329,,0,0,templga01
581,475,Miloš Teodosić,PG,30,LAC,45,36,25.2,3.4,8.0,0.419,2.0,5.2,0.379,1.4,2.8,0.492,0.542,0.9,1.0,0.848,0.4,2.4,2.8,4.6,0.5,0.1,2.2,2.3,9.5,teodomi01,475,Miloš Teodosić,PG,30,LAC,45,36,1134,4.8,11.4,0.419,2.8,7.4,0.379,2.0,4.1,0.492,1.2,1.5,0.848,0.5,3.5,4.0,6.6,0.7,0.2,3.1,3.3,13.6,teodomi01,107.0,114,teodomi01,475,Miloš Teodosić,PG,30,LAC,45,1134,11.6,0.564,0.644,0.128,1.6,10.5,6.1,26.2,1.0,0.4,20.3,18.2,,0.9,0.5,1.4,0.058,,-0.3,-1.5,-1.7,0.1,teodomi01,475,Miloš Teodosić,PG,30,LAC,45,1134,92%,8%,,,,1.7,2.0,66,15,29,5,9,5,479,0,9,teodomi01,475,Miloš Teodosić,PG,30,LAC,45,1134,0.419,20.7,,0.356,0.064,0.036,0.083,0.172,0.644,,0.492,0.652,0.385,0.533,0.435,0.379,,0.302,0.705,,0.0,0,,0.082,0.421,,0,0,teodomi01
582,476,Jason Terry,SG,40,MIL,51,4,16.0,1.2,3.0,0.383,0.8,2.3,0.348,0.4,0.8,0.487,0.513,0.2,0.2,0.889,0.1,0.8,0.9,1.2,0.8,0.3,0.5,1.0,3.3,terryja01,476,Jason Terry,SG,40,MIL,51,4,814,2.6,6.8,0.383,1.8,5.1,0.348,0.8,1.7,0.487,0.4,0.4,0.889,0.2,1.9,2.1,2.6,1.9,0.6,1.1,2.3,7.3,terryja01,103.0,111,terryja01,476,Jason Terry,SG,40,MIL,51,814,8.1,0.525,0.747,0.058,0.7,6.2,3.5,9.7,2.6,1.4,13.7,10.1,,0.1,0.6,0.7,0.042,,-2.6,0.6,-2.0,0.0,terryja01,476,Jason Terry,SG,40,MIL,51,814,29%,68%,4%,,,1.4,1.9,19,2,22,0,1,1,136,0,5,terryja01,476,Jason Terry,SG,40,MIL,51,814,0.383,20.8,,0.253,0.084,0.026,0.058,0.084,0.747,,0.487,0.538,0.25,0.667,0.385,0.348,,0.579,0.975,,0.0,0,,0.478,0.4,,1,0,terryja01
583,477,Daniel Theis,C,25,BOS,63,3,14.9,2.0,3.7,0.541,0.3,0.9,0.31,1.7,2.8,0.617,0.579,1.0,1.3,0.753,1.4,2.9,4.3,0.9,0.5,0.8,0.9,2.5,5.3,theisda01,477,Daniel Theis,C,25,BOS,63,3,936,4.8,9.0,0.541,0.7,2.2,0.31,4.2,6.7,0.617,2.3,3.1,0.753,3.5,7.1,10.5,2.2,1.2,1.8,2.2,6.0,12.7,theisda01,117.0,100,theisda01,477,Daniel Theis,C,25,BOS,63,936,16.1,0.616,0.249,0.348,10.7,21.2,16.0,9.1,1.6,4.3,17.2,15.5,,1.6,1.9,3.5,0.178,,-2.0,2.3,0.3,0.5,theisda01,477,Daniel Theis,C,25,BOS,63,936,,,,36%,64%,1.7,-2.6,22,10,103,12,35,1,140,8,15,theisda01,477,Daniel Theis,C,25,BOS,63,936,0.541,9.9,,0.751,0.464,0.099,0.103,0.086,0.249,,0.617,0.741,0.304,0.542,0.4,0.31,,0.759,1.0,,0.202,41,,0.259,0.533,,0,0,theisda01
584,478,Isaiah Thomas,PG,28,TOT,32,15,26.9,4.9,13.2,0.373,1.7,5.9,0.293,3.2,7.3,0.438,0.438,3.7,4.1,0.893,0.5,1.6,2.1,4.8,0.5,0.1,3.0,1.8,15.2,thomais02,478,Isaiah Thomas,PG,28,TOT,32,15,862,6.6,17.6,0.373,2.3,7.9,0.293,4.3,9.7,0.438,4.9,5.5,0.893,0.7,2.1,2.8,6.4,0.6,0.1,4.0,2.4,20.3,thomais02,99.0,115,thomais02,478,Isaiah Thomas,PG,28,TOT,32,862,12.6,0.508,0.447,0.311,2.2,6.3,4.2,27.1,0.8,0.3,16.6,28.8,,-0.1,0.3,0.2,0.009,,-0.9,-3.9,-4.9,-0.6,thomais02,478,Isaiah Thomas,PG,28,TOT,32,862,100%,,,,,-7.4,-7.9,48,33,26,3,45,7,360,4,43,thomais02,478,Isaiah Thomas,PG,28,TOT,32,862,0.373,15.8,,0.553,0.192,0.124,0.135,0.102,0.447,,0.438,0.506,0.365,0.404,0.442,0.293,,0.275,0.545,,0.0,0,,0.128,0.292,,1,0,thomais02
