Player,Salary
Greivis Vasquez,2150188
Jeremy Lamb,2111160
Marcus Morris,2096760
Steven Adams,2090880
Eric Maynor,2016000
CJ Watson,2016000
Nate Robinson,2016000
Jermaine O'Neal,2000000
Vitor Faverani,2000000
Kawhi Leonard,1991760
Kelly Olynyk,1986360
John Henson,1905360
Darren Collison,1900000
Nikola Vucevic,1892280
Shabazz Muhammad,1887120
Moe Harkless,1809840
Iman Shumpert,1797600
Giannis Antetokounmpo,1792560
Royce White,1777148
Jeff Ayres,1750000
Gigi Datome,1750000
Anthony Randolph,1750000
Chris Singleton,1707720
Reggie Evans,1695636
Jeremy Evans,1660000
Tyler Zeller,1633440
Tobias Harris,1630800
Dennis Schroeder,1617840
John Lucas,1600000
Ronny Turiaf,1600000
Toney Douglas,1600000
Pablo Prigioni,1591350
Terrence Jones,1551840
Jodie Meeks,1550000
Shane Larkin,1536960
Vyacheslav Kravtsov,1500000
James Jones,1500000
Chris Duhon,1500000
Gustavo Ayon,1500000
Andrew Nicholson,1482000
Sergey Karasev,1467840
Nando De Colo,1463000
Kenneth Faried,1442880
Donatas Motiejunas,1422720
Evan Fournier,1422720
Tony Snell,1409040
Earl Watson,1399507
Derek Fisher,1399507
Kenyon Martin,1399507
Rashard Lewis,1399507
Willie Green,1399507
Rasual Butler,1399507
Nazr Mohammed,1399507
Jannero Pargo,1399507
Antawn Jamison,1399507
Jared Sullinger,1365720
Gorgui Dieng,1352640
Scotty Hopson,1350000
Reggie Jackson,1329720
Victor Claver,1311240
Fab Melo,1311240
Jared Cunningham,1301208
Mason Plumlee,1298640
MarShon Brooks,1276560
Roger Mason,1272279
Beno Udrih,1272279
Devin Harris,1272279
Ronnie Price,1265977
Francisco Garcia,1265977
Shaun Livingston,1265977
John Jenkins,1258800
Ronnie Brewer,1256250
Solomon Hill,1246680
Jordan Hamilton,1234320
Hasheem Thabeet,1200000
Pero Antic,1200000
Tim Hardaway Jr,1196760
Norris Cole,1191240
Ryan Hollins,1186459
Cory Joseph,1182600
Jimmy Butler,1174080
Tony Wroten,1160040
Reggie Bullock,1149000
Patrick Mills,1133950
Miles Plumlee,1121520
Andre Roberson,1110840
Jordan Farmar,1106942
Nick Young,1106942
Arnett Moultrie,1089240
Perry Jones,1082520
Rudy Gobert,1078800
Marquis Teague,1074720
Festus Ezeli,1066920
Archie Goodwin,1064400
Nemanja Nedovic,1056720
Kyle Singler,1045000
Anthony Morrow,1027424
Greg Oden,1027424
Aaron Brooks,1027424
Cartier Martin,1003248
Richard Hamilton,1000000
Ishmael Smith,985000
Lance Stephenson,981349
Austin Daye,947907
BJ Mullens,947907
AJ Price,947907
Omri Casspi,947907
Alan Anderson,947907
Darius Morris,944923
DeJuan Blair,941000
Chandler Parsons,926500
Garrett Temple,916099
James Anderson,916099
Chris Johnson,916099
Jeff Adrien,916099
Xavier Henry,916099
Wesley Johnson,916099
Jon Leuer,900000
Mike James,889097
Julyan Stone,884293
Isaiah Thomas,884293
PJ Tucker,884293
E'Twaun Moore,884293
Cole Aldrich,884293
Lance Thomas,884293
Donald Sloan,884293
Josh Harrellson,884293
Greg Smith,884293
Shelvin Mack,884293
Draymond Green,875500
Allen Crabbe,825000
Elliot Williams,797545
Robert Sacre,788873
Aron Baynes,788872
Quincy Acy,788872
Will Barton,788872
Henry Sims,788872
Kyle O'Quinn,788872
Doron Lamb,788872
Darius Miller,788872
Brian Roberts,788872
Khris Middleton,788872
Orlando Johnson,788872
Patrick Beverley,788872
Quincy Miller,788872
Bernard James,788872
Jae Crowder,788872
Tornike Shengelia,788872
Jeffery Taylor,788872
Mike Scott,788872
Kent Bazemore,762195
Diante Garrett,719266
Malcolm Thomas,702233
Dwight Buycks,700000
Leandro Barbosa,650359
Alexis Ajinca,635880
DJ Augustin,592279
Isaiah Canaan,570515
Jeremy Tyler,556584
Ricky Ledo,550000
Kendall Marshall,547570
Shawne Williams,535770
Chris Douglas-Roberts,535288
Jamaal Franklin,535000
Ray McCallum,524616
James Johnson,507409
Ryan Gomes,495521
Glen Rice Jr,490180
Ian Clark,490180
Dionte Christmas,490180
Hollis Thompson,490180
Brandon Davies,490180
Toure Murry,490180
Jeff Withey,490180
Robbie Hummel,490180
Nate Wolters,490180
Miroslav Raduljica,490180
Nick Calathes,490180
Ryan Kelly,490180
Robert Covington,490180
Ognjen Kuzmic,490180
Peyton Siva,490180
Tony Mitchell,490180
Gal Mekel,490180
Carrick Felix,490180
Matthew Dellavedova,490180
Phil Pressey,490180
Shannon Brown,481562
Solomon Jones,474583
Erik Murphy,455580
Jason Collins,436316
Luke Babbitt,387995
Daniel Orton,369322
Maalik Wayns,361952
Christapher Johnson,320000
Jarvis Varnado,310908
Shavlik Randolph,306036
Hilton Armstrong,296138
Dewayne Dedmon,256623
Stephen Jackson,238739
Hamed Haddadi,200000
Chris Smith,184538
Mike Muscala,161471
Troy Daniels,158587
James Southerland,155704
Jamaal Tinsley,139951
Chris Wright,139212
Chris Babb,138403
Justin Hamilton,126870
Jorge Gutierrez,121103
Reggie Williams,111518
Damion James,107776
Dexter Pittman,107776
Arinze Onuaku,106776
Othyus Jeffers,104034
Manny Harris,104034
Elias Harris,100000
DeAndre Liggins,88429
Royal Ivey,74839
Melvin Ely,74469
Sasha Vujacic,69791
Casper Ware,69201
Seth Curry,66318
Willie Reed,57668
James Nunnally,57668
Darius Johnson-Odom,46404
Mustafa Shakur,46404
DJ Stephens,28834
Tony Mitchell,28834
Shane Edwards,28834
Vander Blue,28834
