Player,Salary
Kobe Bryant,27849000
Brandon Roy,21459805
Dirk Nowitzki,20907128
Gilbert Arenas,20807922
Amare Stoudemire,19948799
Joe Johnson,19752645
Carmelo Anthony,19450000
Dwight Howard,19261200
Pau Gasol,19000000
Elton Brand,18160354
Chris Paul,17779457
Kevin Durant,17548838
Chris Bosh,17545000
LeBron James,17545000
Deron Williams,17177795
Dwyane Wade,17024000
Paul Pierce,16790345
Zach Randolph,16500000
Andrew Bynum,16473002
Rudy Gay,16460532
Derrick Rose,16402500
Rashard Lewis,15052181
Al Jefferson,15000000
Carlos Boozer,15000000
Baron Davis,14850000
Andre Iguodala,14718250
Manu Ginobili,14107492
Marc Gasol,13891359
Russell Westbrook,13668750
Eric Gordon,13668750
Kevin Love,13668750
Roy Hibbert,13668750
Brook Lopez,13668000
Tyson Chandler,13604188
Emeka Okafor,13543250
Luol Deng,13326700
Josh Smith,13200000
Andrew Bogut,13150000
Danny Granger,13058606
Nenê,13000000
LaMarcus Aldridge,13000000
Kevin Martin,12939675
David Lee,12744000
Tony Parker,12500000
Kevin Garnett,12467532
Ben Gordon,12400000
Kris Humphries,12000000
Al Horford,12000000
Nicolas Batum,11950000
Hidayet Turkoglu,11815850
Joakim Noah,11050000
Jose Calderon,11046591
Monta Ellis,11000000
Rajon Rondo,11000000
Corey Maggette,10924138
DeAndre Jordan,10532977
Richard Hamilton,10500000
Richard Jefferson,10164000
Stephen Jackson,10060000
Andrea Bargnani,10000000
David West,10000000
JaVale McGee,10000000
Andrei Kirilenko,9779349
Gerald Wallace,9682435
Tim Duncan,9638554
Danilo Gallinari,9439000
Andris Biedrins,9000000
Steve Nash,8900000
Ryan Anderson,8700000
Shawn Marion,8646364
Jameer Nelson,8600000
Maurice Williams,8500000
Rodney Stuckey,8500000
Devin Harris,8500000
Anderson Varejao,8400000
Brendan Haywood,8349000
Marvin Williams,8287500
Lamar Odom,8200000
Jeff Green,8100000
John Salmons,8080000
Charlie Villanueva,8060000
Thaddeus Young,8039130
Caron Butler,8000000
George Hill,8000000
Chris Kaman,8000000
Tyrus Thomas,8000000
Andray Blatche,7972891
Ersan Ilyasova,7900000
Beno Udrih,7810000
Kendrick Perkins,7800531
Marcus Thornton,7632500
Arron Afflalo,7562500
Goran Dragic,7500000
DeSagana Diop,7372200
Trevor Ariza,7258960
Marcin Gortat,7258960
Metta World Peace,7258960
Blake Griffin,7226891
Paul Millsap,7200000
Mike Conley,7180000
Travis Outlaw,7000000
Josh Childress,6890056
Tayshaun Prince,6764045
Samuel Dalembert,6700000
Al Harrington,6687400
Drew Gooden,6680000
Wesley Matthews,6505320
Spencer Hawes,6500000
Brandon Bass,6500000
Darko Milicic,6457255
Glen Davis,6400000
Francisco Garcia,6100000
Luke Walton,6091363
Amir Johnson,6000000
Channing Frye,6000000
Nick Young,6000000
JJ Redick,6000000
Wilson Chandler,5930415
John Wall,5915880
James Harden,5820416
Mike Miller,5800000
Jason Richardson,5799625
Kyle Lowry,5750000
Michael Beasley,5750000
Aaron Brooks,5750000
Jarrett Jack,5580000
Kyrie Irving,5530080
Chuck Hayes,5486250
Evan Turner,5293080
Tyreke Evans,5251824
Jason Thompson,5250000
Zaza Pachulia,5248750
Chris Andersen,5225952
Anthony Davis,5144280
Landry Fields,5000000
Jamal Crawford,5000000
Jeremy Lin,5000000
Omer Asik,5000000
Jason Maxiell,5000000
Andre Miller,5000000
Ramon Sessions,5000000
Courtney Lee,5000000
Jason Terry,5000000
Kyle Korver,5000000
Louis Williams,5000000
Derrick Williams,4947840
Robin Lopez,4899293
Luc Mbah a Moute,4794192
Daniel Gibson,4792332
Derrick Favors,4753320
Nikola Pekovic,4640000
Michael Kidd-Gilchrist,4602720
Linas Kleiza,4600000
Marcus Camby,4590338
Boris Diaw,4500000
Luis Scola,4500000
Jonas Jerebko,4500000
Jose Juan Barea,4493000
Enes Kanter,4443360
Wesley Johnson,4285560
Jared Dudley,4250000
Marreese Speights,4200000
Bradley Beal,4133280
Dorell Wright,4106000
Udonis Haslem,4060000
Steve Novak,4054055
OJ Mayo,4020000
Tristan Thompson,4006080
JJ Hickson,4000000
Hakim Warrick,4000000
Raymond Felton,4000000
Luke Ridnour,4000000
Mario Chalmers,4000000
Steve Blake,4000000
Ryan Gomes,4000000
Ian Mahinmi,4000000
Brandon Rush,4000000
Carl Landry,4000000
Anthony Morrow,4000000
Stephen Curry,3958742
Tiago Splitter,3944000
Kirk Hinrich,3941000
DeMarcus Cousins,3880800
Mike Dunleavy,3750000
Joel Anthony,3750000
Ricky Rubio,3741120
Dion Waiters,3726600
Chris Duhon,3680000
Matt Bonner,3630000
Daequan Cook,3602675
Thabo Sefolosha,3600000
Ekpe Udoh,3524880
Danny Green,3500000
Shannon Brown,3500000
Matt Carroll,3500000
Jordan Hill,3500000
Gerald Green,3500000
DJ Augustin,3500000
Will Bynum,3500000
Alonzo Gee,3500000
Johan Petro,3500000
Raja Bell,3480000
Jonas Valanciunas,3374640
Thomas Robinson,3374640
DeMar DeRozan,3344250
Tony Allen,3300000
Jan Vesely,3294960
Corey Brewer,3243000
Greg Monroe,3217680
Brandon Jennings,3179493
Shawne Williams,3158000
Shane Battier,3135000
Josh McRoberts,3135000
Vince Carter,3120000
Gerald Henderson,3101326
Jerryd Bayless,3100000
Jason Kidd,3090000
Ray Allen,3090000
Mirza Teletovic,3090000
Damian Lillard,3065040
Tyler Hansbrough,3055259
Alexey Shved,3017943
Bismack Biyombo,3007920
Darrell Arthur,3006217
Kwame Brown,3000000
Lavoy Allen,3000000
Chauncey Billups,3000000
Carlos Delfino,3000000
Kosta Koufos,3000000
Austin Daye,2958444
Al-Farouq Aminu,2947800
Nick Collison,2929332
Joel Freeland,2900000
Dahntay Jones,2900000
James Johnson,2812006
JR Smith,2806452
Harrison Barnes,2798040
Timofey Mozgov,2794621
Brandon Knight,2755560
Gordon Hayward,2709720
Quentin Richardson,2706940
Jrue Holiday,2674851
Greg Stiemsma,2575000
Paul George,2574120
Terrence Ross,2563320
Ty Lawson,2544528
Kemba Walker,2532960
Randy Foye,2500000
Jason Smith,2500000
Reggie Williams,2500000
Cole Aldrich,2445480
Jeff Teague,2433076
Jimmer Fredette,2406240
Andre Drummond,2356320
Eric Maynor,2338720
Xavier Henry,2323200
Darren Collison,2319344
Omri Casspi,2277306
Serge Ibaka,2253061
BJ Mullens,2253061
DeShawn Stevenson,2240450
Austin Rivers,2238360
Rodrigue Beaubois,2227332
CJ Miles,2225000
Klay Thompson,2222160
Ed Davis,2207040
Martell Webster,2200000
Alec Burks,2171640
Taj Gibson,2155811
Meyers Leonard,2126520
Patrick Patterson,2096760
Dante Cunningham,2090000
Wayne Ellington,2083042
Toney Douglas,2067880
Markieff Morris,2063040
Shaun Livingston,2038446
Jeremy Lamb,2020200
Earl Watson,2000000
Larry Sanders,1991760
Marcus Morris,1959960
Grant Hill,1957000
Marco Belinelli,1957000
Kendall Marshall,1919160
Luke Babbitt,1892280
Kawhi Leonard,1861920
John Henson,1823280
Kevin Seraphin,1797600
Jeremy Evans,1795000
Nikola Vucevic,1768800
Moe Harkless,1731960
Eric Bledsoe,1707720
Iman Shumpert,1680360
Renaldo Balkman,1675000
Anthony Randolph,1674641
Royce White,1645440
Avery Bradley,1630800
Reggie Evans,1622618
Chris Singleton,1596360
Sebastian Telfair,1567500
Tyler Zeller,1563120
Tobias Harris,1524480
Derek Fisher,1519214
John Lucas,1500000
Gustavo Ayon,1500000
Gary Forbes,1500000
Vyacheslav Kravtsov,1500000
Jordan Farmar,1500000
Terrence Jones,1485000
Jared Jeffries,1475106
Keyon Dooling,1471491
Elliot Williams,1442880
Andrew Nicholson,1418160
Nolan Smith,1404960
Nando De Colo,1400000
Jodie Meeks,1400000
Trevor Booker,1385280
Willie Green,1375000
Louis Amundson,1365196
Donatas Motiejunas,1361400
Evan Fournier,1361400
Jason Collins,1352181
Jamaal Tinsley,1352181
Jermaine O'Neal,1352181
Kurt Thomas,1352181
Rasheed Wallace,1352181
Joel Przybilla,1352181
Antawn Jamison,1352181
Vladimir Radmanovic,1352181
Nazr Mohammed,1352181
Jerry Stackhouse,1352181
Chris Wilcox,1352181
Kenneth Faried,1348800
Jeremy Pargo,1313845
Jared Sullinger,1306920
Hamed Haddadi,1300000
Dominique Jones,1276560
Victor Claver,1254720
Fab Melo,1254720
Reggie Jackson,1243080
Earl Clark,1240000
Quincy Pondexter,1234320
Aleksandar Pavlovic,1232713
Leandro Barbosa,1229255
Roger Mason,1229255
Marquis Daniels,1229255
Royal Ivey,1223166
Damien Wilkins,1223166
Delonte West,1223166
Lazar Hayward,1209260
John Jenkins,1204560
Jordan Crawford,1198680
Dominic McGuire,1195578
MarShon Brooks,1193280
Greivis Vasquez,1191240
Christian Eyenga,1174080
Jared Cunningham,1156320
Jordan Hamilton,1153800
Ronnie Price,1146337
Ronny Turiaf,1146337
Nate Robinson,1146337
JaJuan Johnson,1120440
Norris Cole,1113600
Josh Howard,1113560
Tony Wroten,1110120
Cory Joseph,1105560
Jimmy Butler,1097520
Patrick Mills,1085120
Miles Plumlee,1073280
Ronnie Brewer,1069509
Ryan Hollins,1069509
Luke Harangody,1054389
DeJuan Blair,1054000
Arnett Moultrie,1042320
Devin Ebanks,1040000
Perry Jones,1035960
Festus Ezeli,1020960
Mickael Pietrus,1005096
Jon Brockman,1000000
Kyle Singler,1000000
Brandan Wright,992680
Kelenna Azubuike,992680
CJ Watson,992680
Ishmael Smith,985000
Gary Neal,972000
Ivan Johnson,962195
Chase Budinger,942293
Darius Morris,937195
Cartier Martin,915852
Anthony Tolliver,915852
Lance Stephenson,915243
James Anderson,902002
Chandler Parsons,888250
AJ Price,885120
DeMarre Carroll,885120
Alan Anderson,885120
Hasheem Thabeet,885120
Marquis Teague,857000
James White,854389
Will Conroy,854389
Dexter Pittman,854389
Matt Barnes,854389
Jeff Ayres,854389
Keith Bogans,854389
Tyler Honeycutt,850000
Draymond Green,850000
Brad Miller,848000
Mike James,795400
Kyle O'Quinn,788872
Isaiah Thomas,762195
PJ Tucker,762195
Charles Jenkins,762195
E'Twaun Moore,762195
Justin Harper,762195
Daniel Orton,762195
DeAndre Liggins,762195
Lance Thomas,762195
Malcolm Lee,762195
Jon Leuer,762195
Trey Thompkins,762195
Greg Smith,762195
Julyan Stone,762195
Josh Selby,762195
Cory Higgins,762195
Jeremy Tyler,762195
Shelvin Mack,761800
Sam Young,761319
Jannero Pargo,696446
Quincy Acy,665000
Jeff Adrien,653356
Doron Lamb,650000
Jae Crowder,600491
Garrett Temple,572943
Will Barton,550000
Orlando Johnson,550000
Jeffery Taylor,550000
Chris Johnson,508586
Kevin Murphy,473604
Luke Zeller,473604
Diante Garrett,473604
DeQuan Jones,473604
Pablo Prigioni,473604
Chris Copeland,473604
Darius Miller,473604
Brian Roberts,473604
Robert Sacre,473604
Ben Hansbrough,473604
Kent Bazemore,473604
Khris Middleton,473604
Kim English,473604
Quincy Miller,473604
Bernard James,473604
Tornike Shengelia,473604
Tyshawn Taylor,473604
Mike Scott,473604
Mickael Gelabale,452323
Kenyon Martin,429516
Jordan Williams,420000
Kevin Jones,390000
Juwan Howard,373838
Josh Harrellson,358680
Samardo Samuels,346781
Earl Barron,339726
Maalik Wayns,334308
Jarvis Varnado,314806
Terrel Harris,304878
Donald Sloan,300395
Micheal Eric,300000
Patrick Beverley,298092
Terrence Williams,296775
Travis Leslie,294835
Shavlik Randolph,280286
DJ White,263980
Aron Baynes,239588
Dionte Christmas,236800
Troy Murphy,226619
Scott Machado,225657
Kris Joseph,225657
Darius Johnson-Odom,195013
Malcolm Thomas,179340
DaJuan Summers,177024
Chris Quinn,169339
Tim Ohlbrecht,142081
Tracy McGrady,79540
Justin Holiday,76220
Chris Douglas-Roberts,72892
Solomon Jones,62912
Jerel McNeal,61289
Damion James,50258
Andrew Goudelock,44835
Justin Dentmon,44835
Josh Akognon,41788
