Player,Salary
Michael Beasley,4962240
Mike Conley,4913007
Antonio McDyess,4860000
Marcus Banks,4847586
Darius Songaila,4818000
Martell Webster,4800000
Hasheem Thabeet,4793280
Ronnie Brewer,4790000
Kendrick Perkins,4640208
Evan Turner,4602720
Jarrett Jack,4600000
Chris Andersen,4533300
OJ Mayo,4456200
Jeff Green,4455988
Charlie Bell,4447792
Brad Miller,4400000
Darko Milicic,4325000
James Harden,4304520
Matt Carroll,4300000
Zaza Pachulia,4251250
Hakim Warrick,4250000
Randy Foye,4250000
Nate Robinson,4200000
DeShawn Stevenson,4151786
Derrick Favors,4133280
Yi Jianlian,4050499
Russell Westbrook,4017720
Daniel Gibson,4015334
Brandon Bass,4000000
Ronny Turiaf,4000000
Luke Ridnour,4000000
Nikola Pekovic,4000000
Steve Blake,4000000
Ryan Gomes,4000000
Anthony Morrow,4000000
Willie Green,3976000
Ramon Sessions,3964320
Tyreke Evans,3880920
Jordan Farmar,3750000
Wesley Johnson,3726600
Corey Brewer,3703472
CJ Miles,3700000
Derek Fisher,3700000
Kevin Love,3638280
Timofey Mozgov,3567096
Chris Duhon,3500000
Carlos Delfino,3500000
Udonis Haslem,3500000
Dorell Wright,3500000
Shaun Livingston,3500000
Marc Gasol,3480000
Tiago Splitter,3400000
Brandan Wright,3398072
DeMarcus Cousins,3374640
Grant Hill,3324000
Danilo Gallinari,3304560
Kelenna Azubuike,3300000
Joel Anthony,3300000
Glen Davis,3300000
Thabo Sefolosha,3250000
Will Bynum,3250000
Johan Petro,3250000
Kris Humphries,3200000
Jonny Flynn,3192000
Joakim Noah,3128536
CJ Watson,3100000
Ekpe Udoh,3065040
Eric Gordon,3016680
Josh Howard,3000000
Raja Bell,3000000
Matt Bonner,3000000
Carl Landry,3000000
Tony Allen,3000000
Jamario Moon,3000000
Chris Wilcox,3000000
Eduardo Najera,3000000
Spencer Hawes,2974320
Stephen Curry,2913840
Thaddeus Young,2901241
Julian Wright,2858057
Anthony Parker,2855700
Al Thornton,2814196
Greg Monroe,2798040
Rodney Stuckey,2767126
Sebastian Telfair,2700000
Jordan Hill,2669520
Nick Young,2630503
Al-Farouq Aminu,2563320
DJ Augustin,2540400
Maurice Evans,2500000
David Andersen,2500000
Dahntay Jones,2500000
Marquis Daniels,2470000
DeMar DeRozan,2453880
Brook Lopez,2413320
Rasual Butler,2400000
Marco Belinelli,2380270
Gordon Hayward,2356320
Ryan Hollins,2333333
Brandon Jennings,2331120
Ersan Ilyasova,2320500
Craig Smith,2300000
Jerryd Bayless,2292600
Quentin Richardson,2265000
Paul George,2238360
Louis Amundson,2225000
Terrence Williams,2214480
Anthony Tolliver,2200000
Shannon Brown,2200000
Jason Smith,2187913
Jason Thompson,2178000
Daequan Cook,2169857
Jared Dudley,2151068
Wilson Chandler,2130482
Cole Aldrich,2126520
Gerald Henderson,2103840
Ben Wallace,2080000
Brandon Rush,2069049
Xavier Henry,2020200
Aaron Brooks,2016692
Keyon Dooling,2000000
Tyler Hansbrough,1998600
Chuck Hayes,1972500
Goran Dragic,1972000
Anthony Randolph,1965720
Arron Afflalo,1959577
Ed Davis,1919160
Earl Clark,1898760
Jason Williams,1877145
Robin Lopez,1867320
Patrick Patterson,1823280
Jose Juan Barea,1815000
Austin Daye,1803720
Marreese Speights,1773960
Matt Barnes,1765000
Larry Sanders,1731960
Omer Asik,1721000
James Johnson,1713600
Roy Hibbert,1685280
Renaldo Balkman,1675000
Luke Babbitt,1645440
Jrue Holiday,1627920
JaVale McGee,1601040
Hamed Haddadi,1600000
Keith Bogans,1600000
Kevin Seraphin,1563120
Ty Lawson,1546560
JJ Hickson,1528920
Solomon Jones,1500000
Eric Bledsoe,1485000
Jeff Teague,1476840
Alexis Ajinca,1467840
Avery Bradley,1418160
Eric Maynor,1417800
Ryan Anderson,1409040
Courtney Lee,1409040
Roger Mason,1400000
Ronnie Price,1380000
James Anderson,1361400
Darren Collison,1361040
Kosta Koufos,1352640
Tony Battie,1352181
Anthony Carter,1352181
Earl Boykins,1352181
Eddie House,1352181
Juwan Howard,1352181
Zydrunas Ilgauskas,1352181
Joe Smith,1352181
Theo Ratliff,1352181
Tracy McGrady,1352181
Brian Cardinal,1352181
Kurt Thomas,1352181
Shaquille O'Neal,1352181
Jason Collins,1352181
Craig Brackins,1306920
Sean Marks,1264687
Elliot Williams,1254720
Omri Casspi,1254480
Rudy Fernandez,1246680
Earl Watson,1229255
Malik Allen,1229255
Jamaal Magloire,1229255
Brian Scalabrine,1229255
Kwame Brown,1229255
Carlos Arroyo,1223166
Melvin Ely,1223166
Etan Thomas,1223166
Trevor Booker,1204560
BJ Mullens,1204200
Serge Ibaka,1204200
Royal Ivey,1200000
Nicolas Batum,1196760
George Hill,1157160
Damion James,1156320
Rodrigue Beaubois,1156080
Francisco Elson,1146337
Brian Cook,1146337
Quinton Ross,1146337
Erick Dampier,1129469
Darrell Arthur,1123680
Taj Gibson,1117680
Donte Greene,1116840
Dominique Jones,1110120
DJ White,1108680
Kyrylo Fesenko,1087500
DeMarre Carroll,1085400
Wayne Ellington,1078800
Quincy Pondexter,1073280
Toney Douglas,1071000
Josh Powell,1069609
Didier Ilunga-Mbenga,1069509
James Jones,1069509
Delonte West,1069509
Jordan Crawford,1042320
Greivis Vasquez,1035960
Aaron Gray,1028840
Daniel Orton,1028400
Lazar Hayward,1020960
Christian Eyenga,1020960
Jon Brockman,1000000
Antoine Wright,992680
Luther Head,992680
Fabricio Oberto,992680
Joey Graham,992680
Stephen Graham,992680
Hilton Armstrong,992680
Patrick Mills,937195
DeJuan Blair,918000
Shelden Williams,915852
Leon Powe,915852
Von Wafer,915852
Sam Young,886000
Shawne Williams,885210
Josh McRoberts,885120
Dominic McGuire,884120
Chris Quinn,861978
Acie Law,859087
Cartier Martin,854389
Joey Dorsey,854389
Sonny Weems,854389
Darnell Jackson,854389
Henry Walker,854389
Chris Douglas-Roberts,854389
Luc Mbah a Moute,854389
Mario Chalmers,854389
DeAndre Jordan,854389
Jermaine Taylor,780871
Chase Budinger,780871
Solomon Alabi,770000
Ian Mahinmi,762196
Marcus Thornton,762195
Jodie Meeks,762195
AJ Price,762195
Reggie Williams,762195
Jonas Jerebko,762195
DaJuan Summers,762195
Derrick Brown,762195
Dante Cunningham,762195
Lance Stephenson,750000
Damien Wilkins,748656
Steve Novak,734945
Hassan Whiteside,730437
Alonzo Gee,681492
Rodney Carney,651872
Jarron Collins,643551
Ike Diogu,608772
Andy Rautins,600000
Gary Neal,525000
Willie Warren,500000
Samardo Samuels,500000
Garret Siler,473640
Gani Lawal,473640
Hamady N'Diaye,473604
Jeremy Evans,473604
Pooh Jeter,473604
Armon Johnson,473604
Landry Fields,473604
Da'Sean Butler,473604
Dexter Pittman,473604
Patrick Beverley,473604
Ishmael Smith,473604
Derrick Caracter,473604
Devin Ebanks,473604
Jeremy Lin,473604
Terrico White,473604
Gary Forbes,473604
Manny Harris,473604
Luke Harangody,473604
Semih Erden,473604
Sherron Collins,473604
Ben Uzoh,473604
Pape Sy,473604
Pops Mensah-Bonsu,364461
Jeff Adrien,342666
Sundiata Gaines,327296
Jawad Williams,321652
Brian Skinner,270436
Ime Udoka,264232
Zabian Dowdell,242374
Jerry Stackhouse,222712
John Lucas,208264
Aleksandar Pavlovic,202295
Lester Hudson,192791
Earl Barron,188558
Garrett Temple,170373
Chris Johnson,164368
Darington Hobson,103078
Danny Green,94154
Joe Alexander,90465
Mustafa Shakur,89670
Trey Johnson,89670
Maurice Ager,83305
Bobby Simmons,71951
Matt Janning,58504
Ronald Dupree,58393
Larry Owens,55718
