Player,Salary
Desmond Mason,1898312
Joe Johnson,1850160
Mike Sweetney,1840800
Quentin Richardson,1805735
Caron Butler,1804680
Nate Huffman,1760000
Kedrick Brown,1757640
Jarvis Hayes,1748760
Jamaal Magloire,1726771
Jared Jeffries,1714440
Samaki Walker,1700000
Corie Blount,1680000
Vladimir Radmanovic,1669800
Morris Peterson,1646079
Melvin Ely,1628760
DeShawn Stevenson,1616087
Jerome Moiso,1600000
Cezary Trybanski,1600000
Dalibor Bagaric,1599076
Richard Jefferson,1586280
Iakovos Tsakalidis,1580702
Nick Collison,1578240
Marcus Haislip,1547280
Gordan Giricek,1540000
Michael Doleac,1540000
Stanislav Medvedenko,1540000
Mickael Pietrus,1527946
Malik Allen,1510000
Troy Murphy,1506960
Fred Jones,1506000
Jake Voskuhl,1500000
Tyronn Lue,1500000
Erick Strickland,1500000
Brian Skinner,1500000
Karl Malone,1500000
Mark Jackson,1500000
Jumaine Jones,1500000
Marcus Banks,1499400
Manu Ginobili,1457500
Steven Hunter,1431600
Luke Ridnour,1424400
Bostjan Nachbar,1396440
Kirk Haston,1360080
Reece Gaines,1353120
Earl Watson,1336500
Jiri Welsch,1326600
Bryce Drew,1300000
Michael Bradley,1292040
Troy Bell,1285440
Juan Dixon,1260360
Jarron Collins,1250000
Ryan Bowen,1250000
Jason Collins,1227480
Zarko Cabarkapa,1221240
Daniel Santiago,1200000
Voshon Lenard,1200000
Walter McCarty,1200000
Curtis Borchardt,1187240
Zach Randolph,1172160
Chris Childs,1166667
David West,1160160
Ryan Humphrey,1143360
Jeryl Sasser,1125729
Brendan Haywood,1125360
Aleksandar Pavlovic,1107960
Mehmet Okur,1100000
Kareem Rush,1097640
Joseph Forte,1080360
Chris Whitney,1070000
Kevin Willis,1070000
Tony Massenburg,1070000
Anthony Peeler,1070000
Scott Williams,1070000
Steve Smith,1070000
Sean Rooks,1070000
Horace Grant,1070000
Bryon Russell,1070000
Olden Polynice,1070000
Kenny Anderson,1070000
Popeye Jones,1070000
Calbert Cheaney,1070000
Kendall Gill,1070000
Dahntay Jones,1063680
Qyntel Woods,1053720
Boris Diaw,1021080
Casey Jacobsen,1011600
Monty Williams,1000000
Stephen Jackson,1000000
Dion Glover,1000000
Brandon Armstrong,995650
Zoran Planinic,980280
Efthimios Rentzias,971160
Tayshaun Prince,971160
Robert Pack,965610
Andrei Kirilenko,955800
Mark Blount,944922
Travis Outlaw,941040
Gary Trent,938679
Fred Hoiberg,938679
Travis Best,938679
Gerald Wallace,917520
Brian Cook,903360
Frank Williams,894960
Rod Strickland,887317
Samuel Dalembert,887160
Mitchell Butler,876179
John Salmons,865320
Primoz Brezec,861600
Jamaal Tinsley,861600
Tony Parker,856200
Chris Jefferies,840360
Ndudi Ebi,838560
Dan Dickau,835200
Maciej Lampe,829000
Robert Traylor,825000
Kendrick Perkins,814320
John Wallace,813679
Anthony Johnson,813679
Darvin Ham,813679
Rick Brunson,813679
Jacque Vaughn,813679
Leandro Barbosa,809280
Carlos Arroyo,800000
Brian Scalabrine,800000
Josh Howard,773400
Anthony Carter,751179
Vladimir Stepania,751179
Shammond Williams,751179
Damon Jones,751179
Adrian Griffin,751179
Mark Pope,751179
Bruno Sundov,751159
Eddie House,750000
Reggie Evans,700000
Doug Overton,695844
Raja Bell,688679
Milt Palacio,688679
Amal McCaskill,688679
Ansu Sesay,688679
Rafer Alston,688679
Scott Padgett,688679
Obinna Ekezie,688679
Oliver Miller,686838
Michael Ruffin,663679
Ruben Boumtje-Boumtje,663679
Donnell Harvey,663679
Mark Madsen,663679
Pepe Sanchez,663679
Brian Cardinal,663679
Jason Hart,638679
Jabari Smith Sr,638679
Trenton Hassell,638679
Loren Woods,638679
Bobby Simmons,638679
Jamison Brewer,638679
Mike Wilks,638679
Tremaine Fowlkes,638679
Jeff Trepagnier,638679
Chris Andersen,638679
Mike James,638679
Mengke Bateer,636679
Lonny Baxter,636679
Raul Lopez,621520
Dan Langhi,603786
Sean Marks,596295
Alton Ford,586082
Roger Mason,563679
Devin Brown,563679
Sam Clancy,563679
Robert Archibald,563679
Ronald Murray,563679
Dan Gadzuric,563679
Rasual Butler,563679
Jannero Pargo,563679
Jamal Sampson,563679
JR Bremer,563679
Carlos Boozer,563679
Tamar Slay,563679
Mikki Moore,513000
Zendon Hamilton,485619
Muggsy Bogues,437420
Steve Blake,366931
Maurice Williams,366931
Ben Handlogten,366931
Alex Garcia,366931
Darius Songaila,366931
Willie Green,366931
Kyle Korver,366931
Zaza Pachulia,366931
Keith Bogans,366931
Richie Frahm,366931
Keith McLeod,366931
Udonis Haslem,366931
Jerome Beasley,366931
Theron Smith,366931
Luke Walton,366931
Josh Moore,366931
James Jones,366931
Francisco Elson,366931
Marquis Daniels,366931
Jon Stefansson,366931
Jason Kapono,366931
Linton Johnson,366931
Brandon Hunter,366931
Travis Hansen,366931
Paul Grant,350581
Matt Carroll,349032
Kaniel Dickens,264011
Cherokee Parks,228946
Tyrone Hill,221829
Damone Brown,202508
Quincy Lewis,202341
Ben Davis,176369
Rodney Buford,145686
Tracy Murray,143537
Slavko Vranes,129768
Sean Lampley,89364
Shane Heal,75615
Torraye Braggs,53697
Britton Johnsen,44748
Jelani McCoy,36643
Derrick Dial,32375
