Player,Salary
Kevin Garnett,24751934
Jermaine O'Neal,21372000
Jason Kidd,21372000
Kobe Bryant,21262500
Shaquille O'Neal,21000000
Stephon Marbury,20840625
Allen Iverson,20840625
Tim Duncan,20598704
Tracy McGrady,20370437
Steve Francis,19816550
Ray Allen,18388430
Dirk Nowitzki,18077904
Paul Pierce,18077903
Shawn Marion,17810000
Rashard Lewis,16447871
Michael Redd,15780000
Andrei Kirilenko,15106000
Pau Gasol,15106000
Amare Stoudemire,15070550
Yao Ming,15070550
Mike Bibby,14983603
Vince Carter,14724125
Zach Randolph,14666667
Gilbert Arenas,14653466
Ben Wallace,14500000
Kenyon Martin,14431816
Chris Bosh,14410581
Dwyane Wade,14410581
Carmelo Anthony,14410581
LeBron James,14410581
Joe Johnson,14232567
Lamar Odom,14148596
Rasheed Wallace,13930000
Wally Szczerbiak,13775000
Dwight Howard,13758000
Elton Brand,13757844
Richard Jefferson,13200000
Larry Hughes,12827676
Raef LaFrentz,12722500
Jason Richardson,12664335
Predrag Stojakovic,12528000
Steve Nash,12250000
Carlos Boozer,11593817
Erick Dampier,11553000
Tony Parker,11550000
Brad Miller,11375000
Tyson Chandler,11350000
Andre Iguodala,11300000
Baron Davis,11250000
Samuel Dalembert,11238564
Chauncey Billups,11050000
Al Jefferson,11000000
Monta Ellis,11000000
Zydrunas Ilgauskas,10841615
Richard Hamilton,10812500
Bobby Simmons,10602667
Andre Miller,10333334
Troy Murphy,10126984
Marcus Camby,10000000
Kirk Hinrich,10000000
Josh Smith,10000000
Josh Howard,9945000
Antawn Jamison,9923285
Manu Ginobili,9905248
David West,9862500
Eddy Curry,9723983
Darius Miles,9704752
Nenê,9680000
Emeka Okafor,9537500
Chris Kaman,9500000
Tayshaun Prince,9500000
Gerald Wallace,9500000
Luol Deng,9385000
Caron Butler,9249980
Al Harrington,9226250
Jason Terry,9196000
Cuttino Mobley,9100000
Mike Miller,9028575
Mike Dunleavy,9000000
Andris Biedrins,9000000
Boris Diaw,9000000
Antoine Walker,8854475
Kevin Martin,8760335
Quentin Richardson,8685500
Jamal Crawford,8640000
Kenny Thomas,8562500
Mark Blount,8513916
Mehmet Okur,8500000
Radoslav Nesterovic,8400000
Juwan Howard,8355619
Maurice Williams,8353000
Corey Maggette,8275862
Adonal Foyle,8062275
Andres Nocioni,8000000
TJ Ford,8000000
Devin Harris,7800000
Jameer Nelson,7700000
Malik Rose,7647500
Jose Calderon,7438018
Metta World Peace,7400000
Eric Snow,7312500
Donyell Marshall,7213169
Drew Gooden,7151183
Stephen Jackson,7140000
Darko Milicic,7020000
Jerry Stackhouse,7000000
Etan Thomas,6864200
Hidayet Turkoglu,6864200
Marquis Daniels,6864200
Chris Wilcox,6750000
Jamaal Tinsley,6750000
Udonis Haslem,6575000
Marko Jaric,6575000
Luke Ridnour,6500000
Bobby Jackson,6487888
Shane Battier,6448900
Ben Gordon,6404750
Nick Collison,6350000
Joel Przybilla,6310150
Brian Cardinal,6300000
Andrew Bogut,6294310
Dan Gadzuric,6250195
Mike James,6244093
Earl Watson,6200000
Antonio Daniels,6200000
Jason Collins,6200000
Jerome James,6200000
Stromile Swift,6200000
Leandro Barbosa,6100000
Jared Jeffries,6049400
Tim Thomas,6049400
Vladimir Radmanovic,6049400
Nazr Mohammed,6049400
Matt Harpring,6000000
Jason Kapono,5784480
Anderson Varejao,5784480
Speedy Claxton,5757818
Tony Battie,5746000
Marvin Williams,5636143
Mikki Moore,5632200
Morris Peterson,5592240
Beno Udrih,5585000
Chris Duhon,5585000
James Posey,5585000
DeSagana Diop,5585000
Brendan Haywood,5500000
Jeff Foster,5500000
Mickael Pietrus,5300000
Desmond Mason,5300000
Andrea Bargnani,5176440
John Salmons,5104000
Deron Williams,5069449
Matt Carroll,5050000
Greg Oden,5011680
Raja Bell,5000000
JR Smith,4985001
Kyle Korver,4956818
Rafer Alston,4900000
Derrick Rose,4822800
Joe Smith,4795000
Nenad Krstic,4778548
Derek Fisher,4700000
Reggie Evans,4640000
LaMarcus Aldridge,4631400
Kendrick Perkins,4578880
Chris Paul,4574189
Anthony Parker,4550000
Sasha Vujacic,4524887
Louis Williams,4500000
Ronny Turiaf,4500000
Aleksandar Pavlovic,4500000
Kevin Durant,4484040
Damon Jones,4460186
Luke Walton,4420000
Jorge Garbajosa,4350000
Trenton Hassell,4350000
Michael Beasley,4314960
Marcus Banks,4260000
Steve Blake,4250000
Darius Songaila,4235000
Kurt Thomas,4200000
Adam Morrison,4159200
Raymond Felton,4148716
Al Horford,4026720
Greg Buckner,4010005
James Jones,4010000
Bruce Bowen,4000000
Travis Outlaw,4000000
Kwame Brown,4000000
Zaza Pachulia,4000000
Antonio McDyess,3950419
OJ Mayo,3875040
Steven Hunter,3862600
Delonte West,3850000
Martell Webster,3771133
Tyrus Thomas,3749880
CJ Miles,3700000
Daniel Gibson,3700000
Amir Johnson,3666667
Ryan Gomes,3650000
Mike Conley,3630480
Rasual Butler,3630000
DeShawn Stevenson,3616072
Fabricio Oberto,3600000
Robert Swift,3579131
Roger Mason,3500000
Brian Cook,3500000
Russell Westbrook,3493680
Charlie Villanueva,3448050
Shelden Williams,3395760
Willie Green,3388000
Charlie Bell,3354480
Keyon Dooling,3300000
Jeff Green,3287640
Eduardo Najera,3250000
Chucky Atkins,3240000
Brian Scalabrine,3206897
Kris Humphries,3200000
Channing Frye,3163769
Kevin Love,3163680
Luis Scola,3100667
Damien Wilkins,3100000
Trevor Ariza,3100000
Marc Gasol,3093333
Brandon Roy,3084240
Carl Landry,3000000
Matt Bonner,2987000
Yi Jianlian,2986080
Ike Diogu,2912823
Kelenna Azubuike,2900000
Danilo Gallinari,2873520
Didier Ilunga-Mbenga,2852599
Randy Foye,2815560
Andrew Bynum,2769300
Andray Blatche,2739669
Corey Brewer,2725920
Sean May,2661027
Eddie House,2650000
Mark Madsen,2630000
Eric Gordon,2623200
Rashad McCants,2620126
Dorell Wright,2612835
Rudy Gay,2579400
Keith Bogans,2565000
Jackie Butler,2552000
Michael Finley,2500000
Craig Smith,2500000
Chris Mihm,2500000
Tony Allen,2500000
Maurice Evans,2500000
Brandan Wright,2497320
Jason Hart,2484000
Joey Graham,2449184
Joe Alexander,2403120
Danny Granger,2329805
Damon Stoudamire,2325000
Sebastian Telfair,2300000
Ricky Davis,2300000
Joakim Noah,2295480
Maceo Baston,2272860
Saer Sene,2252400
Tyronn Lue,2250000
DJ Augustin,2208960
Spencer Hawes,2180760
JJ Redick,2139720
Hakim Warrick,2119102
Brook Lopez,2098560
Jarron Collins,2074302
Acie Law,2071680
Hilton Armstrong,2032800
Nate Robinson,2020179
Jarrett Jack,2002623
Brevin Knight,2000000
Eddie Jones,2000000
Walter Herrmann,2000000
Jerryd Bayless,1993560
Francisco Garcia,1983454
Grant Hill,1976400
Thaddeus Young,1968120
Luther Head,1962378
Johan Petro,1939893
Thabo Sefolosha,1931160
Anthony Johnson,1910000
Brent Barry,1910000
Jarvis Hayes,1910000
Jason Thompson,1893840
Jason Maxiell,1877572
Julian Wright,1869600
Ronnie Brewer,1834680
Linas Kleiza,1824493
Antoine Wright,1800000
Brandon Rush,1799160
David Lee,1788033
Al Thornton,1776240
Chuck Hayes,1768000
Cedric Simmons,1742760
Adrian Griffin,1711000
Anthony Randolph,1709280
Goran Dragic,1700000
Francisco Elson,1700000
Rodney Stuckey,1687320
Smush Parker,1660000
Rodney Carney,1655760
Robin Lopez,1623720
Travis Diener,1620000
Nick Young,1602960
Devean George,1600000
Justin Reed,1573000
Shawne Williams,1572960
Hamed Haddadi,1572221
Marreese Speights,1542600
Sean Williams,1522920
Patrick O'Bryant,1500000
Jose Juan Barea,1500000
Ronald Murray,1500000
Roy Hibbert,1465400
Oleksiy Pecherov,1446720
Marco Belinelli,1446720
Quincy Douby,1427040
JaVale McGee,1392240
Javaris Crittenton,1381560
Renaldo Balkman,1369920
JJ Hickson,1329480
Jason Smith,1326360
Calvin Booth,1319651
Rajon Rondo,1315080
Malik Allen,1300000
Alexis Ajinca,1276320
Daequan Cook,1273200
Marcus Williams,1262520
Jacque Vaughn,1262275
Sam Cassell,1262275
Theo Ratliff,1262275
Kevin Ollie,1262275
Jason Williams,1262275
Brian Skinner,1262275
Lorenzen Wright,1262275
Roko Ukic,1250000
Ryan Anderson,1225200
Jared Dudley,1222320
Josh Boone,1212120
Ronnie Price,1188000
Courtney Lee,1176240
Wilson Chandler,1173480
Kyle Lowry,1163520
Anthony Carter,1147533
Lindsey Hunter,1143473
Michael Ruffin,1141838
Sean Marks,1141838
Ryan Bowen,1141838
Jamaal Magloire,1141838
Kosta Koufos,1129320
Rudy Fernandez,1084080
Morris Almond,1081440
Ime Udoka,1080000
Jordan Farmar,1080000
Sergio Rodriguez,1048800
Aaron Brooks,1045560
Maurice Ager,1042440
Nicolas Batum,1040640
Mardy Collins,1034760
Arron Afflalo,1015440
Ian Mahinmi,1009200
George Hill,1006200
Alando Tucker,1001880
Juan Dixon,998398
Melvin Ely,998398
Devin Brown,998398
Mike Wilks,998398
Chris Andersen,998398
