Player,Salary
Stephen Curry,37457154
Russell Westbrook,35665000
LeBron James,35654150
Chris Paul,35654150
Kyle Lowry,32700000
Blake Griffin,31873932
Gordon Hayward,31214295
James Harden,30570000
Paul George,30560700
Mike Conley,30521115
Kevin Durant,30000000
Paul Millsap,29230769
Al Horford,28928710
Damian Lillard,27977689
DeMar DeRozan,27739975
Chris Bosh,26837720
Jrue Holiday,26641111
Otto Porter,26011913
CJ McCollum,25759766
Joel Embiid,25467250
Andrew Wiggins,25467250
Nikola Jokic,25467250
Anthony Davis,25434263
Bradley Beal,25434262
Andre Drummond,25434262
Hassan Whiteside,24434262
Dwight Howard,24256725
Steven Adams,24157304
Giannis Antetokounmpo,24157304
Marc Gasol,24119025
Kevin Love,24119025
Harrison Barnes,24107258
Chandler Parsons,24107258
Nicolas Batum,24000000
Rudy Gobert,23491573
Kawhi Leonard,23114066
DeAndre Jordan,22897200
LaMarcus Aldridge,22347015
Serge Ibaka,21666667
Aaron Gordon,21590909
Danilo Gallinari,21587579
Victor Oladipo,21000000
Ryan Anderson,20421546
Joakim Noah,20261172
Kyrie Irving,20099189
Jabari Parker,20000000
Jimmy Butler,19841627
Zach LaVine,19500000
Wesley Matthews,19360228
Allen Crabbe,19332500
Enes Kanter,19264603
Tyler Johnson,19245370
John Wall,19169800
Jeff Teague,19000000
George Hill,19000000
Klay Thompson,18988725
Goran Dragic,18109175
Kent Bazemore,18089888
Evan Turner,17868853
Draymond Green,17469565
Tristan Thompson,17469565
Tim Hardaway Jr,17325000
Pau Gasol,17133285
Reggie Jackson,17043478
Evan Fournier,17000000
Bismack Biyombo,17000000
Derrick Favors,16900000
Luol Deng,16747954
Jonas Valanciunas,16539326
Gary Harris,16517857
Ian Mahinmi,16000000
Timofey Mozgov,16000000
Andre Iguodala,16000000
Clint Capela,15793104
Dennis Schroeder,15500000
DeMarre Carroll,15400000
Gorgui Dieng,15170787
Trevor Ariza,15000000
Eric Bledsoe,15000000
Ricky Rubio,14800000
Tobias Harris,14800000
JR Smith,14720000
Brandon Knight,14631250
James Johnson,14420700
Robin Lopez,14357750
Kenneth Faried,14242782
Marvin Williams,14087500
Taj Gibson,14000000
Thaddeus Young,13764045
Tyson Chandler,13585000
Marcin Gortat,13565218
Kelly Olynyk,13537527
Cody Zeller,13528090
Eric Gordon,13500375
Austin Rivers,13155324
Khris Middleton,13000000
Michael Kidd-Gilchrist,13000000
Mason Plumlee,12917808
Wilson Chandler,12800562
Solomon Hill,12763467
Nikola Vucevic,12750000
Dion Waiters,12705000
Joe Ingles,12545455
Jeremy Lin,12516746
Nikola Mirotic,12500000
Jordan Clarkson,12500000
Tyreke Evans,12400000
Miles Plumlee,12400000
Courtney Lee,12253780
JJ Redick,12250000
Avery Bradley,12000000
Kentavious Caldwell-Pope,12000000
Kemba Walker,12000000
Will Barton,11830358
TJ Warren,11750000
Zach Randolph,11692308
Patrick Mills,11571429
Alec Burks,11536515
Omer Asik,11286516
Marcus Smart,11160716
Jusuf Nurkic,11111111
Iman Shumpert,11011234
Moe Harkless,10837079
Tony Snell,10607143
Dante Exum,10600000
Meyers Leonard,10595506
John Henson,10577466
Terrence Ross,10500000
Mirza Teletovic,10500000
Bojan Bogdanovic,10500000
Robert Covington,10464092
Rudy Gay,10087200
Jon Leuer,10002681
Danny Green,10000000
Andre Roberson,10000000
Darren Collison,10000000
Dwight Powell,9631250
Matthew Dellavedova,9607500
Jared Dudley,9530000
Boban Marjanovic,9490740
Norman Powell,9367200
Josh Richardson,9367200
Markieff Morris,9173294
Bogdan Bogdanovic,9000000
Rajon Rondo,9000000
E'Twaun Moore,8808685
Kosta Koufos,8739500
Fred VanVleet,8653847
Wayne Ellington,8653076
Julius Randle,8641000
Kyle Anderson,8641000
Jerryd Bayless,8575916
Cristiano Felicio,8470980
Markelle Fultz,8339880
Jerami Grant,8333333
CJ Miles,8333333
Joe Harris,8333333
Shaun Livingston,8307692
Deandre Ayton,8175840
JaMychal Green,8066667
Garrett Temple,8000000
Louis Williams,8000000
PJ Tucker,7959537
Cory Joseph,7945000
Karl-Anthony Towns,7839435
Kyle Korver,7560000
Darrell Arthur,7464912
Lonzo Ball,7461960
Doug McDermott,7333334
Marvin Bagley,7314960
Jae Crowder,7305825
DJ Augustin,7250000
Lance Thomas,7119650
D'Angelo Russell,7019698
Davis Bertans,7000000
Ersan Ilyasova,7000000
Langston Galloway,7000000
Jeremy Lamb,7000000
Al-Farouq Aminu,6957105
Jayson Tatum,6700800
Luka Doncic,6569040
Nemanja Bjelica,6500000
Mario Hezonja,6500000
Ben Simmons,6434520
Milos Teodosic,6300000
Dewayne Dedmon,6300000
Marco Belinelli,6153846
Wesley Johnson,6134000
Josh Jackson,6041520
Jonathon Simmons,6000000
Montrezl Harrell,6000000
Ishmael Smith,6000000
Jaren Jackson Jr,5922720
Brandon Ingram,5757120
Anthony Tolliver,5750000
Kristaps Porzingis,5697054
Deron Williams,5474787
De'Aaron Fox,5470920
Ben McLemore,5460000
Patrick Patterson,5451600
Jason Smith,5450000
Marcus Morris,5375000
Trae Young,5363280
DeMarcus Cousins,5337000
Josh Smith,5331729
Alexis Ajinca,5285394
Thabo Sefolosha,5250000
Aron Baynes,5193600
Jaylen Brown,5169960
Patrick Beverley,5027028
Mike Muscala,5000000
Dirk Nowitzki,5000000
Tony Parker,5000000
Jonathan Isaac,4969080
Mo Bamba,4871280
Jamal Crawford,4698113
Ron Baker,4697823
Willie Cauley-Stein,4696874
Dragan Bender,4661280
Lauri Markkanen,4536120
Justin Holiday,4500000
Lance Stephenson,4449000
Kyle O'Quinn,4449000
Ed Davis,4449000
Wendell Carter,4446840
Alex Len,4350000
Mike Scott,4320500
Luc Mbah a Moute,4320500
Emmanuel Mudiay,4294479
Kris Dunn,4221000
Frank Ntilikina,4155720
Glenn Robinson III,4075000
Collin Sexton,4073760
Al Jefferson,4000000
Stanley Johnson,3940401
Buddy Hield,3833760
Dennis Smith,3819960
Jodie Meeks,3774176
Kevin Knox,3744840
Jose Juan Barea,3710850
Alex Abrines,3667645
Nenê,3651480
Zach Collins,3628920
Frank Kaminsky,3627842
Mikal Bridges,3557400
Michael Beasley,3500000
Jamal Murray,3499800
Rodney Hood,3472887
Justise Winslow,3448926
Malik Monk,3447480
Cameron Payne,3440356
Allonzo Trier,3382000
Brook Lopez,3382000
Shai Gilgeous-Alexander,3375360
Trey Lyles,3364249
Ekpe Udoh,3360000
Devin Booker,3314365
Myles Turner,3294994
Luke Kennard,3275280
Troy Daniels,3258539
Kelly Oubre,3208630
Miles Bridges,3206640
Marquese Chriss,3206160
Tomas Satoransky,3129187
Bryn Forbes,3125000
Donovan Mitchell,3111480
Terry Rozier,3050389
Jerome Robinson,3050160
Yogi Ferrell,3000000
Elfrid Payton,3000000
Bam Adebayo,2955840
Jakob Poeltl,2947320
Michael Porter,2894160
Andrew Nicholson,2844429
Justin Jackson,2807880
Thon Maker,2799720
Seth Curry,2795000
