Player,Salary
Clarence Weatherspoon,5899400
Cuttino Mobley,5884500
Kurt Thomas,5884500
Alvin Williams,5850000
Danny Fortson,5818136
Quentin Richardson,5800000
Scot Pollard,5792250
Jamal Crawford,5760000
Corliss Williamson,5500000
Aaron McKie,5500000
Reggie Miller,5500000
Malik Rose,5462500
Larry Hughes,5455200
Jerome James,5455200
Chauncey Billups,5455200
Ricky Davis,5455200
Alonzo Mourning,5408700
Michael Olowokandi,5408700
James Posey,5408700
Juwan Howard,5408700
Scottie Pippen,5408700
Gary Payton,5408700
Kwame Brown,5361873
Clifford Robinson,5287500
Nazr Mohammed,5250000
Stephen Jackson,5100000
Eddie Robinson,5055556
Donyell Marshall,5023850
Etan Thomas,4903000
Hidayet Turkoglu,4903000
Troy Hudson,4903000
Brian Cardinal,4903000
Vlade Divac,4903000
Derek Fisher,4903000
Antonio McDyess,4903000
Marquis Daniels,4903000
Mark Blount,4903000
Lamond Murray,4875000
Eric Snow,4875000
Ervin Johnson,4837633
Tyson Chandler,4801102
Tony Battie,4800000
Rick Fox,4800000
Michael Stewart,4800000
Anthony Mason,4710435
Matt Harpring,4690000
Devean George,4546000
Brian Skinner,4500000
Jeff Foster,4500000
Derrick Coleman,4500000
David Wesley,4455000
Yao Ming,4436880
Morris Peterson,4400000
Elden Campbell,4400000
Trenton Hassell,4350000
LeBron James,4320360
Pau Gasol,4318481
Brent Barry,4264900
Marc Jackson,4225000
Chucky Atkins,4200000
Dwight Howard,4179720
Jason Caffey,4148148
Gordan Giricek,4000000
Carlos Arroyo,4000000
Greg Ostertag,4000000
Shawn Bradley,4000000
Eddy Curry,3896402
Darko Milicic,3865440
Moochie Norris,3850000
Eduardo Najera,3809524
Aaron Williams,3790257
Emeka Okafor,3739680
Jeff McInnis,3600000
Eric Williams,3580000
Mike Dunleavy,3565080
Jason Richardson,3534018
Rafer Alston,3500000
Carmelo Anthony,3471360
Evan Eschmeyer,3407655
Chris Mihm,3371393
Ben Gordon,3358320
Speedy Claxton,3300000
Voshon Lenard,3250000
Chris Crawford,3250000
Matt Maloney,3237500
Drew Gooden,3214080
Shane Battier,3212402
Bob Sura,3200000
Bobby Jackson,3150000
Othella Harrington,3150000
Chris Bosh,3129720
Mike James,3100000
Shaun Livingston,3027840
Bruce Bowen,3000000
Arvydas Sabonis,3000000
George Lynch,3000000
Toni Kukoc,3000000
Michael Redd,3000000
Stanislav Medvedenko,3000000
Pat Garrity,2937500
Nikoloz Tskitishvili,2910600
Iakovos Tsakalidis,2900000
Dwyane Wade,2834160
Eric Piatkowski,2750000
Devin Harris,2741880
Kevin Ollie,2704350
Ira Newble,2704350
Rodney Rogers,2700000
Tom Gugliotta,2700000
Tony Delk,2700000
DeSagana Diop,2695164
Greg Buckner,2647824
Dajuan Wagner,2643600
Chris Kaman,2574240
Predrag Drobnjak,2550000
Andres Nocioni,2525000
Damon Jones,2503000
DeShawn Stevenson,2500000
Andrew DeClercq,2500000
Zeljko Rebraca,2500000
Earl Boykins,2500000
Lucious Harris,2500000
Josh Childress,2490360
Jim Jackson,2420000
Michael Doleac,2400000
Joe Johnson,2358954
Kirk Hinrich,2349840
Kedrick Brown,2332388
Vladimir Radmanovic,2300984
Darrell Armstrong,2275000
Luol Deng,2273400
Richard Jefferson,2266794
Nenê,2260280
Troy Murphy,2231808
Chris Wilcox,2210880
Antonio Daniels,2200000
Anthony Johnson,2200000
TJ Ford,2152800
Marko Jaric,2100000
Rafael Araujo,2082720
Amare Stoudemire,2032200
Mike Sweetney,1978920
Marcus Haislip,1976380
Nick Collison,1969680
Malik Allen,1950625
Caron Butler,1930680
Andre Iguodala,1914480
Jason Collins,1887864
Jarvis Hayes,1879920
Jared Jeffries,1834080
Luke Jackson,1818720
Jon Barry,1800000
Rodney White,1797845
Mickael Pietrus,1785960
Jerome Moiso,1760000
Melvin Ely,1742400
Brendan Haywood,1735305
Andris Biedrins,1727760
Steven Hunter,1720046
Jarron Collins,1700000
Charlie Ward,1700000
Cezary Trybanski,1700000
Jake Voskuhl,1687500
Jumaine Jones,1687500
Andrei Kirilenko,1671694
Gerald Wallace,1652453
Erick Strickland,1650000
Robert Swift,1641360
Marcus Banks,1611840
Anthony Peeler,1600000
Darius Songaila,1600000
Ibo Kutluay,1600000
Chris Andersen,1600000
Fred Hoiberg,1600000
Maurice Williams,1600000
Wesley Person,1600000
Tyronn Lue,1600000
Calbert Cheaney,1600000
Lindsey Hunter,1600000
Scott Williams,1600000
Robert Traylor,1600000
Ron Mercer,1600000
Samuel Dalembert,1599549
Fred Jones,1572480
Sebastian Telfair,1559280
Jamaal Tinsley,1554326
Primoz Brezec,1554326
Jay Williams,1550551
Tony Parker,1545441
Luke Ridnour,1531200
Zach Randolph,1504272
Joel Przybilla,1500000
Jason Collier,1500000
Bostjan Nachbar,1493880
Kris Humphries,1481400
Earl Watson,1458000
Reece Gaines,1454640
Mike Wilks,1440092
Jiri Welsch,1419240
Al Jefferson,1407240
Jason Hart,1400000
Eddie House,1388327
Troy Bell,1381920
Juan Dixon,1348200
Walter McCarty,1337500
Kirk Snyder,1336920
Raja Bell,1320000
Daniel Santiago,1320000
Zarko Cabarkapa,1312800
Kevin Willis,1300000
Curtis Borchardt,1280880
Nate Huffman,1280000
Josh Smith,1270080
David West,1247160
Ryan Humphrey,1223160
JR Smith,1206600
John Amaechi,1200000
Rasual Butler,1200000
Aleksandar Pavlovic,1191000
Kareem Rush,1174200
Dorell Wright,1152240
Dahntay Jones,1143360
Qyntel Woods,1127280
Jameer Nelson,1106160
Tony Massenburg,1100000
Robert Horry,1100000
Vladimir Stepania,1100000
Stacey Augmon,1100000
Bryon Russell,1100000
Avery Johnson,1100000
Steve Smith,1100000
Kenny Anderson,1100000
Boris Diaw,1097640
Casey Jacobsen,1082160
Pavel Podkolzin,1061880
Zoran Planinic,1053720
Tayshaun Prince,1038960
Viktor Khryapa,1019400
Travis Outlaw,1011600
Travis Best,1000000
Raul Lopez,997320
Samaki Walker,995046
Brian Cook,971160
Frank Williams,957480
Nenad Krstic,939480
Delonte West,939480
Rick Brunson,932546
Darvin Ham,932546
Amal McCaskill,932546
Brevin Knight,932546
Jacque Vaughn,932546
John Salmons,925680
Kendall Gill,912195
Carlos Delfino,901920
Tony Allen,901920
Ndudi Ebi,901440
Maciej Lampe,900000
Brian Scalabrine,900000
Chris Jefferies,899040
Dan Dickau,893400
Reggie Evans,880000
Kendrick Perkins,875400
Kevin Martin,872040
Bruno Sundov,870046
Mikki Moore,870046
Mark Pope,870046
Adrian Griffin,870046
Leandro Barbosa,870000
Josh Howard,863640
Sasha Vujacic,846840
Michael Curry,845122
Beno Udrih,841680
David Harrison,835560
Bobby Simmons,825000
Milt Palacio,807546
Anthony Carter,807546
Zendon Hamilton,807546
Scott Padgett,807546
Ryan Bowen,807046
Didier Ilunga-Mbenga,800000
Anderson Varejao,788000
Loren Woods,755000
Keith McLeod,750000
Mamadou N'diaye,750000
Michael Ruffin,745046
Laron Profit,745046
Sean Marks,745046
Lee Nailon,745046
Mark Madsen,745046
Wang Zhizhi,745046
Keyon Dooling,745046
Ansu Sesay,745046
DerMarr Johnson,745046
Rodney Buford,745046
Mateen Cleaves,735960
Marcus Fizer,735960
Aleksandar Radojevic,720046
Michael Bradley,720046
Jamison Brewer,720046
Tierre Brown,720046
Eddie Gill,720046
Jabari Smith Sr,720046
Devin Brown,695046
Maurice Evans,695046
Matt Barnes,695046
Richie Frahm,695046
Ronald Murray,695046
Junior Harrington,695046
Eddie Griffin,695046
Dan Gadzuric,695046
Smush Parker,695046
Jannero Pargo,695046
Tamar Slay,695046
Jamal Sampson,695046
Steve Blake,620046
Linton Johnson,620046
Willie Green,620046
Kyle Korver,620046
Josh Davis,620046
Brandon Hunter,620046
Alex Garcia,620046
Zaza Pachulia,620046
Udonis Haslem,620046
Jerome Beasley,620046
Luke Walton,620046
Quinton Ross,620046
James Jones,620046
Ronald Dupree,620046
Francisco Elson,620046
Tommy Smith,620046
Theron Smith,620046
Keith Bogans,620046
Jason Kapono,620046
Peter John Ramos,600000
Lonny Baxter,542475
Efthimios Rentzias,516865
Kaniel Dickens,483938
Lionel Chalmers,450000
Royal Ivey,425000
Donta Smith,425000
Pape Sow,385277
Matt Bonner,385277
Romain Sato,385277
Erik Daniels,385277
Jackson Vroman,385277
Mario Kasun,385277
Damien Wilkins,385277
Trevor Ariza,385277
Antonio Burks,385277
Andre Emmett,385277
John Edwards,385277
Andre Barrett,385277
Luis Flores,385277
Horace Jenkins,385277
Arthur Johnson,385277
Jared Reiner,385277
Chris Duhon,385277
Bernard Robinson,385277
Justin Reed,385277
Matt Freije,380579
Corsley Edwards,319498
Tony Bobbitt,305403
Roger Mason,203428
Jelani McCoy,167418
Anthony Goldwire,116713
Yuta Tabuse,108066
Awvee Storey,84573
Courtney Alexander,79029
Tremaine Fowlkes,79029
Geno Carlisle,65779
Britton Johnsen,45369
Anthony Miller,34118
