Player,Salary
Shawne Williams,1470360
Gerald Green,1440960
Justin Reed,1436500
Sean Williams,1416600
Hakim Warrick,1376040
Oleksiy Pecherov,1345800
Marco Belinelli,1345800
Quincy Douby,1333920
Javaris Crittenton,1285200
Renaldo Balkman,1280640
Nate Robinson,1268160
Jason Smith,1233840
Rajon Rondo,1229280
Jacque Vaughn,1219950
Darrick Martin,1219590
Eric Piatkowski,1219590
Dikembe Mutombo,1219590
Austin Croshere,1219590
Jeff McInnis,1219590
Derek Anderson,1219590
Darrell Armstrong,1219590
Scot Pollard,1219590
Jarrett Jack,1217400
Jarvis Hayes,1200000
Devin Brown,1200000
Marcus Williams,1193090
Daequan Cook,1184400
Francisco Garcia,1168800
Jared Dudley,1137000
Josh Boone,1133040
Luther Head,1122000
Brian Skinner,1108718
Calvin Booth,1103225
Anthony Carter,1103225
Ronnie Price,1100000
Wilson Chandler,1091640
Kyle Lowry,1087680
Shavlik Randolph,1080000
Bernard Robinson,1080000
Johan Petro,1077120
Shannon Brown,1044120
Jason Maxiell,1041360
DeShawn Stevenson,1033930
Sean Marks,1033930
Ryan Bowen,1033930
Michael Ruffin,1033930
Linas Kleiza,1011360
Jordan Farmar,1009560
Morris Almond,1005960
Ime Udoka,1000000
Malik Allen,998398
David Lee,990600
Maurice Ager,974400
Earl Barron,973328
Aaron Brooks,972720
Mardy Collins,967320
Arron Afflalo,944520
Ian Mahinmi,938760
Alando Tucker,931920
Melvin Ely,895341
Mile Ilic,864000
Justin Williams,862456
Kareem Rush,854957
Jeremy Richardson,850726
Casey Jacobsen,826269
Royal Ivey,826046
Quinton Ross,826046
Ronald Dupree,826046
Sergio Rodriguez,817000
Randolph Morris,810000
Mickael Gelabale,802000
Josh Powell,800000
Roger Mason,798328
Salim Stoudamire,783000
Billy Thomas,775426
Bobby Jones,773388
CJ Miles,770610
Von Wafer,770610
Louis Williams,770610
Ryan Gomes,770610
Ronny Turiaf,770610
Stephen Graham,770610
Monta Ellis,770610
Brandon Bass,770610
Dwayne Jones,770610
Dahntay Jones,753767
Kyrylo Fesenko,750000
Solomon Jones,729000
Awvee Storey,711517
Andre Brown,711517
Paul Millsap,687456
Juaquin Hawkins,687456
James Augustine,687456
Craig Smith,687456
David Noel,687456
Alexander Johnson,687456
Chris Quinn,687456
Marcus Vinicius,687456
Paul Davis,687456
Andre Owens,687456
Steve Novak,687456
Kelenna Azubuike,687456
Yakhouba Diawara,687456
Jose Juan Barea,687456
Daniel Gibson,687456
Ryan Hollins,687456
Leon Powe,687456
Gabe Pruitt,650000
Richie Frahm,623694
Juan Carlos Navarro,538090
Earl Boykins,533572
Arvydas Macijauskas,500000
Clifford Robinson,500000
Dominic McGuire,427163
Jamario Moon,427163
Josh McRoberts,427163
D.J. Strawberry,427163
Herbert Hill,427163
Marcin Gortat,427163
Chris Richard,427163
Ramon Sessions,427163
Joel Anthony,427163
Coby Karl,427163
Adam Haluska,427163
Carl Landry,427163
Cheikh Samb,427163
Taurean Green,427163
Nick Fazekas,427163
JamesOn Curry,427163
Demetris Nichols,427163
Aaron Gray,427163
Jermareo Davidson,427163
Glen Davis,427163
Mario West,427163
Anfernee Hardaway,320142
Ruben Patterson,304897
Linton Johnson,283953
Luke Jackson,279415
Keith Langford,272316
Kaniel Dickens,264897
David Wesley,250000
Mike Wilks,229432
Tarence Kinsey,219533
Bo Outlaw,160071
Darius Washington,154847
Jelani McCoy,151089
Eddie Gill,151089
Brandon Wallace,130819
CJ Watson,125479
Courtney Sims,112130
Darryl Watkins,109461
Thomas Gardner,101451
Orien Greene,77061
Guillermo Diaz,56065
Stephane Lasme,48056
DerMarr Johnson,42203
