Player,Salary
Kobe Bryant,25000000
LeBron James,22970500
Carmelo Anthony,22875000
Dwight Howard,22359364
Joe Johnson,22309344
Chris Bosh,22192730
Kevin Durant,21971850
Chris Paul,21468695
Derrick Rose,20093064
Dwyane Wade,20000000
LaMarcus Aldridge,19689000
Marc Gasol,19689000
DeAndre Jordan,19689000
Kevin Love,19689000
Brook Lopez,19689000
Blake Griffin,18862876
Paul Millsap,18671659
David Lee,17120776
Paul George,16900000
Russell Westbrook,16744218
Kawhi Leonard,16407500
Enes Kanter,16407500
Greg Monroe,16407500
Wesley Matthews,16407500
Kyrie Irving,16407500
Jimmy Butler,16407500
Tobias Harris,16000000
James Harden,15719062
Eric Gordon,15514031
Roy Hibbert,15514031
Klay Thompson,15501000
Gordon Hayward,15409570
Chandler Parsons,15361500
Goran Dragic,14783000
John Wall,14728844
DeMarcus Cousins,14728844
Khris Middleton,14700000
Draymond Green,14260870
Tristan Thompson,14260000
Danilo Gallinari,14000000
Reggie Jackson,13913044
DeMarre Carroll,13600000
Brandon Knight,13500000
Eric Bledsoe,13500000
Al Jefferson,13500000
Tony Parker,13437500
Joakim Noah,13400000
JaVale McGee,13270964
Nenê,13000000
Tyson Chandler,13000000
Ricky Rubio,12700000
Robin Lopez,12650000
Ty Lawson,12444552
Rudy Gay,12403101
Serge Ibaka,12250000
Nikola Pekovic,12100000
Derrick Favors,12000000
Kyle Lowry,12000000
Andrew Bogut,12000000
Kemba Walker,12000000
Amir Johnson,12000000
Al Horford,12000000
Nicolas Batum,11860750
Andre Iguodala,11710456
Stephen Curry,11370786
Nikola Vucevic,11250000
Kenneth Faried,11235955
Thaddeus Young,11235955
Marcin Gortat,11217391
Jrue Holiday,11000000
Deron Williams,10853761
Tyreke Evans,10734586
Wilson Chandler,10449438
Monta Ellis,10300000
Anderson Varejao,10158574
Luol Deng,10151612
Gerald Wallace,10105855
Danny Green,10000000
Zach Randolph,10000000
Mike Conley,9680000
DeMar DeRozan,9500000
Rajon Rondo,9500000
Alec Burks,9213484
Omer Asik,9213483
Jeff Green,9200000
Lance Stephenson,9000000
Iman Shumpert,8988765
Ryan Anderson,8500000
Kevin Garnett,8500000
Taj Gibson,8500000
Tiago Splitter,8500000
Brandon Jennings,8344497
Dirk Nowitzki,8333333
Corey Brewer,8229375
Trevor Ariza,8200000
Channing Frye,8193029
Al-Farouq Aminu,8042895
Markieff Morris,8000000
Arron Afflalo,8000000
OJ Mayo,8000000
George Hill,8000000
Jeff Teague,8000000
Ersan Ilyasova,7900000
Avery Bradley,7730337
Kosta Koufos,7700000
Boris Diaw,7500000
Pau Gasol,7448760
Jose Calderon,7402812
Kevin Martin,7402474
JJ Redick,7085000
Anthony Davis,7070730
Cory Joseph,7000000
Louis Williams,7000000
Rodney Stuckey,7000000
Marvin Williams,7000000
Ed Davis,6980802
Isaiah Thomas,6912869
Josh Smith,6830916
Jae Crowder,6796117
Jason Thompson,6752729
Carl Landry,6750000
Greivis Vasquez,6600000
Aron Baynes,6500000
Patrick Beverley,6486486
Michael Kidd-Gilchrist,6331403
Jarrett Jack,6300000
Jodie Meeks,6270000
Patrick Patterson,6268675
Marco Belinelli,6060606
Gerald Henderson,6000000
Andrew Wiggins,5758680
Kyle Korver,5746479
Martell Webster,5713500
Karl-Anthony Towns,5703600
Bradley Beal,5694673
Jamal Crawford,5675000
Courtney Lee,5675000
JJ Hickson,5583413
Josh McRoberts,5543725
Shaun Livingston,5543725
Nikola Mirotic,5543725
Spencer Hawes,5543725
PJ Tucker,5500000
Mirza Teletovic,5500000
Brandan Wright,5464000
Chase Budinger,5258082
Tim Duncan,5250000
Nick Young,5219169
Zaza Pachulia,5200000
Victor Oladipo,5192520
Jabari Parker,5152440
Dion Waiters,5138430
D'Angelo Russell,5103120
Darren Collison,5013559
Chris Kaman,5000000
CJ Watson,5000000
Larry Sanders,5000000
Tony Allen,5000000
Chris Andersen,5000000
Marcus Morris,5000000
JR Smith,5000000
Jonas Jerebko,5000000
Timofey Mozgov,4950000
Mike Dunleavy,4837500
Trevor Booker,4775000
Otto Porter,4662960
Jonas Valanciunas,4660482
Joel Embiid,4626960
Anthony Bennett,4597276
Jahlil Okafor,4582680
Raymond Felton,4540000
Alexis Ajinca,4539607
Kyle Singler,4500000
Kris Humphries,4440000
Derrick Williams,4400000
CJ Miles,4394225
Mike Miller,4354127
Jameer Nelson,4345000
Jason Smith,4300000
Mario Chalmers,4300000
Jose Juan Barea,4290000
Jared Dudley,4250000
Damian Lillard,4236286
Cody Zeller,4204200
Aaron Gordon,4171680
Kristaps Porzingis,4131720
Vince Carter,4088019
Devin Harris,4053446
Alan Anderson,4000000
Jordan Hill,4000000
Ian Mahinmi,4000000
Thabo Sefolosha,4000000
Nemanja Bjelica,3950000
Harrison Barnes,3873398
Marreese Speights,3815500
Alex Len,3807120
Dante Exum,3777720
Steve Novak,3758017
Nick Collison,3750000
Kyle O'Quinn,3750000
Mario Hezonja,3741480
Terrence Ross,3553917
Lavoy Allen,3550000
Matt Barnes,3542500
Will Barton,3533333
Nerlens Noel,3457800
Marcus Smart,3431040
Bojan Bogdanovic,3425510
Evan Turner,3425510
Willie Cauley-Stein,3398280
Quincy Pondexter,3382023
Paul Pierce,3376000
Anthony Morrow,3344000
Mike Scott,3333333
Drew Gooden,3300000
Andre Drummond,3272090
Norris Cole,3203780
Patrick Mills,3200000
KJ McDaniels,3189794
Ben McLemore,3156600
Randy Foye,3135000
Julius Randle,3132240
Austin Rivers,3110796
Emmanuel Mudiay,3102240
Meyers Leonard,3075879
Jeremy Lamb,3034356
Jerryd Bayless,3000000
Brandon Bass,3000000
Anthony Tolliver,3000000
DJ Augustin,3000000
Toney Douglas,2971568
John Henson,2943220
Luis Scola,2900000
Moe Harkless,2894058
Kentavious Caldwell-Pope,2891760
Kirk Hinrich,2870000
Nik Stauskas,2869440
Brian Roberts,2854940
Udonis Haslem,2854940
Dante Cunningham,2850000
Stanley Johnson,2841960
Omri Casspi,2836186
Bismack Biyombo,2814000
Manu Ginobili,2814000
Sonny Weems,2814000
Kevin Seraphin,2814000
Darrell Arthur,2814000
Tibor Pleiss,2700000
Furkan Aldemir,2683841
Trey Burke,2658240
Noah Vonleh,2637720
Tyler Zeller,2616975
Frank Kaminsky,2612520
CJ McCollum,2525160
Elfrid Payton,2505720
James Johnson,2500000
Leandro Barbosa,2500000
Joel Anthony,2500000
Terrence Jones,2489529
Justise Winslow,2481720
Shelvin Mack,2433333
Michael Carter-Williams,2399040
Andrew Nicholson,2380593
Doug McDermott,2380440
Tony Wroten,2346760
Jordan Farmar,2291455
Evan Fournier,2288204
Steven Adams,2279040
Myles Turner,2277960
Jared Sullinger,2269260
Aaron Brooks,2250000
Trey Lyles,2239800
Ramon Sessions,2170465
Kelly Olynyk,2165160
Zach LaVine,2148360
Kendall Marshall,2144772
Gary Neal,2139000
Jeremy Lin,2139000
Miles Plumlee,2109293
Joe Ingles,2100000
Steve Blake,2100000
Danny Granger,2100000
Maurice Williams,2100000
Beno Udrih,2080465
Shabazz Muhammad,2056920
Devin Booker,2055840
TJ Warren,2041080
Perry Jones,2038206
Cameron Payne,2021520
Festus Ezeli,2008748
DeJuan Blair,2000000
Kent Bazemore,2000000
Giannis Antetokounmpo,1953960
Adreian Payne,1938840
Kelly Oubre,1920240
Lucas Nogueira,1842000
Jusuf Nurkic,1842000
Terry Rozier,1824360
Dennis Schroeder,1763400
Zoran Dragic,1756500
James Young,1749840
Rashad Vaughn,1733040
Ryan Kelly,1724250
