Player,Salary
Stephen Curry,34682550
LeBron James,33285709
Paul Millsap,30769231
Gordon Hayward,29727900
Blake Griffin,29512900
Kyle Lowry,28903704
Mike Conley,28530608
Russell Westbrook,28299399
James Harden,28299399
DeMar DeRozan,27739975
Al Horford,27734405
Carmelo Anthony,26243760
Damian Lillard,26153057
Jrue Holiday,25686667
Chris Bosh,25289390
Kevin Durant,25000000
Otto Porter,24773250
Chris Paul,24268959
CJ McCollum,23962573
Bradley Beal,23775506
Anthony Davis,23775506
Hassan Whiteside,23775506
Andre Drummond,23775506
Dwight Howard,23500000
Chandler Parsons,23112004
Harrison Barnes,23112004
JJ Redick,23000000
Marc Gasol,22642350
Brook Lopez,22642350
DeAndre Jordan,22642350
Kevin Love,22642350
Steven Adams,22471911
Giannis Antetokounmpo,22471911
Nicolas Batum,22434783
LaMarcus Aldridge,21461010
Greg Monroe,21384175
Rudy Gobert,21224719
Victor Oladipo,21000000
Danilo Gallinari,20559599
Serge Ibaka,20061729
George Hill,20000000
Ryan Anderson,19578455
Paul George,19300000
Jeff Teague,19000000
Kyrie Irving,18868626
Kawhi Leonard,18868625
Jimmy Butler,18696918
Allen Crabbe,18500000
John Wall,18063850
DeMarcus Cousins,18063850
Enes Kanter,17884176
Wesley Matthews,17884175
Dwyane Wade,17878652
Klay Thompson,17826150
Joakim Noah,17765000
Kentavious Caldwell-Pope,17745894
Luol Deng,17190000
Evan Turner,17131148
Goran Dragic,17000450
Evan Fournier,17000000
Bismack Biyombo,17000000
Kent Bazemore,16910112
Robert Covington,16698103
Tim Hardaway Jr,16500000
Draymond Green,16400000
Tristan Thompson,16400000
Ian Mahinmi,16000000
Pau Gasol,16000000
Tobias Harris,16000000
Reggie Jackson,16000000
Dennis Schroeder,15500000
Jonas Valanciunas,15460675
Tony Parker,15453126
Timofey Mozgov,15280000
Jamal Crawford,15270762
Andre Iguodala,14814815
DeMarre Carroll,14800000
Eric Bledsoe,14500000
Gorgui Dieng,14112360
Ricky Rubio,14100000
Khris Middleton,14100000
Mason Plumlee,14041096
Taj Gibson,14000000
Robin Lopez,13788500
JR Smith,13760000
James Johnson,13734000
Joe Ingles,13636364
Brandon Knight,13618750
Marvin Williams,13168750
Tyson Chandler,13000000
Michael Kidd-Gilchrist,13000000
Eric Gordon,12943020
Thaddeus Young,12921348
Kenneth Faried,12921348
Marcin Gortat,12782609
Cody Zeller,12584270
Nikola Mirotic,12500000
Miles Plumlee,12400000
Zach Randolph,12307692
Nikola Vucevic,12250000
Solomon Hill,12236535
Dion Waiters,12100000
Wilson Chandler,12016854
Kelly Olynyk,12007169
Derrick Favors,12000000
Kemba Walker,12000000
Jeremy Lin,12000000
Austin Rivers,11825000
Courtney Lee,11747890
Nikola Pekovic,11600000
Jordan Clarkson,11562500
John Henson,11422536
Amir Johnson,11000000
Alec Burks,10845506
Patrick Mills,10714286
Moe Harkless,10662922
Omer Asik,10595505
Terrence Ross,10500000
Mirza Teletovic,10500000
Bojan Bogdanovic,10500000
Jon Leuer,10497319
Iman Shumpert,10337079
Joe Johnson,10254904
Danny Green,10000000
Jared Dudley,10000000
Darren Collison,10000000
Meyers Leonard,9904495
Tony Snell,9821429
Al Jefferson,9769821
Matthew Dellavedova,9607500
Trevor Booker,9571137
Bogdan Bogdanovic,9470614
Andre Roberson,9259260
Dwight Powell,9003125
Jerryd Bayless,9000000
Avery Bradley,8808989
JaMychal Green,8533333
E'Twaun Moore,8445024
Rudy Gay,8406000
Kosta Koufos,8393000
Corey Brewer,8105615
Markieff Morris,8000000
Vince Carter,8000000
Garrett Temple,8000000
CJ Miles,7936509
Cristiano Felicio,7843500
Shaun Livingston,7692308
Cory Joseph,7630000
PJ Tucker,7590035
Andrew Wiggins,7574322
Darrell Arthur,7464912
Channing Frye,7420912
Trevor Ariza,7400000
Al-Farouq Aminu,7319035
Cole Aldrich,7300000
DJ Augustin,7250000
Marco Belinelli,7082277
Markelle Fultz,7026240
Louis Williams,7000000
Kyle Korver,7000000
Jeremy Lamb,7000000
Jameer Nelson,6998920
Dewayne Dedmon,6900000
Jae Crowder,6796117
Jabari Parker,6782392
Langston Galloway,6666667
Lance Thomas,6655325
Ersan Ilyasova,6514288
Matt Barnes,6400625
Ed Davis,6352531
Jonathon Simmons,6300000
Rajon Rondo,6300000
Lonzo Ball,6286560
Wayne Ellington,6270000
Isaiah Thomas,6261394
Karl-Anthony Towns,6216840
Ben Simmons,6168840
Joel Embiid,6100266
Josh McRoberts,6021175
Alan Williams,6000000
Shelvin Mack,6000000
Milos Teodosic,6000000
Ishmael Smith,6000000
Brandan Wright,5955760
Boban Marjanovic,5881260
Wesley Johnson,5881260
Tyler Johnson,5821260
Alex Abrines,5725000
