Player,Salary
Wesley Iwundu,1926834
Jose Alvarado,1925406
PJ Dozier,1910860
Damion Lee,1910860
Killian Tillie,1901625
Tyrell Terry,1869438
Larry Sanders,1865546
Carsen Edwards,1859365
Shake Milton,1846738
Mitchell Robinson,1802057
Jalen Brunson,1802057
Dennis Smith,1789256
Malik Monk,1789256
Semi Ojeleye,1789256
Frank Ntilikina,1789256
Tony Bradley,1789256
Didi Louzada,1786878
Daniel Gafford,1782621
Eric Paschall,1782621
KZ Okpala,1782621
Luguentz Dort,1782621
Isaiah Roby,1782621
Naz Reid,1782621
Jaylen Nowell,1782621
Terance Mann,1782621
Bruno Fernando,1782621
Kevin Porter,1782621
Vlatko Cancar,1782621
Dean Wade,1782621
Cody Martin,1782621
Jalen McDaniels,1782621
Nicolas Claxton,1782621
Yuta Watanabe,1762796
Chimezie Metu,1762796
Armoni Brooks,1739065
Isaac Bonga,1729217
Sviatoslav Mykhailiuk,1729217
Keita Bates-Diop,1729217
Moritz Wagner,1729217
Thanasis Antetokounmpo,1729217
Isaiah Hartenstein,1729217
Oshae Brissett,1701593
Juan Toscano-Anderson,1701593
Herb Jones,1700000
Gabriel Deck,1690507
Gabe Vincent,1669178
Max Strus,1669178
Gary Payton II,1669178
Javonte Green,1669178
Matt Thomas,1669178
Robert Woodard,1619015
Lance Stephenson,1614825
Daniel Oturu,1603559
Deividas Sirvydis,1603559
Kevin Pangos,1569178
Bismack Biyombo,1518213
Vernon Carey,1517981
Anthony Gill,1517981
Tre Jones,1517981
Jahmi'us Ramsey,1517981
Elijah Hughes,1517981
CJ Elleby,1517981
Isaiah Joe,1517981
Paul Reed,1517981
Naji Marshall,1517981
Jordan Nwora,1517981
Xavier Tillman,1517981
Sam Merrill,1517981
Jae'Sean Tate,1517981
KJ Martin,1517981
Lamar Stevens,1517981
Nick Richards,1517981
Isaiah Todd,1500000
Omer Yurtseven,1489065
Saben Lee,1489065
JR Smith,1456667
Stanley Johnson,1368998
Duane Washington Jr,1346676
Aaron Wiggins,1305761
Marquese Chriss,1292900
JT Thor,1250000
DeMarre Carroll,1242340
Jabari Parker,1168286
Alfonzo McKinnie,1090007
Zhaire Smith,1068200
Jason Preston,1062303
Isaiah Livers,1057260
Denzel Valentine,1005633
Alize Johnson,1003740
Kyle Singler,999200
Kelan Martin,993760
Miye Oni,946261
Jared Butler,925258
Dalano Banton,925258
Jock Landale,925258
Greg Brown,925258
Charles Bassey,925258
Vit Krejci,925258
Miles McBride,925258
Austin Reaves,925258
BJ Boston,925258
Luka Garza,925258
Marko Simonovic,925258
Ayo Dosunmu,925258
Daishen Nix,923078
Isaiah Thomas,910926
Terry Taylor,895125
Mamadi Diakite,869078
Caleb Martin,844011
Brad Wanamaker,814918
Luke Kornet,812364
Wayne Selden,812363
Gary Clark,811213
Ryan Arcidiacono,774727
Trendon Watford,768830
Patrick Patterson,737067
Devontae Cacok,726128
Admiral Schofield,723741
Ishmail Wainright,707893
Shaun Livingston,666666
Malik Fitts,630874
Sam Hauser,619498
Greg Monroe,612805
Amir Coffey,573576
Joe Wieskamp,563663
Keifer Sykes,558345
Haywood Highsmith,547701
Nik Stauskas,534993
Davon Reed,532398
Wenyen Gabriel,522015
Skylar Mays,510907
Georgios Kalaitzakis,499852
RJ Nembhard,491876
Chris Silva,479650
Trent Forrest,463211
Kessler Edwards,463211
Cassius Winston,462629
Joel Ayayi,462629
Justin Champagnie,462629
David Johnson,462629
Neemias Queta,462629
Keljin Blevins,462629
Ignas Brazdeikis,462629
Jericho Sims,462629
Nathan Knight,462629
McKinley Wright,462629
Sandro Mamukelashvili,462629
Yves Pons,462629
Jay Scrubb,462629
Chris Chiozza,462629
Sean Chris Smith,462629
Jamorko Pickett,462629
Markus Howard,462629
Tyler Cook,462629
Arnoldas Kulboka,462629
Scottie Lewis,462629
David Duke,462629
Brodric Thomas,462629
Sharife Cooper,462629
Justin Anderson,445828
Theo Pinson,440710
Charlie Brown,431151
Tim Frazier,386127
James Ennis,386127
Langston Galloway,386127
Kyle Guy,383079
Sam Dekker,350000
Quinndary Weatherspoon,346491
Brandon Goodwin,343988
Malcolm Hill,324373
Louis King,316396
DJ Wilson,308493
Shaquille Harrison,308493
Justin Jackson,308493
Jeff Dowtin,305761
Paul Watson,303102
Trevelin Queen,303102
Myles Powell,300443
Jontay Porter,300000
Mason Jones,295125
Eugene Omoruyi,281831
Brandon Knight,274672
Justin Robinson,265953
Ja'Vonte Smart,265878
Mychal Mulder,257902
Tyler Johnson,257418
Zylan Cheatham,256734
Cassius Stanley,256734
Devon Dotson,239291
Marcus Garrett,236632
Lindell Wigginton,233973
Jay Huff,225997
Olivier Sarr,223339
Aaron Henry,223338
Freddie Gillespie,221156
JaQuori McLaughlin,220679
Rayjon Tucker,220639
Petr Cornelie,218021
Tacko Fall,218021
Juwan Morgan,211046
Damyean Dotson,205662
Xavier Moon,202069
Tyrone Wallace,198760
Tremont Waters,191860
Jaylen Hoard,191860
Norvel Pelle,191860
Reggie Perry,188272
Devin Cannady,185578
Brandon Williams,180798
DeJon Jarreau,172821
Moses Wright,172821
Matt Mooney,171156
Dakota Mathias,171156
Daulton Hommes,167504
Grant Riller,162186
Lindy Waters III,159527
Anthony Tolliver,151821
Darren Collison,151821
Ersan Ilyasova,151821
Joe Johnson,151821
CJ Miles,151821
Chaundee Brown,151552
Xavier Sneed,146233
Mario Chalmers,138019
Anthony Lamb,136095
Braxton Key,127622
Troy Williams,122741
Feron Hunt,116987
Mac McClung,111670
Matt Ryan,111669
Emmanuel Mudiay,111457
Paris Bass,106352
Hassani Gravett,106352
Carlik Jones,106352
Cheick Diallo,102831
Jordan Bell,102831
DJ Stewart,101034
Nate Hinton,96213
Jaylen Morris,95930
BJ Johnson,95930
Scotty Hopson,95930
Justin James,95930
DaQuan Jeffries,95930
Derrick Walton,95930
Demetrius Jackson,92857
Emanuel Terry,85578
Jemerrio Jones,85578
George King,85578
Malik Newman,85578
Chris Clemons,85578
Cameron Oliver,85578
Jared Harper,85081
Gabriel Lundberg,79764
Jaime Echenique,53176
Craig Sword,53176
Jordan Goodwin,53176
Jordan Schakel,53176
Ade Murkey,53176
Jarron Cumberland,53176
Cameron McGriff,53176
MJ Walker,53176
Aleem Ford,53176
Rob Edwards,53176
Tyler Hall,53176
Javin DeLaurier,53176
Aric Holman,53176
Jon Teske,53176
Shaq Buchanan,53176
Ahmad Caver,53176
Jaysean Paige,53176
Micah Potter,53176
Trayvon Palmer,53176
Tre Scott,53176
Justin Tillman,53176
Malik Ellison,53176
Anthony Barber,53176
Luca Vildoza,42789
Zavier Simpson,37223
Mfiondu Kabengele,19186
Melvin Frazier,13294
