Player,Salary
Shaquille O'Neal,20000000
Chris Webber,19125000
Allan Houston,19125000
Michael Finley,18612500
Kevin Garnett,18000000
Allen Iverson,16453125
Stephon Marbury,16453125
Jermaine O'Neal,16440000
Jason Kidd,16440000
Brian Grant,16006220
Kobe Bryant,15946875
Tim Duncan,15845156
Anfernee Hardaway,15750000
Jalen Rose,15694250
Grant Hill,15694250
Tracy McGrady,15694250
Keith Van Horn,15694250
Eddie Jones,14576250
Tim Thomas,13975000
Antonio Davis,13925000
Antawn Jamison,13843156
Dirk Nowitzki,13843156
Vince Carter,13843156
Paul Pierce,13843156
Shawn Marion,13700000
Steve Francis,13700000
Baron Davis,13700000
Ray Allen,13223140
Elton Brand,13152000
Michael Redd,12000000
Joe Johnson,12000000
Theo Ratliff,11666666
Carlos Boozer,11593816
Mike Bibby,11500000
Lamar Odom,11465333
Pau Gasol,10993000
Andrei Kirilenko,10983000
Rasheed Wallace,10860000
Derek Anderson,10763000
Zach Randolph,10666667
Kenyon Martin,10636364
Raef LaFrentz,10623288
Larry Hughes,10344900
Gilbert Arenas,10243200
Richard Jefferson,10200000
Jamal Mashburn,10075000
Wally Szczerbiak,10000000
Doug Christie,9775000
Steve Nash,9625000
Vin Baker,9183333
Marcus Camby,9150000
Maurice Taylor,9100000
Tyson Chandler,9000000
Shandon Anderson,8935000
Jason Richardson,8888888
Brad Miller,8750000
Zydrunas Ilgauskas,8740000
Erick Dampier,8662500
Kelvin Cato,8640000
Richard Hamilton,8625000
Rashard Lewis,8571429
Jamaal Magloire,8533333
Aaron McKie,8500000
Samuel Dalembert,8470000
Tony Parker,8400000
Jerry Stackhouse,8367187
Mehmet Okur,8250000
Andre Miller,8100000
Bonzi Wells,8000000
PJ Brown,8000000
Bobby Simmons,8000000
Austin Croshere,7900000
Lorenzen Wright,7700000
Jason Williams,7562500
Predrag Stojakovic,7500000
Kwame Brown,7500000
Ben Wallace,7500000
Manu Ginobili,7428937
Eddy Curry,7390000
Troy Murphy,7365079
Desmond Mason,7333333
Adonal Foyle,7312500
Calvin Booth,7255098
Darius Miles,7250000
Cuttino Mobley,7200000
Jonathan Bender,7175000
Corey Maggette,7000000
Al Harrington,6957500
Quentin Richardson,6940000
Antoine Walker,6880000
Sam Cassell,6875000
Metta World Peace,6842105
Mike Miller,6750000
Radoslav Nesterovic,6720000
Jason Terry,6666667
Jerome Williams,6620063
Kurt Thomas,6620062
Kenny Thomas,6500000
Jamal Crawford,6480000
Lamond Murray,6388500
Ruben Patterson,6353200
Todd MacCulloch,6353200
Joe Smith,6353200
Clarence Weatherspoon,6353200
Alvin Williams,6300000
Scot Pollard,6274937
Danny Fortson,6207670
Malik Rose,6008750
Corliss Williamson,6000000
Reggie Miller,6000000
Howard Eisley,5926984
Chauncey Billups,5909800
Ricky Davis,5909800
Michael Olowokandi,5900400
James Posey,5900400
Juwan Howard,5900400
Stephen Jackson,5610000
Yao Ming,5594906
Mark Blount,5515875
Nazr Mohammed,5500000
Jason Collins,5500000
Eric Snow,5484375
Eddie Robinson,5444444
Jamaal Tinsley,5400000
Etan Thomas,5393300
Hidayet Turkoglu,5393300
Brian Cardinal,5393300
Derek Fisher,5393300
Antonio McDyess,5393300
Marquis Daniels,5393300
Troy Hudson,5253000
Tony Battie,5200000
Alonzo Mourning,5138500
David Wesley,5070000
Matt Harpring,5020000
Devean George,5000600
Antonio Daniels,5000000
Shareef Abdur-Rahim,5000000
Jerome James,5000000
Marko Jaric,5000000
Udonis Haslem,5000000
Jeff Foster,5000000
Stromile Swift,5000000
