Player,Salary
Stephen Curry,40231758
Chris Paul,38506482
Russell Westbrook,38506482
John Wall,38199000
James Harden,38199000
LeBron James,37436858
Kevin Durant,37199000
Blake Griffin,34449964
Kyle Lowry,33296296
Paul George,33005556
Tobias Harris,32742000
Jimmy Butler,32742000
Kawhi Leonard,32742000
Klay Thompson,32742000
Kemba Walker,32742000
Gordon Hayward,32700690
Mike Conley,32511623
Kyrie Irving,31742000
Khris Middleton,30603448
Paul Millsap,30350000
Damian Lillard,29802321
Kevin Love,28942830
Al Horford,28000000
Nikola Vucevic,28000000
DeMar DeRozan,27739975
CJ McCollum,27556959
Joel Embiid,27504630
Andrew Wiggins,27504630
Nikola Jokic,27504630
Devin Booker,27285000
Karl-Anthony Towns,27285000
D'Angelo Russell,27285000
Kristaps Porzingis,27285000
Otto Porter,27250576
Anthony Davis,27093019
Bradley Beal,27093018
Hassan Whiteside,27093018
Andre Drummond,27093018
Jrue Holiday,26131111
LaMarcus Aldridge,26000000
Steven Adams,25842697
Giannis Antetokounmpo,25842697
Marc Gasol,25595700
Nicolas Batum,25565217
Rudy Gobert,25258427
Chandler Parsons,25102512
Harrison Barnes,24147727
Serge Ibaka,23271604
Danilo Gallinari,22615559
Victor Oladipo,21000000
Tim Hardaway Jr,20025127
Malcolm Brogdon,20000000
Terry Rozier,19894737
Aaron Gordon,19863636
Zach LaVine,19500000
Kent Bazemore,19269663
Goran Dragic,19217900
Jeff Teague,19000000
Evan Turner,18606556
Draymond Green,18539130
Tristan Thompson,18539130
Gary Harris,18189286
Julius Randle,18000000
Myles Turner,18000000
Derrick Favors,17650000
Andre Iguodala,17185185
Evan Fournier,17150000
Bojan Bogdanovic,17000000
Bismack Biyombo,17000000
Clint Capela,16896552
Gorgui Dieng,16229213
Ricky Rubio,16200000
Jonas Valanciunas,16000000
Brandon Knight,15643750
Kelly Oubre,15625000
Eric Bledsoe,15625000
Dennis Schroeder,15500000
Ian Mahinmi,15450051
James Johnson,15349400
Bobby Portis,15000000
Marcus Morris,15000000
Danny Green,14634147
Rudy Gay,14500000
Cody Zeller,14471910
Eric Gordon,14057730
Mason Plumlee,14041096
JJ Redick,13486300
Jordan Clarkson,13437500
Dewayne Dedmon,13333334
Solomon Hill,13290395
Justise Winslow,13000000
Thaddeus Young,12900000
Will Barton,12776786
Courtney Lee,12759670
Larry Nance Jr,12727273
Patrick Mills,12678571
Kelly Olynyk,12667885
Marcus Smart,12553571
Terrence Ross,12500000
Patrick Beverley,12345680
Trevor Ariza,12200000
Brook Lopez,12093024
Cory Joseph,12000000
Jusuf Nurkic,12000000
Joe Ingles,11454546
Tony Snell,11392857
Robert Covington,11301219
Meyers Leonard,11286515
TJ Warren,11060000
Moe Harkless,11011234
Andre Roberson,10740740
Spencer Dinwiddie,10605600
Jeremy Lamb,10500000
Dwight Powell,10259375
George Hill,10133907
Norman Powell,10116576
Josh Richardson,10116576
Tyus Jones,10116000
Tomas Satoransky,10000000
DeAndre Jordan,9881598
Zion Williamson,9757440
Markelle Fultz,9745200
John Henson,9732396
Matthew Dellavedova,9607500
Dante Exum,9600000
Deandre Ayton,9562920
Delon Wright,9473684
Fred VanVleet,9346153
Jerami Grant,9346153
Al-Farouq Aminu,9258000
Kyle Anderson,9073050
Taj Gibson,9000000
Ja Morant,8730240
Lonzo Ball,8719320
E'Twaun Moore,8664928
Marvin Bagley,8556120
Bogdan Bogdanovic,8529386
PJ Tucker,8349039
Cristiano Felicio,8156500
Kentavious Caldwell-Pope,8139282
Ben Simmons,8113929
Thomas Bryant,8000000
Wayne Ellington,8000000
Elfrid Payton,8000000
Louis Williams,8000000
Maxi Kleber,8000000
RJ Barrett,7839960
Jayson Tatum,7830000
Jae Crowder,7815533
Luka Doncic,7683360
Joe Harris,7666667
Seth Curry,7461380
DeMarre Carroll,7339258
Doug McDermott,7333333
Langston Galloway,7333333
Derrick Rose,7317074
Brandon Ingram,7265485
DJ Augustin,7250000
Darius Miller,7250000
De'Andre Hunter,7068360
Josh Jackson,7059480
Davis Bertans,7000000
Ersan Ilyasova,7000000
Jaren Jackson Jr,6927480
Nemanja Bjelica,6825000
Jaylen Brown,6534829
Jabari Parker,6500000
Ivica Zubac,6481482
Darius Garland,6400920
De'Aaron Fox,6392760
Trae Young,6273000
Ishmael Smith,6000000
Montrezl Harrell,6000000
Marco Belinelli,5846154
Jarrett Culver,5813640
Jonathan Isaac,5806440
Rodney Hood,5718000
Mo Bamba,5697600
Trey Lyles,5500000
Aron Baynes,5453280
Kris Dunn,5348007
Coby White,5307120
Lauri Markkanen,5300400
Wendell Carter,5201400
Luol Deng,5000000
Daniel Theis,5000000
Jaxson Hayes,4862040
Buddy Hield,4861207
Frank Ntilikina,4855800
Rodney McGruder,4807693
Ed Davis,4767000
Richaun Holmes,4767000
Frank Kaminsky,4767000
Mike Scott,4767000
Robin Lopez,4767000
Avery Bradley,4767000
JaMychal Green,4767000
Justin Holiday,4767000
Garrett Temple,4767000
Enes Kanter,4767000
Collin Sexton,4764960
Rui Hachimura,4469160
Kevon Looney,4464286
Dennis Smith,4463640
Jamal Murray,4444746
Kevin Knox,4380120
Cam Reddish,4245720
Zach Collins,4240200
Mikal Bridges,4161000
Alex Len,4160000
Nicolo Melli,4102564
Cameron Johnson,4033440
Malik Monk,4028400
Patrick McCaw,4000000
Reggie Bullock,4000000
JaVale McGee,4000000
Dorian Finney-Smith,4000000
Shai Gilgeous-Alexander,3952920
PJ Washington,3831840
Luke Kennard,3827160
Miles Bridges,3755400
Jakob Poeltl,3754885
Tyler Herro,3640200
Donovan Mitchell,3635760
Stanley Johnson,3623000
Jake Layman,3581986
Thon Maker,3569643
Jerome Robinson,3567720
Danuel House,3540000
Domantas Sabonis,3529554
DeMarcus Cousins,3500000
TJ McConnell,3500000
