Player,Salary
Stephen Curry,43006362
Russell Westbrook,41358814
Chris Paul,41358814
John Wall,41254920
James Harden,41254920
Kevin Durant,40108950
LeBron James,39219566
Paul George,35450412
Klay Thompson,35361360
Mike Conley,34502132
Jimmy Butler,34379100
Kawhi Leonard,34379100
Kemba Walker,34379100
Tobias Harris,34358850
Blake Griffin,33900241
Kyrie Irving,33722850
Khris Middleton,33051724
Anthony Davis,32742000
Damian Lillard,31626953
Kevin Love,31258256
Pascal Siakam,30559200
Ben Simmons,30559200
Kyle Lowry,30500000
Steven Adams,29592695
Joel Embiid,29542010
Andrew Wiggins,29542010
Nikola Jokic,29542010
Devin Booker,29467800
Karl-Anthony Towns,29467800
Kristaps Porzingis,29467800
CJ McCollum,29354152
Bradley Beal,28751774
Andre Drummond,28751774
D'Angelo Russell,28649250
Gordon Hayward,28500000
Otto Porter,28489239
DeMar DeRozan,27739975
Giannis Antetokounmpo,27528088
Rudy Gobert,27525281
Al Horford,27500000
Brandon Ingram,27285000
Jamal Murray,27285000
Jrue Holiday,27026011
Nikola Vucevic,26000000
Jaylen Brown,25035118
Buddy Hield,24931817
Draymond Green,22246956
Harrison Barnes,22215909
Fred VanVleet,21250000
Victor Oladipo,21000000
Malcolm Brogdon,20700000
Julius Randle,19845000
Domantas Sabonis,19800000
Gary Harris,19610714
Zach LaVine,19500000
Danilo Gallinari,19500000
Jerami Grant,19050000
Tim Hardaway Jr,18975000
Terry Rozier,18900000
Aaron Gordon,18136364
Goran Dragic,18000000
Myles Turner,18000000
Bogdan Bogdanovic,18000000
Clint Capela,18000000
Bojan Bogdanovic,17850000
LaMarcus Aldridge,17628340
Gorgui Dieng,17587688
Evan Fournier,17150000
Ricky Rubio,17000000
Eric Bledsoe,16875000
Eric Gordon,16869267
Caris LeVert,16203704
Joe Harris,16071429
James Johnson,16047100
Dennis Schroeder,15500000
Cody Zeller,15415730
Danny Green,15365853
Davis Bertans,15000000
Andre Iguodala,15000000
Jonas Valanciunas,15000000
Marcus Morris,14883721
Rudy Gay,14500000
Kelly Oubre,14375000
Dejounte Murray,14286000
Will Barton,13723214
Thaddeus Young,13545000
Patrick Mills,13535714
Terrence Ross,13500000
Malik Beasley,13425895
Patrick Beverley,13333333
Christian Wood,13015874
JJ Redick,13013700
Justise Winslow,13000000
Marcus Smart,12946428
Jusuf Nurkic,12888889
Kelly Olynyk,12819650
Trevor Ariza,12800000
Brook Lopez,12697675
Dion Waiters,12650000
Cory Joseph,12600000
Markelle Fultz,12288697
Taurean Prince,12250000
Tony Snell,12178571
Robert Covington,12138345
Kentavious Caldwell-Pope,12073020
TJ Warren,12000000
Larry Nance Jr,11709091
Nicolas Batum,11608231
