Player,Salary
Danny Ferry,4546000
Keon Clark,4546000
Jerome James,4546000
Devean George,4546000
Chauncey Billups,4546000
Ricky Davis,4546000
Mark Jackson,4530000
Aaron McKie,4500000
Corliss Williamson,4500000
Adonal Foyle,4400000
Jim McIlvaine,4400000
Steve Francis,4383581
Anthony Mason,4370819
Malik Rose,4370000
Rick Fox,4340231
Derek Strong,4212000
Michael Stewart,4160000
Lamond Murray,4125000
Eric Snow,4125000
Kenyon Martin,4067160
Brent Price,4048000
Darrell Armstrong,4010000
Matt Harpring,4000000
Travis Knight,4000000
Shawn Bradley,4000000
Tony Battie,4000000
Ervin Johnson,3998679
Kwame Brown,3974760
Baron Davis,3942922
Lindsey Hunter,3870912
Yao Ming,3858240
Zeljko Rebraca,3850000
Tracy Murray,3740000
Anthony Carter,3656250
Stromile Swift,3639000
David Wesley,3600000
Chucky Atkins,3600000
Marc Jackson,3575000
Lamar Odom,3557585
Tyson Chandler,3556200
Bruce Bowen,3550000
Jay Williams,3451920
Jud Buechler,3450000
Antonio Daniels,3375000
Anthony Peeler,3350812
Lawrence Funderburke,3300000
Darius Miles,3267960
Andrew DeClercq,3262500
Jonathan Bender,3226745
Pau Gasol,3193680
Jon Barry,3175000
Moochie Norris,3150000
Evan Eschmeyer,3103800
Mike Dunleavy,3100080
LaPhonso Ellis,3100000
Eduardo Najera,3047620
Jeff McInnis,3000000
Michael Redd,3000000
Derek Fisher,3000000
Eric Piatkowski,3000000
Chris Whitney,3000000
Marcus Fizer,2946240
Matt Maloney,2945716
Wally Szczerbiak,2933187
Eddy Curry,2879280
Rodney Rogers,2796000
Drew Gooden,2794920
Chris Crawford,2750000
Eric Montross,2720000
Bobby Jackson,2700000
Randy Brown,2700000
Othella Harrington,2700000
Aaron Williams,2700000
Tony Delk,2700000
Hubert Davis,2687500
Richard Hamilton,2681783
Mike Miller,2668080
Horace Grant,2661538
Sean Rooks,2640000
Lucious Harris,2640000
Steve Kerr,2625000
Jason Richardson,2607360
George Lynch,2600000
Michael Curry,2600000
Jamie Feick,2600000
George McCloud,2599900
Tony Massenburg,2541098
Nikoloz Tskitishvili,2530920
Andre Miller,2460709
Mikki Moore,2459142
Radoslav Nesterovic,2436813
DerMarr Johnson,2423280
Greg Buckner,2400000
Stacey Augmon,2400000
Bimbo Coles,2400000
John Amaechi,2392500
Shane Battier,2368200
Pat Garrity,2350000
Dajuan Wagner,2298840
Shawn Marion,2265375
Chris Mihm,2212200
Eddie Griffin,2161920
Jason Terry,2153934
Cory Alexander,2149259
Corey Maggette,2069764
Lorenzo Williams,2068000
Jamal Crawford,2026680
Troy Hudson,2000000
Bryant Stith,2000000
Shammond Williams,2000000
DeSagana Diop,1980600
Nenê,1945520
Chris Wilcox,1922520
Metta World Peace,1904860
Wang Zhizhi,1900000
Tyronn Lue,1870000
Joel Przybilla,1862880
Patrick Ewing,1850000
Rodney White,1820520
Keyon Dooling,1769760
Amare Stoudemire,1767120
Marko Jaric,1750000
Chris Childs,1750000
Joe Johnson,1729560
James Posey,1723606
Jerome Moiso,1681200
Caron Butler,1678800
Muggsy Bogues,1659120
Kedrick Brown,1643040
Etan Thomas,1597200
Jared Jeffries,1594920
Dion Glover,1584312
Jeff Foster,1571335
Vladimir Radmanovic,1560840
Kenny Thomas,1557684
Samaki Walker,1540000
Courtney Alexander,1517280
Cezary Trybanski,1500000
Greg Anthony,1500000
Melvin Ely,1490120
Richard Jefferson,1482840
Mateen Cleaves,1441440
Marcus Haislip,1439400
Matt Bullard,1430000
Jumaine Jones,1419026
Troy Murphy,1408680
Bryon Russell,1400000
Michael Doleac,1400000
Travis Best,1400000
Gordan Giricek,1400000
Stanislav Medvedenko,1400000
Fred Hoiberg,1400000
Corie Blount,1400000
Jason Collier,1369440
Fred Jones,1367400
Vladimir Stepania,1350000
Steven Hunter,1338240
Manu Ginobili,1325000
Hidayet Turkoglu,1300920
Bryce Drew,1300000
Kirk Haston,1271400
Earl Boykins,1243605
Desmond Mason,1235880
Jiri Welsch,1234080
Bostjan Nachbar,1224000
Earl Watson,1215000
Michael Bradley,1207800
Quentin Richardson,1174080
Juan Dixon,1172400
Jarron Collins,1150000
Jason Collins,1147440
Jamaal Magloire,1121280
Curtis Borchardt,1113720
Ryan Bowen,1111111
Don Reid,1100000
Zach Randolph,1095720
Speedy Claxton,1076400
Ryan Humphrey,1063680
Brendan Haywood,1051920
Morris Peterson,1033320
Michael Jordan,1030000
Charles Oakley,1030000
Kevin Willis,1030000
Chris Dudley,1030000
Scott Williams,1030000
Rod Strickland,1030000
Kendall Gill,1030000
Brian Shaw,1030000
Mark Bryant,1030000
Walt Williams,1030000
Popeye Jones,1030000
Kareem Rush,1021080
Joseph Forte,1009920
Calbert Cheaney,1000000
Kevin Ollie,1000000
Mehmet Okur,1000000
Tim Hardaway,1000000
Donnell Harvey,992040
Qyntel Woods,980280
Jeryl Sasser,969480
DeShawn Stevenson,952320
Casey Jacobsen,941040
Brandon Armstrong,930720
Efthimios Rentzias,903360
Tayshaun Prince,903360
Danny Manning,900000
Andrei Kirilenko,893400
Monty Williams,887435
Iakovos Tsakalidis,877680
Gerald Wallace,857760
Bobby Simmons,849892
Mamadou N'diaye,848520
Amal McCaskill,843212
Frank Williams,832560
Dalibor Bagaric,830947
Voshon Lenard,824935
Gary Trent,824935
Cherokee Parks,824935
Emanual Davis,824935
Mark Madsen,813000
Primoz Brezec,805320
Jamaal Tinsley,805320
Tony Parker,800400
J.R. Reid,800000
Jim Jackson,791341
Chris Jefferies,781800
Dan Dickau,776880
Erick Strickland,762435
Mark Blount,762435
Walter McCarty,762435
Robert Traylor,750000
Milt Palacio,750000
Stephen Jackson,699935
Jacque Vaughn,699935
Rick Brunson,699935
Anthony Johnson,699935
Darvin Ham,699935
Samuel Dalembert,691100
Erick Barkley,682500
John Salmons,670800
Loren Woods,662435
Jelani McCoy,637435
Damon Jones,637435
Charles Smith,637435
Brian Skinner,637435
Mark Pope,637435
Felipe Lopez,637435
Eddie House,637435
Adrian Griffin,637435
Bruno Sundov,637435
Scott Padgett,612435
Ansu Sesay,612435
Sean Marks,612435
Raja Bell,612435
Brian Cardinal,587435
Jake Voskuhl,587435
Dan Langhi,587435
Olumide Oyedeji,587435
Lee Nailon,587435
Lavor Postell,587435
Juaquin Hawkins,587435
Pepe Sanchez,587435
Ruben Wolkowyski,587435
Ira Newble,587435
Raul Lopez,578160
Carlos Arroyo,546000
Predrag Drobnjak,526413
Mengke Bateer,512453
Ruben Boumtje-Boumtje,512435
Alton Ford,512435
Kenny Satterfield,512435
Mike James,512435
Malik Allen,512435
Tremaine Fowlkes,512435
Jamison Brewer,512435
Terence Morris,512435
Gilbert Arenas,512435
Chris Andersen,512435
Trenton Hassell,512435
Brian Scalabrine,512435
Greg Foster,401951
Nate Huffman,349458
Sam Clancy,349458
Pat Burke,349458
Reggie Evans,349458
Igor Rakocevic,349458
Ronald Murray,349458
Jamal Sampson,349458
Dan Gadzuric,349458
Sean Lampley,349458
Rasual Butler,349458
Ken Johnson,349458
Robert Archibald,349458
Mike Batiste,349458
Chris Owens,349458
Jannero Pargo,349458
Tito Maddox,349458
Vincent Yarbrough,349458
Predrag Savovic,349458
Junior Harrington,349458
Smush Parker,349458
Carlos Boozer,349458
Roger Mason,349458
Lonny Baxter,349458
Tamar Slay,349458
JR Bremer,349458
Reggie Slater,321926
Art Long,229243
Jermaine Jackson,171932
Oscar Torres,168729
Adam Harrington,140636
Anthony Goldwire,139925
John Crotty,138171
Pete Mickeal,136374
Ratko Varda,124984
Soumaila Samake,124984
Dean Oliver,118735
Mark Strickland,60361
Antonio Harvey,60361
Mike Wilks,55402
Rafer Alston,37344
Devin Brown,34946
Guy Rucker,34946
Paul Shirley,29832
